X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-25.0,72.22543988269794
120.0,0.0,-35.0,78.63782991202346
120.0,0.0,-45.0,88.72690615835776
120.0,0.0,-55.0,107.27236070381232
84.8528137423857,84.85281374238569,-25.0,70.1066715542522
84.8528137423857,84.85281374238569,-35.0,76.31964809384164
84.8528137423857,84.85281374238569,-45.0,85.96627565982405
84.8528137423857,84.85281374238569,-55.0,103.25916422287389
7.34788079488412e-15,120.0,-25.0,65.18988269794721
7.34788079488412e-15,120.0,-35.0,70.5491202346041
7.34788079488412e-15,120.0,-45.0,78.53189149560117
7.34788079488412e-15,120.0,-55.0,91.63086510263929
-84.85281374238569,84.8528137423857,-25.0,64.60410557184751
-84.85281374238569,84.8528137423857,-35.0,70.12536656891496
-84.85281374238569,84.8528137423857,-45.0,78.63782991202346
-84.85281374238569,84.8528137423857,-55.0,91.9424486803519
-120.0,1.469576158976824e-14,-25.0,62.877932551319645
-120.0,1.469576158976824e-14,-35.0,67.53299120234604
-120.0,1.469576158976824e-14,-45.0,74.71810850439883
-120.0,1.469576158976824e-14,-55.0,85.86656891495602
-84.85281374238572,-84.85281374238569,-25.0,65.95637829912023
-84.85281374238572,-84.85281374238569,-35.0,70.90432551319648
-84.85281374238572,-84.85281374238569,-45.0,78.46957478005865
-84.85281374238572,-84.85281374238569,-55.0,90.52785923753666
-2.2043642384652355e-14,-120.0,-25.0,67.19648093841641
-2.2043642384652355e-14,-120.0,-35.0,71.94501466275659
-2.2043642384652355e-14,-120.0,-45.0,79.22983870967742
-2.2043642384652355e-14,-120.0,-55.0,90.11033724340176
84.85281374238568,-84.85281374238572,-25.0,65.30828445747801
84.85281374238568,-84.85281374238572,-35.0,69.67045454545455
84.85281374238568,-84.85281374238572,-45.0,76.25733137829911
84.85281374238568,-84.85281374238572,-55.0,86.26539589442815
