X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-25.0,72.21297653958945
120.0,0.0,-35.0,78.67521994134897
120.0,0.0,-45.0,88.73313782991202
120.0,0.0,-55.0,107.3907624633431
84.8528137423857,84.85281374238569,-25.0,70.14406158357771
84.8528137423857,84.85281374238569,-35.0,76.34457478005865
84.8528137423857,84.85281374238569,-45.0,86.00366568914956
84.8528137423857,84.85281374238569,-55.0,103.29032258064515
7.34788079488412e-15,120.0,-25.0,65.22727272727272
7.34788079488412e-15,120.0,-35.0,70.5740469208211
7.34788079488412e-15,120.0,-45.0,78.55058651026393
7.34788079488412e-15,120.0,-55.0,91.6433284457478
-84.85281374238569,84.8528137423857,-25.0,64.60410557184751
-84.85281374238569,84.8528137423857,-35.0,70.11290322580645
-84.85281374238569,84.8528137423857,-45.0,78.62536656891496
-84.85281374238569,84.8528137423857,-55.0,91.92998533724341
-120.0,1.469576158976824e-14,-25.0,62.85923753665689
-120.0,1.469576158976824e-14,-35.0,67.49560117302053
-120.0,1.469576158976824e-14,-45.0,74.69318181818181
-120.0,1.469576158976824e-14,-55.0,85.81671554252199
-84.85281374238572,-84.85281374238569,-25.0,66.00623167155425
-84.85281374238572,-84.85281374238569,-35.0,70.90432551319648
-84.85281374238572,-84.85281374238569,-45.0,78.4882697947214
-84.85281374238572,-84.85281374238569,-55.0,90.52162756598241
-2.2043642384652355e-14,-120.0,-25.0,67.17155425219941
-2.2043642384652355e-14,-120.0,-35.0,71.91385630498533
-2.2043642384652355e-14,-120.0,-45.0,79.20491202346041
-2.2043642384652355e-14,-120.0,-55.0,90.13526392961877
84.85281374238568,-84.85281374238572,-25.0,65.4266862170088
84.85281374238568,-84.85281374238572,-35.0,69.6766862170088
84.85281374238568,-84.85281374238572,-45.0,76.26979472140762
84.85281374238568,-84.85281374238572,-55.0,86.27785923753666
