X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-40.0,81.95931085043988
120.0,0.0,-50.0,94.28555718475073
110.86554390135441,45.92201188381077,-40.0,81.06195014662757
110.86554390135441,45.92201188381077,-50.0,93.49413489736071
84.8528137423857,84.85281374238569,-40.0,80.10227272727272
84.8528137423857,84.85281374238569,-50.0,92.47214076246334
45.922011883810804,110.8655439013544,-40.0,79.36693548387096
45.922011883810804,110.8655439013544,-50.0,91.43145161290323
3.399323338588788e-14,120.0,-40.0,78.71884164222874
3.399323338588788e-14,120.0,-50.0,90.60263929618768
-45.92201188381074,110.86554390135443,-40.0,78.68145161290323
-45.92201188381074,110.86554390135443,-50.0,90.61510263929618
-45.92201188381074,110.86554390135443,-60.0,127.36326979472142
-84.85281374238565,84.85281374238575,-40.0,78.86217008797654
-84.85281374238565,84.85281374238575,-50.0,91.03262463343108
-84.85281374238565,84.85281374238575,-60.0,125.19464809384164
-110.86554390135439,45.92201188381083,-40.0,79.54765395894428
-110.86554390135439,45.92201188381083,-50.0,91.76173020527858
-110.86554390135439,45.92201188381083,-60.0,124.19134897360703
-120.0,6.798646677177576e-14,-40.0,80.23936950146627
-120.0,6.798646677177576e-14,-50.0,92.39736070381232
-120.0,6.798646677177576e-14,-60.0,124.59017595307917
-110.86554390135444,-45.922011883810704,-40.0,80.77529325513197
-110.86554390135444,-45.922011883810704,-50.0,92.9457478005865
-110.86554390135444,-45.922011883810704,-60.0,125.74926686217009
-84.85281374238575,-84.85281374238565,-40.0,81.33614369501467
-84.85281374238575,-84.85281374238565,-50.0,93.59384164222874
-84.85281374238575,-84.85281374238565,-60.0,125.12609970674487
-45.92201188381084,-110.86554390135439,-40.0,81.7225073313783
-45.92201188381084,-110.86554390135439,-50.0,93.81195014662757
-45.92201188381084,-110.86554390135439,-60.0,125.3815982404692
-1.2862505274866738e-13,-120.0,-40.0,81.87206744868035
-1.2862505274866738e-13,-120.0,-50.0,93.96151026392963
-1.2862505274866738e-13,-120.0,-60.0,125.88013196480938
45.9220118838107,-110.86554390135444,-40.0,82.30828445747801
45.9220118838107,-110.86554390135444,-50.0,94.44134897360703
45.9220118838107,-110.86554390135444,-60.0,125.73680351906158
84.85281374238562,-84.8528137423858,-40.0,82.47030791788856
84.85281374238562,-84.8528137423858,-50.0,94.44758064516128
84.85281374238562,-84.8528137423858,-60.0,127.10153958944281
110.86554390135439,-45.922011883810846,-40.0,82.10887096774194
110.86554390135439,-45.922011883810846,-50.0,94.12976539589442
110.86554390135439,-45.922011883810846,-60.0,126.6590909090909
