X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-25.0,72.20051319648094
120.0,0.0,-35.0,78.63782991202346
120.0,0.0,-45.0,88.74560117302053
120.0,0.0,-55.0,107.27236070381232
84.8528137423857,84.85281374238569,-25.0,70.1066715542522
84.8528137423857,84.85281374238569,-35.0,76.3258797653959
84.8528137423857,84.85281374238569,-45.0,85.9600439882698
84.8528137423857,84.85281374238569,-55.0,103.30278592375366
7.34788079488412e-15,120.0,-25.0,65.20234604105572
7.34788079488412e-15,120.0,-35.0,70.5740469208211
7.34788079488412e-15,120.0,-45.0,78.53812316715542
7.34788079488412e-15,120.0,-55.0,91.6433284457478
-84.85281374238569,84.8528137423857,-25.0,64.71627565982405
-84.85281374238569,84.8528137423857,-35.0,70.12536656891496
-84.85281374238569,84.8528137423857,-45.0,78.6066715542522
-84.85281374238569,84.8528137423857,-55.0,91.9175219941349
-120.0,1.469576158976824e-14,-25.0,62.86546920821114
-120.0,1.469576158976824e-14,-35.0,67.5267595307918
-120.0,1.469576158976824e-14,-45.0,74.7617302052786
-120.0,1.469576158976824e-14,-55.0,85.86033724340176
-84.85281374238572,-84.85281374238569,-25.0,65.96260997067449
-84.85281374238572,-84.85281374238569,-35.0,70.91055718475073
-84.85281374238572,-84.85281374238569,-45.0,78.4882697947214
-84.85281374238572,-84.85281374238569,-55.0,90.52162756598241
-2.2043642384652355e-14,-120.0,-25.0,67.20271260997067
-2.2043642384652355e-14,-120.0,-35.0,71.92008797653959
-2.2043642384652355e-14,-120.0,-45.0,79.21737536656892
-2.2043642384652355e-14,-120.0,-55.0,90.09787390029325
84.85281374238568,-84.85281374238572,-25.0,65.27712609970675
84.85281374238568,-84.85281374238572,-35.0,69.6891495601173
84.85281374238568,-84.85281374238572,-45.0,76.27602639296188
84.85281374238568,-84.85281374238572,-55.0,86.27162756598241
