X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-25.0,72.21297653958945
120.0,0.0,-35.0,78.60043988269794
120.0,0.0,-45.0,88.77052785923753
120.0,0.0,-55.0,107.44684750733137
84.8528137423857,84.85281374238569,-25.0,70.05681818181819
84.8528137423857,84.85281374238569,-35.0,76.3508064516129
84.8528137423857,84.85281374238569,-45.0,85.9725073313783
84.8528137423857,84.85281374238569,-55.0,103.27785923753666
7.34788079488412e-15,120.0,-25.0,65.19611436950146
7.34788079488412e-15,120.0,-35.0,70.58027859237536
7.34788079488412e-15,120.0,-45.0,78.53189149560117
7.34788079488412e-15,120.0,-55.0,91.63709677419355
-84.85281374238569,84.8528137423857,-25.0,64.70381231671554
-84.85281374238569,84.8528137423857,-35.0,70.14406158357771
-84.85281374238569,84.8528137423857,-45.0,78.6066715542522
-84.85281374238569,84.8528137423857,-55.0,92.00476539589442
-120.0,1.469576158976824e-14,-25.0,62.896627565982406
-120.0,1.469576158976824e-14,-35.0,67.49560117302053
-120.0,1.469576158976824e-14,-45.0,74.75549853372434
-120.0,1.469576158976824e-14,-55.0,85.8291788856305
-84.85281374238572,-84.85281374238569,-25.0,66.01246334310851
-84.85281374238572,-84.85281374238569,-35.0,70.91055718475073
-84.85281374238572,-84.85281374238569,-45.0,78.46957478005865
-84.85281374238572,-84.85281374238569,-55.0,90.50916422287389
-2.2043642384652355e-14,-120.0,-25.0,67.19648093841641
-2.2043642384652355e-14,-120.0,-35.0,71.90762463343108
-2.2043642384652355e-14,-120.0,-45.0,79.21114369501467
-2.2043642384652355e-14,-120.0,-55.0,90.06048387096774
84.85281374238568,-84.85281374238572,-25.0,65.28958944281524
84.85281374238568,-84.85281374238572,-35.0,69.69538123167155
84.85281374238568,-84.85281374238572,-45.0,76.26356304985337
84.85281374238568,-84.85281374238572,-55.0,86.27785923753666
