X_value,Y_value,Z_value
46.733870967741936,8.97251304052718e-15,-24.999999999999982
43.8174486803519,9.329671762448601e-15,-29.999999999999982
40.2716275659824,9.763909610254773e-15,-34.999999999999986
35.80975073313783,1.0310331928408056e-14,-39.99999999999998
29.958211143695024,1.102693885123757e-14,-44.99999999999998
22.760630498533715,1.1908388261107745e-14,-49.99999999999998
10.9142228739003,1.3359154778997956e-14,-54.99999999999998
43.10635098177192,24.8874633431085,-24.999999999999996
40.41875161650833,23.3357771260997,-29.999999999999996
37.2778222378268,21.52236070381231,-35.0
33.50007212601051,19.341275659824042,-40.0
28.4378869761767,16.41862170087976,-44.99999999999999
22.139837861191538,12.782441348973599,-49.99999999999999
12.285306855225073,7.092925219941343,-54.99999999999999
26.86913489736071,46.5387067976507,-25.000000000000004
25.54178885630499,44.23967601531679,-30.000000000000004
23.853005865102638,41.314618071596165,-35.00000000000001
21.740469208211145,37.655597249008395,-40.00000000000001
19.166788856304983,33.197852117065196,-45.00000000000001
15.817265395894417,27.39630730249017,-50.00000000000001
11.17467008797653,19.35509635019551,-55.00000000000001
-2.0240102639296325,-3.5056886121670203,-60.00000000000001
2.1027309840894213e-14,58.3933284457478,-24.999999999999986
2.153789847971193e-14,56.09384164222874,-29.999999999999986
2.2185474314310002e-14,53.17741935483872,-34.999999999999986
2.29741884718333e-14,49.625366568914956,-39.999999999999986
2.3963540441358134e-14,45.169721407624635,-44.999999999999986
2.5199192621477965e-14,39.60483870967742,-49.99999999999998
2.685549235227689e-14,32.145527859237546,-54.99999999999998
2.919396064388105e-14,21.61400293255133,-59.99999999999998
-29.206011730205276,50.58629620316814,-24.999999999999986
-27.92540322580645,48.36821720894457,-29.999999999999986
-26.348790322580648,45.637443556688815,-34.999999999999986
-24.367118768328446,42.205087740810015,-39.999999999999986
-21.893145161290327,37.920039756835536,-44.999999999999986
-18.864552785923763,32.67436388728494,-49.99999999999998
-14.739186217008807,25.52901939007812,-54.99999999999998
-7.613269794721425,13.186570096186927,-59.99999999999998
-51.04502300246012,29.470857771261024,-24.99999999999998
-49.0428154431975,28.314882697947244,-29.99999999999998
-46.61965858576105,26.915872434017622,-34.99999999999998
-43.54349063756779,25.139846041055748,-39.99999999999998
-39.84129552798784,23.00238269794724,-44.99999999999998
-35.38894718191864,20.43181818181821,-49.99999999999997
-29.198833784413978,16.857954545454568,-54.99999999999997
-20.941751397158384,12.090725806451637,-59.99999999999997
-2.4145854916365295,1.3940615835777237,-64.99999999999996
-58.06304985337243,1.469576158976824e-14,-24.999999999999986
-55.93804985337243,1.469576158976824e-14,-29.999999999999986
-53.44538123167155,1.469576158976824e-14,-34.999999999999986
-50.13636363636364,1.469576158976824e-14,-39.999999999999986
-46.322580645161295,1.469576158976824e-14,-44.999999999999986
-41.480571847507335,1.469576158976824e-14,-49.999999999999986
-35.622800586510266,1.469576158976824e-14,-54.99999999999998
-27.602639296187675,1.469576158976824e-14,-59.99999999999998
-14.72800586510263,1.469576158976824e-14,-64.99999999999997
-45.51331748158629,-26.27712609970675,-24.999999999999986
-43.72698135728459,-25.24578445747801,-29.999999999999986
-41.21747592586377,-23.796920821114377,-34.999999999999986
-38.31940191151328,-22.123717008797662,-39.999999999999986
-34.5200646562009,-19.930168621700886,-44.99999999999998
-29.641370226083865,-17.113453079178896,-49.99999999999998
-23.41887611333506,-13.52089442815251,-54.99999999999998
-14.940525505244494,-8.62591642228741,-59.99999999999998
0.3917431628555903,0.22617302052783117,-64.99999999999997
-25.87206744868039,-44.81173531796325,-25.0
-24.843841642228774,-43.03079597953557,-30.0
-23.55076979472144,-40.79112984181591,-35.0
-21.952346041055748,-38.02257868844198,-40.0
-19.933284457478038,-34.52546144207491,-45.0
-17.562133431085073,-30.41850739194321,-50.0
-14.558467741935516,-25.216005809384797,-55.0
-10.626282991202366,-18.405262036367432,-60.0
-4.014479472140785,-6.953282411690068,-65.0
-6.294184602405677e-15,-49.0707478005865,-24.999999999999986
-5.844479161712571e-15,-47.04545454545455,-29.999999999999982
-5.2522516890459546e-15,-44.3782991202346,-34.999999999999986
-4.5382578201301274e-15,-41.16275659824046,-39.999999999999986
-3.649916611130204e-15,-37.16202346041055,-44.99999999999998
-2.581693225853037e-15,-32.35117302052785,-49.99999999999998
-1.2533325394980136e-15,-26.368768328445753,-54.99999999999998
5.427218051778455e-16,-18.280058651026394,-59.99999999999998
3.6076373471324126e-15,-4.476906158357764,-64.99999999999997
25.124266862170046,-43.5165067081977,-24.99999999999999
24.167705278592344,-41.85969344487257,-29.99999999999999
22.90579178885627,-39.67399516589313,-34.999999999999986
21.447580645161253,-37.14829937685025,-39.999999999999986
19.621700879765363,-33.98578285467262,-44.999999999999986
17.387646627565957,-30.11628738299794,-49.999999999999986
14.59897360703809,-25.286164025747112,-54.999999999999986
11.137280058651008,-19.290334919707277,-59.999999999999986
5.809200879765378,-10.0618310751275,-64.99999999999999
45.20570068676693,-26.099523460410644,-24.99999999999999
43.48952277882753,-25.108687683284543,-29.99999999999999
41.50350557718697,-23.962060117302144,-34.999999999999986
38.96701621639603,-22.49761730205288,-39.999999999999986
35.831483623588525,-20.687316715542615,-44.999999999999986
31.983575295409935,-18.465725806451708,-49.999999999999986
27.002341933686466,-15.589809384164326,-54.999999999999986
20.92016425366225,-12.078262463343208,-59.999999999999986
11.724041124326604,-6.768878299120338,-64.99999999999999
