X_value,Y_value,Z_value,Laser Distance
120.0,0.0,-25.0,72.20674486803519
120.0,0.0,-35.0,78.62536656891496
120.0,0.0,-45.0,88.74560117302053
120.0,0.0,-55.0,107.3658357771261
84.8528137423857,84.85281374238569,-25.0,70.07551319648094
84.8528137423857,84.85281374238569,-35.0,76.3383431085044
84.8528137423857,84.85281374238569,-45.0,85.96627565982405
84.8528137423857,84.85281374238569,-55.0,103.34017595307918
7.34788079488412e-15,120.0,-25.0,65.20234604105572
7.34788079488412e-15,120.0,-35.0,70.58651026392963
7.34788079488412e-15,120.0,-45.0,78.53189149560117
7.34788079488412e-15,120.0,-55.0,91.63709677419355
-84.85281374238569,84.8528137423857,-25.0,64.59787390029325
-84.85281374238569,84.8528137423857,-35.0,70.1066715542522
-84.85281374238569,84.8528137423857,-45.0,78.63782991202346
-84.85281374238569,84.8528137423857,-55.0,91.95491202346041
-120.0,1.469576158976824e-14,-25.0,62.87170087976539
-120.0,1.469576158976824e-14,-35.0,67.52052785923753
-120.0,1.469576158976824e-14,-45.0,74.71187683284458
-120.0,1.469576158976824e-14,-55.0,85.84787390029325
-84.85281374238572,-84.85281374238569,-25.0,65.96260997067449
-84.85281374238572,-84.85281374238569,-35.0,70.89186217008798
-84.85281374238572,-84.85281374238569,-45.0,78.43841642228739
-84.85281374238572,-84.85281374238569,-55.0,90.48423753665689
-2.2043642384652355e-14,-120.0,-25.0,67.20271260997067
-2.2043642384652355e-14,-120.0,-35.0,71.90139296187684
-2.2043642384652355e-14,-120.0,-45.0,79.18621700879766
-2.2043642384652355e-14,-120.0,-55.0,90.13526392961877
84.85281374238568,-84.85281374238572,-25.0,65.30205278592375
84.85281374238568,-84.85281374238572,-35.0,69.68291788856305
84.85281374238568,-84.85281374238572,-45.0,76.27602639296188
84.85281374238568,-84.85281374238572,-55.0,86.24046920821114
