X_value,Y_value,Z_value
47.77456011730206,8.845065376935563e-15,-24.999999999999982
41.36217008797654,9.630356669365352e-15,-34.999999999999986
31.273093841642236,1.0865912162508042e-14,-44.99999999999998
12.727639296187675,1.3137075317290407e-14,-54.99999999999998
35.27991087995594,35.27991087995592,-24.999999999999982
30.886673037459325,30.886673037459303,-34.99999999999998
24.065477269972078,24.065477269972057,-44.99999999999998
11.83755850073625,11.837558500736222,-54.99999999999997
2.1822942543658944e-14,54.81011730205279,-24.999999999999986
2.301293232518532e-14,49.4508797653959,-34.999999999999986
2.478546361604031e-14,41.46810850439883,-44.999999999999986
2.76940200355385e-14,28.36913489736071,-54.99999999999998
-39.170812600040705,39.17081260004072,-24.99999999999998
-35.266691508313514,35.26669150831353,-34.99999999999998
-29.247470953799578,29.247470953799592,-44.99999999999997
-19.839684801612734,19.839684801612748,-54.99999999999997
-57.122067448680355,1.469576158976824e-14,-24.999999999999986
-52.46700879765396,1.469576158976824e-14,-34.999999999999986
-45.28189149560117,1.469576158976824e-14,-44.999999999999986
-34.13343108504398,1.469576158976824e-14,-54.99999999999998
-38.214611384572564,-38.214611384572535,-24.99999999999998
-34.71588435654616,-34.715884356546134,-34.99999999999998
-29.366445298581368,-29.36644529858134,-44.99999999999997
-20.839950589222312,-20.839950589222283,-54.99999999999997
-7.123026322329285e-15,-52.803519061583586,-24.999999999999986
-6.068640027534983e-15,-48.05498533724341,-34.999999999999986
-4.451084150088079e-15,-40.77016129032258,-44.999999999999986
-2.035128151779877e-15,-29.88966275659824,-54.99999999999998
38.67288293484302,-38.67288293484297,-24.99999999999999
35.588362884945695,-35.58836288494564,-34.999999999999986
30.93073760960074,-30.93073760960067,-44.999999999999986
23.85396732369344,-23.853967323693354,-54.999999999999986
