-50.6,-7.2041,0.0047664
-50.603,-7.2066,-5.0032
-50.159,-7.1433,-10.004
-48.632,-6.9263,-15.003
-48.628,-6.9254,-20.003
-47.446,-6.7575,-25.003
-47.447,-6.7576,-30.004
-46.854,-6.6735,-35.004
-43.997,-6.2666,-40.003
-43.946,-6.2593,-45.004
-40.592,-5.7817,-50.005
-38.522,-5.488,-55.004
-38.521,-5.4872,-60.004
-36.203,-5.1571,-65.005
-33.492,-4.7719,-70.004
-30.386,-4.3299,-75.004
-26.885,-3.831,-80.004
-22.789,-3.2493,-85.005
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
