29.962,37.408,0.0056556
29.97,37.402,-5.0087
29.284,36.547,-10.008
29.284,36.548,-15.008
28.847,36.006,-20.008
27.976,34.915,-25.007
27.976,34.919,-30.008
27.167,33.905,-35.011
26.138,32.624,-40.011
23.898,29.825,-45.009
22.4,27.959,-50.008
20.72,25.861,-55.011
18.819,23.489,-60.009
18.818,23.49,-65.007
14.115,17.621,-70.01
11.532,14.396,-75.008
11.532,14.396,-80.01
0.75667,0.94537,-85.008
-0.64162,-0.80302,-90.009
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
