-43.396,21.258,0.0063286
-43.394,21.265,-5.0062
-42.768,20.957,-10.006
-42.454,20.803,-15.006
-41.385,20.277,-20.003
-40.667,19.925,-25.006
-39.369,19.292,-30.005
-38.61,18.918,-35.005
-37.084,18.172,-40.007
-35.662,17.474,-45
-33.51,16.419,-50.005
-31.455,15.413,-55.002
-29.307,14.36,-60.006
-26.623,13.045,-65.004
-26.62,13.045,-70.005
-19.422,9.5175,-75.003
-14.233,6.9727,-80.005
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
