-26.904,-45.492,0.0052695
-26.832,-45.368,-5.0035
-26.376,-44.594,-10.006
-26.172,-44.251,-15.005
-25.665,-43.393,-20.006
-25.639,-43.35,-25.006
-25.387,-42.921,-30.006
-24.197,-40.912,-35.002
-24.219,-40.951,-40.005
-22.496,-38.035,-45.007
-21.585,-36.497,-50.001
-21.582,-36.49,-55.005
-20.189,-34.134,-60.006
-17.551,-29.675,-65.004
-16.082,-27.192,-70.005
-13.571,-22.943,-75.007
-10.682,-18.063,-80.001
-5.6855,-9.6113,-85.005
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
