-49.106,7.7784,0.0046936
-48.513,7.6885,-5.0049
-48.515,7.6894,-10.005
-47.727,7.564,-15.005
-47.727,7.5641,-20.005
-46.843,7.4251,-25.004
-45.957,7.2833,-30.004
-43.892,6.9559,-35.004
-42.461,6.7296,-40.004
-42.465,6.7301,-45.004
-39.759,6.302,-50.004
-36.316,5.7551,-55.003
-36.315,5.7558,-60.004
-31.494,4.9923,-65.005
-31.49,4.9919,-70.006
-23.475,3.7228,-75.004
-23.475,3.7231,-80.005
-18.607,2.9525,-85.003
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
