-40.494,-36.839,0.0077966
-40.494,-36.851,-5.0043
-40.235,-36.614,-10.006
-39.793,-36.213,-15.005
-38.908,-35.407,-20.005
-38.467,-35.007,-25.006
-37.767,-34.372,-30.006
-37.767,-34.372,-35.006
-37.031,-33.698,-40.005
-35.115,-31.954,-45.006
-34.122,-31.051,-50.004
-32.535,-29.608,-55.006
-32.537,-29.611,-60.005
-28.78,-26.191,-65.003
-26.94,-24.516,-70.002
-24.653,-22.435,-75.005
-22.074,-20.09,-80.004
-22.073,-20.087,-85.005
-18.133,-16.502,-90.004
-5.0183,-4.5676,-95.005
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
