40.376,27.438,0.0069603
40.345,27.414,-5.007
40.013,27.188,-10.009
39.271,26.688,-15.008
39.271,26.686,-20.009
38.406,26.096,-25.008
36.798,25.005,-30.01
35.565,24.166,-35.01
35.604,24.193,-40.009
32.763,22.261,-45.011
30.907,21.004,-50.01
28.845,19.606,-55.01
26.334,17.896,-60.011
26.334,17.897,-65.011
20.772,14.117,-70.009
16.694,11.345,-75.009
11.133,7.5658,-80.011
11.135,7.5663,-85.012
0.21639,0.14689,-90.01
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
