52.205,-16.967,0.0072669
52.167,-16.946,-5.0075
51.315,-16.669,-10.009
50.889,-16.532,-15.009
50.886,-16.534,-20.01
49.561,-16.101,-25.01
49.087,-15.947,-30.01
49.086,-15.95,-35.01
47.616,-15.472,-40.01
45.581,-14.809,-45.012
43.164,-14.024,-50.01
43.166,-14.026,-55.011
40.513,-13.165,-60.011
37.672,-12.24,-65.012
35.633,-11.578,-70.01
35.633,-11.577,-75.011
32.837,-10.67,-80.011
25.925,-8.4247,-85.013
20.097,-6.5297,-90.011
11.285,-3.6669,-95.011
6.2645,-2.0379,-100.01
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
