3.7511,47.627,0.0062704
3.7135,47.132,-5.0074
3.7156,47.135,-10.006
3.636,46.141,-15.006
3.6323,46.094,-20.005
3.4732,44.101,-25.006
3.4375,43.611,-30.007
3.4332,43.608,-35.009
3.1714,40.238,-40.007
3.1682,40.231,-45.006
2.8386,36.063,-50.006
2.8423,36.066,-55.004
2.6636,33.827,-60.007
2.4809,31.445,-65.006
1.9449,24.692,-70.006
1.5677,19.923,-75.008
1.5752,19.976,-80.006
0.29685,3.7407,-85.006
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
