2.6163,-41.662,0.0052874
3.4681,-55.038,-5.0048
3.4273,-54.394,-10.006
3.3666,-53.402,-15.007
3.3336,-52.902,-20.006
3.334,-52.904,-25.005
3.2896,-52.204,-30.008
3.2266,-51.215,-35.007
3.1747,-50.366,-40.007
3.0177,-47.929,-45.009
3.019,-47.885,-50.005
2.7636,-43.855,-55.008
2.6168,-41.518,-60.007
2.4903,-39.533,-65.005
2.4896,-39.529,-70.006
2.1282,-33.766,-75.005
1.8637,-29.59,-80.007
1.5257,-24.222,-85.005
1.5248,-24.22,-90.006
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
