Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.1508111805+0.6947349318j),(0.0007837527664+0.003939111717j),(0.0006919071893+0.00403414527j),(0.006345020607+0.04497128204j)
(3801000000+0j),(-0.09471973032+0.7118221189j),(0.001150009455+0.00378044066j),(0.0009597090539+0.003978193738j),(0.000885459478+0.04486212492j)
(3802000000+0j),(-0.03829393536+0.7238771297j),(0.0014774265+0.003658300266j),(0.001335181994+0.003817565041j),(-0.004615118727+0.04589168946j)
(3803000000+0j),(0.01769762859+0.7314052782j),(0.001749297022+0.003531568684j),(0.001644475502+0.003755140118j),(-0.009678923525+0.04817343956j)
(3804000000+0j),(0.07407965511+0.7338945149j),(0.002032882534+0.003400929039j),(0.001867208048+0.003517114557j),(-0.01458967291+0.05164395317j)
(3805000000+0j),(0.1288305223+0.7320536395j),(0.002334285062+0.003205468878j),(0.002252613427+0.003341093892j),(-0.01869389974+0.05609842314j)
(3806000000+0j),(0.1819746196+0.7260591077j),(0.00247990666+0.002971508075j),(0.002446448663+0.003174987389j),(-0.02167134546+0.06141434289j)
(3807000000+0j),(0.2349251509+0.7158216301j),(0.00278038485+0.002802561037j),(0.002758276416+0.002953567309j),(-0.02405233495+0.06720605396j)
(3808000000+0j),(0.2863233984+0.7016909327j),(0.002948533511+0.00251617725j),(0.002994020004+0.002772103762j),(-0.02567875385+0.0736799598j)
(3809000000+0j),(0.3352278173+0.6844200337j),(0.003161140019+0.002352155745j),(0.003152887104+0.002474227687j),(-0.02625418641+0.08063314685j)
(3810000000+0j),(0.3827778995+0.6630500606j),(0.003365635173+0.002065873705j),(0.00337012508+0.002317690756j),(-0.02605226822+0.08798665126j)
(3811000000+0j),(0.4283298254+0.6387471932j),(0.003507736837+0.001835220843j),(0.00352963875+0.001973008038j),(-0.02464752644+0.09582886706j)
(3812000000+0j),(0.4717726111+0.6115808101j),(0.003621164709+0.001525596133j),(0.003723635105+0.001696969615j),(-0.02230081335+0.1037696904j)
(3813000000+0j),(0.5126643777+0.5814333782j),(0.003746867878+0.001312997192j),(0.003805651097+0.001441824366j),(-0.0187414512+0.1120122056j)
(3814000000+0j),(0.5508152246+0.5485998718j),(0.003814787604+0.0009751786711j),(0.003934157547+0.001132837962j),(-0.01408317778+0.1200276168j)
(3815000000+0j),(0.5868341923+0.5126115965j),(0.003874807851+0.0007107285783j),(0.00403023418+0.0008249810198j),(-0.008219792508+0.1278359482j)
(3816000000+0j),(0.6201323271+0.474637868j),(0.003942593932+0.0004582489782j),(0.004092415795+0.0005226110225j),(-0.001071410137+0.1353151233j)
(3817000000+0j),(0.6506130099+0.4334524123j),(0.00400336599+0.0001337624417j),(0.004138521384+0.0001894219895j),(0.007241557818+0.1421799534j)
(3818000000+0j),(0.6782187223+0.3902644466j),(0.004056108184-0.0002050931216j),(0.004200625233-0.0001095872285j),(0.01690824144+0.1483989648j)
(3819000000+0j),(0.702275753+0.3457426279j),(0.00420704484-0.0004446200037j),(0.004241909366-0.0004099685466j),(0.02740980498+0.1535549965j)
(3820000000+0j),(0.7231438756+0.2988589678j),(0.004148588981-0.0007704756572j),(0.004171579611-0.0007461793139j),(0.03903390467+0.1577635267j)
(3821000000+0j),(0.7406716943+0.2505393403j),(0.004108861554-0.001188308233j),(0.004149507731-0.001068603829j),(0.05152967945+0.160664932j)
(3822000000+0j),(0.7543519735+0.2008980802j),(0.00408299733-0.001448737457j),(0.004210864659-0.001408487908j),(0.06452673674+0.1620970895j)
(3823000000+0j),(0.7646138072+0.1495946443j),(0.003939047456-0.001749821589j),(0.004105173983-0.001796630793j),(0.07808555663+0.1621269998j)
(3824000000+0j),(0.7710343599+0.0966340042j),(0.003840186866-0.002074798103j),(0.003988442011-0.002163877478j),(0.09169849753+0.1606335754j)
(3825000000+0j),(0.7733798027+0.04305758826j),(0.003665108699-0.002495721914j),(0.003814829979-0.002435664413j),(0.1052911207+0.1576615055j)
(3826000000+0j),(0.7716824412-0.01112874662j),(0.003481685882-0.002794031985j),(0.003669958562-0.002779308707j),(0.1189611405+0.1531633071j)
(3827000000+0j),(0.7658338547-0.06580350703j),(0.003311011707-0.003141110763j),(0.003416084452-0.003092842177j),(0.1319134235+0.147363596j)
(3828000000+0j),(0.7552989721-0.1206142473j),(0.003096978879-0.003429261269j),(0.003209343646-0.003435731167j),(0.1444347799+0.1403289036j)
(3829000000+0j),(0.7403395772-0.1746641166j),(0.002918461105-0.00373405288j),(0.002974399365-0.003816463053j),(0.1566291749+0.1318419377j)
(3830000000+0j),(0.7208033204-0.2284671961j),(0.002634678269-0.004025286529j),(0.0026729987-0.004057089332j),(0.167802155+0.1220740059j)
(3831000000+0j),(0.6962679625-0.2813637058j),(0.002219946356-0.004308905452j),(0.002328692237-0.004303561989j),(0.1779003292+0.1113214542j)
(3832000000+0j),(0.6670234203-0.3325267419j),(0.001967207529-0.004525462631j),(0.002017764607-0.004524864722j),(0.187158972+0.0995440004j)
(3833000000+0j),(0.6327832937-0.3821082856j),(0.001549026114-0.004806961399j),(0.001701907837-0.004702582955j),(0.1951732337+0.08690530261j)
(3834000000+0j),(0.5938809514-0.4288094895j),(0.001148105832-0.004930487368j),(0.001280435012-0.004920453764j),(0.2018701285+0.0736245874j)
(3835000000+0j),(0.5498739481-0.473221646j),(0.0007850383408-0.005110144615j),(0.0008299058536-0.005160628352j),(0.2075138837+0.05948094453j)
(3836000000+0j),(0.5015577674-0.5140108091j),(0.0002782433003-0.005252107047j),(0.0003685506235-0.005175763275j),(0.21178554+0.04499449431j)
(3837000000+0j),(0.4484801888-0.5505370274j),(-0.0001303125609-0.005367925856j),(-4.719742719e-05-0.005377183668j),(0.2147718221+0.0301948221j)
(3838000000+0j),(0.3910151422-0.5829542299j),(-0.00062448479-0.005396703258j),(-0.0004814766289-0.005389417987j),(0.2162378281+0.01524143285j)
(3839000000+0j),(0.3303376734-0.609756698j),(-0.001119989785-0.005498808343j),(-0.0009420425049-0.005432336591j),(0.2162552625+0.0001940395535j)
(3840000000+0j),(0.265745312-0.6310807311j),(-0.001706235111-0.005393208005j),(-0.00162131642-0.00541611854j),(0.2148023397-0.01540635329j)
(3841000000+0j),(0.1985937953-0.6460898157j),(-0.002179106697-0.005345395766j),(-0.002116217976-0.005210435484j),(0.2116932422-0.03010514082j)
(3842000000+0j),(0.1292380542-0.6543198965j),(-0.002691441681-0.005215335637j),(-0.00260431366-0.00516013382j),(0.2071876824-0.04443912457j)
(3843000000+0j),(0.05798070133-0.6558416934j),(-0.003238482401-0.004971522838j),(-0.00314182858-0.004973519128j),(0.2014420927-0.05818661048j)
(3844000000+0j),(-0.01380035561-0.6498122326j),(-0.003706636839-0.004672003444j),(-0.003577321535-0.00469801249j),(0.1943116933-0.07091141339j)
(3845000000+0j),(-0.08562292904-0.6360457318j),(-0.004296760075-0.004380418453j),(-0.004024224356-0.004436592106j),(0.186083585-0.08290451429j)
(3846000000+0j),(-0.1560036391-0.6146348992j),(-0.004679244943-0.003999684006j),(-0.004480288364-0.004061424173j),(0.1768058538-0.09373871808j)
(3847000000+0j),(-0.2240674645-0.5854222483j),(-0.005167318042-0.003586336039j),(-0.004890902899-0.003640788374j),(0.1664824635-0.103505326j)
(3848000000+0j),(-0.2891514003-0.5490264843j),(-0.005530366674-0.003060312942j),(-0.005321472883-0.003166101407j),(0.1555292904-0.11183651j)
(3849000000+0j),(-0.3503406048-0.5053306526j),(-0.005816617981-0.002493053442j),(-0.005577326752-0.002691867994j),(0.1438736469-0.118943974j)
(3850000000+0j),(-0.4066939652-0.4551986102j),(-0.006100077648-0.001962204929j),(-0.005837170873-0.002176048933j),(0.131749928-0.1245992876j)
(3851000000+0j),(-0.4571807981-0.3992658262j),(-0.006324215792-0.001370835933j),(-0.006095601246-0.001671950798j),(0.1193184853-0.1287271442j)
(3852000000+0j),(-0.5012486577-0.337889488j),(-0.006436386611-0.0006551995757j),(-0.00622319337-0.001027828665j),(0.1067847386-0.1312501449j)
(3853000000+0j),(-0.5382941961-0.2730723222j),(-0.006488454528-9.055724513e-05j),(-0.006378530525-0.000387706008j),(0.09429359436-0.1323991424j)
(3854000000+0j),(-0.5681543946-0.2040329192j),(-0.006458374206+0.0005470759934j),(-0.006363732275+0.0002299595217j),(0.08210770041-0.1319183208j)
(3855000000+0j),(-0.5901224613-0.1331989383j),(-0.00645049708+0.001149700838j),(-0.006380148698+0.0008570424397j),(0.07047071308-0.1299772453j)
(3856000000+0j),(-0.6041764617-0.06028286776j),(-0.006316298153+0.001829454326j),(-0.006265492644+0.001417548745j),(0.05963403732-0.1266887173j)
