Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5138459206+0.3378164766j),(0.0001902472141+0.001042515854j),(9.077085269e-05+0.0009088190272j),(-0.025793951+0.06260441052j)
(3801000000+0j),(-0.4873058498+0.3888120749j),(0.0002257864544+0.0009853849187j),(8.732653805e-05+0.0009163469658j),(-0.02876343951+0.06524026181j)
(3802000000+0j),(-0.4558864832+0.4377396734j),(0.0003189557465+0.0009700610535j),(0.0001661283459+0.0008833390311j),(-0.03130254149+0.06884766177j)
(3803000000+0j),(-0.4205986261+0.4837729361j),(0.000356889359+0.0009192528087j),(0.0002286458184+0.0009428152116j),(-0.03345277533+0.07324901626j)
(3804000000+0j),(-0.3813668191+0.5264507105j),(0.0004905391834+0.0008278220776j),(0.000286863884+0.0008820879739j),(-0.03476958349+0.07836099417j)
(3805000000+0j),(-0.3382686675+0.5658566025j),(0.0004835529544+0.0007799240411j),(0.0002756432514+0.0008311446873j),(-0.03553213924+0.08398768907j)
(3806000000+0j),(-0.291973412+0.6018104604j),(0.0004267150653+0.0007773551624j),(0.0003412997175+0.00079404196j),(-0.03540879861+0.09008517923j)
(3807000000+0j),(-0.2424652129+0.633394121j),(0.0004138901131+0.0007321111043j),(0.0004277616681+0.0007815994322j),(-0.03436005861+0.09625657222j)
(3808000000+0j),(-0.189839825+0.6609814328j),(0.0005283721839+0.0006783948629j),(0.0004524738761+0.0007685544551j),(-0.03256543726+0.1025923038j)
(3809000000+0j),(-0.134576425+0.6836589704j),(0.0004738082935+0.0006864832249j),(0.0004839213216+0.0007338320138j),(-0.03038519993+0.1093143631j)
(3810000000+0j),(-0.07683099061+0.7015465287j),(0.0005949884071+0.0005975687527j),(0.0005180906155+0.0006914609112j),(-0.02720462531+0.1161031571j)
(3811000000+0j),(-0.01773293689+0.7148312089j),(0.0006090244278+0.0005987234763j),(0.0005348870764+0.0005995953106j),(-0.02275504917+0.1231095397j)
(3812000000+0j),(0.04298757762+0.722684303j),(0.0006252367166+0.0005764479865j),(0.0005775879836+0.0005938826944j),(-0.01765858568+0.1299607927j)
(3813000000+0j),(0.104454577+0.7249116158j),(0.0006868094206+0.0005578384735j),(0.000596990576+0.0006511320826j),(-0.01160436682+0.1366876476j)
(3814000000+0j),(0.166370824+0.7216032901j),(0.0006633669254+0.0005103077856j),(0.0006774100475+0.0005700879265j),(-0.004371221643+0.1430499698j)
(3815000000+0j),(0.2284202427+0.7124689077j),(0.0007032596623+0.0004611471086j),(0.0006895072875+0.0005593444221j),(0.003907145467+0.1488447077j)
(3816000000+0j),(0.2898561358+0.6975371008j),(0.0007092841552+0.0004917015322j),(0.0007620317629+0.0005375428009j),(0.01305017807+0.1538549839j)
(3817000000+0j),(0.3494586647+0.6766881586j),(0.0007973503671+0.0004327519273j),(0.0007912907167+0.0004644074652j),(0.02329716459+0.1579725878j)
(3818000000+0j),(0.4080974758+0.649699127j),(0.0008418662474+0.0003589588159j),(0.00081746449+0.0004249501217j),(0.03409998119+0.1610052415j)
(3819000000+0j),(0.4641205072+0.6176098851j),(0.0008279146859+0.000337477104j),(0.0008726685192+0.0003805970482j),(0.04509446025+0.1630493847j)
(3820000000+0j),(0.5163698196+0.5800459313j),(0.0008814613102+0.000268764561j),(0.0008991164505+0.0003597984614j),(0.05662052333+0.1641350407j)
(3821000000+0j),(0.5657939315+0.5371205309j),(0.0009190369165+0.0002434150811j),(0.0009217533516+0.000303537643j),(0.06853765994+0.1641472549j)
(3822000000+0j),(0.6111801267+0.489254672j),(0.0009680521325+0.0001976773638j),(0.0009958961746+0.0002266798256j),(0.08066528291+0.1630122474j)
(3823000000+0j),(0.6518048048+0.436899401j),(0.0009479714208+0.000135765833j),(0.001039162045+0.0001818852907j),(0.09286943823+0.1607946563j)
(3824000000+0j),(0.6869744658+0.3807160767j),(0.0009366325685+8.853851614e-05j),(0.0009808213217+7.697602268e-05j),(0.1048750877+0.1572384614j)
(3825000000+0j),(0.7164732814+0.3213108592j),(0.0009515701677-0.0001142092951j),(0.001013322268-3.956669389e-05j),(0.1167825833+0.1528012559j)
(3826000000+0j),(0.7400975823+0.2592982515j),(0.001031084452-0.0002030438191j),(0.0009923399193-0.0001321756281j),(0.1284676045+0.147082748j)
(3827000000+0j),(0.7580664754+0.194787829j),(0.001016054302-0.0001676609972j),(0.001025722013-0.000219968555j),(0.1400689632+0.1404284146j)
(3828000000+0j),(0.7695257068+0.1290386083j),(0.0009707621066-0.0003449471842j),(0.001009459142-0.0003286379797j),(0.1508378834+0.1328128683j)
(3829000000+0j),(0.7742526531+0.06171680493j),(0.0009775069775-0.0003906613565j),(0.0009837242542-0.0003614803718j),(0.1612857431+0.1238396574j)
(3830000000+0j),(0.7723850012-0.004967377323j),(0.0009481243324-0.0005166212795j),(0.0009199702181-0.0004586721479j),(0.1709421277+0.1136705023j)
(3831000000+0j),(0.7638172507-0.07096570825j),(0.0009766545845-0.000551897625j),(0.0009321602411-0.0005013829214j),(0.1796208471+0.1026381664j)
(3832000000+0j),(0.748724103-0.1354785496j),(0.0009114748682-0.0005682297051j),(0.0009010623326-0.0005976603716j),(0.1872029603+0.09054349188j)
(3833000000+0j),(0.7275414467-0.1983212255j),(0.000826313626-0.0007066603866j),(0.0008624928887-0.0006813595537j),(0.1935306489+0.07782428215j)
(3834000000+0j),(0.7006382346-0.2580114533j),(0.0007904677768-0.0007625443977j),(0.0007824128843-0.0007333934191j),(0.1986523271+0.06446390212j)
(3835000000+0j),(0.6678743958-0.3150618805j),(0.0007523391978-0.0008094430086j),(0.00077728217-0.0008288905374j),(0.202518791+0.05078313698j)
(3836000000+0j),(0.6300241947-0.3677786427j),(0.000689716835-0.0008883232367j),(0.0007205732982-0.0008762147627j),(0.2050015777+0.03675874681j)
(3837000000+0j),(0.5876630545-0.4162996131j),(0.0006490228116-0.0009921002202j),(0.0006022938178-0.0009320124518j),(0.2061581314+0.02266295962j)
(3838000000+0j),(0.5406897068-0.4611835764j),(0.0005486112786-0.001018327544j),(0.0005325011443-0.0009713449399j),(0.2059080154+0.008421878202j)
(3839000000+0j),(0.4905216396-0.5002839873j),(0.000402126374-0.00105905009j),(0.0004985302221-0.001050912892j),(0.2041894197-0.005553665087j)
(3840000000+0j),(0.4372985661-0.5342199581j),(0.0003557381278-0.001057243906j),(0.0003463129397-0.001059774309j),(0.201034531-0.01923874083j)
(3841000000+0j),(0.3814452589-0.5629257445j),(0.0003140556219-0.001174364239j),(0.0002909054456-0.001135558006j),(0.1966884583-0.0321296688j)
(3842000000+0j),(0.3238335848-0.5858338629j),(0.0001875172456-0.001170070609j),(0.0001504557295-0.001081922557j),(0.1912323684-0.04449915555j)
(3843000000+0j),(0.2646273375-0.6035522879j),(-2.829543291e-06-0.001188157126j),(9.118558955e-05-0.001137678511j),(0.1845753044-0.0562279745j)
(3844000000+0j),(0.2047211677-0.6156110409j),(-9.881756341e-06-0.001195867779j),(-2.28778681e-05-0.00116256054j),(0.1767837107-0.06692546632j)
(3845000000+0j),(0.1444926709-0.6219697493j),(-0.0001354314008-0.001219097292j),(-0.000104506682-0.001202074578j),(0.1681387573-0.07636055543j)
(3846000000+0j),(0.08449870348-0.6228775629j),(-0.0003053313412-0.001150006079j),(-0.0002101600548-0.001122966991j),(0.1588059813-0.08478506917j)
