Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5299874544+0.3221301408j),(-9.760157991e-05+0.002564265626j),(-0.0002990392677+0.002517775865j),(-0.02199931629+0.04953062581j)
(3801000000+0j),(-0.503323853+0.3752376895j),(8.251999134e-06+0.002651356859j),(-0.0001067884077+0.002535507549j),(-0.02674191631+0.05154113549j)
(3802000000+0j),(-0.4722312093+0.4257622374j),(0.0002376429911+0.002632949268j),(0.0001072275118+0.00257151993j),(-0.03138331324+0.05466941432j)
(3803000000+0j),(-0.4369430542+0.473270114j),(0.0004411769332+0.002561078174j),(0.000317101687+0.002565641655j),(-0.03565525636+0.05902784228j)
(3804000000+0j),(-0.3976524174+0.5178987139j),(0.0006014454993+0.002544163726j),(0.0004943224485+0.002550395438j),(-0.03950713202+0.06431029755j)
(3805000000+0j),(-0.3545786142+0.5587340404j),(0.0007824138738+0.002457192168j),(0.0006861736183+0.002542725531j),(-0.04249058664+0.07055885997j)
(3806000000+0j),(-0.307261467+0.5960018195j),(0.0009883422172+0.002465240424j),(0.0008896754589+0.002473016502j),(-0.04463816434+0.0776092747j)
(3807000000+0j),(-0.2570056915+0.6292178695j),(0.001214869088+0.002353914781j),(0.001027899561+0.002542780945j),(-0.04581509158+0.08555796956j)
(3808000000+0j),(-0.2027814239+0.6578122491j),(0.001363481046+0.002407717984j),(0.001241696882+0.002422954887j),(-0.04585596174+0.09414836357j)
(3809000000+0j),(-0.1464936435+0.681686839j),(0.001560098841+0.002215804998j),(0.001452374505+0.002378327074j),(-0.0446597822+0.1029505825j)
(3810000000+0j),(-0.08817799389+0.7004169709j),(0.001688753604+0.002079727827j),(0.001567494008+0.002314160811j),(-0.04187268391+0.1121565569j)
(3811000000+0j),(-0.02804885246+0.7143057095j),(0.001936491812+0.001991107361j),(0.001751872245+0.002126893494j),(-0.03794222698+0.1213434202j)
(3812000000+0j),(0.03390222415+0.7226794082j),(0.002036757767+0.001803680672j),(0.001913675922+0.002013655845j),(-0.03278191015+0.1302199379j)
(3813000000+0j),(0.09682047367+0.7253241943j),(0.002207572805+0.001747553586j),(0.002168131759+0.001870126929j),(-0.02664579824+0.1388052033j)
(3814000000+0j),(0.1597790271+0.7219557448j),(0.002387984423+0.001545075444j),(0.002324095927+0.00181358913j),(-0.0189718958+0.1469982776j)
(3815000000+0j),(0.2225950658+0.7128251669j),(0.002490030369+0.001391520957j),(0.002492796862+0.001613109373j),(-0.01062899269+0.1545391416j)
(3816000000+0j),(0.2849072218+0.6978427776j),(0.00264464831+0.001233704039j),(0.002638508333+0.001389393699j),(-0.0006840654532+0.1613703459j)
(3817000000+0j),(0.3459770679+0.6768276542j),(0.002667505993+0.00102881121j),(0.002702433383+0.001184922992j),(0.01017467771+0.1673097232j)
(3818000000+0j),(0.4048260748+0.6501878304j),(0.002773305634+0.0008664533379j),(0.002850503195+0.001015805174j),(0.02179682441+0.1723410364j)
(3819000000+0j),(0.4614003003+0.6174391977j),(0.002941813786+0.0005871126777j),(0.002955206903+0.0007495834143j),(0.03414865583+0.1761896537j)
(3820000000+0j),(0.5144440532+0.5798076179j),(0.002984814579+0.0003413943341j),(0.003077550791+0.0005216647405j),(0.04726924375+0.1788801202j)
(3821000000+0j),(0.5644649267+0.5365495223j),(0.003017999232+0.000173347129j),(0.00311128539+0.0002557532862j),(0.06089546159+0.1803365069j)
(3822000000+0j),(0.6097717285+0.4888125589j),(0.003059318522-0.0001149484597j),(0.003143143607-1.119374156e-05j),(0.07504083216+0.1802173541j)
(3823000000+0j),(0.6506558657+0.4365837299j),(0.003100356786-0.0003981179907j),(0.003171048127-0.0002887935261j),(0.08932687342+0.1786927095j)
(3824000000+0j),(0.6865857244+0.3802836597j),(0.003090458224-0.0006228710408j),(0.003165374743-0.0005910231266j),(0.103723973+0.1758420804j)
(3825000000+0j),(0.7163183093+0.3207726941j),(0.002984658582-0.0008539128467j),(0.003131220117-0.0009040609584j),(0.117967397+0.1712665698j)
(3826000000+0j),(0.7406824827+0.2589469863j),(0.002875031671-0.001162711647j),(0.003042377299-0.001079812646j),(0.1319673359+0.1653856855j)
(3827000000+0j),(0.758703649+0.1946126237j),(0.002854841528-0.001482743421j),(0.002950922353-0.001443832531j),(0.145505324+0.1582856417j)
(3828000000+0j),(0.7705683112+0.1291865596j),(0.002782698488-0.001756573911j),(0.002901717089-0.001656249049j),(0.1583056152+0.149654193j)
(3829000000+0j),(0.77617383+0.06232389234j),(0.00264272932-0.001925541903j),(0.002718507312-0.001856515999j),(0.1703738421+0.1397364949j)
(3830000000+0j),(0.7749263644-0.003846903028j),(0.002460062737-0.002127384534j),(0.002609269693-0.002118242206j),(0.1815737635+0.12865554j)
(3831000000+0j),(0.7670423985-0.06944841154j),(0.002187239472-0.002324622357j),(0.002432180801-0.002294115489j),(0.1919347048+0.116351077j)
(3832000000+0j),(0.753354609-0.1342812768j),(0.001994645456-0.002569931326j),(0.002164502861-0.002493440872j),(0.2007400841+0.1032973791j)
(3833000000+0j),(0.7331535816-0.1969737273j),(0.00192939234-0.002738392446j),(0.001979335444-0.002626711503j),(0.2084363401+0.08931089958j)
(3834000000+0j),(0.7071570158-0.2573521126j),(0.001672433107-0.00282023265j),(0.001781049999-0.002821737202j),(0.214823395+0.07456806535j)
(3835000000+0j),(0.6758509278-0.3145616698j),(0.001417431165-0.003011893481j),(0.001469219569-0.002997202333j),(0.2196205705+0.05929339022j)
(3836000000+0j),(0.639171958-0.3684325653j),(0.001169255003-0.003147144336j),(0.001240562066-0.003149003489j),(0.2231868654+0.04352516973j)
(3837000000+0j),(0.5979421735-0.417653861j),(0.0008742170758-0.003221603576j),(0.0009402864962-0.003239042824j),(0.2252010405+0.0272210853j)
(3838000000+0j),(0.5524610877-0.4628457141j),(0.0005863664555-0.003349051345j),(0.0007222594577-0.003285211278j),(0.2254439592+0.01096199374j)
(3839000000+0j),(0.5032066703-0.5034038399j),(0.0003934389388-0.00333987223j),(0.0004321747983-0.003369128564j),(0.2240344286-0.005302982395j)
(3840000000+0j),(0.4508640766-0.538719821j),(0.000134755086-0.003353614826j),(0.0002209745435-0.003319618758j),(0.2207530439-0.02123391479j)
(3841000000+0j),(0.3961480856-0.5683030432j),(-0.0001480270148-0.003452025121j),(-7.807158545e-05-0.003415463259j),(0.2159212977-0.03651842319j)
(3842000000+0j),(0.3389729857-0.5931786782j),(-0.0004243758449-0.003394584171j),(-0.0003450177028-0.003409798257j),(0.2095261514-0.05083159509j)
(3843000000+0j),(0.280123055-0.6127409705j),(-0.0006409640191-0.003369614948j),(-0.0005465320428-0.003406370524j),(0.2019726187-0.06455546859j)
(3844000000+0j),(0.2206263989-0.6265323225j),(-0.0009353227215-0.003339677351j),(-0.0008233679109-0.003364047501j),(0.193175137-0.07712400348j)
(3845000000+0j),(0.1602500975-0.6349982286j),(-0.001228337409-0.003313678084j),(-0.001081695897-0.003306888277j),(0.1830854714-0.08855609606j)
(3846000000+0j),(0.1000998765-0.637829425j),(-0.00144704245-0.003228851827j),(-0.001309461426-0.00317211845j),(0.1719100624-0.09867791687j)
(3847000000+0j),(0.0404114835-0.6354621432j),(-0.001790722599-0.003105722601j),(-0.001665089861-0.003124524606j),(0.1599559188-0.1070506412j)
(3848000000+0j),(-0.01857920922-0.6277653498j),(-0.002036595484-0.002950914204j),(-0.001889347332-0.003072432941j),(0.1472988874-0.1141541642j)
(3849000000+0j),(-0.0762013346-0.6151215277j),(-0.002342046704-0.002829828998j),(-0.00223061163-0.002900402527j),(0.1342308223-0.1192919115j)
(3850000000+0j),(-0.1319863647-0.5977337032j),(-0.002625928493-0.002542132279j),(-0.002481697593-0.002693710849j),(0.1209274903-0.1228665521j)
(3851000000+0j),(-0.1854874641-0.5755947135j),(-0.002831375925-0.002425281098j),(-0.002634197008-0.002557320287j),(0.1078184247-0.1244075124j)
(3852000000+0j),(-0.2368091494-0.5492694284j),(-0.003084296128-0.002178861527j),(-0.002923042979-0.002266369294j),(0.09509908408-0.1244121168j)
(3853000000+0j),(-0.2856141925-0.5188040385j),(-0.003212375101-0.001912675914j),(-0.003147576703-0.001985751558j),(0.08305884898-0.1228352896j)
