Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3823000000+0j),(0.7352975011+0.2161562332j),(-0.001209768234-0.0007519483916j),(-0.001253139577-0.0008399486542j),(0.04396080971+0.1333898017j)
(3824000000+0j),(0.7458300591+0.1662821788j),(-0.001228459179-0.0006815368542j),(-0.001298654824-0.0007697388064j),(0.05379974097+0.1358391503j)
(3825000000+0j),(0.7523496747+0.1151656603j),(-0.00130656315-0.0005599586875j),(-0.001341673546-0.0006309801247j),(0.06400195509+0.1373398544j)
(3826000000+0j),(0.7550298572+0.06291181857j),(-0.001406541443-0.0004594678176j),(-0.001403068658-0.0005299111363j),(0.07476257533+0.137909868j)
(3827000000+0j),(0.7540473938+0.01009764358j),(-0.001463917783-0.0003388378827j),(-0.001472922973-0.0003819109697j),(0.08562429249+0.1375620439j)
(3828000000+0j),(0.748606205-0.0436687554j),(-0.001555296127-0.0002536779502j),(-0.001663137111-0.0003259606892j),(0.09682062268+0.1362213147j)
(3829000000+0j),(0.7389940619-0.09727194246j),(-0.001503788051-0.0001657900721j),(-0.001539995312-0.0001320104639j),(0.1082831323+0.1335101128j)
(3830000000+0j),(0.7247815132-0.1508639478j),(-0.001568498672-7.987136632e-05j),(-0.001691496233-4.676698518e-05j),(0.1199029759+0.1298024677j)
(3831000000+0j),(0.7058537006-0.2036448281j),(-0.001647357363+0.0001870523993j),(-0.001668674755+0.0001008258259j),(0.1311076283+0.1247658496j)
(3832000000+0j),(0.682071209-0.2556821611j),(-0.001612474211+0.0002562822483j),(-0.001620926545+0.0002758171468j),(0.1423004866+0.1183113211j)
(3833000000+0j),(0.6534415483-0.3062454437j),(-0.001640615636+0.0004483110679j),(-0.001642105402+0.0004248088517j),(0.152765885+0.1107732535j)
(3834000000+0j),(0.6200101972-0.3552554109j),(-0.001618030365+0.0005573013914j),(-0.001657344052+0.0006223786622j),(0.1627707928+0.1021436096j)
(3835000000+0j),(0.5817799568-0.4017781791j),(-0.001652724342+0.0007641809061j),(-0.001543082064+0.0007591271424j),(0.1721159816+0.09213074569j)
(3836000000+0j),(0.5387735963-0.4450696225j),(-0.001547266962+0.0009365938022j),(-0.00157102407+0.0008911430486j),(0.1804235429+0.08127244626j)
(3837000000+0j),(0.4910598993-0.4853159385j),(-0.001500425395+0.001069156569j),(-0.001439053565+0.001023892662j),(0.1877873838+0.06938182163j)
(3838000000+0j),(0.4387868047-0.5216080655j),(-0.001377696637+0.001203295775j),(-0.001421541325+0.001179074403j),(0.1938441843+0.05670445468j)
(3839000000+0j),(0.382607609-0.5528816114j),(-0.001285206759+0.001375139342j),(-0.001327389968+0.001383203198j),(0.1989117861+0.04338643916j)
(3840000000+0j),(0.3227146268-0.5790139488j),(-0.001046070131+0.001518488047j),(-0.001126323594+0.001488071284j),(0.2024359852+0.02935180036j)
(3841000000+0j),(0.25952667-0.5998955458j),(-0.0009674816392+0.001701373258j),(-0.0009459767025+0.001706416719j),(0.2045729756+0.01503558731j)
(3842000000+0j),(0.1935452372-0.6143737717j),(-0.0008219199372+0.001836096286j),(-0.0008507370949+0.001694117556j),(0.2051896602+0.0003601185119j)
(3843000000+0j),(0.1250382364-0.6223700442j),(-0.0006351836491+0.001877545612j),(-0.0006718828226+0.001785477274j),(0.2042586356-0.01440677073j)
(3844000000+0j),(0.05534155667-0.623372735j),(-0.0004185069702+0.001955658197j),(-0.0004287587071+0.00187896227j),(0.2017180175-0.02893971443j)
(3845000000+0j),(-0.01480947714-0.616951655j),(-0.0002307890245+0.002034733305j),(-0.0002842403774+0.001922997762j),(0.1976654083-0.04310037668j)
(3846000000+0j),(-0.08446283638-0.6029697265j),(2.822107126e-05+0.002055886202j),(-0.0001218579418+0.001956135267j),(0.1919523776-0.05667101821j)
(3847000000+0j),(-0.1524790078-0.5818049137j),(0.0002146666229+0.00201450428j),(0.0001252536313+0.001943274052j),(0.1847521365-0.06930362527j)
(3848000000+0j),(-0.2183615118-0.5529888343j),(0.0004708557681+0.001982045127j),(0.0002973910887+0.00193328259j),(0.1763245165-0.08076295125j)
(3849000000+0j),(-0.281296283-0.5173157322j),(0.0006768695312+0.001932125422j),(0.0004932536394+0.001887892606j),(0.1668318212-0.09111468906j)
(3850000000+0j),(-0.3403790295-0.4745663788j),(0.0008816245827+0.001840639277j),(0.0007689167396+0.001776646357j),(0.1563400775-0.1001127974j)
(3851000000+0j),(-0.3946116567-0.4256359598j),(0.00101677631+0.001738243853j),(0.0008815762703+0.001750473515j),(0.1449736059-0.1077052702j)
(3852000000+0j),(-0.4426501691-0.3718137217j),(0.001192112104+0.001587509178j),(0.001059500617+0.001643316704j),(0.1332816631-0.113737359j)
(3853000000+0j),(-0.4846248031-0.313153225j),(0.001300353673+0.001412165235j),(0.001273636706+0.001492147567j),(0.1211487129-0.118082185j)
(3854000000+0j),(-0.5198825002-0.2506503077j),(0.001477048849+0.001266820705j),(0.001341158408+0.001402978436j),(0.1090893224-0.1209975836j)
(3855000000+0j),(-0.5482726097-0.1849287237j),(0.001614539069+0.001104815165j),(0.001471418189+0.001200206345j),(0.09706678241-0.1223370396j)
(3856000000+0j),(-0.5692662597-0.1171312287j),(0.001600517659+0.0009987616213j),(0.001588027808+0.001021571923j),(0.08523711562-0.122139897j)
(3857000000+0j),(-0.5828822255-0.04843892506j),(0.001783844898+0.0008040305111j),(0.00163140404+0.0009196807514j),(0.07402607054-0.1205212201j)
(3858000000+0j),(-0.5893306136+0.02091700813j),(0.001742370194+0.0006340373075j),(0.001719419961+0.0007568923174j),(0.06342308968-0.1174481096j)
(3859000000+0j),(-0.5883361697+0.09020449362j),(0.001816144912+0.0005100024282j),(0.00175054837+0.0005937572569j),(0.05362775922-0.1131495646j)
(3860000000+0j),(-0.5806747079+0.1573411536j),(0.001853018883+0.0003459565924j),(0.001752863405+0.0003993733844j),(0.04495819286-0.1075717816j)
(3861000000+0j),(-0.5665302873+0.2223710972j),(0.001821059384+0.0001722491288j),(0.001783523476+0.000256450614j),(0.0377846621-0.100920064j)
(3862000000+0j),(-0.5463284254+0.2849145733j),(0.001877867384-4.105166954e-05j),(0.001763966517+4.383032137e-05j),(0.03202439472-0.09372067559j)
(3863000000+0j),(-0.5206891298+0.3440687083j),(0.001792276045-0.0001752602984j),(0.001785764936-0.0001123813054j),(0.02766938321-0.08609135699j)
(3864000000+0j),(-0.4895896316+0.4000375204j),(0.001704111812-0.0003815890232j),(0.001728457515-0.0001818036981j),(0.02467098646-0.07827470249j)
(3865000000+0j),(-0.4546160996+0.4513904568j),(0.001640280942-0.0005169783835j),(0.001734916586-0.0004126785789j),(0.02319230884-0.07037709677j)
(3866000000+0j),(-0.4150389135+0.499101288j),(0.001614010544-0.0006379878032j),(0.001641047769-0.0005569517962j),(0.023093706-0.06271718331j)
(3867000000+0j),(-0.3728185296+0.5417395696j),(0.001507441164-0.0006878406857j),(0.001640938455-0.000663557963j),(0.02445883676-0.05539074027j)
(3868000000+0j),(-0.3274512291+0.5798049496j),(0.001437925734-0.0007927404949j),(0.001464254223-0.0007784557529j),(0.02693982981-0.04866478182j)
(3869000000+0j),(-0.2796629369+0.6134694733j),(0.001333659282-0.0009636012255j),(0.001404492767-0.0008760814089j),(0.03055807576-0.04276106785j)
(3870000000+0j),(-0.2299359292+0.6422340787j),(0.001289422857-0.001098641427j),(0.001361055649-0.001044019591j),(0.03515504301-0.03763608794j)
(3871000000+0j),(-0.1790371239+0.6663020875j),(0.001162752626-0.001237872173j),(0.001168330549-0.001127210562j),(0.04057526961-0.03335015169j)
(3872000000+0j),(-0.1269226223+0.6856495649j),(0.001072661718-0.001245748485j),(0.001119306078-0.001220711274j),(0.04677100107-0.03000111766j)
(3873000000+0j),(-0.0742771849+0.7006556901j),(0.0008554639644-0.001373632229j),(0.000977816293-0.001312579494j),(0.05376423523-0.02782365725j)
(3874000000+0j),(-0.02112963609+0.7111426617j),(0.0007991293096-0.001435140613j),(0.0009114546701-0.001373665058j),(0.06123227254-0.02686248671j)
(3875000000+0j),(0.0317203179+0.7172039936j),(0.0006415519165-0.00146530394j),(0.000792346138-0.001438786625j),(0.06916085631-0.02713291392j)
(3876000000+0j),(0.08449090272+0.719189847j),(0.0006062316825-0.001492689131j),(0.0006089725648-0.001480175764j),(0.07727625221-0.02891445771j)
(3877000000+0j),(0.136359185+0.7170311256j),(0.0003470668162-0.001555643394j),(0.0004899644409-0.001511719893j),(0.0852336064-0.03208835266j)
(3878000000+0j),(0.1874550581+0.7107996814j),(0.0002912517521-0.001559996745j),(0.0004137952928-0.00159465964j),(0.09309235215-0.03659143339j)
(3879000000+0j),(0.237534523+0.7006141619j),(0.000197477435-0.001539672841j),(0.0002803298121-0.001522665727j),(0.1006104946-0.04244319758j)
(3880000000+0j),(0.2861081064+0.6872644679j),(4.402347622e-05-0.001517832978j),(0.000133012436-0.001575954608j),(0.107505843-0.04963694038j)
(3881000000+0j),(0.333252281+0.6703216103j),(-4.449172411e-05-0.001559587079j),(3.657437628e-05-0.001599943265j),(0.1136631742-0.05809816876j)
(3882000000+0j),(0.3789387941+0.6501096438j),(-0.0001354867709-0.001573873335j),(-7.015401934e-05-0.001613443019j),(0.1189989075-0.06776543255j)
(3883000000+0j),(0.4228232801+0.6262925988j),(-0.0002764003293-0.001464739209j),(-0.0002404129336-0.001561772544j),(0.1232436746-0.07847042453j)
(3884000000+0j),(0.4647699893+0.5995919618j),(-0.0004266855249-0.001517957193j),(-0.0003304866841-0.001492858864j),(0.1264113337-0.09008802287j)
(3885000000+0j),(0.5042341352+0.5702215624j),(-0.0004920624197-0.00143652875j),(-0.0004574876511-0.001604477642j),(0.1281164289-0.1028179778j)
(3886000000+0j),(0.5418229103+0.5375698393j),(-0.000543886621-0.00139679329j),(-0.0005462228437-0.001505029039j),(0.1282290667-0.1161205205j)
(3887000000+0j),(0.5765858293+0.5026370983j),(-0.000730201893-0.001385315671j),(-0.0006501174648-0.001464081579j),(0.1265458316-0.1300443916j)
(3888000000+0j),(0.6088378429+0.4649686273j),(-0.0008207768551-0.001424996066j),(-0.0007824745262-0.001362969051j),(0.1231782362-0.1439760266j)
(3889000000+0j),(0.6380257607+0.4253100425j),(-0.0009827576578-0.001215501106j),(-0.0009473591344-0.001393206068j),(0.1180216894-0.1578389439j)
(3890000000+0j),(0.6645196676+0.3834724356j),(-0.001012891298-0.001150425174j),(-0.001027279184-0.001287975931j),(0.1111654639-0.1713826374j)
(3891000000+0j),(0.6879325509+0.3392430246j),(-0.001194162411-0.001123389346j),(-0.001158637577-0.001153053716j),(0.1025010571-0.1844339365j)
(3892000000+0j),(0.7081865072+0.2930965815j),(-0.001291112858-0.001078627654j),(-0.001250324771-0.001144724432j),(0.09234862775-0.1965425322j)
(3893000000+0j),(0.7251238227+0.2451464504j),(-0.001311664237-0.0009371383931j),(-0.001402189722-0.001027129707j),(0.08067155629-0.2077667626j)
(3894000000+0j),(0.7382454872+0.1963157843j),(-0.001463392982-0.0008369382704j),(-0.001463031513-0.0008817336638j),(0.06770702451-0.2179120209j)
(3895000000+0j),(0.7477373481+0.1457500855j),(-0.001481403597-0.000703073747j),(-0.001504468615-0.0007930473075j),(0.05360142514-0.2267194249j)
(3896000000+0j),(0.7535074353+0.09387677532j),(-0.00152757566-0.0005766426912j),(-0.001589485211-0.0005930480547j),(0.03846613318-0.2344412086j)
(3897000000+0j),(0.755294919+0.04131606927j),(-0.001654669642-0.0004226730089j),(-0.001654251711-0.0004875300801j),(0.02239789814-0.2406304617j)
(3898000000+0j),(0.7528272867-0.01225403043j),(-0.001674946281-0.0003037639835j),(-0.00166417833-0.0003458992578j),(0.005384429358-0.2453396056j)
(3899000000+0j),(0.7461264729-0.06590386832j),(-0.001726609189-0.0001935163309j),(-0.001785379369-0.0001918926428j),(-0.0123643307-0.2482126113j)
(3900000000+0j),(0.7348523736-0.1197925095j),(-0.001695702318+2.98871214e-06j),(-0.001759302453-2.307796058e-05j),(-0.03048576042-0.249303321j)
(3901000000+0j),(0.7190976143-0.173401308j),(-0.001732310513+0.0001284849859j),(-0.00182313798+5.801935185e-05j),(-0.04875857383-0.2485580958j)
(3902000000+0j),(0.698610723-0.2256665729j),(-0.001739920932+0.0002846703574j),(-0.001784496242+0.000298783154j),(-0.0670998916-0.2457123874j)
(3903000000+0j),(0.6733099222-0.2768433965j),(-0.001805788488+0.0004992291797j),(-0.001751939184+0.0004073975142j),(-0.08494491875-0.2411272715j)
(3904000000+0j),(0.6431345344-0.327377442j),(-0.001716279192+0.0005662758485j),(-0.001782568521+0.0005743736983j),(-0.1024737954-0.2348031437j)
(3905000000+0j),(0.6082322598-0.37512327j),(-0.001698687556+0.0008053469355j),(-0.001724592294+0.0007427952369j),(-0.1193002313-0.2266121006j)
(3906000000+0j),(0.5685863495-0.4206021447j),(-0.001584481681+0.0008915538783j),(-0.001640880946+0.0009349715547j),(-0.1352824271-0.2167965564j)
(3907000000+0j),(0.5241014957-0.462965123j),(-0.001594698173+0.001075079548j),(-0.001628916943+0.001020916388j),(-0.150257349-0.2052692862j)
(3908000000+0j),(0.4755646586-0.5016878451j),(-0.001443362329+0.001184324734j),(-0.001518854289+0.001175597543j),(-0.1639253199-0.1923452674j)
(3909000000+0j),(0.4219732285-0.5365822602j),(-0.001350147999+0.001347270678j),(-0.001416450483+0.001282031997j),(-0.1761517972-0.1780172313j)
(3910000000+0j),(0.3648497164-0.5663235455j),(-0.001202377607+0.001511035254j),(-0.001294652+0.001454798272j),(-0.1867369413-0.1626608799j)
(3911000000+0j),(0.3042266071-0.5911110966j),(-0.001124715782+0.001660419977j),(-0.001166006667+0.001635191846j),(-0.1956805736-0.1461833666j)
(3912000000+0j),(0.2403931767-0.609816795j),(-0.0009156888118+0.001740336418j),(-0.0009657862247+0.001728635281j),(-0.2028911114-0.1290936567j)
(3913000000+0j),(0.1740718186-0.6226697106j),(-0.0007376521826+0.001832557842j),(-0.0007413686835+0.001835796051j),(-0.2081127018-0.1115261283j)
(3914000000+0j),(0.1055827737-0.6285747597j),(-0.0006090163952+0.001975220628j),(-0.0006252734456+0.001903576078j),(-0.2115637213-0.0935253781j)
(3915000000+0j),(0.03643430397-0.6275745688j),(-0.0003977120505+0.00194253365j),(-0.0004533285392+0.00198766659j),(-0.2129748017-0.07536097292j)
(3916000000+0j),(-0.03300747275-0.6194231666j),(-0.0001909992134+0.002032543998j),(-0.000294856698+0.002025960013j),(-0.2123728693-0.05723100891j)
(3917000000+0j),(-0.1021539569-0.6036705054j),(-6.342914958e-07+0.001958539709j),(-9.647209663e-05+0.002013261197j),(-0.2096792758-0.03975791691j)
(3918000000+0j),(-0.1696804315-0.5807726405j),(0.0002340097853+0.002038032748j),(0.0001618404494+0.002057394478j),(-0.2049522102-0.02273957181j)
(3919000000+0j),(-0.2348199636-0.5506884903j),(0.0004336928541+0.002048738301j),(0.0003190230636+0.002029784722j),(-0.1985388398-0.006783359389j)
(3920000000+0j),(-0.2972198427-0.513044301j),(0.0005704548093+0.001975173363j),(0.0005361919175+0.001967672724j),(-0.1904616356+0.008001580953j)
(3921000000+0j),(-0.3548692763-0.4694281826j),(0.0008103233413+0.00193913863j),(0.0006909908843+0.001990124118j),(-0.1808286905+0.0214336174j)
(3922000000+0j),(-0.4079242945-0.4193025j),(0.0009727985016+0.001787003945j),(0.0009674532339+0.001884680474j),(-0.1700409502+0.03345736109j)
(3923000000+0j),(-0.4550577104-0.3641950104j),(0.00119852717+0.001708439318j),(0.001112862374+0.001758186379j),(-0.1578138918+0.04388290429j)
(3924000000+0j),(-0.4959701002-0.3041900193j),(0.001306113671+0.001658979454j),(0.001302935765+0.001577772782j),(-0.1448568702+0.05240029575j)
(3925000000+0j),(-0.5301916003-0.2404285443j),(0.001414987957+0.001425143797j),(0.001439477201+0.001509324764j),(-0.1310960799+0.05906845794j)
(3926000000+0j),(-0.5572192669-0.1738789051j),(0.001659538364+0.00132581091j),(0.001549240667+0.001342682168j),(-0.1170299575+0.06372825667j)
(3927000000+0j),(-0.5769286752-0.104830453j),(0.001777787111+0.001115762396j),(0.001644630102+0.00121750671j),(-0.1027227491+0.06635044882j)
(3928000000+0j),(-0.5891925693-0.03516312097j),(0.001859245123+0.0009696323541j),(0.001823440311+0.001010291744j),(-0.08870442957+0.06689932563j)
(3929000000+0j),(-0.5940553546+0.03489606477j),(0.001939584501+0.0006963938358j),(0.001861429773+0.0008039404056j),(-0.07506076992+0.06560360054j)
(3930000000+0j),(-0.5915836692+0.1044526926j),(0.001971062506+0.0005771408323j),(0.00194023049+0.0006713658222j),(-0.06187075004+0.06241778076j)
(3931000000+0j),(-0.5821549296+0.1727132535j),(0.002026842209+0.000359951373j),(0.001927700709+0.0004413392744j),(-0.0498989448+0.05734517678j)
(3932000000+0j),(-0.5661249161+0.2384575065j),(0.002011297969+0.0001186466034j),(0.002020155312+0.0002306324313j),(-0.03889030591+0.05080577018j)
(3933000000+0j),(-0.5437899232+0.3018608691j),(0.002033643425-6.958944869e-05j),(0.00202012714+3.126864249e-05j),(-0.0293086376+0.04273513256j)
(3934000000+0j),(-0.5158388615+0.3616187747j),(0.001979138236-0.0002274396684j),(0.002014584141-0.0001488760172j),(-0.02116093971+0.03345439271j)
(3935000000+0j),(-0.4829846323+0.4174136206j),(0.001951939892-0.0003992782731j),(0.002015287522-0.0003360476112j),(-0.01470519044+0.02310158068j)
(3936000000+0j),(-0.4454416931+0.4690099615j),(0.001862851903-0.0005570108187j),(0.00189320161-0.0005162165035j),(-0.01000131667+0.01189689363j)
(3937000000+0j),(-0.4036258757+0.5162393616j),(0.001857242896-0.0007595525822j),(0.001846323488-0.0007279610727j),(-0.007160141133+0.000108117579j)
(3938000000+0j),(-0.3582004011+0.5587213994j),(0.00175154116-0.000931530958j),(0.001762097818-0.0008044198039j),(-0.006405931432-0.01210644492j)
(3939000000+0j),(-0.310182184+0.5963115343j),(0.001591852051-0.001082518138j),(0.001629915438-0.00105016469j),(-0.007743818685-0.02432596699j)
(3940000000+0j),(-0.2600822747+0.6289690354j),(0.001543436549-0.001202367363j),(0.001545703039-0.001141884597j),(-0.01107731555-0.0361817108j)
(3941000000+0j),(-0.2080930769+0.6564960495j),(0.001345796511-0.001332941698j),(0.001465755864-0.001324427896j),(-0.01629174501-0.04757116046j)
(3942000000+0j),(-0.1548225731+0.6792887954j),(0.001220302191-0.00148536195j),(0.001254924922-0.001472111209j),(-0.02344625257-0.05823950944j)
(3943000000+0j),(-0.09988117218+0.6971914901j),(0.001071683131-0.001564754639j),(0.001111904392-0.001499883365j),(-0.03237457573-0.06772525945j)
(3944000000+0j),(-0.04406699166+0.7102830003j),(0.0008427985013-0.001677385531j),(0.0009636147879-0.001590024098j),(-0.04286502674-0.07613575321j)
(3945000000+0j),(0.01129410136+0.7184121499j),(0.0007426152006-0.001678557019j),(0.0008118221303-0.001698749373j),(-0.05481288582-0.08309161101j)
(3946000000+0j),(0.0657575503+0.7220940299j),(0.0005374015891-0.001786380424j),(0.0006234973553-0.001776503166j),(-0.06818780303-0.08825166045j)
(3947000000+0j),(0.1196850911+0.7211754759j),(0.0003910855448-0.001800721046j),(0.0004196135851-0.001781983883j),(-0.08259962499-0.09131350773j)
(3948000000+0j),(0.1729029417+0.7162161651j),(0.0002627759241-0.001817396493j),(0.0003050169034-0.001820955076j),(-0.0976210013-0.09259859337j)
(3949000000+0j),(0.2248502821+0.7070528348j),(0.0001351209212-0.001829615678j),(0.0001266674226-0.001722367364j),(-0.1132723689-0.09159939779j)
(3950000000+0j),(0.2755728066+0.6938679422j),(-2.153187233e-05-0.001741417218j),(-2.661223698e-05-0.001793931122j),(-0.1289762855-0.0886444472j)
(3951000000+0j),(0.3244671524+0.6770876466j),(-0.0003004941391-0.001751069445j),(-0.0001654258085-0.001759031904j),(-0.1446882337-0.08313323818j)
(3952000000+0j),(0.3718069792+0.6566193746j),(-0.00038332431-0.001682362868j),(-0.0004158072697-0.001701325527j),(-0.1600405276-0.07579324247j)
(3953000000+0j),(0.4171272218+0.632997175j),(-0.0005033448106-0.001641780138j),(-0.0004732269736-0.00167374569j),(-0.1748240292-0.06616928993j)
(3954000000+0j),(0.4598449171+0.6063279619j),(-0.0006786598824-0.001567287836j),(-0.0006456791889-0.001553806593j),(-0.1886143386-0.05443773309j)
(3955000000+0j),(0.5006332397+0.5767118279j),(-0.0007874034927-0.001546437037j),(-0.000733280729-0.001490766997j),(-0.2012171298-0.04066800567j)
(3956000000+0j),(0.5392408371+0.5439991225j),(-0.0008380266372-0.001444687368j),(-0.000848620024-0.001507503097j),(-0.21231471-0.02510833922j)
(3957000000+0j),(0.5743305087+0.509161405j),(-0.0009840782732-0.001309230691j),(-0.000966650492-0.001388673205j),(-0.2215147316-0.008061932976j)
(3958000000+0j),(0.6074274778+0.4712645006j),(-0.001030156971-0.00127036171j),(-0.001074969186-0.001280165161j),(-0.2288866639+0.01046960705j)
(3959000000+0j),(0.6372361779+0.431731808j),(-0.001154283877-0.001123989117j),(-0.00126554328-0.001158794854j),(-0.2342072278+0.02970219578j)
(3960000000+0j),(0.6642702818+0.3894180786j),(-0.001271442277-0.001056565088j),(-0.00130059442-0.001057307236j),(-0.2373856157+0.04986595441j)
(3961000000+0j),(0.6881756186+0.3454081557j),(-0.001311685191-0.0009273616597j),(-0.001293429639-0.0009822254069j),(-0.2385506332+0.07060105274j)
(3962000000+0j),(0.7087540627+0.299652219j),(-0.001342084142-0.0008604205796j),(-0.001415466773-0.0008402005187j),(-0.2374107093+0.09157151705j)
(3963000000+0j),(0.7254226804+0.2529786352j),(-0.001457236824-0.0006678895443j),(-0.001472532284-0.0008058447856j),(-0.2339722663+0.1126047361j)
(3964000000+0j),(0.7391363978+0.2040734382j),(-0.00150136638-0.0005771326832j),(-0.001504136366-0.0006392537034j),(-0.2282001674+0.1335186384j)
(3965000000+0j),(0.749168396+0.1542452413j),(-0.001572552021-0.0005273984862j),(-0.001518333331-0.0004893963924j),(-0.2202227116+0.154041313j)
(3966000000+0j),(0.7553279996+0.1035154793j),(-0.001567174215-0.0003655102046j),(-0.001667367062-0.0003851020883j),(-0.2096839845+0.1740720806j)
(3967000000+0j),(0.7574976087+0.05198934758j),(-0.001605388243-0.0003139423789j),(-0.001650049584-0.0002710795961j),(-0.1974819005+0.1929837375j)
(3968000000+0j),(0.7558871508+0.0004481692711j),(-0.001607243787-0.0001379864552j),(-0.001656083157-9.477415006e-05j),(-0.1824485809+0.210657332j)
(3969000000+0j),(0.7501406074-0.05177154613j),(-0.001611840678+4.272378646e-05j),(-0.001630346174+2.427898607e-06j),(-0.1659464836+0.2264584644j)
(3970000000+0j),(0.7403528094-0.1039961904j),(-0.001606417121+0.000145218306j),(-0.001701412373+0.0001371844992j),(-0.1473090202+0.2406664509j)
(3971000000+0j),(0.7284497023-0.1572387971j),(-0.001713784528+0.0003247379209j),(-0.001631826977+0.0002526236058j),(-0.130240351+0.2540931238j)
(3972000000+0j),(0.7097576261-0.2086712554j),(-0.001719658496+0.0004608273739j),(-0.00164194149+0.0003384092415j),(-0.1092212275+0.2642852904j)
(3973000000+0j),(0.6869595051-0.2590195244j),(-0.001641632407+0.0005895996583j),(-0.001613228931+0.0005840301164j),(-0.08736519516+0.2720718405j)
(3974000000+0j),(0.6595373154-0.3081605131j),(-0.001623239717+0.000749959785j),(-0.00160631293+0.0007172382902j),(-0.06511348486+0.2778680721j)
(3975000000+0j),(0.6275874376-0.3551319255j),(-0.00154268695+0.0008106089081j),(-0.001596441143+0.0008375625475j),(-0.04222677648+0.2812408154j)
(3976000000+0j),(0.5914069414-0.4001032304j),(-0.001491703442+0.001067421865j),(-0.001513737952+0.001049527666j),(-0.01896910928+0.2823928363j)
(3977000000+0j),(0.5507956147-0.4423382279j),(-0.001435871935+0.001147558447j),(-0.001394510153+0.001153482241j),(0.00395186618+0.28091681j)
(3978000000+0j),(0.5061600804-0.4814109181j),(-0.001268780208+0.001306617283j),(-0.001318032737+0.001336154994j),(0.02689127438+0.2772256059j)
(3979000000+0j),(0.4576137662-0.5166606732j),(-0.001157609047+0.001480169944j),(-0.001168104238+0.001404443523j),(0.04898570478+0.2711513514j)
