Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2893292606+0.6778117398j),(0.0009226392722+0.004789610859j),(0.0006266395212+0.004813317209j),(0.01432206575+0.1023084432j)
(3801000000+0j),(-0.2307048887+0.7071272512j),(0.001332051004+0.004550185986j),(0.001037579495+0.004676328972j),(0.01540182717+0.1010709303j)
(3802000000+0j),(-0.1716420501+0.7304912906j),(0.001710650395+0.004352818709j),(0.001427402487+0.00453179935j),(0.01629369333+0.1003543471j)
(3803000000+0j),(-0.1109981164+0.7483003053j),(0.002101634629+0.004160941578j),(0.001805251464+0.004329699557j),(0.01713811792+0.1000787639j)
(3804000000+0j),(-0.05062620714+0.7604909609j),(0.002396914642+0.003915254027j),(0.002150719287+0.004101425409j),(0.01816954277+0.1001741976j)
(3805000000+0j),(0.00918925833+0.7678632j),(0.002638012171+0.003670173697j),(0.002464387799+0.003879328957j),(0.01922863349+0.1004848058j)
(3806000000+0j),(0.06854682416+0.7701580174j),(0.002865837887+0.003440412693j),(0.002733091125+0.003615425201j),(0.02034365572+0.1011852921j)
(3807000000+0j),(0.1270032078+0.7675666794j),(0.003112942912+0.003039572388j),(0.003034878289+0.003346076002j),(0.02172110975+0.1021889753j)
(3808000000+0j),(0.1847669631+0.7604324981j),(0.00323194731+0.002768300707j),(0.003257310484+0.003063221229j),(0.02337006666+0.1033722894j)
(3809000000+0j),(0.240669772+0.7488207018j),(0.003468033625+0.002450990956j),(0.003455554834+0.002697746037j),(0.02502688579+0.1047681647j)
(3810000000+0j),(0.2953656018+0.7329931278j),(0.003684187308+0.002138620242j),(0.003583776765+0.002444406739j),(0.02703621052+0.1064557373j)
(3811000000+0j),(0.3473619819+0.7141495857j),(0.003738926258+0.00187897461j),(0.003831649665+0.002132455818j),(0.02936162613+0.1085989565j)
(3812000000+0j),(0.3976581693+0.6912535015j),(0.003868191969+0.001503502484j),(0.003818941768+0.001791686984j),(0.03195970878+0.1109683584j)
(3813000000+0j),(0.4453598261+0.6652862496j),(0.00396135496+0.001240615151j),(0.004080492537+0.001524053514j),(0.03531647101+0.1135621406j)
(3814000000+0j),(0.4916850626+0.6351937355j),(0.003946587443+0.0009169553523j),(0.004133183043+0.001123647206j),(0.0391247496+0.1162721471j)
(3815000000+0j),(0.5346735716+0.6025205752j),(0.004019449931+0.0006076426944j),(0.00418823678+0.0007893317379j),(0.0436357744+0.1188604116j)
(3816000000+0j),(0.5754281878+0.5667464693j),(0.004064713605+0.0002644097258j),(0.004191501532+0.0004610721662j),(0.04867444187+0.1212275173j)
