Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2434936166+0.7175994985j),(-0.002600312-0.003101591952j),(-0.002423828701-0.003276007716j),(0.06289763004+0.06197999554j)
(3801000000+0j),(-0.1868076622+0.7415323015j),(-0.002894807374-0.002810358535j),(-0.002674848074-0.003076277673j),(0.05759743974+0.05703621304j)
(3802000000+0j),(-0.1292989552+0.7601239078j),(-0.003074224805-0.002583428053j),(-0.002922308864-0.00281097251j),(0.0518399328+0.05337755157j)
(3803000000+0j),(-0.07196214795+0.773942772j),(-0.003245476633-0.002229948062j),(-0.003042508615-0.002494658809j),(0.04573760182+0.05105729693j)
(3804000000+0j),(-0.01430950314+0.7827636381j),(-0.0033615469-0.001975640887j),(-0.003286106978-0.002221252071j),(0.039432358+0.0500483905j)
(3805000000+0j),(0.04192586243+0.7868723982j),(-0.003459619125-0.001644062111j),(-0.003426196752-0.001960771624j),(0.03319543973+0.05033347351j)
(3806000000+0j),(0.09836729616+0.7868889532j),(-0.003520723665-0.001372539671j),(-0.003554119496-0.001626299345j),(0.02725207806+0.05198010871j)
(3807000000+0j),(0.1538614184+0.7824999536j),(-0.003639720613-0.001121146139j),(-0.003570097266-0.001320383279j),(0.02164413407+0.05517254643j)
(3808000000+0j),(0.208459273+0.7739009609j),(-0.003672982333-0.0008118273108j),(-0.003688618774-0.001022454118j),(0.01694910415+0.05947896958j)
(3809000000+0j),(0.2612951994+0.7616685834j),(-0.003709379584-0.0005223348271j),(-0.003735061968-0.0008036519284j),(0.01306958031+0.06474652085j)
(3810000000+0j),(0.3126785755+0.7452959425j),(-0.003633667948-0.0001880628988j),(-0.00371100381-0.0004264366871j),(0.01016773749+0.07106125481j)
(3811000000+0j),(0.3628922105+0.7261143046j),(-0.003590307664+8.591186634e-05j),(-0.003781479318-0.0002451173787j),(0.008331050165+0.07838211655j)
(3812000000+0j),(0.4104965627+0.7033574722j),(-0.003616012866+0.0003886097111j),(-0.003692309139+0.0001001240526j),(0.007771993056+0.08624672407j)
(3813000000+0j),(0.4566484392+0.6772810305j),(-0.003517765552+0.0006761767436j),(-0.003733786056+0.000377998047j),(0.008497357368+0.09458277346j)
(3814000000+0j),(0.5004131198+0.6483088071j),(-0.003484489396+0.0009324010462j),(-0.003632489592+0.0006825256278j),(0.01065524202+0.1034848218j)
(3815000000+0j),(0.5423566699+0.6162558712j),(-0.00333454716+0.0011164397j),(-0.00354288402+0.0009923374746j),(0.01451115124+0.1124808421j)
(3816000000+0j),(0.5819558501+0.5805850308j),(-0.00325983949+0.001384192379j),(-0.003498622915+0.001164228888j),(0.01996613666+0.121184627j)
(3817000000+0j),(0.6185575724+0.5425362007j),(-0.003163581714+0.001665189862j),(-0.003383436939+0.001506280038j),(0.0267550461+0.1296323047j)
(3818000000+0j),(0.6526834369+0.5018288705j),(-0.003103777301+0.001734795747j),(-0.003289633431+0.001748072449j),(0.03539293259+0.1374312491j)
(3819000000+0j),(0.6843827367+0.4581881157j),(-0.002935385332+0.002060871338j),(-0.003161311615+0.002069166861j),(0.04538461193+0.1444116249j)
(3820000000+0j),(0.712616384+0.4123065438j),(-0.002825563075+0.002259445144j),(-0.003043727716+0.002197825816j),(0.05721665919+0.1504071548j)
(3821000000+0j),(0.7375717759+0.3640890723j),(-0.002569210483+0.002433519578j),(-0.002827297896+0.002387344837j),(0.06965113431+0.154811298j)
(3822000000+0j),(0.75892061+0.3139451021j),(-0.002440690529+0.002690153196j),(-0.002660185797+0.002655231627j),(0.08288568258+0.1577410015j)
(3823000000+0j),(0.7769426107+0.2619019505j),(-0.002264238661+0.002901850501j),(-0.002424669918+0.002936644945j),(0.09685692936+0.1593226119j)
(3824000000+0j),(0.7910349965+0.2076356754j),(-0.002067164285+0.00308817206j),(-0.002315525664+0.003080733353j),(0.1112975702+0.159402685j)
(3825000000+0j),(0.8011336923+0.1522718125j),(-0.001863590791+0.003246388631j),(-0.00198966125+0.003211567178j),(0.1262397319+0.1580284901j)
(3826000000+0j),(0.8069881201+0.09496991846j),(-0.001554174814+0.003466970986j),(-0.0017138439+0.003454720601j),(0.1414736807+0.1548928398j)
