Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.211845696+0.7195932533j),(-0.002928060712-0.0018445428j),(-0.002837600652-0.001968959114j),(-0.06604495645+0.02838096849j)
(3801000000+0j),(-0.1551291049+0.7409049909j),(-0.00310875033-0.001640020753j),(-0.0030623239-0.001753318589j),(-0.07597470284+0.03930075633j)
(3802000000+0j),(-0.0971949473+0.7571821071j),(-0.003178856568-0.001316002454j),(-0.003160490887-0.001458848827j),(-0.08424686641+0.05186914356j)
(3803000000+0j),(-0.03959276527+0.7685223901j),(-0.003272850066-0.001034887973j),(-0.003220226848-0.001172562363j),(-0.09069498628+0.06603610227j)
(3804000000+0j),(0.01769324951+0.7752670153j),(-0.003172765253-0.0007073662709j),(-0.003265771084-0.0008590727812j),(-0.09550710022+0.08118654761j)
(3805000000+0j),(0.0745287165+0.7773342898j),(-0.003331046551-0.0005509611219j),(-0.003268762492-0.0007144953124j),(-0.09808316082+0.09757520044j)
(3806000000+0j),(0.1299450696+0.7752521677j),(-0.003275190247-0.0002446372237j),(-0.003315876238-0.0004138460208j),(-0.09841434658+0.1147153575j)
(3807000000+0j),(0.1846248657+0.76870754j),(-0.003223533509+7.250877388e-05j),(-0.003339755815-0.0001104517796j),(-0.09649705887+0.1323548673j)
(3808000000+0j),(0.2378662974+0.758289283j),(-0.003223947482+0.0002473826753j),(-0.003284241073+0.0001673188963j),(-0.09194713831+0.1499084371j)
(3809000000+0j),(0.2901076972+0.7440269664j),(-0.003145008348+0.0005243072519j),(-0.003238044912+0.0004056264588j),(-0.08503346145+0.1672187611j)
(3810000000+0j),(0.340423882+0.7262683681j),(-0.003005643841+0.0007767964271j),(-0.003147085663+0.0006110092509j),(-0.07606589049+0.1842399047j)
(3811000000+0j),(0.388772279+0.7057040426j),(-0.002959616715+0.0009575304575j),(-0.003100777045+0.0008539380506j),(-0.06477342546+0.2004957175j)
(3812000000+0j),(0.4353109002+0.6813659087j),(-0.002873599064+0.001217869227j),(-0.002930016955+0.001150464755j),(-0.05118656904+0.2159150301j)
(3813000000+0j),(0.4799576402+0.6543455213j),(-0.002743758727+0.001373758889j),(-0.002859697677+0.001343554235j),(-0.03561788052+0.2299561353j)
(3814000000+0j),(0.522310555+0.62392439j),(-0.002594698919+0.001585186226j),(-0.002803196665+0.001435718499j),(-0.01808928326+0.2427039901j)
(3815000000+0j),(0.5625288486+0.5904877795j),(-0.002470480744+0.001766287605j),(-0.00267239823+0.001656123204j),(0.001688942779+0.2532237853j)
(3816000000+0j),(0.6003975868+0.5541300491j),(-0.002426126739+0.001932762912j),(-0.002515262924+0.001828415785j),(0.02268170007+0.2617732673j)
(3817000000+0j),(0.635601759+0.5154111636j),(-0.002196581569+0.002065210836j),(-0.002397969598+0.002065849025j),(0.04512578622+0.2681564132j)
(3818000000+0j),(0.6679073572+0.4740573354j),(-0.002088079695+0.002285007853j),(-0.00220405031+0.002243642462j),(0.06813573837+0.2721024874j)
