Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.63157022+0.3901085888j),(0.001070219092-0.0004022600478j),(0.001157340361-0.0004031687859j),(-0.06490559131+0.08953340151j)
(3801000000+0j),(-0.5950944424+0.4467438767j),(0.001065376913-0.0005176978302j),(0.001082664356-0.0004996428033j),(-0.06471833587+0.0978185773j)
(3802000000+0j),(-0.5543848276+0.4995039799j),(0.0009124517674-0.0005100559792j),(0.0009579489124-0.0005237130099j),(-0.0633854866+0.1063047119j)
(3803000000+0j),(-0.509088099+0.5486158484j),(0.0008726997767-0.0006489288062j),(0.0009387304308-0.000659005309j),(-0.06118532643+0.1149895441j)
(3804000000+0j),(-0.4601342678+0.5930996564j),(0.0008367931005-0.0006853171508j),(0.000892898126-0.0006085828645j),(-0.05785935745+0.1241786608j)
(3805000000+0j),(-0.4078406394+0.6326569294j),(0.0007746341871-0.0006580319023j),(0.0008165459731-0.0006741911639j),(-0.05302801356+0.1334074249j)
(3806000000+0j),(-0.3523395956+0.6678277591j),(0.0007336965646-0.0007245207671j),(0.0007620391552-0.0006597719039j),(-0.04684860259+0.1419464104j)
(3807000000+0j),(-0.2936393619+0.6979129001j),(0.0006358572864-0.0007789407973j),(0.0006672021118-0.0007489187992j),(-0.03990572691+0.1501619425j)
(3808000000+0j),(-0.233102873+0.7226776689j),(0.0005948917242-0.0008139231941j),(0.0006911682431-0.0006989698159j),(-0.03162029386+0.1579792452j)
(3809000000+0j),(-0.1701513231+0.7423283855j),(0.0005199754378-0.0007640609983j),(0.0006000048597-0.0007522472879j),(-0.02213271894+0.1648959948j)
(3810000000+0j),(-0.1063215137+0.7562822762j),(0.0004625770671-0.0008125066524j),(0.0005166714545-0.0007391118561j),(-0.01217458956+0.1710152604j)
(3811000000+0j),(-0.04127038643+0.7649305378j),(0.0004467617546-0.0008108099573j),(0.0004809507518-0.0008561120485j),(-0.001644327887+0.1767643555j)
(3812000000+0j),(0.02377777547+0.7680729292j),(0.0003555697913-0.0007982334937j),(0.0003984004725-0.0008067606832j),(0.0102159027+0.1814680176j)
(3813000000+0j),(0.08887731284+0.7656661033j),(0.0003273244656-0.0008529448532j),(0.0003622363147-0.0007767673815j),(0.02248970605+0.184669554j)
(3814000000+0j),(0.154270649+0.7574230945j),(0.000214615342-0.0008251435938j),(0.0003517285222-0.0007368972874j),(0.03499210626+0.186881599j)
(3815000000+0j),(0.2186623663+0.7436444053j),(0.0002121455618-0.0008418485522j),(0.0003325473226-0.0008765646489j),(0.04771764204+0.1883329839j)
(3816000000+0j),(0.2820347846+0.7239328682j),(0.0002107311157-0.0007443289505j),(0.0002275604784-0.0008293017163j),(0.06123489141+0.188505467j)
(3817000000+0j),(0.3434736133+0.6989959149j),(0.0001208053072-0.0008236064459j),(0.0002002924739-0.0008290671394j),(0.0749341473+0.1872134604j)
(3818000000+0j),(0.4025661945+0.6686006699j),(0.0001894369925-0.0008842821699j),(0.000142097444-0.0008335844032j),(0.08824764937+0.1849476702j)
(3819000000+0j),(0.4590572715+0.6329313941j),(5.055745714e-05-0.0008463448612j),(0.0001324783079-0.0009071846143j),(0.1018589661+0.1815127165j)
(3820000000+0j),(0.5125256181+0.5919680447j),(4.895236634e-05-0.0008377600461j),(7.205591828e-05-0.0008614663384j),(0.1155431569+0.1765581235j)
(3821000000+0j),(0.5618824363+0.5470012226j),(7.167058357e-05-0.0008609634824j),(3.036355884e-05-0.0008592715603j),(0.1286724061+0.1703363893j)
(3822000000+0j),(0.6078005433+0.4971162933j),(-0.0001001912751-0.0008581358125j),(-1.005846389e-05-0.00094619015j),(0.1412404478+0.1627060273j)
(3823000000+0j),(0.6492424607+0.4428994386j),(-0.0001154537604-0.0009116951842j),(-8.341436478e-05-0.0009481231682j),(0.1530487388+0.1536843698j)
(3824000000+0j),(0.6856431365+0.3853884998j),(-0.0001869161933-0.0008809728897j),(-0.0001388781238-0.0009309900925j),(0.1638411134+0.1435571783j)
(3825000000+0j),(0.716561079+0.324579566j),(-0.0002585523471-0.0008452134789j),(-0.0002474937355-0.0009286021814j),(0.1737900972+0.1326296164j)
(3826000000+0j),(0.7422394753+0.2607804691j),(-0.0002750346612-0.000897538499j),(-0.0002399984514-0.0008819479845j),(0.1826009452+0.1210089723j)
(3827000000+0j),(0.7626851797+0.1942158892j),(-0.0002998391283-0.0008394878823j),(-0.0003329332394-0.0009012136143j),(0.1903336495+0.1084310709j)
(3828000000+0j),(0.7762922049+0.1265865559j),(-0.0003727990261-0.0008446749416j),(-0.0004595687496-0.0009467832278j),(0.1965211183+0.09566510215j)
(3829000000+0j),(0.7842853665+0.05694715584j),(-0.0005151787191-0.000794786436j),(-0.0004962400417-0.0008699144237j),(0.2017576844+0.08250897177j)
(3830000000+0j),(0.7855520248-0.01267468092j),(-0.0005712065031-0.0008313122671j),(-0.000483965996-0.0008144950843j),(0.2057387531+0.06877693761j)
(3831000000+0j),(0.7804157734-0.08310726573j),(-0.0006163060898-0.0007456853054j),(-0.0006207206752-0.0008006229764j),(0.2082981318+0.05520873511j)
(3832000000+0j),(0.7685375214-0.1527981176j),(-0.0007044327795-0.0007412288687j),(-0.000733439927-0.0007779231528j),(0.2100740522+0.04129598355j)
(3833000000+0j),(0.7504076362-0.2210396592j),(-0.0007457783795-0.0007026006351j),(-0.0007132985629-0.000740946969j),(0.2104071975+0.02753493281j)
(3834000000+0j),(0.7258498073-0.2876372033j),(-0.0007767178467-0.0006168583059j),(-0.0008471618057-0.0007127028657j),(0.2092832327+0.01385210494j)
(3835000000+0j),(0.695004046-0.3516596245j),(-0.0009120051982-0.0005053460482j),(-0.0009117407608-0.0006480261218j),(0.2071525306+0.0004999145346j)
(3836000000+0j),(0.6581534147-0.4130395976j),(-0.0009089317173-0.000523786468j),(-0.0008748981054-0.0005376772606j),(0.2037530392-0.01240080175j)
(3837000000+0j),(0.6156246662-0.4705472369j),(-0.001032485161-0.0004386501387j),(-0.0009502032772-0.0004612518242j),(0.1991987377-0.02484165299j)
(3838000000+0j),(0.5677030087-0.5236129181j),(-0.0009746270371-0.0003952149127j),(-0.001061454066-0.0004222958523j),(0.1933601648-0.03661306398j)
(3839000000+0j),(0.5150720477-0.5721425365j),(-0.0009873890085-0.0002902742999j),(-0.001052457956-0.0003185594687j),(0.1863741726-0.04735742024j)
(3840000000+0j),(0.457817018-0.6154737924j),(-0.001054707565-0.0001439761982j),(-0.001029670238-0.0001809746027j),(0.1783403456-0.05702886661j)
(3841000000+0j),(0.3968101144-0.6532053893j),(-0.00109948148-9.700864757e-05j),(-0.001078799949-0.0001138390799j),(0.1697642356-0.0652303084j)
