Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2900093198+0.6776266841j),(-0.001540408353+0.0006862801383j),(-0.001622908283+0.0006564995274j),(0.03221961111+0.05258900226j)
(3801000000+0j),(-0.231812641+0.7067553116j),(-0.00144392543+0.0008699484169j),(-0.001456002705+0.000816007785j),(0.0274536442+0.0495004168j)
(3802000000+0j),(-0.1726789027+0.7302128291j),(-0.001404222217+0.0009298990481j),(-0.001502915286+0.0009364335565j),(0.0221904777+0.04747872664j)
(3803000000+0j),(-0.1121391505+0.7480003218j),(-0.001319787581+0.001108371536j),(-0.001450960874+0.0009920097655j),(0.0168244224+0.04672876168j)
(3804000000+0j),(-0.05210876465+0.7607005625j),(-0.001188867958+0.001212035422j),(-0.001306582941+0.001171988319j),(0.01137564238+0.04738286327j)
(3805000000+0j),(0.007975320332+0.7678930966j),(-0.00116252841+0.001356356428j),(-0.001290227403+0.001262492384j),(0.006139533129+0.04916661208j)
(3806000000+0j),(0.06749366969+0.7703050647j),(-0.001082136063+0.001348357648j),(-0.00112827518+0.001381614595j),(0.001552317641+0.05221089261j)
(3807000000+0j),(0.1262698323+0.7676858038j),(-0.0008741182974+0.001436995226j),(-0.001057219575+0.001487731701j),(-0.002627815818+0.05621903754j)
(3808000000+0j),(0.1836398244+0.7604956219j),(-0.0008354142774+0.00160279125j),(-0.0009498305735+0.001608485705j),(-0.005978276022+0.06136060188j)
(3809000000+0j),(0.2394427955+0.749224002j),(-0.0006860673893+0.001588144922j),(-0.0008441292448+0.001727355877j),(-0.008265034296+0.06725945856j)
(3810000000+0j),(0.2938450873+0.7336735464j),(-0.0006345096626+0.001762619009j),(-0.0006665286492+0.001742914901j),(-0.009606109932+0.07365127022j)
(3811000000+0j),(0.3463881314+0.7144840701j),(-0.000485492812+0.001779479906j),(-0.000542632828+0.001776134013j),(-0.0100427391+0.08082195342j)
(3812000000+0j),(0.3966626823+0.6918948442j),(-0.0004173727648+0.001772040385j),(-0.0004441746278+0.001840400975j),(-0.009267255664+0.0882100293j)
(3813000000+0j),(0.4448076785+0.6659007037j),(-0.0001723417954+0.001797148259j),(-0.0003068026272+0.001895820489j),(-0.007343430538+0.09585903676j)
(3814000000+0j),(0.4904298186+0.6360561841j),(-3.493130862e-05+0.001837647986j),(-0.0001110243757+0.001951932674j),(-0.004261199851+0.1035202841j)
(3815000000+0j),(0.5335609913+0.6033530613j),(7.281210856e-05+0.001922674477j),(2.782581305e-06+0.001896130503j),(-8.027377044e-05+0.1112120423j)
(3816000000+0j),(0.5744001269+0.5676371605j),(0.0003104330972+0.001913818181j),(0.0001973914768+0.00191048719j),(0.005331731401+0.1187343062j)
(3817000000+0j),(0.6124034524+0.5287412217j),(0.0003939273884+0.001885549631j),(0.0003853996459+0.002022481523j),(0.01194329467+0.1257870239j)
(3818000000+0j),(0.6476391554+0.4869362582j),(0.0005475846701+0.001912170323j),(0.0003963607014+0.001933082938j),(0.01970808767+0.1323754343j)
(3819000000+0j),(0.6795256734+0.4428405857j),(0.0007338144933+0.001754981116j),(0.0006369823241+0.001858353731j),(0.0285709314+0.1382535471j)
(3820000000+0j),(0.707578361+0.3973432031j),(0.0008696075529+0.001777503407j),(0.0007317508571+0.001860149787j),(0.0384946987+0.1433592004j)
(3821000000+0j),(0.7327645421+0.3494118612j),(0.0009220380452+0.001677760272j),(0.0009708143771+0.001768346294j),(0.04952349514+0.1474289486j)
(3822000000+0j),(0.7544667125+0.298890499j),(0.001077299705+0.001716278959j),(0.001145039569+0.001700514928j),(0.06113875285+0.1504995988j)
(3823000000+0j),(0.7718344927+0.2472965927j),(0.001188625931+0.001580488752j),(0.001159314066+0.001636511995j),(0.0736232847+0.1522822393j)
(3824000000+0j),(0.7861685753+0.1937194285j),(0.001293537673+0.001505648252j),(0.001405271236+0.001591667882j),(0.08664977551+0.1527070841j)
(3825000000+0j),(0.7963734865+0.1384249326j),(0.001470708637+0.001433676807j),(0.001552323811+0.00151238183j),(0.1002224237+0.1516576717j)
(3826000000+0j),(0.8022239208+0.08248675764j),(0.001646811492+0.001307451865j),(0.001637416077+0.00141199294j),(0.1137010828+0.1490907995j)
(3827000000+0j),(0.8043321371+0.02555549538j),(0.001707277843+0.001270225737j),(0.001762236352+0.00131012476j),(0.127379179+0.1452326833j)
(3828000000+0j),(0.8017837405-0.03244855005j),(0.001838705153+0.001096026972j),(0.001944275573+0.001227799221j),(0.14065741+0.1397240107j)
(3829000000+0j),(0.7943661809-0.08997392794j),(0.001954898937+0.0009930371307j),(0.002000363311+0.0009840435814j),(0.1536473036+0.132796481j)
(3830000000+0j),(0.7824734449-0.1478857344j),(0.002042376203+0.0008621475426j),(0.002139849123+0.0009059128352j),(0.1659028083+0.1244841954j)
(3831000000+0j),(0.7657535672-0.2056016834j),(0.002105628839+0.0005833659088j),(0.002218679292+0.0007907461259j),(0.1777633131+0.1147040221j)
(3832000000+0j),(0.7438693047-0.2627149242j),(0.002218620386+0.0005246015498j),(0.002254575724+0.0006295141065j),(0.1887690127+0.1036064782j)
(3833000000+0j),(0.7170404792-0.3184239914j),(0.002363171196+0.0003900990123j),(0.002434270456+0.0004341691965j),(0.1985489726+0.09146099647j)
(3834000000+0j),(0.6849258542-0.3726841467j),(0.002429626416+0.0002167147322j),(0.002403142396+0.0002466156147j),(0.20729433+0.07799089475j)
(3835000000+0j),(0.6474685073-0.4247712422j),(0.002481855452-3.764721623e-05j),(0.002515711589+0.0001042460208j),(0.2146051079+0.0634721392j)
(3836000000+0j),(0.6052740216-0.4739140892j),(0.002610536059-0.000210189799j),(0.00259687542-0.0001985450217j),(0.2203960717+0.04812248005j)
(3837000000+0j),(0.5577462912-0.5202219168j),(0.00260671624-0.0004236995592j),(0.002709368709-0.0003876834526j),(0.2245997041+0.03212112404j)
(3838000000+0j),(0.5054665208-0.5626750966j),(0.002606690861-0.0006790819461j),(0.002650783863-0.0006473754765j),(0.2270403951+0.01589158679j)
(3839000000+0j),(0.4482086897-0.6008173271j),(0.002598362975-0.0009683428216j),(0.002698671538-0.0008892823244j),(0.2279715985-0.0006920245373j)
(3840000000+0j),(0.3865865171-0.6341077037j),(0.00259335665-0.001240662299j),(0.002649350557-0.001180408755j),(0.2271941006-0.01711418679j)
