Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2887674272+0.6770293952j),(0.0004668859474+0.002531291917j),(0.0003668021818+0.002526019467j),(0.04196973518+0.0707291774j)
(3801000000+0j),(-0.2304477543+0.7060594339j),(0.0006773583009+0.002499005059j),(0.0004474709567+0.002512916224j),(0.03997026384+0.06779305741j)
(3802000000+0j),(-0.1709578335+0.7295400073j),(0.0008293631254+0.002389971865j),(0.0006954239216+0.002427736064j),(0.03748682141+0.0656983208j)
(3803000000+0j),(-0.1105688885+0.7472435843j),(0.0009753426421+0.002257150598j),(0.0008475714712+0.002392841969j),(0.03485878929+0.06438953157j)
(3804000000+0j),(-0.05056201667+0.759705665j),(0.001135084545+0.002252011793j),(0.001064735348+0.002323510824j),(0.03219239414+0.06392060616j)
(3805000000+0j),(0.009432482533+0.7669728714j),(0.001335251844+0.002114560921j),(0.001198118902+0.0021720808j),(0.02963879332+0.06422748722j)
(3806000000+0j),(0.06844178587+0.7690712411j),(0.001513792085+0.001939453185j),(0.001336999005+0.002012694487j),(0.02721753903+0.0654635817j)
(3807000000+0j),(0.1272653341+0.7664043514j),(0.001573738991+0.001812428585j),(0.001524331397+0.001951468061j),(0.02517908812+0.067311674j)
(3808000000+0j),(0.1843564957+0.7595166094j),(0.001687492826+0.001718585263j),(0.001652212697+0.001871207263j),(0.02367051691+0.06997075237j)
(3809000000+0j),(0.2403884679+0.7479466559j),(0.001836699317+0.001623632619j),(0.00175954646+0.001749975723j),(0.02275826409+0.07323588971j)
(3810000000+0j),(0.2942957282+0.7324198747j),(0.001986076357+0.001335304347j),(0.00188850367+0.001571903471j),(0.02236000076+0.07710821589j)
(3811000000+0j),(0.3464726806+0.7133236833j),(0.002003699308+0.001239071251j),(0.002012714744+0.001420625835j),(0.02279302664+0.08141810821j)
(3812000000+0j),(0.3968327343+0.6906187353j),(0.002115166979+0.001166339731j),(0.00212090672+0.001247780281j),(0.02426772937+0.08615656378j)
(3813000000+0j),(0.4448426664+0.664336783j),(0.002157757059+0.001016770606j),(0.002231064951+0.001128783799j),(0.02651119791+0.09103496439j)
(3814000000+0j),(0.4905738235+0.6347588358j),(0.002186143771+0.0009399145492j),(0.002256922657+0.0009544019704j),(0.02969720215+0.0958172928j)
(3815000000+0j),(0.533911407+0.6015892085j),(0.002284099348+0.0007670900668j),(0.002408720553+0.0008711332339j),(0.03386196122+0.1004557074j)
(3816000000+0j),(0.5745924115+0.5659669024j),(0.002362545813+0.0005307213869j),(0.002354736906+0.0006902638124j),(0.03884122893+0.1047986415j)
(3817000000+0j),(0.6120194793+0.5275455401j),(0.002352064708+0.0003295194183j),(0.002443996491+0.0004188198363j),(0.04460688308+0.1088067011j)
(3818000000+0j),(0.6469291449+0.4861827845j),(0.00246643601+0.0002863256668j),(0.002557945205+0.0003229428839j),(0.05106347799+0.1123018182j)
(3819000000+0j),(0.6783165932+0.4425450956j),(0.002453860594+4.784966222e-05j),(0.002538073342+8.18578701e-05j),(0.0583005175+0.1152926258j)
(3820000000+0j),(0.7068508863+0.3962900641j),(0.002414141549-0.0001900005882j),(0.002507303609-6.853998639e-05j),(0.06633251905+0.1178554083j)
(3821000000+0j),(0.7319288254+0.3480109225j),(0.002407419495-0.0003230943403j),(0.002557806903-0.0002413589536j),(0.07517478615+0.1195239665j)
(3822000000+0j),(0.7533977032+0.2978586139j),(0.002387649613-0.0005637586582j),(0.002543326933-0.0004509435093j),(0.08450522274+0.1200162064j)
(3823000000+0j),(0.7710070014+0.2459516875j),(0.002435591538-0.0007081275107j),(0.002485054312-0.0006727042492j),(0.09384581447+0.1199221246j)
(3824000000+0j),(0.7852960229+0.1925278125j),(0.002391839866-0.0008699435275j),(0.002465482103-0.0008204761543j),(0.1040366814+0.1188129962j)
(3825000000+0j),(0.7952444553+0.1377787154j),(0.002331588184-0.001074087573j),(0.002388274763-0.0009606685489j),(0.1141476557+0.1166442105j)
(3826000000+0j),(0.8011369705+0.08155128798j),(0.002294587437-0.001245763618j),(0.00233111158-0.001203191583j),(0.1244177595+0.1133020291j)
(3827000000+0j),(0.8029280901+0.02471096712j),(0.00225759903-0.001457186649j),(0.002329109469-0.001402924885j),(0.1345879436+0.1090720041j)
(3828000000+0j),(0.8004029989-0.03273469856j),(0.002047410468-0.001634217915j),(0.002197218593-0.001566483523j),(0.1446599066+0.1037589714j)
(3829000000+0j),(0.7930199504-0.09033247439j),(0.001943541924-0.001777375001j),(0.002067780821-0.001820963691j),(0.1545674652+0.09730078856j)
(3830000000+0j),(0.7809883356-0.148725975j),(0.001920921612-0.001932898071j),(0.001982507063-0.001994127641j),(0.1640918106+0.08986011276j)
(3831000000+0j),(0.7642172575-0.2060140526j),(0.001740590087-0.002178701106j),(0.0018000087-0.002167339437j),(0.1733408272+0.0812085592j)
(3832000000+0j),(0.7423436642-0.2627584071j),(0.001518694102-0.002314691432j),(0.00167239143-0.002308287425j),(0.1820266694+0.07103437478j)
(3833000000+0j),(0.7152612805-0.3186015833j),(0.001496978337-0.002486561192j),(0.001522306935-0.002416800708j),(0.1894067824+0.05974109108j)
(3834000000+0j),(0.6831429601-0.3727150236j),(0.001233478659-0.002640090184j),(0.001313054236-0.002631525742j),(0.1955552101+0.04773265549j)
(3835000000+0j),(0.6458814144-0.4242298732j),(0.0009358421084-0.002775582718j),(0.001162222121-0.002796561923j),(0.200594753+0.03517857496j)
(3836000000+0j),(0.6035328507-0.4735825964j),(0.0008205967606-0.002897638362j),(0.0008572571678-0.002779792063j),(0.2044635713+0.0220308462j)
(3837000000+0j),(0.5561280251-0.5197012039j),(0.0006052342942-0.003037839197j),(0.0006481025484-0.003028043313j),(0.2069274783+0.008451686664j)
(3838000000+0j),(0.5036457181-0.5621572612j),(0.0003036319395-0.003089761361j),(0.0003807453904-0.003116016276j),(0.208351016-0.005493719396j)
(3839000000+0j),(0.4465041757-0.6001475132j),(2.347140799e-05-0.00309740426j),(8.393371536e-05-0.003104296979j),(0.2083545625-0.01964423465j)
(3840000000+0j),(0.3848282397-0.6333299439j),(-0.0002743423393-0.003155508777j),(-0.0001904637174-0.003179010004j),(0.2068512589-0.03376756127j)
(3841000000+0j),(0.3197047114-0.6603856051j),(-0.0005498111714-0.003195093013j),(-0.000443682773-0.003131567733j),(0.2039069533-0.04755454564j)
(3842000000+0j),(0.2507568598-0.6816703164j),(-0.0008584506577-0.003148277523j),(-0.0007136962959-0.003129193094j),(0.1995682716-0.06108462545j)
(3843000000+0j),(0.1785941124-0.6965143785j),(-0.001129491138-0.003092563013j),(-0.0009906914784-0.003139944747j),(0.1940217912-0.07444208009j)
(3844000000+0j),(0.1043691263-0.7039876226j),(-0.001464349218-0.003006953513j),(-0.00131030078-0.002978265053j),(0.1869333535-0.08671784229j)
(3845000000+0j),(0.02900345251-0.7035968831j),(-0.001685836236-0.002946437569j),(-0.00163503876-0.002972522983j),(0.1787590683-0.09803550183j)
(3846000000+0j),(-0.0476786308-0.6956433779j),(-0.002051249146-0.002828818979j),(-0.001874306006-0.002767101862j),(0.1694659144-0.1085120595j)
(3847000000+0j),(-0.1232444644-0.6792582865j),(-0.002347536851-0.002536870772j),(-0.002153440146-0.002680278616j),(0.1592468023-0.1178156268j)
(3848000000+0j),(-0.1976700723-0.654953329j),(-0.002607851988-0.002413303591j),(-0.002468159422-0.002460241783j),(0.1482010037-0.125770148j)
(3849000000+0j),(-0.2697318196-0.6220969692j),(-0.002803897485-0.002056464087j),(-0.002669879002-0.002193020657j),(0.1364861131-0.1323589132j)
