Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2893196344+0.6777355714j),(0.003255331656+0.004098631442j),(0.00305430498+0.004369752947j),(0.03610931337+0.06510657964j)
(3801000000+0j),(-0.2309713662+0.7072891986j),(0.003579290817+0.003730588593j),(0.003349795472+0.004017571919j),(0.0321154967+0.06104047768j)
(3802000000+0j),(-0.1712677032+0.7305142421j),(0.003870363347+0.003343156073j),(0.003739621956+0.003715384519j),(0.02775674127+0.05810370515j)
(3803000000+0j),(-0.1113596335+0.7481711397j),(0.0040843077+0.002979525831j),(0.003925510217+0.00328999944j),(0.02280471474+0.05619570236j)
(3804000000+0j),(-0.05133382231+0.7607282853j),(0.004262304399+0.002621124499j),(0.004221866373+0.002851638943j),(0.01760716923+0.05552628397j)
(3805000000+0j),(0.009323940612+0.768077792j),(0.004381954204+0.002224106109j),(0.004353661556+0.002548562596j),(0.01233610231+0.05616596744j)
(3806000000+0j),(0.06881395727+0.7699024296j),(0.004571002908+0.001855161623j),(0.0044694799+0.002086889697j),(0.007472737692+0.05818986539j)
(3807000000+0j),(0.1267852932+0.7677932373j),(0.004609018099+0.001363607706j),(0.004574197344+0.001700971392j),(0.003112785518+0.06125365583j)
(3808000000+0j),(0.1847959161+0.7603627895j),(0.004657473881+0.001017298317j),(0.004762056284+0.001282743528j),(-0.0006336057559+0.06532085152j)
(3809000000+0j),(0.2402796298+0.7491581656j),(0.004708216526+0.0006143256323j),(0.00475778291+0.0008520737174j),(-0.003706580494+0.07032139406j)
(3810000000+0j),(0.295168817+0.7331544967j),(0.004733086564+0.000234624953j),(0.00483065797+0.0004456071474j),(-0.006017457694+0.07614065061j)
(3811000000+0j),(0.3474871814+0.7143066418j),(0.004673884716-8.948918548e-05j),(0.004755960777+0.0001691174548j),(-0.007228814531+0.08291039815j)
(3812000000+0j),(0.397330761+0.6914919569j),(0.004527628422-0.0004651945492j),(0.004731710535-0.0002496595553j),(-0.007293391041+0.09012857844j)
(3813000000+0j),(0.4455970526+0.6654644073j),(0.00449403096-0.000817867869j),(0.004688846413-0.0006027557538j),(-0.006218227092+0.09762511683j)
(3814000000+0j),(0.4912656546+0.6356186654j),(0.004445516039-0.001098104753j),(0.004623447545-0.0009202217916j),(-0.003940617666+0.1054982329j)
(3815000000+0j),(0.5349332094+0.6024791113j),(0.004341342021-0.001472988282j),(0.004539534915-0.001266443171j),(-0.0005150731304+0.1133594753j)
(3816000000+0j),(0.5756822824+0.5663845837j),(0.004199897405-0.001763698994j),(0.004435120616-0.001617284259j),(0.004327851813+0.1211935495j)
(3817000000+0j),(0.6136375666+0.5276357531j),(0.004070295487-0.002109327586j),(0.00426496705-0.001993546961j),(0.01044326648+0.1286444458j)
(3818000000+0j),(0.6481822729+0.4864291201j),(0.003878644202-0.002377396217j),(0.004173762631-0.002322889632j),(0.01780184358+0.1357398414j)
