Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.6492868662+0.3720146471j),(-0.001291409368+2.872948789e-05j),(-0.001260387828-3.062793985e-05j),(0.004123828374+0.06425579327j)
(3801000000+0j),(-0.6147763133+0.4302112867j),(-0.001291284687+0.0001792270923j),(-0.001277821022+5.657504516e-05j),(0.001521099708+0.06480423767j)
(3802000000+0j),(-0.5757498741+0.4847660474j),(-0.001313740038+0.0002094856754j),(-0.001354989363+0.0001493019226j),(-0.0009283148684+0.06645407462j)
(3803000000+0j),(-0.5324180722+0.5352633125j),(-0.001246100292+0.0003195874451j),(-0.00132026372+0.0002089886984j),(-0.002748497529+0.06885104873j)
(3804000000+0j),(-0.4844039083+0.5822361655j),(-0.001253182767+0.0004489223938j),(-0.001276458963+0.0002592909732j),(-0.004276236985+0.07156985241j)
(3805000000+0j),(-0.4327948093+0.6242785888j),(-0.001224245992+0.000562819303j),(-0.001330568222+0.0004222763528j),(-0.005612176843+0.07480571321j)
(3806000000+0j),(-0.3780929446+0.6616482216j),(-0.001236914657+0.0006067449576j),(-0.001254878822+0.00051996822j),(-0.006257190369+0.07888733573j)
(3807000000+0j),(-0.3203414083+0.6939831575j),(-0.001206662157+0.0007408714737j),(-0.001211167546+0.0005909348838j),(-0.006359634921+0.08320595758j)
(3808000000+0j),(-0.2595966458+0.7212095165j),(-0.001153459772+0.0007307233172j),(-0.001283328398+0.0006327914307j),(-0.005960077979+0.08792483925j)
(3809000000+0j),(-0.1973129958+0.7428906621j),(-0.001194294542+0.0008724210784j),(-0.001205788692+0.0007804343477j),(-0.004836811218+0.09309534626j)
(3810000000+0j),(-0.1331905127+0.7592619018j),(-0.001082620467+0.000966823427j),(-0.001236063195+0.0009295247146j),(-0.002922126092+0.09852167672j)
(3811000000+0j),(-0.06777918339+0.7702090337j),(-0.001057302696+0.00103048014j),(-0.001172101591+0.0009762300178j),(-0.0002378162899+0.104241462j)
(3812000000+0j),(-0.001802810584+0.7756090062j),(-0.000965534884+0.00111430604j),(-0.001084905816+0.00111011765j),(0.003103939351+0.1100564883j)
(3813000000+0j),(0.06465318799+0.7750293485j),(-0.0009106956422+0.001297110226j),(-0.001022991957+0.001220055623j),(0.007289430127+0.116196305j)
(3814000000+0j),(0.1308628172+0.7688659089j),(-0.0008831117884+0.001336061163j),(-0.0009204603266+0.0013401662j),(0.01278721634+0.1221622796j)
(3815000000+0j),(0.1959881335+0.7567957027j),(-0.0006934571429+0.001442212495j),(-0.0008916917723+0.001379509689j),(0.01921778359+0.127961028j)
(3816000000+0j),(0.2603873014+0.7390540526j),(-0.0006212666049+0.001506474451j),(-0.0007313507958+0.001553458162j),(0.02693423815+0.1333308685j)
(3817000000+0j),(0.3229805231+0.715525966j),(-0.0005323282676+0.001637162408j),(-0.0006576313172+0.001594781876j),(0.03583915904+0.1377013115j)
(3818000000+0j),(0.3837732971+0.686719389j),(-0.0004306194023+0.001677356777j),(-0.0004749810905+0.001648182864j),(0.04536306858+0.14102083j)
(3819000000+0j),(0.4420445561+0.6522014562j),(-0.0002175151458+0.001643386204j),(-0.000414220267+0.001712774276j),(0.0552033484+0.143686613j)
(3820000000+0j),(0.4969129264+0.6127747699j),(-0.0001186270674+0.001732454868j),(-0.0002731457353+0.001780530671j),(0.06596207619+0.1454777876j)
(3821000000+0j),(0.5485412478+0.5681408642j),(2.768232298e-05+0.001745303976j),(-0.0001289264037+0.001834857743j),(0.0772049427+0.1460440492j)
(3822000000+0j),(0.5962089896+0.5191055384j),(0.000150523716+0.001766253728j),(6.366960588e-05+0.001860496937j),(0.0886272341+0.145566405j)
(3823000000+0j),(0.6390491724+0.4659854193j),(0.0002959573758+0.001830483903j),(0.0001635388617+0.00183956977j),(0.1002628356+0.1441555541j)
(3824000000+0j),(0.6772210002+0.4088490114j),(0.0004731185036+0.001826598542j),(0.0003514524142+0.001856374205j),(0.1122148708+0.1415814375j)
(3825000000+0j),(0.7106810808+0.3480218003j),(0.0006124246283+0.001818449586j),(0.0005275527947+0.001870349748j),(0.1239719987+0.1376148591j)
(3826000000+0j),(0.738258481+0.284567833j),(0.0007456670864+0.001688295044j),(0.0007437790046+0.001824763836j),(0.1357480735+0.1325689861j)
(3827000000+0j),(0.7604153156+0.2181239681j),(0.0008757286123+0.001697111642j),(0.0008218227886+0.00173057802j),(0.1473765075+0.1268565583j)
(3828000000+0j),(0.776538074+0.1501733954j),(0.00103576947+0.001725362148j),(0.0009792374913+0.001696259947j),(0.1588821411+0.1194909514j)
(3829000000+0j),(0.7861664295+0.08050390604j),(0.001134536113+0.001618530718j),(0.001142860623+0.001777096535j),(0.1698890924+0.1109947221j)
(3830000000+0j),(0.7896359563+0.009324930724j),(0.001329353428+0.001514859498j),(0.001273299684+0.001631282852j),(0.1803533137+0.1011857955j)
(3831000000+0j),(0.7862097621-0.06125576663j),(0.001462540589+0.001483259257j),(0.0014385127+0.001526283217j),(0.190114975+0.08985526607j)
(3832000000+0j),(0.7763873935-0.1318619391j),(0.001576293376+0.001346603618j),(0.0016073765+0.001452689408j),(0.1985686868+0.07726432678j)
(3833000000+0j),(0.759931922-0.2012113163j),(0.001727355295+0.001222051913j),(0.001748390845+0.001330000116j),(0.2055625468+0.06367218288j)
(3834000000+0j),(0.7368744612-0.2691390499j),(0.001836346928+0.001121328212j),(0.00183594937+0.001145742368j),(0.2111765146+0.04959420987j)
(3835000000+0j),(0.7077019215-0.3345219401j),(0.002054054756+0.0009481487796j),(0.002044236753+0.001090852544j),(0.2153361142+0.03460398138j)
(3836000000+0j),(0.6724349856-0.3967658153j),(0.002143050544+0.0007837423473j),(0.002145347884+0.0008893808699j),(0.21789819+0.01948687365j)
(3837000000+0j),(0.6310023665-0.4559821336j),(0.002252258826+0.0006448059576j),(0.002249716781+0.0007578507066j),(0.2188206315+0.004362300767j)
(3838000000+0j),(0.584343195-0.5110610313j),(0.002345480258+0.0004097750061j),(0.002276107203+0.0004546439159j),(0.2182617635-0.01083221216j)
(3839000000+0j),(0.532206893-0.5617409742j),(0.002420209348+0.0002354548924j),(0.002471183427+0.0002405797422j),(0.2161027193-0.02562976157j)
(3840000000+0j),(0.4760813117-0.6069217505j),(0.002508652164+3.245380503e-05j),(0.002422792604+8.137650002e-05j),(0.212753281-0.03993096515j)
(3841000000+0j),(0.4155384004-0.6467735047j),(0.002496596659-0.0002764128149j),(0.002472923137-0.0001335645793j),(0.2081506252-0.05375228056j)
(3842000000+0j),(0.3514778316-0.6806819318j),(0.0024934744-0.0005490431213j),(0.002456637565-0.0003891675733j),(0.2023867369-0.06709083338j)
(3843000000+0j),(0.284206301-0.7088448644j),(0.002472665161-0.0007169894525j),(0.002454058966-0.0006422109436j),(0.1953337044-0.07959413586j)
(3844000000+0j),(0.2151273489-0.7297647149j),(0.002418647287-0.0009645547834j),(0.002413774375-0.0008294559666j),(0.1872310936-0.09134131689j)
(3845000000+0j),(0.1442707032-0.7444462661j),(0.002344350563-0.001170495641j),(0.002395606833-0.001057241345j),(0.178159073-0.1020519117j)
(3846000000+0j),(0.07247707248-0.752282507j),(0.002253857907-0.001368849771j),(0.002276724903-0.00130082597j),(0.1680822819-0.1118164367j)
(3847000000+0j),(0.0001898370829-0.7530923935j),(0.002207266167-0.001643721364j),(0.002202148316-0.00151261955j),(0.1571046561-0.1202072858j)
(3848000000+0j),(-0.07141698152-0.747427219j),(0.001931021456-0.001902380725j),(0.002087648725-0.001719881082j),(0.1455648243-0.127158709j)
(3849000000+0j),(-0.1419884861-0.7347991264j),(0.001886250218-0.002081056591j),(0.001903116354-0.001945745549j),(0.1336249411-0.132725317j)
(3850000000+0j),(-0.2110901028-0.7156468662j),(0.001628523925-0.00225031958j),(0.001687582815-0.002118347678j),(0.121374242-0.1369443805j)
(3851000000+0j),(-0.2780525088-0.6901383353j),(0.001390914083-0.002425061772j),(0.001560234115-0.002291572047j),(0.1091398373-0.139691142j)
(3852000000+0j),(-0.3417253196-0.6586495989j),(0.001218665158-0.002597682644j),(0.001287078951-0.002396726282j),(0.09707222134-0.1410011105j)
(3853000000+0j),(-0.4022642374-0.6214834807j),(0.0009329566965-0.002615723293j),(0.001097960863-0.002532208338j),(0.08523812145-0.1410978946j)
(3854000000+0j),(-0.458542645-0.5792011647j),(0.0006902370369-0.002781680087j),(0.000810992904-0.002699806588j),(0.07365629077-0.1396340302j)
(3855000000+0j),(-0.5101767182-0.5320637816j),(0.0004999366356-0.002846059389j),(0.0006244898541-0.002716423711j),(0.06272453815-0.1367462838j)
(3856000000+0j),(-0.5576385856-0.4806737546j),(0.0001444400405-0.002841135953j),(0.0003665953118-0.002826717682j),(0.05278781801-0.1328061234j)
(3857000000+0j),(-0.5994226336-0.42552429j),(-5.65660157e-05-0.002861297224j),(0.0001733239624-0.002815873129j),(0.04380496219-0.1277662441j)
(3858000000+0j),(-0.6360219717-0.3673435174j),(-0.0003175100137-0.002856809646j),(-8.787615661e-05-0.002840800444j),(0.03592042625-0.121842309j)
(3859000000+0j),(-0.6674872041-0.3056750626j),(-0.0005690904218-0.002849238692j),(-0.0003544055216-0.002777081216j),(0.02926201187-0.1154767448j)
(3860000000+0j),(-0.6927191019-0.2416193102j),(-0.0007655791123-0.002707079751j),(-0.0006629540585-0.002806827426j),(0.0236307811-0.1084412915j)
(3861000000+0j),(-0.7121061683-0.176569911j),(-0.001039543771-0.002666173503j),(-0.0007986134151-0.002766459249j),(0.01935012639-0.1011656271j)
(3862000000+0j),(-0.7255422473-0.1099704985j),(-0.001284913043-0.002633621218j),(-0.001065503806-0.002631988376j),(0.01622387022-0.09367792293j)
(3863000000+0j),(-0.7330341339-0.04238110268j),(-0.001498783822-0.002495386638j),(-0.001261903555-0.00257623964j),(0.01423483714-0.08628101537j)
(3864000000+0j),(-0.7343239188+0.02516831966j),(-0.00163205422-0.002303842455j),(-0.001471727621-0.00249296613j),(0.01325840689-0.07861802696j)
(3865000000+0j),(-0.729890883+0.09206072971j),(-0.001900760806-0.002136605326j),(-0.001715215389-0.002267329255j),(0.01376513205-0.0710290322j)
(3866000000+0j),(-0.7194291949+0.1580619942j),(-0.002039622515-0.001981437439j),(-0.001932519604-0.002159517026j),(0.01558206044-0.06384408741j)
(3867000000+0j),(-0.7034384608+0.2226433184j),(-0.002206310397-0.001848736545j),(-0.002083695726-0.001996825682j),(0.01866395772-0.05735493285j)
(3868000000+0j),(-0.6819502711+0.2853716276j),(-0.002322664252-0.001615535235j),(-0.002269960707-0.00180556369j),(0.02273300476-0.05153711045j)
