Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5237569809+0.3261917186j),(0.0004703495651-0.002457975643j),(0.0004936610931-0.002480840543j),(-0.030849576+0.04471698697j)
(3801000000+0j),(-0.4970792234+0.3787980569j),(0.0001909361745-0.002510543913j),(0.0002955347591-0.002599093365j),(-0.03620588407+0.04797294943j)
(3802000000+0j),(-0.4661822319+0.4284350664j),(-7.605901919e-05-0.00250661117j),(4.710367648e-05-0.002468196442j),(-0.0411192961+0.05234735281j)
(3803000000+0j),(-0.430934906+0.4757261166j),(-0.0003511820396-0.002486471087j),(-0.0002352223673-0.002488438273j),(-0.04538266733+0.05782845275j)
(3804000000+0j),(-0.3917080164+0.5196348026j),(-0.0005367228878-0.002373454627j),(-0.0004000948975-0.002403171733j),(-0.04914176837+0.06417603566j)
(3805000000+0j),(-0.348305881+0.5602274458j),(-0.0007596742944-0.002296162536j),(-0.0006267943536-0.002311844146j),(-0.05209545046+0.07152164299j)
(3806000000+0j),(-0.3020330966+0.5969880679j),(-0.001005163183-0.002161563374j),(-0.0008086811285-0.002162446734j),(-0.05409936234+0.07975610272j)
(3807000000+0j),(-0.251388371+0.6297878976j),(-0.001165558817-0.00197630655j),(-0.001059564878-0.002116083866j),(-0.05484135821+0.08848937578j)
(3808000000+0j),(-0.1985023618+0.658041008j),(-0.00140505028-0.001819396392j),(-0.001197648817-0.00195859815j),(-0.05450604483+0.09786756372j)
(3809000000+0j),(-0.1425596029+0.6816165531j),(-0.001525977161-0.001735854545j),(-0.001411373611-0.001811897964j),(-0.05273875967+0.1078164172j)
(3810000000+0j),(-0.08390239626+0.700142912j),(-0.001550787129-0.001548752538j),(-0.001543393009-0.001687030075j),(-0.04947510362+0.1178245186j)
(3811000000+0j),(-0.02391635813+0.7139146964j),(-0.001723849913-0.001445814618j),(-0.001690205419-0.00154640479j),(-0.04476278275+0.1278589634j)
(3812000000+0j),(0.03739436343+0.7220750744j),(-0.001870165695-0.001243137638j),(-0.001852381392-0.00133409421j),(-0.03873953596+0.137520689j)
(3813000000+0j),(0.09912589937+0.724717964j),(-0.00200525485-0.001119554159j),(-0.001918703201-0.001174920239j),(-0.03125379607+0.1465102554j)
(3814000000+0j),(0.1625372171+0.7213784319j),(-0.002048663795-0.000852149853j),(-0.002026152797-0.001007776009j),(-0.02272234485+0.1547237732j)
(3815000000+0j),(0.22473149+0.7124368402j),(-0.0021438736-0.0006748464657j),(-0.002138636541-0.0007582178223j),(-0.01319019869+0.1623686454j)
(3816000000+0j),(0.2866430581+0.6974116666j),(-0.002146429615-0.0004655562225j),(-0.002179394942-0.0005564104067j),(-0.002712618792+0.1692853369j)
(3817000000+0j),(0.3472184539+0.6764511734j),(-0.002163728233-0.0002547982731j),(-0.002226964338-0.000317690603j),(0.008810336702+0.1752068298j)
(3818000000+0j),(0.405834049+0.6497275196j),(-0.002145662671-2.098737423e-05j),(-0.002185022924-0.0001745155314j),(0.02159085684+0.180249772j)
