Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2907746434+0.6772974816j),(1.467486709e-05+0.003007241059j),(-0.0001426649105+0.003022701247j),(0.02593193948+0.04959166917j)
(3801000000+0j),(-0.2319201529+0.7067351694j),(0.0002154912509+0.002881659893j),(8.453677583e-05+0.002900060732j),(0.02089861222+0.04752949545j)
(3802000000+0j),(-0.17278561+0.7301405232j),(0.0004276089603+0.002818769543j),(0.0003178685147+0.002802958712j),(0.01558114681+0.04652122964j)
(3803000000+0j),(-0.1127336025+0.7480499577j),(0.0006377087557+0.002659305697j),(0.0004961050581+0.002786663361j),(0.01042261627+0.04658266516j)
(3804000000+0j),(-0.05264546722+0.7605563788j),(0.0007827436202+0.00254396908j),(0.0007030955167+0.002679405967j),(0.004919629544+0.04789361136j)
(3805000000+0j),(0.007302525453+0.7677805089j),(0.0009278298239+0.00245418027j),(0.0007928359555+0.002529964549j),(-0.000328302267+0.05032641251j)
(3806000000+0j),(0.06709868461+0.770266582j),(0.001136209816+0.002365428023j),(0.001027979422+0.002410869347j),(-0.005032977089+0.05417797553j)
(3807000000+0j),(0.1261495799+0.7676727229j),(0.001219202532+0.002203437267j),(0.001159565989+0.002301064553j),(-0.009116323665+0.05913170508j)
(3808000000+0j),(0.1836939305+0.760708138j),(0.001350887469+0.002145768376j),(0.001265221974+0.002177997259j),(-0.01220918167+0.06515827359j)
(3809000000+0j),(0.2397004366+0.7491396577j),(0.001465929206+0.001879623509j),(0.001393374638+0.002100577811j),(-0.01429396961+0.07210475421j)
(3810000000+0j),(0.293797791+0.7337342228j),(0.001613430912+0.001852720045j),(0.001512322226+0.001967925811j),(-0.01517946739+0.07962902215j)
(3811000000+0j),(0.346057564+0.714689782j),(0.001702247071+0.001757266233j),(0.001670139143+0.001869812724j),(-0.01490321755+0.08755490498j)
(3812000000+0j),(0.3962801099+0.6921130944j),(0.001730078715+0.001589313848j),(0.001778313541+0.001761044841j),(-0.01321356464+0.09593712694j)
(3813000000+0j),(0.4446811676+0.6658475294j),(0.001815400086+0.001420300803j),(0.001824217732+0.001571128843j),(-0.010213295+0.1043946147j)
(3814000000+0j),(0.4905095398+0.6360306134j),(0.001942413044+0.001321139163j),(0.001957000233+0.001406618278j),(-0.005899568554+0.112672125j)
(3815000000+0j),(0.5334402323+0.6035875819j),(0.001933646272+0.001131033641j),(0.002030792413+0.001350591891j),(-0.0003798819962+0.1205948514j)
(3816000000+0j),(0.5744146705+0.5675274989j),(0.002058074577+0.001102304319j),(0.002052610042+0.001123792492j),(0.006462847348+0.128137365j)
(3817000000+0j),(0.6121422648+0.5290818825j),(0.002109243069+0.0009361052071j),(0.002110260539+0.001000369433j),(0.01431017648+0.1350377874j)
(3818000000+0j),(0.6470679045+0.4876877361j),(0.00212214468+0.0008140952559j),(0.00219942769+0.000923230953j),(0.02325000241+0.141431286j)
(3819000000+0j),(0.6791684628+0.4436404358j),(0.002238449873+0.0006137250457j),(0.00221183151+0.0007095650653j),(0.0333750397+0.1469760049j)
(3820000000+0j),(0.707339108+0.3977411726j),(0.002149020089+0.0005262531922j),(0.002282080939+0.000625630375j),(0.04460639507+0.1515550244j)
(3821000000+0j),(0.7323010564+0.3494851296j),(0.002253845334+0.0004047011607j),(0.002315352671+0.000448501698j),(0.0567253232+0.1549671842j)
(3822000000+0j),(0.7539691329+0.2993586217j),(0.002327259863+0.0002639216837j),(0.002351926174+0.0003366567835j),(0.06935860217+0.156858524j)
(3823000000+0j),(0.772121489+0.2474090847j),(0.002282571513+0.0001479371276j),(0.002373095835+0.0001623686985j),(0.0827658549+0.1575757917j)
(3824000000+0j),(0.7861366272+0.1940551741j),(0.002314293524-1.134539798e-05j),(0.002385043073+1.35801838e-05j),(0.09644717723+0.1567587045j)
(3825000000+0j),(0.7960987687+0.1389976313j),(0.002319875639-0.0001453588484j),(0.002432096051-0.0001135773491j),(0.1104862392+0.1543273595j)
(3826000000+0j),(0.8021591306+0.08301030647j),(0.002307899995-0.0003027187777j),(0.002428121166-0.0003017123672j),(0.1244407296+0.1503173334j)
(3827000000+0j),(0.8041907549+0.02584751585j),(0.002326784655-0.0005367251579j),(0.002382011153-0.0005095369997j),(0.1379956603+0.1449585266j)
(3828000000+0j),(0.8016035557-0.0316648626j),(0.002299349755-0.0006508096703j),(0.002388668479-0.0006438238779j),(0.1513784975+0.1379983608j)
(3829000000+0j),(0.7945679426-0.08990550452j),(0.002259861212-0.000795274158j),(0.002321433043-0.0007920301869j),(0.1638280153+0.1297178118j)
(3830000000+0j),(0.7824622989-0.1481127436j),(0.002275250852-0.000987299718j),(0.002300982364-0.0009633003501j),(0.1759928763+0.1195830919j)
(3831000000+0j),(0.7659532428-0.2056025408j),(0.00217051548-0.001167034614j),(0.00227499404-0.001161952969j),(0.186657533+0.1085466702j)
(3832000000+0j),(0.7438930869-0.2620779352j),(0.002119573765-0.001363250776j),(0.002206682693-0.001358663198j),(0.1966118962+0.09616343962j)
(3833000000+0j),(0.7171556354-0.3176316684j),(0.002023966284-0.001552362461j),(0.002018220956-0.001533211442j),(0.2050430626+0.08286710484j)
(3834000000+0j),(0.6850082278-0.372267205j),(0.00198213011-0.001678211498j),(0.001996212173-0.001707510557j),(0.2120640427+0.06863484668j)
(3835000000+0j),(0.647705853-0.4246738497j),(0.001911853673-0.001845779596j),(0.001959681278-0.001823261962j),(0.2175264806+0.05394056147j)
(3836000000+0j),(0.6054506898-0.4734129696j),(0.001728131203-0.002027049661j),(0.00177554274-0.001971129328j),(0.221806556+0.03846508613j)
(3837000000+0j),(0.5578827262-0.520061674j),(0.001628636266-0.002136589028j),(0.001640549628-0.00214714394j),(0.2244158685+0.02296516442j)
(3838000000+0j),(0.5052791238-0.5628865621j),(0.001392043428-0.002286287025j),(0.001494039316-0.002290222328j),(0.225644961+0.00729238058j)
(3839000000+0j),(0.4480267763-0.6009728621j),(0.001315503498-0.002538189758j),(0.00133198814-0.002428859472j),(0.2251321673-0.008324053259j)
(3840000000+0j),(0.3868767321-0.63383168j),(0.001081216615-0.002619330073j),(0.001127783558-0.002625041408j),(0.2233392745-0.02403331834j)
(3841000000+0j),(0.3213272393-0.6614367867j),(0.0009539565654-0.002736622933j),(0.0009656501934-0.002730993321j),(0.219963178-0.03908505126j)
(3842000000+0j),(0.2524178624-0.6828051117j),(0.0007631612825-0.002834824845j),(0.0007423552452-0.002838711487j),(0.2151857018-0.05380748792j)
(3843000000+0j),(0.1799892932-0.697890602j),(0.0004858828615-0.002928026021j),(0.0005190887605-0.002882528352j),(0.2092311978-0.06798745073j)
(3844000000+0j),(0.105934307-0.7054300064j),(0.0002061697742-0.002956056269j),(0.0003041298187-0.002934734803j),(0.201779604-0.08137571866j)
(3845000000+0j),(0.02994091064-0.7054821888j),(-9.395856614e-05-0.003026762512j),(4.80410381e-05-0.002990633482j),(0.1931984723-0.09385345774j)
(3846000000+0j),(-0.0464046821-0.6973747134j),(-0.0003274511837-0.003070599167j),(-0.00014765792-0.003041171236j),(0.1832321584-0.1052814602j)
(3847000000+0j),(-0.1220932007-0.6813467937j),(-0.0006077305297-0.003104539588j),(-0.0005016167415-0.00313237193j),(0.1723854542-0.1155688089j)
(3848000000+0j),(-0.1965917498-0.6569015845j),(-0.0008584099123-0.003043384757j),(-0.0007832715637-0.003038843162j),(0.1606846303-0.1244453362j)
(3849000000+0j),(-0.2690597177-0.6242482172j),(-0.001155110425-0.002954897238j),(-0.001042838208-0.003013651818j),(0.1481218785-0.1319291248j)
(3850000000+0j),(-0.3378120661-0.5838509041j),(-0.001483365777-0.002949837828j),(-0.001345895114-0.002915759804j),(0.1351736486-0.1377399134j)
(3851000000+0j),(-0.402104795-0.5357221863j),(-0.001778449281-0.002814493142j),(-0.001632740488-0.00279824296j),(0.1220294833-0.1420641172j)
(3852000000+0j),(-0.4608538449-0.4808010907j),(-0.002052192809-0.002637836849j),(-0.001928976621-0.002665335545j),(0.1087635681-0.1448448905j)
(3853000000+0j),(-0.5133334398-0.4198050451j),(-0.002257696819-0.002477085683j),(-0.002060930477-0.002518001478j),(0.09547741711-0.1461467932j)
(3854000000+0j),(-0.5586832166-0.3537712145j),(-0.002504100092-0.002257212531j),(-0.002318124985-0.002342527034j),(0.08229482919-0.1459526907j)
(3855000000+0j),(-0.5966230631-0.2831308465j),(-0.002651555464-0.002036594087j),(-0.002594964812-0.002075580647j),(0.06961049139-0.1441503386j)
(3856000000+0j),(-0.6263716817-0.2088823241j),(-0.00284493994-0.001822144492j),(-0.002741896082-0.001924821874j),(0.05761105567-0.1407820659j)
(3857000000+0j),(-0.6478316784-0.1327720333j),(-0.003057379276-0.001475990866j),(-0.002946896944-0.001680442365j),(0.04650077224-0.1360833899j)
(3858000000+0j),(-0.6607673168-0.05447272224j),(-0.003158839419-0.001204554341j),(-0.003117955755-0.001414932078j),(0.03624944389-0.1301123768j)
(3859000000+0j),(-0.6654118299+0.02358486553j),(-0.003310411237-0.0009065552731j),(-0.003176387632-0.001086942269j),(0.02733973041-0.1231038366j)
(3860000000+0j),(-0.6618933082+0.1005809045j),(-0.003293807153-0.000631309289j),(-0.003315121867-0.0008017360815j),(0.01980386674-0.1150925349j)
(3861000000+0j),(-0.6499132514+0.1764168284j),(-0.003339866642-0.0003300136595j),(-0.003372158157-0.0005646403297j),(0.0135969203-0.106490598j)
(3862000000+0j),(-0.6310308576+0.2491934631j),(-0.003398531815-5.104132288e-05j),(-0.003386408323-0.0002230335231j),(0.008881353773-0.09754381791j)
(3863000000+0j),(-0.6049625874+0.3189156974j),(-0.003289873712+0.0002721027995j),(-0.003445989918+1.766858804e-05j),(0.005594599061-0.08814226762j)
(3864000000+0j),(-0.5726733804+0.3844911383j),(-0.003342952346+0.0005967792822j),(-0.003378396388+0.0003793591168j),(0.003958213609-0.07871104288j)
(3865000000+0j),(-0.5344336629+0.4456075099j),(-0.003255222458+0.0008029933088j),(-0.003385861404+0.0006478280993j),(0.00375114195-0.06936559965j)
