Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3856000000+0j),(-0.5561518669-0.1307926919j),(0.0001552240865-0.0003219037317j),(0.0002574226819-0.0003046495258j),(0.09196008742-0.1144456236j)
(3857000000+0j),(-0.5714832544-0.06303838366j),(0.0001745738555-0.0003181478241j),(0.0002162483725-0.0003850593639j),(0.08139268309-0.1142093279j)
(3858000000+0j),(-0.5795198083+0.005361730527j),(6.579329056e-05-0.0002404417755j),(0.000202486015-0.0002936151577j),(0.07142005116-0.1126808655j)
(3859000000+0j),(-0.580345571+0.07355057125j),(9.120531467e-05-0.0002310731652j),(0.0001201151972-0.0003140261688j),(0.06215615943-0.1100988684j)
(3860000000+0j),(-0.5747381449+0.1402753302j),(2.593701174e-05-0.0002332098666j),(0.0001566306746-0.0002745386446j),(0.05351715535-0.1065579379j)
(3861000000+0j),(-0.5622687936+0.2050192938j),(-1.377564604e-05-0.000251341844j),(0.0001680956921-0.0003519824531j),(0.04556091875-0.1019115151j)
(3862000000+0j),(-0.5436717272+0.26786628j),(2.685684194e-05-0.000222065355j),(0.0001302351593-0.0002980365534j),(0.03862216324-0.09616041946j)
(3863000000+0j),(-0.5196944475+0.3272349366j),(-1.636488923e-05-0.0001635010267j),(9.436199616e-05-0.0003572413116j),(0.03304905817-0.08961528624j)
(3864000000+0j),(-0.4904059768+0.3833960078j),(-4.147305299e-05-0.0002079072001j),(3.730773824e-05-0.0003434927494j),(0.02883013338-0.08263755262j)
(3865000000+0j),(-0.4566963911+0.4354024222j),(-3.340252078e-05-0.0001300248841j),(9.40249447e-05-0.0003732805199j),(0.02601367421-0.07522158083j)
(3866000000+0j),(-0.4191091359+0.4832440684j),(-6.925661e-05-0.0001423264039j),(5.853012044e-05-0.0003120748152j),(0.02455192432-0.06772457767j)
(3867000000+0j),(-0.3779275715+0.5268313887j),(-3.970495982e-06-0.0001083232055j),(-2.928484173e-05-0.0002956631361j),(0.02455989271-0.06033929088j)
(3868000000+0j),(-0.333766073+0.5657865544j),(2.506191777e-05-5.757945837e-05j),(-3.548256427e-05-0.0003200643114j),(0.02596055344-0.05333425043j)
(3869000000+0j),(-0.2872589231+0.6000171927j),(-1.244121995e-05-9.89628752e-05j),(-4.806930974e-06-0.000281965913j),(0.02873791754-0.04669732211j)
(3870000000+0j),(-0.2380956113+0.6298744451j),(-3.227587149e-05-0.0001311149827j),(-1.986806819e-05-0.0003681471862j),(0.03276005015-0.04096084882j)
(3871000000+0j),(-0.1882830411+0.6549316685j),(1.580180651e-05-0.0001457083854j),(-9.716471686e-05-0.0004015975865j),(0.03789701685-0.03601882263j)
(3872000000+0j),(-0.1369986385+0.6753652715j),(-1.015736234e-05-0.0001717367704j),(-5.363983655e-05-0.0003566961386j),(0.04399392009-0.03238493931j)
(3873000000+0j),(-0.08498405665+0.6913535049j),(-4.639701001e-05-8.936326049e-05j),(-0.0001240849524-0.0003291194153j),(0.05058709532-0.02997374051j)
(3874000000+0j),(-0.03245086223+0.7027448202j),(-2.504799886e-05-0.000173378794j),(-0.0001068004785-0.0003501425381j),(0.0578067489-0.02871998127j)
(3875000000+0j),(0.02020521276+0.7100309386j),(3.625044337e-05-0.0001786241046j),(-0.000186017729-0.0003160265042j),(0.06533182412-0.0287619226j)
(3876000000+0j),(0.07246206701+0.7128209985j),(3.995107909e-05-0.0001331177627j),(-0.0001865111553-0.000364604115j),(0.07316556573-0.03001730556j)
(3877000000+0j),(0.1237227768+0.711683792j),(-6.378500257e-05-0.0002023844718j),(-0.0002063264546-0.0003403217706j),(0.08102547377-0.03261246338j)
(3878000000+0j),(0.1745558083+0.7067940008j),(-5.938445975e-05-0.0002232390689j),(-0.0002192758548-0.000342037325j),(0.08889807016-0.03676812744j)
(3879000000+0j),(0.2247630954+0.6979868195j),(-3.02463377e-05-0.0001469261479j),(-0.0003006728948-0.0002853985643j),(0.09649825096-0.04232145005j)
(3880000000+0j),(0.2738263607+0.6853198099j),(-0.000106316249-0.0001845512888j),(-0.0003281962126-0.0002707357344j),(0.103585586-0.04938965049j)
(3881000000+0j),(0.3208938837+0.6692796192j),(-0.000123944541-0.0002051057381j),(-0.0003469000221-0.0002110765927j),(0.1098693386-0.05788449259j)
(3882000000+0j),(0.3663200438+0.6499516692j),(-0.0001083569587-0.0002185861376j),(-0.0003608067636-0.0002211997489j),(0.1150969863-0.06766397997j)
(3883000000+0j),(0.4100227356+0.6271771107j),(-7.065816317e-05-0.0002205205965j),(-0.0003835438984-0.0002086817549j),(0.119101651-0.07857028014j)
(3884000000+0j),(0.452060014+0.6017570077j),(-0.0001540254598-0.000159391886j),(-0.0003773735079-0.0001135047423j),(0.1216816455-0.09041654376j)
(3885000000+0j),(0.4920454323+0.5729878239j),(-0.0001625518198-0.0002381434897j),(-0.000391693-0.0001566492865j),(0.1226467863-0.1029711313j)
(3886000000+0j),(0.5294526219+0.5416735577j),(-0.0001962009992-0.0002212520922j),(-0.0003358119284-0.0001013674773j),(0.1219031587-0.1158274816j)
(3887000000+0j),(0.5643320084+0.5077703223j),(-0.0002331465657-0.0001081351365j),(-0.0004325304471-5.459724343e-05j),(0.1196816713-0.1288976003j)
(3888000000+0j),(0.5968537331+0.471100406j),(-0.0002233696723-0.000185984507j),(-0.0004526743724+1.513712505e-05j),(0.1157861352-0.1420116071j)
(3889000000+0j),(0.6268414855+0.4321816641j),(-0.0002243185154-0.000130135697j),(-0.0004943953827-4.513199019e-05j),(0.1102968752-0.1548605458j)
(3890000000+0j),(0.6538623571+0.3908668946j),(-0.0002862660913-0.0001706488401j),(-0.0004892709549-5.776847684e-05j),(0.1032161787-0.1673448869j)
(3891000000+0j),(0.6779135466+0.3475026631j),(-0.0002040412946-0.0001548911823j),(-0.0005166879273+0.0001096576379j),(0.09468089044-0.1792004532j)
(3892000000+0j),(0.6987454295+0.3023922383j),(-0.0003749479656-0.0001647740573j),(-0.0004392235132+6.842234143e-05j),(0.08475205302-0.1904308682j)
(3893000000+0j),(0.7160731554+0.2555056018j),(-0.0003269277222-0.000180352421j),(-0.0004462309589+9.745398711e-05j),(0.07330745459-0.2007951866j)
(3894000000+0j),(0.7304081917+0.2065195557j),(-0.0004016148159-0.000135784343j),(-0.0004885582021+0.0001231695496j),(0.06062944233-0.2098544827j)
(3895000000+0j),(0.7406901121+0.1565546709j),(-0.0003797021345-7.301039295e-05j),(-0.000499475922+0.0001471927244j),(0.04690607637-0.2177644836j)
(3896000000+0j),(0.7473044395+0.1053035102j),(-0.0003861237783-2.077396493e-05j),(-0.0004785569909+0.0002709065739j),(0.03225481138-0.2242674936j)
(3897000000+0j),(0.7498825192+0.05343400424j),(-0.0004016121675+6.872728409e-05j),(-0.0004812196421+0.0003071410756j),(0.01696360856-0.2293689918j)
(3898000000+0j),(0.7485947609+0.0004128864271j),(-0.0003680232912+3.985894364e-05j),(-0.0004414186697+0.0003250810842j),(0.001030380023-0.2328394244j)
(3899000000+0j),(0.7426247001-0.05263300243j),(-0.0003717200016+7.592356269e-05j),(-0.0004104535619+0.0003404156887j),(-0.01541684568-0.2347550495j)
(3900000000+0j),(0.7325015664-0.1059530152j),(-0.0004339360748+7.76419256e-05j),(-0.0003882421006+0.00036638038j),(-0.0321366787-0.2349855816j)
(3901000000+0j),(0.717731595-0.1588805897j),(-0.0003671207232+0.0001032087894j),(-0.0003442328598+0.0004263694282j),(-0.04879099131-0.2335822864j)
(3902000000+0j),(0.6983078122-0.2112129032j),(-0.0004337436403+0.0001321661839j),(-0.0004152630281+0.0004803008633j),(-0.06535725296-0.2305422406j)
(3903000000+0j),(0.6745182872-0.2626479902j),(-0.0003672810562+0.0002209233789j),(-0.0003077089787+0.0005198736326j),(-0.0815263018-0.2257064258j)
(3904000000+0j),(0.6453319788-0.3128435044j),(-0.0004357660946+0.0002387465938j),(-0.0002649847884+0.0005731891142j),(-0.09713532031-0.2193211812j)
(3905000000+0j),(0.6119895577-0.3603738759j),(-0.0003935512505+0.0002885936701j),(-0.0002526188036+0.0005674036802j),(-0.1118852571-0.2115896213j)
(3906000000+0j),(0.5734372735-0.406392306j),(-0.0003930234816+0.0003335259389j),(-0.0002387365093+0.0006342036068j),(-0.1258433163-0.202588228j)
(3907000000+0j),(0.5305060744-0.4491369848j),(-0.0003322441189+0.00038288426j),(-0.0001634163491+0.0006321023684j),(-0.1388664544-0.1921066028j)
(3908000000+0j),(0.4831612408-0.4877734642j),(-0.0003835273965+0.000422248937j),(-0.0001363141346+0.0007104618126j),(-0.1508705914-0.1806780993j)
(3909000000+0j),(0.4315014482-0.5231401187j),(-0.0002815410553+0.0005122104194j),(4.745024125e-05+0.0007821379695j),(-0.1617939025-0.1681622344j)
(3910000000+0j),(0.3758015335-0.5537027572j),(-0.0002349715069+0.0005595316179j),(5.862938633e-05+0.0007235395606j),(-0.1713445038-0.1546964607j)
(3911000000+0j),(0.3166081607-0.5792539825j),(-0.0001747930801+0.0006295325002j),(0.0001038873015+0.0007551227463j),(-0.1795496941-0.1403215221j)
(3912000000+0j),(0.2537016869-0.5994281089j),(-0.000175941881+0.0006165106897j),(0.0001977414504+0.0007596984506j),(-0.1862956733-0.1253070493j)
(3913000000+0j),(0.1884016693-0.6134981753j),(-5.481785774e-05+0.000664030551j),(0.0002379561047+0.0008498813841j),(-0.1915467829-0.1097978061j)
(3914000000+0j),(0.1214098334-0.6208135171j),(5.762178989e-05+0.0006709420122j),(0.0003811841307+0.0007162626716j),(-0.19507052-0.09373985139j)
(3915000000+0j),(0.05308730155-0.6213007517j),(7.157935761e-05+0.0007163896807j),(0.0003911433159+0.0006163421785j),(-0.1968179196-0.07763654997j)
(3916000000+0j),(-0.0157427974-0.6146180816j),(0.000177058464+0.0007260417915j),(0.0005042545381+0.0006789601757j),(-0.1968251467-0.06130521791j)
(3917000000+0j),(-0.08428505063-0.6008466955j),(0.0002499623806+0.0006877328269j),(0.0005880562239+0.0006052923272j),(-0.1950058192-0.04544680184j)
(3918000000+0j),(-0.1517740488-0.5796909021j),(0.0003351600317+0.0007218848914j),(0.0006055131671+0.0004730569781j),(-0.1914227754-0.03033622803j)
(3919000000+0j),(-0.2165942788-0.551493555j),(0.0004444688093+0.0006512476248j),(0.0006726130378+0.0004817281733j),(-0.1864412427-0.01587534866j)
(3920000000+0j),(-0.2787516117-0.516234015j),(0.0005120902206+0.0006249413709j),(0.0007204712019+0.000392663962j),(-0.1797485948-0.002196551637j)
(3921000000+0j),(-0.3369011283-0.4741052681j),(0.0005961389397+0.0006058582803j),(0.0008270968683+0.0004194623034j),(-0.1719295382+0.0102343089j)
(3922000000+0j),(-0.3905364573-0.4260313963j),(0.000715397764+0.0005168859498j),(0.0008179691504+0.0002367508569j),(-0.1627571285+0.021599839j)
(3923000000+0j),(-0.4384634793-0.3726368952j),(0.0007356524002+0.0004915285972j),(0.0008699542377+0.0001914877066j),(-0.1525605023+0.03131992718j)
(3924000000+0j),(-0.480016768-0.3155219317j),(0.0007570824819+0.0004301797017j),(0.0008998812991+0.0001063593445j),(-0.1415701956+0.03964291151j)
(3925000000+0j),(-0.5156364441-0.2534632468j),(0.0007401215262+0.0002363585663j),(0.0009181147325-6.875073268e-06j),(-0.1296631545+0.04660541131j)
(3926000000+0j),(-0.5440757871-0.1883369474j),(0.0007996177883+0.0002103515144j),(0.0008894403582-5.872583279e-05j),(-0.1172401085+0.05172377064j)
(3927000000+0j),(-0.5655477643-0.1206434798j),(0.0007219216786+8.987651381e-05j),(0.0009194026352-0.0001524028339j),(-0.1045590118+0.05497421133j)
(3928000000+0j),(-0.5794775486-0.0515451786j),(0.0008187246858+3.613397348e-05j),(0.0008450078312-0.0002726401144j),(-0.09177523106+0.05639080045j)
(3929000000+0j),(-0.5863639116+0.01775428518j),(0.00081499113-0.0001145461138j),(0.0008064784924-0.0003711101599j),(-0.07924222946+0.05590628237j)
(3930000000+0j),(-0.5856323242+0.08677251515j),(0.000810622063-0.0002716287272j),(0.0007717460976-0.0005010448513j),(-0.06758199632+0.05353049138j)
(3931000000+0j),(-0.5780966878+0.1544839589j),(0.0007865072694-0.000297052291j),(0.0007399154129-0.0005502198474j),(-0.05655917898+0.04957901963j)
(3932000000+0j),(-0.5639671683+0.2204278041j),(0.0007567584398-0.0003572926507j),(0.0006654009921-0.0006200341159j),(-0.04645945132+0.04414019j)
(3933000000+0j),(-0.5435222387+0.2837772416j),(0.0007635484799-0.0004540761001j),(0.0005979871494-0.0006326322909j),(-0.03758103028+0.03736007963j)
(3934000000+0j),(-0.5171637535+0.3439264514j),(0.0006007310003-0.0004580251989j),(0.0005393028259-0.0007744612521j),(-0.0301190652+0.02930892937j)
(3935000000+0j),(-0.485712707+0.4004450925j),(0.0006022237358-0.000543809263j),(0.0004747438652-0.0006641651271j),(-0.02417122945+0.0202787815j)
(3936000000+0j),(-0.4494499862+0.4529403112j),(0.0004780367017-0.0005990867503j),(0.0003392712097-0.0007796528516j),(-0.01987668313+0.01047667611j)
(3937000000+0j),(-0.4094664752+0.5006001191j),(0.0004231326748-0.0006166865351j),(0.0002078113321-0.0008197700372j),(-0.01726029813+0.0001690302627j)
(3938000000+0j),(-0.3656900823+0.5437689832j),(0.0003642023657-0.000595103018j),(0.0001509645808-0.0007984967087j),(-0.01669877209-0.01049355776j)
(3939000000+0j),(-0.3184655905+0.5825558662j),(0.0002838581568-0.0006282555405j),(8.946502203e-05-0.0007773767575j),(-0.01796914078-0.02088555919j)
(3940000000+0j),(-0.2695259452+0.6163554305j),(0.0001826505613-0.000639174541j),(3.80699239e-05-0.0008124929154j),(-0.02095173486-0.03096298901j)
(3941000000+0j),(-0.2184407711+0.6450144309j),(0.0001461424981-0.000605359266j),(-6.661054795e-05-0.0007783479523j),(-0.02556931227-0.04055021306j)
(3942000000+0j),(-0.165834412+0.6687524201j),(9.065259655e-05-0.0005828420981j),(-7.694780652e-05-0.0008005858399j),(-0.03190872073-0.04955218515j)
(3943000000+0j),(-0.1118149534+0.6879566914j),(0.0001616024965-0.0006871832884j),(-0.0001273477537-0.0007262185682j),(-0.03968828544-0.05737241732j)
(3944000000+0j),(-0.05785520747+0.7019663282j),(1.936639364e-06-0.0006595418672j),(-0.0001827966335-0.0007359726005j),(-0.04885970801-0.06427428362j)
(3945000000+0j),(-0.003649740247+0.7113009125j),(7.72710905e-07-0.0006684911787j),(-0.0002117763652-0.0006815672969j),(-0.05926872417-0.06952712184j)
(3946000000+0j),(0.05097690597+0.7160877801j),(-9.294109623e-05-0.0005964876618j),(-0.0002926343586-0.000656821765j),(-0.07050622255-0.07335899854j)
(3947000000+0j),(0.1048503816+0.7167505089j),(-9.446492186e-05-0.0006019248394j),(-0.0003847660555-0.0006216160837j),(-0.08235745132-0.07570102849j)
(3948000000+0j),(0.1578712165+0.7129047234j),(-6.717066572e-05-0.0005389745347j),(-0.0003344030411-0.0005754643935j),(-0.09486842155-0.07643106869j)
(3949000000+0j),(0.2100929022+0.7049251902j),(-0.000261375244-0.0006278334185j),(-0.0003903321049-0.0005780871725j),(-0.1078571677-0.07555666913j)
(3950000000+0j),(0.2603456974+0.6931043665j),(-0.0002574849641-0.0005593234091j),(-0.0004900111235-0.0005821529194j),(-0.1209874004-0.07287537611j)
(3951000000+0j),(0.309767127+0.6774120672j),(-0.000265469891-0.0006152921123j),(-0.0004526868579-0.0005175670958j),(-0.1341245025-0.0684772221j)
(3952000000+0j),(0.3569045961+0.65837981j),(-0.0003071319079-0.0004993424518j),(-0.0005742646172-0.0003942374024j),(-0.1469390392-0.06212333252j)
(3953000000+0j),(0.4022352695+0.6360733093j),(-0.0003933954285-0.0004749287036j),(-0.000509863894-0.0003939272719j),(-0.1593646705-0.05432551003j)
(3954000000+0j),(0.4458373189+0.6100645851j),(-0.0004195003421-0.0005518157268j),(-0.0005236896686-0.0004151212343j),(-0.1711164713-0.04460174416j)
(3955000000+0j),(0.4866542518+0.5814970342j),(-0.0004229221377-0.0004815200518j),(-0.0006446429761-0.0003785824811j),(-0.1821018904-0.0333873724j)
(3956000000+0j),(0.5250187516+0.5504824308j),(-0.0004477357143-0.0004324612673j),(-0.0006081475294-0.0003468073846j),(-0.1919988394-0.02052885941j)
(3957000000+0j),(0.5614299178+0.5162284545j),(-0.0004740024742-0.0004611963232j),(-0.0006376762176-0.0002292132995j),(-0.2007286251-0.006384579535j)
(3958000000+0j),(0.594902277+0.4792012918j),(-0.0005452481564-0.0003544414358j),(-0.0006621171487-0.0001787500514j),(-0.2078199536+0.009257533789j)
(3959000000+0j),(0.6258708835+0.4402813437j),(-0.0006106238579-0.0002824114927j),(-0.0006799240364-0.0001535487681j),(-0.2134364098+0.0257744539j)
(3960000000+0j),(0.6531231999+0.3994552716j),(-0.0005856482894-0.0003267446882j),(-0.0006959960447-8.759039338e-05j),(-0.2176911384+0.04253247466j)
(3961000000+0j),(0.6774644256+0.3565831463j),(-0.0005793739692-0.0002515996748j),(-0.0006598207983+1.591576256e-05j),(-0.2198491842+0.06083115166j)
(3962000000+0j),(0.6990501881+0.311351935j),(-0.0007265276508-0.0002052390337j),(-0.0007040182827+6.272290193e-05j),(-0.2200772464+0.07980768618j)
(3963000000+0j),(0.7168076038+0.2650683065j),(-0.0007463817601-0.0001866743696j),(-0.0006709903246+9.564623906e-05j),(-0.218210578+0.0989843991j)
(3964000000+0j),(0.7311389446+0.2173407326j),(-0.0006784235011-0.0001035947498j),(-0.0007891452406+0.0001672777871j),(-0.2141262144+0.1184710672j)
(3965000000+0j),(0.7424284816+0.1676901699j),(-0.0007738787681-5.651437823e-05j),(-0.0007391119143+0.000184339151j),(-0.208042562+0.1376596102j)
(3966000000+0j),(0.7495080233+0.1175312412j),(-0.000747780141+0.0001106485579j),(-0.0007248857873+0.0002174601541j),(-0.1997143477+0.1563474682j)
(3967000000+0j),(0.7530035973+0.06649524384j),(-0.0007356446004+9.854239761e-05j),(-0.0007617429947+0.0002859192609j),(-0.1890935898+0.174494194j)
(3968000000+0j),(0.752271831+0.01534063665j),(-0.0006951691466+0.0001934363099j),(-0.0006085152854+0.0002974445524j),(-0.1765213758+0.1914399258j)
(3969000000+0j),(0.7478082776-0.03606573412j),(-0.0007345826016+0.0002219882153j),(-0.0006005110918+0.0004639648832j),(-0.1622344255+0.2068750266j)
(3970000000+0j),(0.7392011881-0.08830302025j),(-0.0006966274232+0.000298167608j),(-0.0006352877826+0.0005087566678j),(-0.14601852+0.2208857256j)
(3971000000+0j),(0.7287327647-0.1406437227j),(-0.0007303731982+0.0004066794354j),(-0.0005907355808+0.0006158752367j),(-0.130819723+0.234672201j)
(3972000000+0j),(0.7114913464-0.1921361904j),(-0.0007249923074+0.0004386983928j),(-0.0005645799683+0.0006087690126j),(-0.1121250242+0.2453131231j)
(3973000000+0j),(0.6899382472-0.2423648786j),(-0.0005575105315+0.0004905675305j),(-0.0004477344628+0.000698002812j),(-0.09200458229+0.2539069958j)
