Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.21388264+0.7200489543j),(0.0008879103698-0.0009234713507j),(0.0008640243905-0.000876897946j),(-0.08588690311+0.0004823868623j)
(3801000000+0j),(-0.156811446+0.7418382402j),(0.0007273087394-0.001027840422j),(0.0006710828748-0.0009676247719j),(-0.09661073238+0.01167368623j)
(3802000000+0j),(-0.09920616448+0.7581174466j),(0.0005680869217-0.001108200639j),(0.0005943176802-0.001028287341j),(-0.1056667045+0.02456974005j)
(3803000000+0j),(-0.04168452695+0.7695090924j),(0.000451875123-0.001113859005j),(0.0004888278781-0.001159431878j),(-0.1132151783+0.03883409161j)
(3804000000+0j),(0.01595205069+0.7762960401j),(0.0002291700366-0.001181464875j),(0.000346091605-0.00120066572j),(-0.1188680232+0.05427594525j)
(3805000000+0j),(0.0731196925+0.7783258066j),(0.0001139840897-0.001229038695j),(0.0002078017278-0.001260429155j),(-0.1226421744+0.07074063009j)
(3806000000+0j),(0.1286454052+0.7763306318j),(-5.743928705e-05-0.001230623224j),(0.000117349955-0.001321724034j),(-0.1242367625+0.08809128483j)
(3807000000+0j),(0.1831593364+0.7698923173j),(-0.0001508207788-0.001220219419j),(-9.911926463e-05-0.001236369368j),(-0.123748675+0.1058518674j)
(3808000000+0j),(0.2363219708+0.7597066544j),(-0.0002656292054-0.001158616855j),(-0.0002466690494-0.001225544489j),(-0.1205032542+0.1241187287j)
(3809000000+0j),(0.2885082066+0.7454244955j),(-0.0004221942218-0.001206129906j),(-0.0003198418126-0.001194846467j),(-0.1152684167+0.142090251j)
(3810000000+0j),(0.3392040431+0.7276439525j),(-0.0004917268525-0.001110827667j),(-0.0004796630528-0.001142576803j),(-0.1076561585+0.159846541j)
(3811000000+0j),(0.3878493309+0.7066794692j),(-0.0006440536235-0.001077927067j),(-0.0006401853752-0.001115514431j),(-0.09809162468+0.1770500144j)
(3812000000+0j),(0.4347997904+0.6823256954j),(-0.0007894686423-0.0009756222717j),(-0.0006609205157-0.001052040723j),(-0.0861781612+0.1936073719j)
(3813000000+0j),(0.479331553+0.6552221515j),(-0.0008800248033-0.0009575889562j),(-0.0008648345247-0.001107851043j),(-0.07205557823+0.2088631967j)
