Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5079042912+0.342735369j),(-1.73473054e-05+0.002661935752j),(-2.865928764e-05+0.002623049309j),(-0.03143648431+0.05041112434j)
(3801000000+0j),(-0.4814975858+0.3927952641j),(0.0002272656129+0.002705640858j),(0.0001168671079+0.002648211317j),(-0.03589716926+0.05356187724j)
(3802000000+0j),(-0.4500344992+0.441144625j),(0.000471895095+0.002586098853j),(0.0003588601539+0.002609201707j),(-0.03979843855+0.05765041185j)
(3803000000+0j),(-0.415296942+0.4863045685j),(0.0006312985206+0.002619196428j),(0.0005286008818+0.002540087327j),(-0.04334191978+0.06261296388j)
(3804000000+0j),(-0.3764493763+0.5284646499j),(0.0008554381202+0.002557979198j),(0.0006941183237+0.002588151488j),(-0.0462894924+0.06855164328j)
(3805000000+0j),(-0.3333463073+0.5674892636j),(0.001005334198+0.002540807705j),(0.0008235406713+0.002558726817j),(-0.04848433658+0.07540621871j)
(3806000000+0j),(-0.2872282267+0.6030127435j),(0.001130451565+0.002435555914j),(0.001055498491+0.002535495209j),(-0.04956941307+0.08322645503j)
(3807000000+0j),(-0.2373553813+0.6345683696j),(0.001367526129+0.002332431963j),(0.001222224557+0.002436372684j),(-0.04956241325+0.09150332566j)
(3808000000+0j),(-0.1855315268+0.6615137939j),(0.001520018326+0.002293992089j),(0.001341727097+0.002374194795j),(-0.04836479202+0.1001019639j)
(3809000000+0j),(-0.1303880066+0.6839712468j),(0.001702600275+0.002184523037j),(0.001484813984+0.002222749405j),(-0.0460084565+0.1090659128j)
(3810000000+0j),(-0.07350377738+0.701743015j),(0.00182893523+0.002021189313j),(0.001730224001+0.002115452895j),(-0.04207127169+0.1180252275j)
(3811000000+0j),(-0.01516081952+0.7148424851j),(0.001997571671+0.001954640029j),(0.001919360948+0.002023403533j),(-0.03718602285+0.1267152649j)
(3812000000+0j),(0.04528351873+0.7224684912j),(0.002119599143+0.001807807828j),(0.001986436779+0.001911095344j),(-0.0307139717+0.1349665219j)
