Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3823000000+0j),(0.6649721861+0.2451601242j),(0.0004066184338+0.0001463641092j),(0.0004412403505+9.838839469e-05j),(0.05695832893+0.1505091691j)
(3824000000+0j),(0.6770193577+0.2016348232j),(0.0004280582652+2.934784061e-05j),(0.0004480545758+0.000102785627j),(0.06873849779+0.1511076762j)
(3825000000+0j),(0.6863136888+0.1565479379j),(0.0005070769112-1.47496703e-05j),(0.0004617167288+9.763969138e-05j),(0.08074753731+0.1505378581j)
(3826000000+0j),(0.6919368505+0.1104178054j),(0.0003869150241-8.016493666e-05j),(0.0004356598074-7.699291018e-05j),(0.0929768458+0.1484597267j)
(3827000000+0j),(0.6945004463+0.06342731301j),(0.0004169099557-0.0001878653275j),(0.0004292963422-5.385236727e-05j),(0.1051106602+0.1453203897j)
(3828000000+0j),(0.6934803724+0.01516043898j),(0.0003838527191-9.27080473e-05j),(0.0004085176042-0.0001538823708j),(0.1170318648+0.1406824371j)
(3829000000+0j),(0.6885732412-0.0327202528j),(0.0003885442566-0.0001669196499j),(0.0003946962825-0.0001460288331j),(0.1286834478+0.1348015906j)
(3830000000+0j),(0.6796455383-0.08080348251j),(0.0003391459177-0.0001786052017j),(0.0003541544138-0.0002407909051j),(0.1396944523+0.1277684006j)
(3831000000+0j),(0.6665258408-0.1290472274j),(0.0002940596314-0.0002006037394j),(0.0003020604199-0.0002003870468j),(0.1501327753+0.1195304121j)
(3832000000+0j),(0.649487555-0.1768339229j),(0.0002640199673-0.0002383734682j),(0.0002470439067-0.0002365152905j),(0.1597778946+0.110283456j)
(3833000000+0j),(0.6280782223-0.2237533874j),(0.0002252966369-0.000351332943j),(0.0002431930479-0.0003107915691j),(0.1684212536+0.1001303116j)
(3834000000+0j),(0.6022959352-0.2695471359j),(0.0002061325649-0.0002985126048j),(0.0002105410822-0.0003307752195j),(0.1761541814+0.08923471078j)
(3835000000+0j),(0.5722102523-0.3142724218j),(0.0001937906782-0.0003281283134j),(0.0001181939515-0.000291233504j),(0.1825900972+0.07756925996j)
(3836000000+0j),(0.5375272632-0.3565961357j),(0.0001419782493-0.0003088594531j),(0.000112037771-0.0002996971889j),(0.1881804317+0.06527627498j)
(3837000000+0j),(0.4988217652-0.3959590457j),(7.928666309e-05-0.0003147363022j),(1.543874896e-05-0.0003403130395j),(0.1924823374+0.0526965637j)
(3838000000+0j),(0.4560258985-0.432518191j),(-8.30346471e-06-0.0003108306264j),(7.687674224e-05-0.0003182870569j),(0.1956705898+0.03958486318j)
(3839000000+0j),(0.4090134203-0.465750335j),(-4.217508263e-07-0.0003219942155j),(3.473077595e-05-0.0003102113842j),(0.1975669861+0.02635367304j)
(3840000000+0j),(0.3582959175-0.4945433228j),(-5.410705126e-05-0.0003137999156j),(-9.51167749e-05-0.0003487461945j),(0.1982890517+0.01287613332j)
(3841000000+0j),(0.3043986857-0.5188115432j),(-7.372570508e-06-0.000277539395j),(-1.366830111e-05-0.000337206031j),(0.1976410002-0.0005042496912j)
(3842000000+0j),(0.2472752184-0.5382943965j),(-0.0001024903831-0.0002936037199j),(-8.722089115e-05-0.0002754574525j),(0.1956432015-0.01375496405j)
(3843000000+0j),(0.1876225471-0.5523656655j),(-0.000109866327-0.0002716507006j),(-0.0001377614099-0.000281124725j),(0.1924040914-0.02655995538j)
(3844000000+0j),(0.126095444-0.5606357872j),(-0.00018696599-0.000224957359j),(-0.0001702263544-0.0002093226358j),(0.1879300326-0.03911149603j)
(3845000000+0j),(0.06271897256-0.5627127769j),(-0.0001648612815-0.0001980275265j),(-0.0001325729245-0.0002043813729j),(0.182046473-0.05067650637j)
(3846000000+0j),(-0.000794468855-0.5581117894j),(-0.0001866661769-0.0001683118026j),(-0.0002111366193-0.0002330893476j),(0.1752519459-0.06159767091j)
(3847000000+0j),(-0.06432896107-0.5468782181j),(-0.0002246497606-0.0001029719424j),(-0.0002281880443-0.0001481315994j),(0.1672604531-0.07133871318j)
(3848000000+0j),(-0.1267273575-0.5290252103j),(-0.0002114119852-0.0001303486497j),(-0.0002268494281-0.0001132353864j),(0.1585287303-0.08018187275j)
(3849000000+0j),(-0.1875838637-0.5044727861j),(-0.0002369212161-9.827467875e-05j),(-0.0002301311761-2.505492921e-05j),(0.1490317136-0.08758543286j)
(3850000000+0j),(-0.2458742261-0.4734069705j),(-0.0002300334454-8.193468966e-05j),(-0.0002205047494-8.579393034e-05j),(0.1389079541-0.09384909392j)
(3851000000+0j),(-0.3007980585-0.4361102086j),(-0.0001941543742-3.477472274e-05j),(-0.0001863711223-2.015287828e-05j),(0.1285182536-0.09860668668j)
(3852000000+0j),(-0.3515965044-0.3930678394j),(-0.0002167190105+2.747124927e-05j),(-0.0002289147378+2.368407877e-05j),(0.1179610044-0.1020453776j)
(3853000000+0j),(-0.3974230886-0.3449787327j),(-0.0001669600315+1.695499668e-05j),(-0.0002065291483+5.715715452e-05j),(0.1074152738-0.104121838j)
(3854000000+0j),(-0.4377796054-0.2924222357j),(-0.0002647858346+4.786688805e-05j),(-0.0001837413729+0.0001189027607j),(0.09722513705-0.1047349567j)
(3855000000+0j),(-0.4723636806-0.2359736802j),(-0.0002328239789+0.0001206326197j),(-0.0001741661108+2.9456216e-05j),(0.08741328865-0.1040137674j)
(3856000000+0j),(-0.5006705523-0.1761943977j),(-0.0001429460244+0.000110775145j),(-0.0001102342212+0.0001472219883j),(0.07827939838-0.1022463998j)
(3857000000+0j),(-0.5224379301-0.1144848383j),(-9.315636999e-05+9.405201854e-05j),(-0.0002188844373+0.0001567093568j),(0.06985578686-0.0994853612j)
(3858000000+0j),(-0.5375961661-0.05069325729j),(-0.0001066226832+0.000167593651j),(-6.536488945e-05+0.0001071019942j),(0.06231406704-0.09575795618j)
(3859000000+0j),(-0.5457063913+0.01373416208j),(-0.0001114755723+0.0001877604809j),(-7.940078649e-05+0.0001801156905j),(0.05563630164-0.091424042j)
(3860000000+0j),(-0.5475059152+0.07759406658j),(-5.779748608e-05+9.296432836e-05j),(-5.965627861e-05+0.0001639353723j),(0.0499509573-0.08644213703j)
(3861000000+0j),(-0.5426216125+0.140742136j),(1.977823922e-05+0.0001484984241j),(-1.385157793e-05+0.0001335641864j),(0.0453382507-0.08077876163j)
(3862000000+0j),(-0.5318095684+0.2021325942j),(8.138194971e-06+9.0508227e-05j),(-9.582202438e-06+0.0001334270928j),(0.04183122888-0.07486916113j)
(3863000000+0j),(-0.5149636865+0.2616782937j),(6.850719365e-05+0.0001465932291j),(6.144402141e-05+0.0001138963926j),(0.03946204111-0.06889187058j)
(3864000000+0j),(-0.4927010834+0.3186611473j),(1.889841587e-05+0.0001690887875j),(4.203168646e-05+0.0001485968969j),(0.03807820007-0.06286884416j)
(3865000000+0j),(-0.465744853+0.3721050601j),(6.337563536e-05+5.264226274e-05j),(1.453916047e-05+0.0001005319064j),(0.03771377355-0.0567856213j)
(3866000000+0j),(-0.4343572259+0.4219081752j),(9.438224515e-05+9.777330706e-05j),(0.0001029002015+0.0001138060179j),(0.03845611587-0.05078430734j)
(3867000000+0j),(-0.3988574147+0.4682136507j),(6.323754496e-05+6.900911831e-05j),(8.767213149e-05+7.745161565e-05j),(0.0401494056-0.04507458811j)
(3868000000+0j),(-0.3598525226+0.510308685j),(5.932617205e-05+4.802224066e-05j),(6.734130875e-05+3.409833153e-05j),(0.0430139862-0.03962114151j)
(3869000000+0j),(-0.3179877996+0.548123818j),(3.962402116e-05+4.054686997e-06j),(7.888417895e-05+9.686762496e-05j),(0.04707687348-0.0348216167j)
(3870000000+0j),(-0.2736320198+0.5815599499j),(0.0001110207522+1.873316796e-05j),(8.512937347e-05+2.86733648e-05j),(0.05207493901-0.03075691481j)
(3871000000+0j),(-0.2272459418+0.6105587748j),(5.834961848e-05-7.113715583e-06j),(9.234983008e-05+2.712838523e-06j),(0.05797730014-0.02745225447j)
(3872000000+0j),(-0.1786373258+0.6352341962j),(0.000111197849+3.400153946e-05j),(6.173618021e-05+2.257898996e-05j),(0.06486008316-0.02521486609j)
(3873000000+0j),(-0.1292315423+0.6553826249j),(0.0001030788117+2.201646339e-06j),(9.543974011e-05-5.622950266e-05j),(0.07246855646-0.02435305645j)
(3874000000+0j),(-0.07905907184+0.6713364849j),(2.787427911e-05-1.114249517e-05j),(9.042407328e-05-3.836769974e-05j),(0.08042532206-0.024872229j)
(3875000000+0j),(-0.0284914691+0.682524514j),(8.560248534e-05-4.065338089e-06j),(3.511879549e-05-4.565640847e-05j),(0.08880072832-0.02682268939j)
(3876000000+0j),(0.02230521664+0.6898886259j),(6.029315409e-05-8.133502706e-05j),(6.030674922e-05+1.056295605e-05j),(0.09706667811-0.03045559675j)
(3877000000+0j),(0.07313379645+0.6928626859j),(2.735787166e-05+2.558528649e-06j),(2.96952785e-05-9.820594278e-05j),(0.1051660106-0.03554484781j)
(3878000000+0j),(0.1228603646+0.6919633748j),(2.017461884e-05-4.161354445e-05j),(6.654315803e-05-0.0001137587169j),(0.1127337664-0.0419734241j)
(3879000000+0j),(0.1725134552+0.68727907j),(3.924166595e-05-1.620130388e-05j),(0.0001039829222-9.305912681e-05j),(0.1195857301-0.04996551039j)
(3880000000+0j),(0.2181843221+0.6800549736j),(4.07872576e-05-0.0001125915223j),(2.087486337e-06-7.415690925e-05j),(0.1256064028-0.05902683792j)
(3881000000+0j),(0.2651492953+0.6681903748j),(1.619199224e-06-7.891787391e-05j),(5.87540344e-05-6.895334809e-05j),(0.1306547821-0.06934472293j)
(3882000000+0j),(0.3111587465+0.6530820839j),(7.252021896e-05-6.679670332e-05j),(2.890977885e-05-7.746541814e-05j),(0.1344422847-0.08084677733j)
(3883000000+0j),(0.3558572531+0.6343986857j),(-8.660242202e-06-1.454645098e-05j),(-5.950860941e-05-9.479583241e-05j),(0.1369809359-0.09311335047j)
(3884000000+0j),(0.3988839686+0.6125811166j),(-2.793756721e-05-9.430731734e-05j),(1.214089207e-05-8.37089683e-05j),(0.137902528-0.1060943417j)
(3885000000+0j),(0.4395678043+0.5877021914j),(-4.16578132e-06-7.393169653e-05j),(5.503843568e-06-9.214886813e-05j),(0.1372421831-0.1194456293j)
(3886000000+0j),(0.4787537456+0.5600020939j),(8.953023098e-06-2.23793013e-05j),(-1.488149519e-05-0.0001205598237j),(0.1349380463-0.1330090125j)
(3887000000+0j),(0.5157225728+0.5293293585j),(0.0001080754882-7.547829591e-05j),(-1.269255608e-05-4.273973536e-05j),(0.1311256289-0.1465851479j)
(3888000000+0j),(0.5502486229+0.4961067304j),(3.864896371e-06-0.000131044013j),(1.894467641e-05-8.729970432e-05j),(0.1257726699-0.1599667085j)
(3889000000+0j),(0.5815933347+0.4606283205j),(-1.788428926e-05-5.038602467e-05j),(-7.879534678e-05-0.0001144515918j),(0.1189298034-0.1730134058j)
(3890000000+0j),(0.6110393405+0.4225317955j),(-3.033585199e-05-8.825019904e-05j),(-2.553241575e-05-9.560672333e-05j),(0.1105190516-0.1856626416j)
(3891000000+0j),(0.6375414133+0.3823034797j),(-7.990309678e-05-9.413146472e-05j),(-6.207732076e-05-7.157886284e-05j),(0.1007172093-0.1975365268j)
(3892000000+0j),(0.6609833241+0.339968112j),(-7.19265372e-05-8.034420171e-05j),(-8.99203078e-05-8.359129424e-05j),(0.08934783936-0.2086615656j)
(3893000000+0j),(0.6815652251+0.2957364298j),(-1.654672269e-05-0.0001196140365j),(-5.011433677e-05-8.355555474e-05j),(0.07685030997-0.2187462019j)
(3894000000+0j),(0.6986338496+0.249897844j),(-6.423823652e-05-4.338867802e-05j),(-7.017508324e-05-7.534035831e-05j),(0.06318736076-0.2277674916j)
(3895000000+0j),(0.7122737765+0.2024087292j),(-9.276992932e-05-3.281209865e-05j),(-0.0001043955999-5.367576523e-05j),(0.0483452566-0.2355004925j)
(3896000000+0j),(0.7225620151+0.1534111239j),(-5.068185783e-05+5.550140122e-05j),(-3.186999311e-05-9.85427032e-05j),(0.03267372027-0.2418047089j)
(3897000000+0j),(0.7289489508+0.1034829368j),(-0.0001266207837-5.954322478e-05j),(-6.154790753e-05-4.43021745e-05j),(0.01623352617-0.2465309268j)
(3898000000+0j),(0.7316140532+0.05232435262j),(-9.63200946e-05-4.46808881e-05j),(-0.0001192398267-3.190484131e-05j),(-0.0007872502902-0.2496906599j)
(3899000000+0j),(0.7301061749+0.0005367571161j),(-0.0001148184019-3.518903031e-05j),(-0.0001352069376-6.89965309e-05j),(-0.01805079542-0.2510904379j)
(3900000000+0j),(0.7245007157-0.05158135493j),(-0.0001007893443-1.277466254e-05j),(-0.0001383218187-1.757778773e-05j),(-0.03562819213-0.2509600091j)
(3901000000+0j),(0.7145249248-0.1031524598j),(-0.000114692928+1.115846499e-05j),(-0.0001257114054-3.849362838e-05j),(-0.05315883085-0.2491746665j)
(3902000000+0j),(0.6999971271-0.1549782062j),(-0.0001732193195-2.97057868e-05j),(-0.0001622234704-3.363859651e-05j),(-0.07047443837-0.2456991597j)
(3903000000+0j),(0.6811180115-0.2061117309j),(-0.0001356512221+9.13853637e-06j),(-9.690299339e-05-3.225350156e-05j),(-0.08755498379-0.2405342589j)
(3904000000+0j),(0.6575133801-0.2562956343j),(-0.0001894105517+1.006004027e-06j),(-0.000115534378+2.842618869e-06j),(-0.1041347831-0.2336769753j)
(3905000000+0j),(0.6293306947-0.3051652434j),(-0.0001584280835+7.063145313e-05j),(-8.216699644e-05-3.866211773e-05j),(-0.1199246868-0.2254637843j)
(3906000000+0j),(0.5965228081-0.3519894665j),(-0.0001616168593+0.0001084034229j),(-0.0001539021468+2.072818461e-05j),(-0.1350111663-0.2157963159j)
(3907000000+0j),(0.558947742-0.3968261415j),(-0.0001809398964+6.680204388e-05j),(-0.0001421352208+1.926934237e-05j),(-0.1493356377-0.2045538994j)
(3908000000+0j),(0.5167968273-0.4387766112j),(-0.0001072341911+5.345567115e-05j),(-9.864786989e-05+1.719161628e-05j),(-0.1624354869-0.1918277057j)
(3909000000+0j),(0.4705502689-0.4767231806j),(-0.0001307578641+7.524141256e-05j),(-0.0001296865667+5.911941844e-05j),(-0.174189806-0.1779006742j)
(3910000000+0j),(0.4196746051-0.5112317797j),(-8.851911116e-05+0.0001392109843j),(-0.0001184525754+8.033413178e-05j),(-0.1844432503-0.1628460938j)
(3911000000+0j),(0.3652230501-0.5411995405j),(-0.000159368763+6.971252878e-05j),(-0.0001014042864+0.0001002492645j),(-0.1930910349-0.1467109015j)
(3912000000+0j),(0.3071109653-0.5663238484j),(-7.02836187e-05+0.000113338072j),(-9.374554065e-05+8.8969231e-05j),(-0.1999461502-0.1298958596j)
(3913000000+0j),(0.2458006144-0.5857737853j),(-8.501447155e-05+0.0001522987732j),(-0.0001416395535+0.0001335423149j),(-0.2048541307-0.1125869304j)
(3914000000+0j),(0.1818865985-0.5993959662j),(-0.0001101997987+0.0001360630704j),(-9.18669466e-05+0.0001350240491j),(-0.2078794986-0.09516444401j)
(3915000000+0j),(0.1161057502-0.6067306794j),(-6.757866504e-05+0.0001630844054j),(-6.145673979e-05+0.0001705226168j),(-0.2090884745-0.07749805626j)
(3916000000+0j),(0.0492333062-0.6072807168j),(-0.0001150535536+0.0001617753587j),(-6.962690532e-05+0.0002478996466j),(-0.2083931863-0.0600199948j)
(3917000000+0j),(-0.01833579317-0.6007968056j),(-5.746147872e-05+0.000199383212j),(-6.720594683e-05+0.0001765517663j),(-0.205793187-0.04300704608j)
(3918000000+0j),(-0.08564526588-0.5873799353j),(-1.915965186e-05+0.0001820901816j),(-7.824249042e-05+0.0001525662665j),(-0.201236546-0.02668852425j)
(3919000000+0j),(-0.1516183317-0.5666206067j),(-3.615971946e-05+0.0002050556504j),(-6.496524293e-05+0.0001709630305j),(-0.1949847788-0.01111044577j)
(3920000000+0j),(-0.2156254798-0.5388657638j),(-1.111103848e-05+0.0001907122642j),(4.247924517e-05+0.0001939644717j),(-0.1872594208+0.003204696164j)
(3921000000+0j),(-0.277069509-0.5039634486j),(7.525967703e-06+0.0002602752065j),(3.055276011e-06+0.0001931972947j),(-0.1779709607+0.01644583434j)
(3922000000+0j),(-0.3341789842-0.4628749986j),(0.0001142599358+0.0002360361395j),(3.911483873e-06+0.0002292738936j),(-0.1673208028+0.0282453061j)
(3923000000+0j),(-0.3867069185-0.4155387237j),(6.102081534e-05+0.0002128680499j),(4.100819206e-05+0.0002282846253j),(-0.1555117667+0.03846411259j)
(3924000000+0j),(-0.4342244565-0.3629504812j),(9.602258069e-05+0.0002361351362j),(5.502475688e-05+0.000230139558j),(-0.1426972002+0.04684554122j)
(3925000000+0j),(-0.4753712416-0.305576017j),(9.784156282e-05+0.0002258394379j),(9.109124221e-05+0.000235630825j),(-0.1293118894+0.05333201183j)
(3926000000+0j),(-0.5102815032-0.2444635805j),(0.0001228795445+0.0002005877468j),(0.000102636739+0.0001836731826j),(-0.1154964641+0.05788093755j)
(3927000000+0j),(-0.5382971168-0.1800565207j),(0.0001934457105+0.0001811172551j),(0.0001500035287+0.0001781469618j),(-0.10147468+0.0605969089j)
(3928000000+0j),(-0.559235394-0.112868256j),(0.0001986237912+0.0001390487305j),(0.0002491884807+0.0001572851615j),(-0.08733975142+0.06136384313j)
(3929000000+0j),(-0.5729702711-0.04519494975j),(0.000233545652+0.0001568499429j),(0.0002693264978+0.0001384018688j),(-0.07367944717+0.05992768354j)
(3930000000+0j),(-0.579439044+0.02328156115j),(0.0002533330407+0.0001038714545j),(0.0001973869948+0.0001317505084j),(-0.0606540665+0.0564494213j)
(3931000000+0j),(-0.5786935687+0.09134327323j),(0.0001850649714+9.849249182e-05j),(0.0001824021892+4.928461931e-05j),(-0.04855753109+0.05114910589j)
(3932000000+0j),(-0.5711683035+0.1583240495j),(0.000238834531+1.441932795e-06j),(0.0002980510762+8.99265433e-05j),(-0.03781441227+0.04408305565j)
(3933000000+0j),(-0.556887567+0.2235125368j),(0.0001963980758+6.644053065e-05j),(0.0002434774651+2.709458204e-05j),(-0.02837963402+0.03571228775j)
(3934000000+0j),(-0.5367096663+0.2859893847j),(0.000211800565+3.950082464e-05j),(0.0002674198768+2.105390195e-05j),(-0.02045111544+0.02615540829j)
(3935000000+0j),(-0.5106349587+0.3454549443j),(0.0001245796157-5.725549727e-06j),(0.000264667673-9.853796655e-06j),(-0.01437834091+0.01548673814j)
(3936000000+0j),(-0.4792503119+0.4011666057j),(0.0001946858392-3.675142125e-06j),(0.0002579713182-3.525427019e-05j),(-0.0101160584+0.004085140866j)
(3937000000+0j),(-0.4431313276+0.453004603j),(0.000170138781-5.574873649e-05j),(0.0001881549542-4.544880721e-05j),(-0.007658068091-0.007859438389j)
(3938000000+0j),(-0.4032077789+0.5003660569j),(0.0002723788493-7.868759712e-05j),(0.0002717568423-7.299279969e-05j),(-0.007132512052-0.02007880686j)
(3939000000+0j),(-0.3597734272+0.5432486475j),(0.0002089960326-0.0001425530936j),(0.0002358604543-0.0001231068309j),(-0.008639413863-0.03248896569j)
(3940000000+0j),(-0.3132205307+0.5812794575j),(0.0001783118641-0.0001429392141j),(0.0002004482812-0.0001280620199j),(-0.01220704243-0.04464874817j)
(3941000000+0j),(-0.2640961111+0.6146375766j),(0.0002052844065-0.0001393192797j),(0.0002612414828-0.0001043106604j),(-0.01781603135-0.05631618139j)
(3942000000+0j),(-0.213301301+0.6430839794j),(0.0001921334042-0.0001962831011j),(0.0002423845144-0.0001257428958j),(-0.02540334314-0.06722892443j)
(3943000000+0j),(-0.1607347727+0.6666111169j),(0.000148393432-0.0001510021393j),(0.0001923818345-0.0001845082588j),(-0.03470154107-0.07701441626j)
(3944000000+0j),(-0.1076808125+0.6851332934j),(0.0001587741717-0.0002020582178j),(0.0001072042069-0.0001763212931j),(-0.04568875208-0.08555365536j)
(3945000000+0j),(-0.05357196182+0.6991068362j),(0.0001685774478-0.0002580562141j),(0.0001553978218-0.000257949956j),(-0.05818498135-0.09253911466j)
(3946000000+0j),(0.00059339992+0.7084485053j),(4.989017907e-05-0.0002454615314j),(0.0001473395096-0.0001946281409j),(-0.072059609-0.09783069788j)
(3947000000+0j),(0.05494523048+0.7129487484j),(8.652434917e-05-0.0001672876388j),(0.0001071328807-0.0001933747553j),(-0.08689919859-0.1012225786j)
(3948000000+0j),(0.1086255834+0.7132323005j),(8.512291242e-05-0.0002653712872j),(6.906039198e-05-0.0002460588003j),(-0.1025602147-0.1025742483j)
(3949000000+0j),(0.1610007435+0.709059566j),(6.568588287e-05-0.0002270097903j),(4.165669452e-05-0.0003421085421j),(-0.1187884957-0.1019142606j)
(3950000000+0j),(0.2127158642+0.7011197172j),(1.19184815e-05-0.0002357927297j),(2.078665239e-05-0.0002219330636j),(-0.1353231072-0.09901286183j)
(3951000000+0j),(0.2630429864+0.6893286621j),(2.981042053e-05-0.0002133552334j),(-2.50662888e-05-0.0002685627551j),(-0.1519920826-0.09389860402j)
(3952000000+0j),(0.3121700287+0.6734990535j),(-8.23398077e-05-0.0002599979925j),(-2.984256207e-05-0.0002382470266j),(-0.1683245897-0.08631041226j)
(3953000000+0j),(0.3591016233+0.6542135989j),(-6.438654054e-07-0.0002366974513j),(-3.069343074e-05-0.0002272073034j),(-0.1839535683-0.07650885282j)
(3954000000+0j),(0.4049012065+0.6314350014j),(-3.918865332e-05-0.0002529954363j),(-9.299806698e-05-0.0001676548127j),(-0.1987546086-0.06455077025j)
(3955000000+0j),(0.4482110441+0.6057528096j),(-5.493517892e-05-0.0001549540175j),(-4.062493463e-05-0.0001963838149j),(-0.2125221491-0.05072670942j)
(3956000000+0j),(0.4887702465+0.5771837859j),(-0.0001339613518-0.0002300179913j),(-9.375636728e-05-0.0002676850127j),(-0.2248051912-0.03484890954j)
(3957000000+0j),(0.5273632407+0.5458622286j),(-0.0001503603853-0.000175140769j),(-0.0001112064856-0.0001781462051j),(-0.2354103625-0.01707849248j)
(3958000000+0j),(0.5630310178+0.5115280129j),(-0.0001204935979-0.0001580010721j),(-0.0001391108672-0.0001576682553j),(-0.2440837026+0.002084198002j)
(3959000000+0j),(0.5966389775+0.4746363361j),(-0.0001688154007-0.0001757428981j),(-0.000165058198-0.0001246801112j),(-0.2506853342+0.0228201017j)
(3960000000+0j),(0.6267931461+0.4356571225j),(-0.0001982840768-0.0001058683483j),(-0.0001702277368-0.0001304121688j),(-0.2549038529+0.04428708034j)
(3961000000+0j),(0.6545566916+0.3943390945j),(-0.000169916093-0.000168433995j),(-0.0001759509178-0.0001385574142j),(-0.2569139004+0.06656012045j)
(3962000000+0j),(0.6788158417+0.3511236808j),(-0.000215628068-8.995132521e-05j),(-0.0002107879554-0.0001050680294j),(-0.2563601136+0.08951115457j)
(3963000000+0j),(0.6999635696+0.3059392154j),(-0.0001947416749-5.904845602e-05j),(-0.0001112029931-0.0001461629727j),(-0.2533739507+0.1123962836j)
(3964000000+0j),(0.7177637815+0.2593598238j),(-0.0002141351579-6.265829143e-05j),(-0.0001699722197-0.0001023670047j),(-0.2477172613+0.1353913275j)
(3965000000+0j),(0.7319685221+0.211018554j),(-0.0001494102034-5.994853564e-05j),(-0.0002005644346-7.844292122e-05j),(-0.239405185+0.1579633641j)
(3966000000+0j),(0.7426680923+0.1616124761j),(-0.0002102339495-4.704505409e-05j),(-0.000204473472-3.060409654e-05j),(-0.2285875976+0.1797144974j)
(3967000000+0j),(0.749435246+0.1113771989j),(-0.0002240877802-5.301074634e-05j),(-0.0002461468102-5.094692824e-05j),(-0.2153251916+0.2001472913j)
(3968000000+0j),(0.7528706193+0.06006453036j),(-0.000222778981-9.866300388e-06j),(-0.0002604104811-3.156662933e-05j),(-0.1999011338+0.2193562651j)
(3969000000+0j),(0.7517542243+0.008721437036j),(-0.0001965339034+3.332114147e-06j),(-0.0002052192285-2.411341484e-05j),(-0.1825402081+0.2368570301j)
(3970000000+0j),(0.7468983531-0.04363730065j),(-0.0002222061448-2.120633326e-05j),(-0.0002428674634+2.296401362e-05j),(-0.163074255+0.2526658682j)
(3971000000+0j),(0.7397572398-0.09623037447j),(-0.0002414239862+6.444659084e-05j),(-0.0002135376562+2.372593826e-06j),(-0.1420304626+0.2695079705j)
