Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2124536186+0.7196354716j),(-6.148085959e-06-0.001602736535j),(6.780757394e-05-0.001644640113j),(-0.04186851531+0.02444209263j)
(3801000000+0j),(-0.1548534632+0.7410480141j),(-0.0001501902734-0.001576542389j),(-4.769814768e-05-0.001653882791j),(-0.05164737627+0.03288423477j)
(3802000000+0j),(-0.09727618098+0.7575107175j),(-0.000216350556-0.001497409423j),(-0.0001344937191-0.001616609283j),(-0.06005312502+0.04290714037j)
(3803000000+0j),(-0.03959202766+0.768613533j),(-0.0003522501793-0.00155939674j),(-0.0003196063335-0.001635437831j),(-0.06704352796+0.05455919708j)
(3804000000+0j),(0.01760483347+0.7752119486j),(-0.000447790313-0.001494011609j),(-0.0004251685459-0.001546585467j),(-0.07253354788+0.06741205303j)
(3805000000+0j),(0.07410830259+0.7774279194j),(-0.0005739379558-0.001506762113j),(-0.0005267009255-0.001567135099j),(-0.07607841492+0.08134406494j)
(3806000000+0j),(0.1296412945+0.7751422669j),(-0.0007105473196-0.001406586962j),(-0.0006841080613-0.001501629828j),(-0.0776475966+0.09621827606j)
(3807000000+0j),(0.184686318+0.7685520994j),(-0.0007292411756-0.001409119461j),(-0.0007127758581-0.00141839555j),(-0.07747677714+0.1115835665j)
(3808000000+0j),(0.2381117195+0.7582205012j),(-0.0008579568821-0.001303758938j),(-0.0007981202798-0.00141373917j),(-0.07496585697+0.1274325884j)
(3809000000+0j),(0.2901664078+0.743991576j),(-0.000891308533-0.001207640511j),(-0.000920293387-0.001312011271j),(-0.07025494426+0.1434238936j)
(3810000000+0j),(0.3407591283+0.7261367483j),(-0.001043837634-0.001139128814j),(-0.00097346236-0.001344443765j),(-0.06317492574+0.1591199684j)
(3811000000+0j),(0.3890812695+0.7052464447j),(-0.001139135333-0.001119773602j),(-0.001114216051-0.001206661924j),(-0.05400687456+0.1746548848j)
(3812000000+0j),(0.4354918301+0.681322063j),(-0.001140667475-0.001057681977j),(-0.001246589818-0.00110764394j),(-0.04241902381+0.1892150624j)
(3813000000+0j),(0.479973942+0.6538458167j),(-0.001230636728-0.000976371346j),(-0.001257253112-0.001068742014j),(-0.0289545767+0.202665418j)
(3814000000+0j),(0.5224906802+0.6236551573j),(-0.001327952836-0.0008781555225j),(-0.001355530112-0.0009648683481j),(-0.01356790774+0.2146923059j)
(3815000000+0j),(0.562761426+0.5901758519j),(-0.001455368008-0.0008604109171j),(-0.001439915854-0.0009167150711j),(0.003419592511+0.2251520042j)
(3816000000+0j),(0.6002949476+0.5541047667j),(-0.00145230582-0.0007760172011j),(-0.001463364926-0.00073592423j),(0.02231894806+0.2338143666j)
(3817000000+0j),(0.635759294+0.5149159139j),(-0.001561409212-0.0006194679881j),(-0.001557552489-0.0006396042299j),(0.04229969904+0.2404986211j)
(3818000000+0j),(0.6679775715+0.4735928698j),(-0.001598125324-0.0005398773355j),(-0.001639627619-0.0005744367954j),(0.06382293999+0.2450083178j)
(3819000000+0j),(0.697239399+0.4298674506j),(-0.001650881371-0.0004763829638j),(-0.001629832434-0.000472688349j),(0.08599030226+0.2470478077j)
(3820000000+0j),(0.7238540649+0.3834420092j),(-0.001650434919-0.0002882020199j),(-0.001679951209-0.0003347959137j),(0.1086675674+0.2466864221j)
(3821000000+0j),(0.7470306158+0.3346841691j),(-0.001696514199-0.0002043487912j),(-0.001734152203-0.0002246504882j),(0.1317546815+0.2435769127j)
(3822000000+0j),(0.7665533423+0.2845125838j),(-0.001790363109-0.0001026881146j),(-0.001801650738-0.0001018035473j),(0.154746592+0.2377984687j)
(3823000000+0j),(0.7825816274+0.232488827j),(-0.001824418432+2.082441642e-05j),(-0.001792724244+8.411492672e-06j),(0.1774615347+0.2292342518j)
(3824000000+0j),(0.794860363+0.1785289884j),(-0.001824777341+0.0001956588676j),(-0.00181039318+0.0001731056254j),(0.1988760531+0.2182679254j)
(3825000000+0j),(0.803065002+0.1231484187j),(-0.001813059906+0.0003139015462j),(-0.001858931966+0.000261212379j),(0.2193385959+0.2048866208j)
(3826000000+0j),(0.807035327+0.06645629936j),(-0.00184660044+0.0004924492678j),(-0.001922256779+0.0004528964055j),(0.2385013402+0.1895506352j)
(3827000000+0j),(0.8068799376+0.008743236394j),(-0.001852891874+0.0006579664187j),(-0.001811874448+0.0006180343917j),(0.2559409738+0.1722641666j)
(3828000000+0j),(0.8022739887-0.04975452796j),(-0.001787810819+0.0008123458247j),(-0.001852542511+0.0007941691438j),(0.271928221+0.1532014223j)
(3829000000+0j),(0.7925884128-0.1083886092j),(-0.001795839984+0.000920097169j),(-0.001773851225+0.0009197816835j),(0.2859095037+0.1323126777j)
(3830000000+0j),(0.7779114246-0.1673552437j),(-0.001732590375+0.001025884529j),(-0.001756855287+0.001061192132j),(0.2975328565+0.1099054314j)
(3831000000+0j),(0.7577876449-0.2258667995j),(-0.001622927142+0.001269882661j),(-0.001645313809+0.001259743352j),(0.3067461848+0.08669595318j)
(3832000000+0j),(0.7323606014-0.2840880289j),(-0.001608843217+0.001377479755j),(-0.001593106659+0.001383447554j),(0.3138529956+0.06205087465j)
(3833000000+0j),(0.7012879252-0.3408074195j),(-0.001501947059+0.001528697321j),(-0.001499715494+0.001514005475j),(0.3179473579+0.03709481292j)
(3834000000+0j),(0.6650981903-0.3948367179j),(-0.001383694354+0.001729786512j),(-0.001387243741+0.001661594142j),(0.3195727468+0.01162959594j)
(3835000000+0j),(0.622672081-0.447207968j),(-0.001298156334+0.001856582123j),(-0.001200945815+0.001764482469j),(0.3183429837-0.01356350207j)
(3836000000+0j),(0.5750287771-0.4959023165j),(-0.001072103623+0.001941359718j),(-0.001141224755+0.0019337954j),(0.3146869838-0.03821980709j)
(3837000000+0j),(0.5218915343-0.5409008752j),(-0.0009676804184+0.002070335671j),(-0.0009882972809+0.002062509535j),(0.3084430099-0.06211425427j)
(3838000000+0j),(0.4630964696-0.5815912514j),(-0.0007714704843+0.002264456358j),(-0.0008514635265+0.002175010042j),(0.3000068069-0.08522438923j)
(3839000000+0j),(0.3996848762-0.6171273438j),(-0.000627350586+0.002387088956j),(-0.0006450118963+0.00223779818j),(0.2892819643-0.1072360394j)
(3840000000+0j),(0.3315576017-0.6464679151j),(-0.0004525916884+0.00247942959j),(-0.0004881319182+0.002386711771j),(0.2763141394-0.1279466751j)
(3841000000+0j),(0.2598747909-0.6690052061j),(-0.0001975571795+0.002496445086j),(-0.0002353738673+0.002472900553j),(0.261634022-0.146623647j)
(3842000000+0j),(0.1845760494-0.6845441512j),(-2.213678272e-05+0.002598730614j),(-0.0001317329297+0.002447698731j),(0.2452489138-0.1637581571j)
(3843000000+0j),(0.1067501307-0.692024324j),(0.0001503694803+0.002555061597j),(0.0001612690103+0.002531534759j),(0.2275024205-0.1789999068j)
(3844000000+0j),(0.02769139968-0.6913913308j),(0.0004510284052+0.002594472375j),(0.0004130522429+0.002548021963j),(0.2084492743-0.1918410257j)
(3845000000+0j),(-0.05174681917-0.6817605761j),(0.0007821783074+0.002572283847j),(0.0006735194474+0.00251733535j),(0.188186124-0.2028576474j)
(3846000000+0j),(-0.1305343211-0.6633986229j),(0.001020961441+0.002541104332j),(0.0008614110411+0.002526923781j),(0.1671194881-0.2113164757j)
(3847000000+0j),(-0.2072765529-0.6362753671j),(0.001202128944+0.002492904197j),(0.001102818991+0.002474626061j),(0.1454343498-0.2172140072j)
(3848000000+0j),(-0.2814270854-0.6003049979j),(0.001496425597+0.002357445657j),(0.001383734751+0.002361886436j),(0.1235724166-0.2205649144j)
(3849000000+0j),(-0.3509388268-0.5562478231j),(0.001691079699+0.002245029667j),(0.001596983871+0.002290105447j),(0.1019736901-0.2210558506j)
(3850000000+0j),(-0.4153930247-0.5042946446j),(0.001952526392+0.002111619804j),(0.001810185611+0.002124011517j),(0.08080112189-0.2190753559j)
(3851000000+0j),(-0.4733570814-0.4456645904j),(0.00215470884+0.001834586728j),(0.002087156288+0.001949197962j),(0.06050880626-0.2147731334j)
(3852000000+0j),(-0.5245767832-0.3807210687j),(0.002362643369+0.001661409857j),(0.002324037952+0.001796086784j),(0.0413755402-0.2080748082j)
(3853000000+0j),(-0.5675044656-0.3115627987j),(0.002613315126+0.001394771971j),(0.002423394239+0.001536931377j),(0.0236591287-0.1992487256j)
(3854000000+0j),(-0.6024906039-0.2380220516j),(0.002609653864+0.00122545741j),(0.002483409829+0.001368126366j),(0.007422530092-0.188583524j)
(3855000000+0j),(-0.6290097237-0.1614895144j),(0.002712284913+0.0009733448969j),(0.002594443737+0.001071965089j),(-0.006729964167-0.1763950948j)
(3856000000+0j),(-0.6466850638-0.08379587633j),(0.002828586614+0.0006458648131j),(0.002791660605+0.0008561531431j),(-0.0189248547-0.162711099j)
(3857000000+0j),(-0.6558397412-0.005948473216j),(0.002834508196+0.000422580837j),(0.002810664242+0.0006215883186j),(-0.02895648032-0.1479429928j)
(3858000000+0j),(-0.6565300226+0.07144867917j),(0.002888882067+0.0001055454995j),(0.00290258904+0.0003245665575j),(-0.03683705628-0.1323466349j)
(3859000000+0j),(-0.6489766836+0.1478177184j),(0.002905827248-0.0001062413576j),(0.002899639308+4.867011012e-05j),(-0.04242892563-0.1162340438j)
(3860000000+0j),(-0.6340869665+0.2216035771j),(0.002834581304-0.0002886714938j),(0.002924580127-0.0002073869982j),(-0.04566943645-0.09972694777j)
(3861000000+0j),(-0.6118855476+0.2919623429j),(0.002964978572-0.0006043385947j),(0.002881084336-0.0004726625339j),(-0.04640596732-0.08330030805j)
(3862000000+0j),(-0.583368063+0.3589839959j),(0.002754580462-0.0009157415479j),(0.002844143193-0.000699346012j),(-0.04479759932-0.06714336167j)
(3863000000+0j),(-0.5493283868+0.421199602j),(0.002717006486-0.001136256033j),(0.002746830229-0.001005365979j),(-0.04100402072-0.05177416787j)
(3864000000+0j),(-0.5104084611+0.4786942989j),(0.002582116285-0.001335183042j),(0.002771866973-0.001197519945j),(-0.03511061519-0.03715148739j)
(3865000000+0j),(-0.4671728909+0.5312565331j),(0.002477015369-0.001587662962j),(0.002602684312-0.001447046059j),(-0.02690523304-0.02363851816j)
(3866000000+0j),(-0.4201450348+0.5786037667j),(0.002308710711-0.001852968242j),(0.002417080337-0.001732239733j),(-0.01684802212-0.01153693301j)
(3867000000+0j),(-0.3702540994+0.6207064327j),(0.002161935903-0.002081013983j),(0.002326272428-0.001935604494j),(-0.005006176885-0.001177754416j)
(3868000000+0j),(-0.3176523745+0.6573950098j),(0.001960088732-0.002252829494j),(0.002090759808-0.002097984077j),(0.008389974013+0.007362689111j)
(3869000000+0j),(-0.2628380358+0.6890083504j),(0.001727018622-0.002390439389j),(0.001951444079-0.002311013639j),(0.02307386324+0.01391389012j)
(3870000000+0j),(-0.2068811655+0.7151369767j),(0.001513415016-0.002523354255j),(0.001658346737-0.002483111806j),(0.03876307979+0.01812854523j)
(3871000000+0j),(-0.1496092379+0.7361336562j),(0.001304929843-0.002559055109j),(0.001482649706-0.002649831586j),(0.05539013445+0.01991127882j)
(3872000000+0j),(-0.09195972979+0.7522750298j),(0.001068074955-0.002759052208j),(0.001242110506-0.002743129386j),(0.07240507007+0.01900063513j)
(3873000000+0j),(-0.03441727161+0.763483373j),(0.0007953007007-0.002820280846j),(0.0009810472839-0.002805256983j),(0.08947479725+0.01556752179j)
(3874000000+0j),(0.02284096926+0.7699703079j),(0.0005880455719-0.002836533124j),(0.0006582891801-0.002875351813j),(0.1062181741+0.009537445451j)
(3875000000+0j),(0.0799793303+0.7719416268j),(0.0003097978188-0.002913632896j),(0.0004302696907-0.002977085533j),(0.1224290133+0.0008598035174j)
(3876000000+0j),(0.1362573355+0.7693760412j),(0.0001087426281-0.002935833298j),(0.0001893144363-0.002914274577j),(0.1375442147-0.01017169176j)
(3877000000+0j),(0.1914547086+0.7625386666j),(-0.000144699341-0.002843646333j),(-5.546638931e-05-0.002938995371j),(0.1516232789-0.02384837223j)
(3878000000+0j),(0.2453302294+0.7517195758j),(-0.0003958133457-0.002927396446j),(-0.0002526509925-0.002997146454j),(0.1637685895-0.03975317907j)
(3879000000+0j),(0.2980829179+0.7371046885j),(-0.00062472024-0.002804683521j),(-0.0005257123266-0.002960009966j),(0.1739289463-0.05768237394j)
(3880000000+0j),(0.3493286967+0.718689116j),(-0.000896432146-0.002793292515j),(-0.0007538950886-0.002787693171j),(0.1820269823-0.07723886649j)
(3881000000+0j),(0.3982664347+0.6968702264j),(-0.001023737015-0.002621055814j),(-0.000968547829-0.002799727255j),(0.1874810755-0.09820779528j)
(3882000000+0j),(0.4458636343+0.6713615192j),(-0.001255532494-0.0025844255j),(-0.001159617794-0.002694829833j),(0.190510273-0.1202519398j)
(3883000000+0j),(0.4907247126+0.6428003243j),(-0.001473627868-0.002462248784j),(-0.001414029626-0.002569949487j),(0.190721482-0.1431486322j)
(3884000000+0j),(0.5334384441+0.6111628387j),(-0.001698372769-0.002384558786j),(-0.001662282972-0.002499481197j),(0.1882312745-0.1663535576j)
(3885000000+0j),(0.5739036798+0.5759709907j),(-0.001788810943-0.002279160544j),(-0.001827462343-0.002337380312j),(0.1827746481-0.1898219424j)
(3886000000+0j),(0.6110281348+0.539147912j),(-0.002048088238-0.002102313796j),(-0.002007130301-0.00224067457j),(0.1743440777-0.2129238968j)
(3887000000+0j),(0.6461783648+0.4988620759j),(-0.002221185714-0.001924556447j),(-0.00218848465-0.00206061569j),(0.1631288379-0.2355647712j)
(3888000000+0j),(0.6779432297+0.4564050539j),(-0.002357110148-0.001716338214j),(-0.00234290841-0.00190505432j),(0.1489112526-0.2572130113j)
(3889000000+0j),(0.707252562+0.4108439448j),(-0.002413612325-0.001575323287j),(-0.002542987932-0.001652149716j),(0.1319600046-0.2774616901j)
(3890000000+0j),(0.7327013612+0.3634961602j),(-0.002553560305-0.001417572726j),(-0.002614595462-0.001498191734j),(0.1121509671-0.2960473698j)
(3891000000+0j),(0.7553348541+0.3131296611j),(-0.002710000379-0.001216724399j),(-0.002766829683-0.001233509043j),(0.09015604854-0.3123127057j)
(3892000000+0j),(0.7738785148+0.2617653051j),(-0.002830017358-0.001023837598j),(-0.002866811818-0.001125419163j),(0.06641245633-0.3263304144j)
(3893000000+0j),(0.7886167169+0.2088495563j),(-0.0028563675-0.0008307452663j),(-0.002955184318-0.0008667542133j),(0.04067576304-0.3377600378j)
(3894000000+0j),(0.7995581627+0.1537971418j),(-0.003072413849-0.0005249571986j),(-0.003131175414-0.0006945189671j),(0.01354726031-0.346307342j)
(3895000000+0j),(0.8063383102+0.09757736277j),(-0.003088039812-0.0002486479352j),(-0.00316221267-0.0003883815953j),(-0.01463146601-0.351996726j)
(3896000000+0j),(0.8088729382+0.03961114626j),(-0.00317332265-5.376668923e-05j),(-0.003181818174-0.000187361351j),(-0.04343407229-0.3545506941j)
(3897000000+0j),(0.8065060377-0.0183777163j),(-0.003173126373+0.0001972052851j),(-0.003267484251+0.0001172741977j),(-0.07279977202-0.3541886619j)
(3898000000+0j),(0.7994514108-0.07673429272j),(-0.003277041949+0.0004185482976j),(-0.00331382337+0.000460883457j),(-0.1018534601-0.3506186474j)
(3899000000+0j),(0.7876245379-0.1359874135j),(-0.003235365497+0.0007617065567j),(-0.003237297758+0.000697423995j),(-0.1306281239-0.3440802677j)
(3900000000+0j),(0.7706677914-0.194827073j),(-0.00317251496+0.000985125429j),(-0.003286479507+0.001023890334j),(-0.1588256508-0.3343735723j)
(3901000000+0j),(0.7483530641-0.2529780044j),(-0.003129381686+0.001290048123j),(-0.003204059554+0.001263180398j),(-0.1857293993-0.3218394659j)
(3902000000+0j),(0.7204915881-0.3102628348j),(-0.003051413223+0.001592482673j),(-0.003127472941+0.001621689997j),(-0.211368382-0.30655183j)
(3903000000+0j),(0.6874616146-0.3653239177j),(-0.0029756187+0.001916240552j),(-0.002970515052+0.001863466459j),(-0.2353137136-0.2886811463j)
(3904000000+0j),(0.6486791372-0.4186481108j),(-0.002819861984+0.00220940588j),(-0.002876130166+0.002200506395j),(-0.2574097812-0.2683152124j)
(3905000000+0j),(0.6042509079-0.469698743j),(-0.002633068943+0.002471270971j),(-0.002734543523+0.002432832029j),(-0.2773428857-0.2456806762j)
(3906000000+0j),(0.5545290709-0.5168426827j),(-0.00248059514+0.002773687011j),(-0.002514194464+0.002702946076j),(-0.2946103513-0.2212043565j)
(3907000000+0j),(0.4992325902-0.5601945995j),(-0.002260840964+0.002952815033j),(-0.002291474724+0.002966773696j),(-0.3091725409-0.1948819009j)
(3908000000+0j),(0.4393260479-0.5981820527j),(-0.001924605807+0.003259038785j),(-0.00198132568+0.003226350294j),(-0.320982784-0.1673147244j)
(3909000000+0j),(0.374702841-0.6310944454j),(-0.001721692504+0.003468896495j),(-0.001694622566+0.003416724037j),(-0.32979545-0.1386538539j)
