Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.07840313017+0.7073147931j),(-0.0008236617432-0.001947349054j),(-0.0007045721868-0.002082815859j),(-0.03458889201+0.06322145582j)
(3801000000+0j),(-0.02199383266+0.7176717454j),(-0.000967938453-0.001823722967j),(-0.0009400012787-0.002057376318j),(-0.03616201878+0.06673570815j)
(3802000000+0j),(0.03320305794+0.7234801177j),(-0.001148400013-0.00182524696j),(-0.001057306421-0.001857744646j),(-0.0373104699+0.07103130007j)
(3803000000+0j),(0.08879841864+0.7242076874j),(-0.001309888321-0.001677528024j),(-0.001190514537-0.001751852804j),(-0.03784939274+0.0759732072j)
(3804000000+0j),(0.1421169788+0.721029383j),(-0.001398371882-0.001577721327j),(-0.001358255395-0.001582825556j),(-0.0376944989+0.08126754907j)
(3805000000+0j),(0.1952046901+0.7133785692j),(-0.001586729544-0.001396028209j),(-0.001531212707-0.001508721965j),(-0.03673068434+0.08708104329j)
(3806000000+0j),(0.2470042557+0.7020015149j),(-0.001709141536-0.001268348424j),(-0.001608899678-0.001383624272j),(-0.03501243517+0.09306241023j)
(3807000000+0j),(0.2968426347+0.6866253848j),(-0.001722281915-0.001168672112j),(-0.001732278732-0.0012014081j),(-0.03234772012+0.0992152799j)
(3808000000+0j),(0.3453630209+0.6676006584j),(-0.001797965146-0.0009230988217j),(-0.001780209248-0.001029866282j),(-0.02885966562+0.1053777612j)
(3809000000+0j),(0.3917796612+0.6450630008j),(-0.001867649844-0.0008109729388j),(-0.001925034798-0.0008799531497j),(-0.0245332364+0.111276474j)
(3810000000+0j),(0.4360708892+0.619279667j),(-0.001919447561-0.0006462425808j),(-0.001895026769-0.0006873625098j),(-0.01959054545+0.1170617698j)
(3811000000+0j),(0.4782302976+0.5910571927j),(-0.001929420163-0.000439575495j),(-0.001933230204-0.0005337508046j),(-0.01373182051+0.122663952j)
(3812000000+0j),(0.5178576112+0.5595180483j),(-0.001968897879-0.0003502920445j),(-0.001991963712-0.0004374979762j),(-0.007269491907+0.1279662775j)
(3813000000+0j),(0.5549110174+0.525396502j),(-0.001945563592-5.161766603e-05j),(-0.002013248857-0.0001566273568j),(-8.882855036e-05+0.1328729923j)
(3814000000+0j),(0.5896689296+0.4885571485j),(-0.001933551743+1.128065924e-05j),(-0.002008048352-7.361911412e-05j),(0.007930060849+0.1373866963j)
(3815000000+0j),(0.6209607124+0.449458329j),(-0.001957990695+0.0002143396414j),(-0.001978671178+0.0001312661916j),(0.01681138948+0.1412143957j)
(3816000000+0j),(0.6498196125+0.4077895337j),(-0.001930400147+0.0004011623969j),(-0.001958244713+0.0002229413803j),(0.02630149201+0.1443208456j)
