Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2903915346+0.674328553j),(-0.002329999814-0.003645713674j),(-0.002211257117-0.003805316985j),(0.08215691894+0.05523017198j)
(3801000000+0j),(-0.2319064736+0.7036798885j),(-0.002634650795-0.003427423537j),(-0.00240914803-0.00354593317j),(0.07615516335+0.04903718593j)
(3802000000+0j),(-0.172713846+0.7273769244j),(-0.002845080104-0.003101102775j),(-0.002710224595-0.003351716092j),(0.06946587563+0.04423652354j)
(3803000000+0j),(-0.1125516891+0.7456618506j),(-0.00305341417-0.002799017122j),(-0.002947295317-0.003016824136j),(0.0624025166+0.04084230604j)
(3804000000+0j),(-0.05320036784+0.7580372789j),(-0.003263114486-0.002432557987j),(-0.003164672526-0.002706055529j),(0.05496334285+0.03894505862j)
(3805000000+0j),(0.006708875299+0.7657444655j),(-0.003436641535-0.002182161901j),(-0.003371288767-0.002377043245j),(0.04754795879+0.03853159163j)
(3806000000+0j),(0.06639309227+0.768379424j),(-0.003555667121-0.001894093235j),(-0.003519759048-0.002074694028j),(0.04030822963+0.03954211859j)
(3807000000+0j),(0.1243252382+0.7660963167j),(-0.003613489913-0.001571778674j),(-0.003655157285-0.001725523733j),(0.03358465061+0.0420915227j)
(3808000000+0j),(0.1818926036+0.7593042452j),(-0.003754507983-0.001221736078j),(-0.003777711419-0.001395606203j),(0.02746880613+0.04597581333j)
(3809000000+0j),(0.2374411523+0.7481721937j),(-0.003825661261-0.0008618027787j),(-0.003788614413-0.001168805524j),(0.0223211702+0.05092075758j)
(3810000000+0j),(0.2914109826+0.7330753351j),(-0.003746997565-0.0005455801729j),(-0.003837397089-0.0007760255248j),(0.01794194989+0.05703386776j)
(3811000000+0j),(0.3435179293+0.7145874664j),(-0.003800091799-0.0003471614327j),(-0.00388578698-0.0005454819184j),(0.01487077307+0.06433710029j)
(3812000000+0j),(0.3939736187+0.6922059468j),(-0.003779844847-0.0001078244677j),(-0.003840565914-0.0002175918344j),(0.01313527208+0.07239092754j)
(3813000000+0j),(0.4422761202+0.6663270764j),(-0.003674167208+0.0002359041537j),(-0.003876848845+7.250342605e-05j),(0.01255371794+0.08098569306j)
(3814000000+0j),(0.4881596267+0.6367535756j),(-0.003669216996+0.0004682848812j),(-0.003808278823+0.0003752222401j),(0.01382825151+0.09021247538j)
(3815000000+0j),(0.5313728452+0.6046432042j),(-0.003677861532+0.0008285490912j),(-0.0038083978+0.0006718931254j),(0.01672956906+0.09952597104j)
(3816000000+0j),(0.5726985335+0.5686841153j),(-0.003538763383+0.001083845622j),(-0.003710886464+0.001014542417j),(0.02105638944+0.1085825396j)
(3817000000+0j),(0.6103938818+0.5308437709j),(-0.00345063745+0.001316146576j),(-0.003547620028+0.00130822754j),(0.02703823708+0.1174419896j)
(3818000000+0j),(0.6451475024+0.4899233463j),(-0.003271961352+0.001554635703j),(-0.003513816046+0.001504916581j),(0.03470465913+0.1256948746j)
(3819000000+0j),(0.6768988967+0.446581606j),(-0.003193920711+0.001852362766j),(-0.003388405545+0.001828128006j),(0.04398033395+0.1331503404j)
(3820000000+0j),(0.7057401538+0.4009576044j),(-0.003052496351+0.002064057859j),(-0.003210880328+0.002060151659j),(0.05448750407+0.1395506667j)
(3821000000+0j),(0.7310173512+0.3534386649j),(-0.002927930793+0.002294685692j),(-0.003020090517+0.002329051727j),(0.06622947007+0.1446731635j)
(3822000000+0j),(0.7524668574+0.3039745783j),(-0.002751614898+0.002496415284j),(-0.002876711776+0.002520154929j),(0.07899108529+0.1484853684j)
(3823000000+0j),(0.7711769938+0.252033258j),(-0.002580532571+0.002711234381j),(-0.002689367626+0.002719972748j),(0.09242188185+0.1508901656j)
(3824000000+0j),(0.7854510546+0.1989733932j),(-0.002356455429+0.00296444213j),(-0.002481801203+0.00302620302j),(0.1066918969+0.1516900195j)
(3825000000+0j),(0.7960683703+0.1442083314j),(-0.002182987519+0.003145284485j),(-0.0022053672+0.003215317614j),(0.1212678179+0.1511873523j)
(3826000000+0j),(0.8021912575+0.0885499096j),(-0.001917946618+0.00335784466j),(-0.00197701389+0.00337572326j),(0.1366108805+0.1487503216j)
(3827000000+0j),(0.804631412+0.03223374783j),(-0.001654893626+0.003555632662j),(-0.001694113715+0.003553423565j),(0.1517891437+0.1448064012j)
(3828000000+0j),(0.8027159572-0.02545700036j),(-0.001405650866+0.003623417811j),(-0.001428510877+0.003722108202j),(0.1671438813+0.1390138677j)
(3829000000+0j),(0.796302557-0.08355726753j),(-0.001150490018+0.003717764281j),(-0.00119973917+0.003896475071j),(0.181971848+0.131624433j)
(3830000000+0j),(0.7848742008-0.1411690034j),(-0.0008218474104+0.003922054078j),(-0.000740972464+0.003965452779j),(0.196403265+0.1222377594j)
(3831000000+0j),(0.768687427-0.1984810536j),(-0.0004568707955+0.004045520443j),(-0.0005377865164+0.004070785362j),(0.2100252509+0.1107720146j)
(3832000000+0j),(0.7474452853-0.2555658789j),(-8.403384709e-05+0.004104695749j),(-0.0001633834909+0.004087646026j),(0.2227214277+0.09794638516j)
(3833000000+0j),(0.7212312222-0.311470008j),(0.0002443292469+0.004113429692j),(0.0001746331982+0.004169244319j),(0.2340943962+0.08339533167j)
(3834000000+0j),(0.6897352338-0.3656040257j),(0.0006169049302+0.004186132457j),(0.0005957451067+0.004170152824j),(0.2439359874+0.06763787629j)
(3835000000+0j),(0.6532280445-0.4179525348j),(0.0009274046752+0.004080699291j),(0.000894935627+0.00413656095j),(0.2524117231+0.05043125413j)
(3836000000+0j),(0.61176759-0.4673100765j),(0.001278910669+0.004146975465j),(0.001226955792+0.00411853008j),(0.2588568628+0.03258828588j)
(3837000000+0j),(0.5648230314-0.5139993563j),(0.001640938339+0.004005005583j),(0.001576610957+0.004027041607j),(0.2636709511+0.01348658159j)
(3838000000+0j),(0.5129465461-0.5571095925j),(0.002048962982+0.003933558241j),(0.002063604305+0.003853746923j),(0.2662759721-0.006031793849j)
(3839000000+0j),(0.4564089477-0.595768581j),(0.00244586519+0.003739685519j),(0.002343382686+0.003865210339j),(0.2667435706-0.02566223444j)
(3840000000+0j),(0.39538607-0.6295145207j),(0.002806852804+0.003514442127j),(0.002687804168+0.003595148679j),(0.2651857436-0.04555696542j)
(3841000000+0j),(0.3302694857-0.6578045637j),(0.003154024715+0.003348470433j),(0.0030737333+0.003397160675j),(0.2612766922-0.06504100706j)
(3842000000+0j),(0.2616847157-0.6800285141j),(0.003501940053+0.003073594999j),(0.003377213841+0.003058171831j),(0.2554398477-0.08364241226j)
(3843000000+0j),(0.189757213-0.695791337j),(0.003767941613+0.002707749838j),(0.003709240817+0.002730808919j),(0.247931838-0.101447827j)
(3844000000+0j),(0.1155721173-0.7043954132j),(0.004060684238+0.002421187237j),(0.003960176837+0.002437808551j),(0.2387489825-0.1182491924j)
(3845000000+0j),(0.03989246488-0.7052065027j),(0.004353264347+0.0019980832j),(0.004237368703+0.002067919588j),(0.2282387763-0.1340447413j)
(3846000000+0j),(-0.0369325541-0.6981424834j),(0.004518051632+0.001673297142j),(0.004430833273+0.001702430891j),(0.2161393464-0.1484941226j)
(3847000000+0j),(-0.1129959747-0.6827125925j),(0.004780491814+0.001116015599j),(0.004635473713+0.001289451611j),(0.2027349621-0.1616231682j)
(3848000000+0j),(-0.1875244975-0.6594684264j),(0.004839624744+0.000673288072j),(0.004792626016+0.0007971289451j),(0.1881091893-0.1732513607j)
(3849000000+0j),(-0.2600170076-0.627686473j),(0.004963228479+0.0002133105299j),(0.004778822884+0.000338225218j),(0.1726311445-0.1829975634j)
