Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5739254355+0.2782442694j),(0.000748558843-0.000748779159j),(0.0007996248314-0.0006550493999j),(-0.0461195223+0.03210792412j)
(3801000000+0j),(-0.5493508577+0.335984836j),(0.0006214951281-0.0008285402437j),(0.0006326824077-0.0007153469487j),(-0.05238258839+0.03755929683j)
(3802000000+0j),(-0.5200411677+0.391038499j),(0.0005920709809-0.0008425375563j),(0.0005844598636-0.0007607804728j),(-0.05762768164+0.04436348417j)
(3803000000+0j),(-0.48572734+0.4437008156j),(0.0004858347238-0.0008136519464j),(0.0004897409235-0.0008176196134j),(-0.06198168173+0.05201380986j)
(3804000000+0j),(-0.4465714097+0.4928325355j),(0.0003464807523-0.0008928045863j),(0.0003381056886-0.0008149411879j),(-0.06528690457+0.06057722961j)
(3805000000+0j),(-0.4032611251+0.5383490529j),(0.0002470620966-0.0008391666925j),(0.0003226361878-0.0008170065703j),(-0.06707055867+0.06990956746j)
(3806000000+0j),(-0.355628103+0.5800522002j),(0.0001940174989-0.0008679985185j),(0.0002616778074-0.0007850611582j),(-0.0676517114+0.07932459933j)
(3807000000+0j),(-0.303878963+0.6172977592j),(9.331476031e-05-0.000822019123j),(0.0001070624348-0.0007961522788j),(-0.06738069654+0.08909102846j)
(3808000000+0j),(-0.2489817739+0.6500278041j),(4.341913518e-05-0.0008202200988j),(4.903708395e-05-0.0007378944429j),(-0.06565827131+0.09919617717j)
(3809000000+0j),(-0.1907461882+0.6771559289j),(-0.0001066966142-0.0007158122608j),(8.006797543e-06-0.0007486192626j),(-0.06280988455+0.1093234844j)
(3810000000+0j),(-0.1302122027+0.699387792j),(-0.0001161023974-0.000724469719j),(-7.979258953e-05-0.0006929445663j),(-0.0590470992+0.1192917465j)
(3811000000+0j),(-0.06801339984+0.7162559475j),(-0.0001391842961-0.0006691179588j),(-0.0001125742274-0.0005936676171j),(-0.05411844701+0.1299163095j)
(3812000000+0j),(-0.004651011433+0.727266486j),(-0.0001446128299-0.0006431241054j),(-0.0001531632734-0.0006174871232j),(-0.0476234369+0.1402369454j)
(3813000000+0j),(0.06064038351+0.7322661764j),(-0.0002218573209-0.0005173697136j),(-0.0002181032032-0.0005956062232j),(-0.03974414617+0.1500514792j)
(3814000000+0j),(0.1261996627+0.7311042322j),(-0.0002527332981-0.000459384959j),(-0.0002656744618-0.0005114328233j),(-0.03037887439+0.1592510862j)
(3815000000+0j),(0.1911786497+0.7238851509j),(-0.000319244893-0.0004839772882j),(-0.0002588850621-0.0004062078951j),(-0.01960886456+0.1677840458j)
(3816000000+0j),(0.2558484972+0.7105384164j),(-0.000295818114-0.0003369773331j),(-0.0002162696619-0.0003827120236j),(-0.007851988077+0.1749471822j)
(3817000000+0j),(0.319139421+0.6909048636j),(-0.0002888169547-0.0002803294919j),(-0.0002768792037-0.0003310236498j),(0.004904072266+0.180882839j)
(3818000000+0j),(0.3804323077+0.6654054624j),(-0.0002344932582-0.0003227787092j),(-0.0003078936425-0.000266778894j),(0.018238049+0.1857340779j)
(3819000000+0j),(0.4389438033+0.6340707205j),(-0.0001593008637-0.0002112414804j),(-0.0001886224782-0.0002375318145j),(0.03265003115+0.1894665224j)
(3820000000+0j),(0.4949204922+0.5970370766j),(-0.0002013564081-0.0001187279559j),(-0.0002085373126-0.0002004594717j),(0.04763612896+0.191600313j)
(3821000000+0j),(0.5468946099+0.5549231291j),(-0.0001451758435-0.0001818223973j),(-0.0001014690934-0.0002041505795j),(0.0629735738+0.1923175319j)
(3822000000+0j),(0.5946490765+0.5079274177j),(-6.485140329e-05-0.0001640999835j),(-5.92516808e-05-0.0001298228453j),(0.07856406271+0.1917307337j)
(3823000000+0j),(0.6378380656+0.4568138145j),(-4.329543299e-05-0.0001619061368j),(-6.108297384e-05-0.0001405220537j),(0.09455917031+0.1894058008j)
(3824000000+0j),(0.6759306192+0.4011818246j),(-1.569975757e-05-0.0001834919967j),(2.874377969e-05-0.000138501171j),(0.110338375+0.1854521913j)
(3825000000+0j),(0.7083009481+0.3428641389j),(1.256871474e-05-0.0001580877724j),(1.499188511e-05-0.0001269350614j),(0.1259163916+0.1799882348j)
(3826000000+0j),(0.7350441217+0.2815189966j),(6.772689085e-05-0.0002253485291j),(9.392841457e-05-0.0001992001053j),(0.1416011751+0.1730105623j)
(3827000000+0j),(0.7560283542+0.2179935397j),(6.697671051e-05-0.0002662390179j),(2.446346843e-05-0.0002375691838j),(0.1568148136+0.1639162171j)
(3828000000+0j),(0.7710071802+0.1525580882j),(0.0001124136106-0.0002332726872j),(7.753054524e-05-0.0002874194179j),(0.1706697643+0.1534652243j)
(3829000000+0j),(0.7795445323+0.08606367706j),(0.0001194353972-0.000315680023j),(0.0001223553991-0.0003006597108j),(0.183643043+0.1414573318j)
(3830000000+0j),(0.7818534374+0.01988503131j),(9.128975216e-05-0.0003552120179j),(0.0001445100206-0.0003818761616j),(0.1953987926+0.1280059941j)
(3831000000+0j),(0.7775390744-0.04636887245j),(0.0001389764075-0.0004703115264j),(0.0001348837686-0.0003935143468j),(0.2056886703+0.1131794078j)
(3832000000+0j),(0.7671873569-0.1113565864j),(0.0001639639377-0.0004898539628j),(0.0001434058649-0.000430360582j),(0.2142626792+0.09753392164j)
(3833000000+0j),(0.7508690357-0.1757362224j),(8.360494394e-05-0.0005329155829j),(9.910247172e-05-0.0005445985007j),(0.2213582397+0.0810265444j)
(3834000000+0j),(0.7285925746-0.2373529718j),(2.391813177e-05-0.0005873229238j),(5.444302587e-05-0.0006212536828j),(0.2267040163+0.06410813178j)
(3835000000+0j),(0.7008610964-0.2965024829j),(6.363235298e-05-0.0005847306456j),(3.849868153e-05-0.0006733413902j),(0.2301328033+0.04667125121j)
(3836000000+0j),(0.6678616405-0.352244108j),(-5.919980322e-05-0.0006834641099j),(4.891949357e-05-0.0007146911812j),(0.2319857031+0.02909042058j)
(3837000000+0j),(0.6300467849-0.4048772764j),(-0.0001117671563-0.0007234225632j),(-0.0001224052394-0.0007463080692j),(0.2321621627+0.01125044289j)
(3838000000+0j),(0.5877646804-0.4533255058j),(-0.0002306711249-0.0008169244393j),(-0.0001464635279-0.0008141038124j),(0.2304663807-0.006569132272j)
(3839000000+0j),(0.5415561199-0.4970912525j),(-0.0002728477702-0.0008268475067j),(-0.0002209790109-0.0008365321555j),(0.2267805636-0.02402365482j)
(3840000000+0j),(0.4917912483-0.5364760466j),(-0.0003707131254-0.0008200843586j),(-0.0003570051631-0.0007740750443j),(0.2211494148-0.04108619998j)
(3841000000+0j),(0.439011395-0.5708597115j),(-0.0005253682029-0.0008376546903j),(-0.0004351103853-0.0007932086592j),(0.2136230618-0.05688247321j)
(3842000000+0j),(0.3835214674-0.6004615148j),(-0.0005528951879-0.0007904007216j),(-0.0005354325986-0.0008121078135j),(0.2044763416-0.07197724347j)
(3843000000+0j),(0.3260704279-0.6247740333j),(-0.0006818398251-0.0007268517511j),(-0.0006420185673-0.0008283859352j),(0.1938412488-0.08529599895j)
(3844000000+0j),(0.2668391168-0.6437994034j),(-0.0007422995986-0.0006980631733j),(-0.0007379563758-0.0006913641118j),(0.1818884611-0.09731589459j)
(3845000000+0j),(0.2065750211-0.6575688687j),(-0.0008702228079-0.0006260150694j),(-0.0008771149442-0.0006979813334j),(0.1687704921-0.1075737689j)
(3846000000+0j),(0.1456990689-0.6656007816j),(-0.001027502585-0.0005987397744j),(-0.0009702449897-0.0006375466473j),(0.1549776644-0.1156807042j)
(3847000000+0j),(0.08461838216-0.6683863432j),(-0.001096096821-0.0004877961765j),(-0.001003772486-0.0005210191594j),(0.1408400983-0.1223058998j)
(3848000000+0j),(0.0239562057-0.6657228266j),(-0.001216944307-0.000360640086j),(-0.001127953292-0.0004707108892j),(0.1264323741-0.1272159911j)
(3849000000+0j),(-0.03619666025-0.6580605867j),(-0.001273352071-0.0002711995621j),(-0.001169982948-0.0003118269087j),(0.1115069166-0.130173732j)
(3850000000+0j),(-0.09514732659-0.6449285935j),(-0.001267584157-0.0001356128778j),(-0.00125931506-0.0002021057007j),(0.09682462364-0.1308571336j)
(3851000000+0j),(-0.1522555351-0.6269080536j),(-0.001269812463-2.106545253e-05j),(-0.00134369568-6.546160876e-05j),(0.08289816231-0.1299928348j)
(3852000000+0j),(-0.2078645378-0.6042995008j),(-0.001279677963+0.0001506014087j),(-0.001304247649+0.0001306835329j),(0.06947881728-0.1275056097j)
(3853000000+0j),(-0.2606237531-0.5769479424j),(-0.001291465247+0.0002596551203j),(-0.001298132702+0.0002600206935j),(0.05666290596-0.1235220014j)
(3854000000+0j),(-0.3103883266-0.5456418187j),(-0.001229909831+0.0004242566647j),(-0.001274344861+0.0003064842313j),(0.04488206655-0.11797143j)
(3855000000+0j),(-0.3578411639-0.5099366481j),(-0.001200753963+0.0005642596516j),(-0.001207227469+0.0004105485859j),(0.03407649323-0.1111590586j)
(3856000000+0j),(-0.4015362263-0.4707811469j),(-0.001174958539+0.0006218856433j),(-0.001215367229+0.0005975162494j),(0.02444228902-0.1027978454j)
(3857000000+0j),(-0.441975534-0.4278549785j),(-0.001073167776+0.0007519960054j),(-0.001125482842+0.0007129485602j),(0.01646040753-0.09332166486j)
(3858000000+0j),(-0.4786800444-0.3815345222j),(-0.001006285078+0.0008762789657j),(-0.001058815978+0.0008164251922j),(0.01023181807-0.08305285336j)
(3859000000+0j),(-0.5111377835-0.3323815822j),(-0.001018501585+0.0009738325025j),(-0.0009652024601+0.0009454533574j),(0.005724209361-0.07226061156j)
(3860000000+0j),(-0.5393484235-0.2809855822j),(-0.0008201197488+0.00109759206j),(-0.0009048810462+0.001045483514j),(0.002946565626-0.06087356959j)
(3861000000+0j),(-0.563105166-0.2267748396j),(-0.0007083525416+0.001208557398j),(-0.0007628269377+0.001118036336j),(0.002279326087-0.04940461899j)
(3862000000+0j),(-0.5822096467-0.1710353212j),(-0.0005300801131+0.001258675358j),(-0.0006146059604+0.001191790914j),(0.003552365117-0.03819203413j)
(3863000000+0j),(-0.5966276526-0.1136914616j),(-0.0003550035763+0.001314369147j),(-0.0004811077961+0.001301040174j),(0.006443353835-0.02749818572j)
(3864000000+0j),(-0.6060605645-0.05602628355j),(-0.0003042529279+0.00124313042j),(-0.0003823503212+0.001255925628j),(0.01105041429-0.01724608492j)
(3865000000+0j),(-0.6104684472+0.003388640553j),(-0.0002012417099+0.00133357977j),(-0.0003344339202+0.001267718617j),(0.01762779243-0.008005987557j)
(3866000000+0j),(-0.6098056436+0.06287722735j),(-8.577438712e-05+0.001311912318j),(-0.0001870661217+0.001250012778j),(0.02563041262-2.300776279e-05j)
(3867000000+0j),(-0.6042276025+0.1221722551j),(2.750065505e-05+0.001255065668j),(-4.999369048e-05+0.00137496891j),(0.03484432772+0.006623148465j)
(3868000000+0j),(-0.5935261846+0.180882039j),(0.0001928897691+0.001201819628j),(0.0001403936476+0.001301094657j),(0.04538854584+0.0117210767j)
(3869000000+0j),(-0.5774587393+0.2390539276j),(0.000376352662+0.001207319438j),(0.0001861303026+0.001233369228j),(0.05682710558+0.01501894775j)
(3870000000+0j),(-0.5566370487+0.2952843371j),(0.0004468508705+0.001255933777j),(0.0003254913609+0.001284343889j),(0.06866639107+0.01658098555j)
(3871000000+0j),(-0.5306643248+0.3502272977j),(0.0006022473681+0.001109820674j),(0.0005015741335+0.001176119898j),(0.08114105463+0.01635062323j)
