Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3826000000+0j),(0.7548459768+0.06328197591j),(-0.0002504312724-0.0007819846505j),(-0.0002997904958-0.0008576744003j),(0.07015729696+0.1410459104j)
(3827000000+0j),(0.7538337111+0.01044347447j),(-0.0003560982586-0.0007958799251j),(-0.0002935648954-0.0008482469129j),(0.08205660433+0.1416863451j)
(3828000000+0j),(0.7487152815-0.04301346629j),(-0.0004064836248-0.000774958171j),(-0.000403125392-0.0007928608102j),(0.0943589434+0.1409509202j)
(3829000000+0j),(0.7390252352-0.09643987408j),(-0.0004899917403-0.0007534814649j),(-0.0004768680956-0.0007286656764j),(0.1068254635+0.1387748226j)
(3830000000+0j),(0.7247738242-0.1502830472j),(-0.0005457821535-0.0006771805347j),(-0.0005631084787-0.0006974815624j),(0.1192173585+0.135157676j)
(3831000000+0j),(0.7059344053-0.2031346279j),(-0.0005902975099-0.0005529439077j),(-0.0006213245797-0.0006481255987j),(0.1315895617+0.1302028962j)
(3832000000+0j),(0.6821944714-0.254727683j),(-0.000629974762-0.0005368975108j),(-0.0006270106533-0.0005540935672j),(0.1434992105+0.1238621627j)
(3833000000+0j),(0.653737247-0.3057355089j),(-0.0006886528572-0.0004632346099j),(-0.0007168860175-0.0005653573899j),(0.1548556685+0.1161528421j)
(3834000000+0j),(0.6204419732-0.354312643j),(-0.0007815198624-0.0003859217977j),(-0.0007424251526-0.0005141784786j),(0.1654309481+0.1071411343j)
(3835000000+0j),(0.5821911693-0.400581419j),(-0.0008005516138-0.0003881034499j),(-0.000792926061-0.0003680681693j),(0.1754497588+0.0969993706j)
(3836000000+0j),(0.5391901731-0.4444745333j),(-0.0008046113071-0.0003186811518j),(-0.0007751550875-0.0002879886015j),(0.1842285097+0.08578187807j)
(3837000000+0j),(0.491640985-0.4844904776j),(-0.0008495241636-0.0002721468918j),(-0.0008446843131-0.0002261453919j),(0.1920613647+0.07358026006j)
(3838000000+0j),(0.4396310747-0.5205864888j),(-0.0009181402274-0.0001695309184j),(-0.0008210062515-0.0001977962966j),(0.1986338347+0.06052206353j)
(3839000000+0j),(0.3833193779-0.5521603034j),(-0.0008776178584-0.0001736443082j),(-0.0008904982242-7.800613093e-05j),(0.2039748132+0.04650044509j)
(3840000000+0j),(0.3184556365-0.5803352628j),(-0.0008215286653+2.854052764e-05j),(-0.0008551146602-6.799176481e-05j),(0.2076354027+0.03207994843j)
(3841000000+0j),(0.2549939752-0.6004767781j),(-0.0008183985483+4.904086745e-05j),(-0.000890743162+1.828433415e-05j),(0.2099025548+0.01744078584j)
(3842000000+0j),(0.1887814403-0.6146433188j),(-0.0008841778617+0.0001622009149j),(-0.0008897880907+0.000193709624j),(0.210609138+0.002662636223j)
(3843000000+0j),(0.1205063537-0.6222427626j),(-0.0008290559053+0.0002289955883j),(-0.0007923234953+0.0002308409894j),(0.2098583132-0.01196713172j)
(3844000000+0j),(0.0509885475-0.6224516016j),(-0.0007281738799+0.0002662452171j),(-0.0008326956886+0.0003207464179j),(0.2077221721-0.0265096975j)
(3845000000+0j),(-0.01895076409-0.6156228298j),(-0.0007891454734+0.0004102176463j),(-0.0008083754801+0.0004115821794j),(0.2041394413-0.04085309659j)
(3846000000+0j),(-0.08854660392-0.6011884384j),(-0.0006163677899+0.000486824254j),(-0.0007591305766+0.0004315290716j),(0.1991345584-0.05455960912j)
(3847000000+0j),(-0.1567075849-0.5794212241j),(-0.0006993580027+0.0005317346659j),(-0.0007150132442+0.0005319422926j),(0.1927496791-0.06772679165j)
(3848000000+0j),(-0.2224141657-0.5502772618j),(-0.0005866171559+0.000594358542j),(-0.0005565766478+0.0006111672265j),(0.1850025505-0.0801346054j)
(3849000000+0j),(-0.2848692834-0.5140416692j),(-0.0005275548319+0.0006300205132j),(-0.0005587991327+0.0006241830415j),(0.1758951545-0.09112757954j)
(3850000000+0j),(-0.3436480165-0.4711666052j),(-0.0003885130573+0.0006683054962j),(-0.0005490269978+0.0005889273016j),(0.1657728851-0.1009274947j)
(3851000000+0j),(-0.3971352875-0.4218469734j),(-0.0004072211741+0.000694978633j),(-0.0004044701927+0.0007335183327j),(0.1547240466-0.1095619051j)
(3852000000+0j),(-0.4449022412-0.3676153437j),(-0.0004080217623+0.0007243004511j),(-0.0003417555126+0.0006852892693j),(0.1429956108-0.1165608827j)
(3853000000+0j),(-0.4866736233-0.3084928258j),(-0.0002703251375+0.0007801480242j),(-0.0002838876972+0.0006930712261j),(0.1308188885-0.1219286673j)
(3854000000+0j),(-0.521315515-0.2458207029j),(-0.0002876859216+0.0007683144067j),(-0.0002783044183+0.0007600975223j),(0.1185960099-0.125805846j)
(3855000000+0j),(-0.5490577221-0.1804702355j),(-0.000138086878+0.0007401457406j),(-0.0001795978169+0.0007995616179j),(0.1063846275-0.1280265449j)
(3856000000+0j),(-0.5694638491-0.1124226712j),(-8.10881902e-05+0.0008051627665j),(-0.0001964004332+0.0007780562737j),(0.09449278563-0.1287814928j)
(3857000000+0j),(-0.5827123523-0.04372774062j),(-3.11320473e-05+0.0007963483804j),(-7.735838881e-05+0.000822037342j),(0.08287834376-0.128109237j)
(3858000000+0j),(-0.5885575414+0.02521874762j),(1.154785878e-05+0.0008128167246j),(3.707223368e-05+0.0007650037878j),(0.07184637338-0.1262433051j)
(3859000000+0j),(-0.5872264504+0.09401509014j),(7.279041893e-05+0.0007842822815j),(0.000146616323+0.0008209235384j),(0.06155539677-0.1230119193j)
(3860000000+0j),(-0.5793367624+0.1611985964j),(0.0001903252123+0.0007660637493j),(0.0001609690371+0.0007707871264j),(0.05200704932-0.1186466417j)
(3861000000+0j),(-0.5648231506+0.2260552775j),(0.0002341911895+0.0007758467109j),(0.0001948884892+0.0007709405618j),(0.04359205067-0.1132684224j)
(3862000000+0j),(-0.5441429019+0.2884698466j),(0.0003298116208+0.0007455779123j),(0.0002655585995+0.0006745526334j),(0.03628019616-0.1070820829j)
(3863000000+0j),(-0.5182026625+0.347498799j),(0.0004126101849+0.0006998705794j),(0.000328089809+0.0006652223528j),(0.03013640456-0.1001329164j)
(3864000000+0j),(-0.4870065749+0.4029017493j),(0.0005071736523+0.0006403924781j),(0.0003755588841+0.000714883965j),(0.02532102354-0.09262385928j)
(3865000000+0j),(-0.4516677856+0.4539780601j),(0.000484479533+0.000535101397j),(0.000484565011+0.000635585573j),(0.02177596092-0.08459684456j)
(3866000000+0j),(-0.4126762152+0.5009028729j),(0.0005671574618+0.000575585058j),(0.000504637952+0.0006047093775j),(0.01979325712-0.0763635534j)
(3867000000+0j),(-0.3696391881+0.5436300069j),(0.0006357003003+0.0004889120464j),(0.0005937341484+0.0004501996737j),(0.01925357617-0.06827232347j)
(3868000000+0j),(-0.3244329393+0.5815346641j),(0.0005833904725+0.0004171302426j),(0.0006008371711+0.0004707459011j),(0.02028703503-0.06034514318j)
(3869000000+0j),(-0.276409924+0.6146917173j),(0.0006234563771+0.0003769508912j),(0.000617772399+0.0004223200085j),(0.02262223139-0.05293528429j)
(3870000000+0j),(-0.2265446186+0.6431721464j),(0.0007052862784+0.0003287130676j),(0.0006515048444+0.0003145019582j),(0.02630554698-0.04615826201j)
(3871000000+0j),(-0.1753254831+0.6670937888j),(0.0007451129495+0.0002247665834j),(0.0006531574763+0.0002667887893j),(0.03131906316-0.04020883317j)
(3872000000+0j),(-0.1231200472+0.6862404414j),(0.0007153158658+0.0001683626324j),(0.0007661301061+0.0001648103935j),(0.03739066795-0.0353661453j)
(3873000000+0j),(-0.07087806612+0.7008413987j),(0.0007962508826+6.409061461e-05j),(0.0007411951665+0.0001302986639j),(0.04434491694-0.03161401768j)
(3874000000+0j),(-0.01840762049+0.7111142814j),(0.0007094097091+7.642501441e-05j),(0.0007800536696+5.503656939e-05j),(0.05201946571-0.0293225346j)
(3875000000+0j),(0.03494838625+0.7170033335j),(0.0006815353408-3.487660069e-05j),(0.0007492928999+3.658808419e-05j),(0.06031535938-0.02849135513j)
(3876000000+0j),(0.08762443066+0.7183997736j),(0.0007477843901-0.0001294575632j),(0.0007400857867-6.594021397e-05j),(0.06888324022-0.02906425259j)
(3877000000+0j),(0.1392023116+0.716139013j),(0.0006925812922-0.0001241597929j),(0.0007371726679-0.0001260416175j),(0.07760366797-0.0309653091j)
(3878000000+0j),(0.1903182566+0.7097172891j),(0.0007417769521-0.0001811230613j),(0.0007255448145-0.0001406552328j),(0.08627532423-0.03428473397j)
(3879000000+0j),(0.2403721064+0.6996289501j),(0.0006013278617-0.0002343890083j),(0.0006315890932-0.0002780601208j),(0.09500014782-0.03949916247j)
(3880000000+0j),(0.2892858386+0.6859213803j),(0.0006337991799-0.0002349558636j),(0.0007035384187-0.0002993874659j),(0.1031992957-0.04626246061j)
(3881000000+0j),(0.3364036977+0.6687249568j),(0.0005780708161-0.0003938342561j),(0.0006101317122-0.0003480675805j),(0.1106809378-0.05457042757j)
(3882000000+0j),(0.3813697398+0.6481406158j),(0.0005745055387-0.0003408352786j),(0.0005476632505-0.0003903782635j),(0.1171579212-0.06448821005j)
(3883000000+0j),(0.4247481823+0.6247222834j),(0.0005005473504-0.0004868905235j),(0.0006024385802-0.0003872720408j),(0.1223277375-0.07552921227j)
(3884000000+0j),(0.4664151371+0.5978863375j),(0.0004824393836-0.0004890113487j),(0.000484959688-0.0003981056507j),(0.1262134165-0.08774004455j)
(3885000000+0j),(0.5062128305+0.5679334335j),(0.0004587685107-0.000527953729j),(0.0004760400334-0.0005238364101j),(0.1283682883-0.1010194434j)
(3886000000+0j),(0.5429875851+0.5356638122j),(0.0003881943703-0.0005483177374j),(0.0004111920134-0.0005514565855j),(0.1289923787-0.1147533737j)
(3887000000+0j),(0.5779883265+0.500441937j),(0.0003559933684-0.0005821364466j),(0.0003842572623-0.0005714942235j),(0.1278402209-0.1291729634j)
(3888000000+0j),(0.6098253131+0.4629657883j),(0.0003154817969-0.0006507867365j),(0.0003015848342-0.0005799646606j),(0.1249699816-0.1436475811j)
(3889000000+0j),(0.6393518448+0.4226971452j),(0.0002212169929-0.0006833598018j),(0.0003166429815-0.000644840824j),(0.1200935319-0.1582376748j)
(3890000000+0j),(0.6657680273+0.3806028037j),(0.0001643660653-0.0007750726654j),(0.0002333590528-0.0007466980023j),(0.1133563668-0.1725070039j)
(3891000000+0j),(0.6890298128+0.3362328606j),(0.0001208142785-0.000633311749j),(0.0001392083213-0.0007034050068j),(0.1047102585-0.1864066671j)
(3892000000+0j),(0.7089375854+0.2901798156j),(8.716080629e-05-0.0007292644004j),(3.764993744e-05-0.0007166861324j),(0.09430437535-0.199253193j)
(3893000000+0j),(0.7255578041+0.2420931748j),(-1.023432833e-05-0.000738696137j),(4.099908983e-05-0.0007862681523j),(0.08220594376-0.2111755773j)
(3894000000+0j),(0.7385028601+0.1930306725j),(-8.583685849e-05-0.0007057549665j),(-3.310102329e-05-0.0007292043883j),(0.06868714094-0.2219961768j)
(3895000000+0j),(0.7477805018+0.1425252249j),(-0.0001571205648-0.0006818331312j),(-8.90495503e-05-0.0007494490128j),(0.053959582-0.2313064399j)
(3896000000+0j),(0.7532657981+0.09093172067j),(-0.0002168927022-0.0006723691477j),(-0.0002347550762-0.0007188363816j),(0.03799672425-0.2389739867j)
(3897000000+0j),(0.7547374368+0.03839695634j),(-0.0002087625035-0.0005893750931j),(-0.0001820320031-0.0006569028483j),(0.02118225023-0.2452243278j)
(3898000000+0j),(0.7519314289-0.01484394388j),(-0.000283998379-0.0006426241016j),(-0.0002767726837-0.0006506315549j),(0.003735195613-0.2495740502j)
(3899000000+0j),(0.7451527715-0.06854942025j),(-0.0003022798628-0.0006339786923j),(-0.000345462031-0.0006397895631j),(-0.01414080895-0.2522974748j)
(3900000000+0j),(0.7335082889-0.1221177865j),(-0.0003861373116-0.0005901463446j),(-0.000435649883-0.0006243823445j),(-0.03249978647-0.25315838j)
(3901000000+0j),(0.7174221277-0.1752348115j),(-0.0004261488502-0.0004735395778j),(-0.0004052259319-0.0005550378701j),(-0.05094439164-0.2522180226j)
(3902000000+0j),(0.6968126297-0.2279257865j),(-0.0005114760133-0.0005038446398j),(-0.0004971942399-0.0005235872814j),(-0.06943508983-0.2493863673j)
(3903000000+0j),(0.6712619662-0.2794259661j),(-0.0005059374962-0.0004432494752j),(-0.0005065508303-0.00051519525j),(-0.08769609034-0.2448371197j)
(3904000000+0j),(0.6410191655-0.3294786862j),(-0.0005815098993-0.000449922285j),(-0.0005917405942-0.0004469174892j),(-0.1055151671-0.2383349327j)
(3905000000+0j),(0.6058779359-0.3772738635j),(-0.0006117666489-0.0003861198202j),(-0.000599559804-0.0004252819344j),(-0.1224522665-0.2300855775j)
(3906000000+0j),(0.5654734373-0.4233091866j),(-0.0006007569609-0.000349875947j),(-0.0006613082951-0.0003686263808j),(-0.1386753172-0.2201351155j)
(3907000000+0j),(0.5210119486-0.4648836139j),(-0.0007131766761-0.0002237968874j),(-0.0006624719827-0.0003462773748j),(-0.1538053304-0.2086965427j)
(3908000000+0j),(0.4722771645-0.5032072643j),(-0.0006950533134-0.0001864276273j),(-0.0007036721217-0.0002779634378j),(-0.1678607017-0.1956096163j)
(3909000000+0j),(0.418872416-0.5375239455j),(-0.0007725146716-0.0001494124299j),(-0.0007668641629-0.000148934123j),(-0.1804801524-0.1813421541j)
(3910000000+0j),(0.3614139855-0.5673554319j),(-0.0007250756607-3.515215212e-05j),(-0.0007356977439-8.889651508e-05j),(-0.1914227009-0.1655253747j)
(3911000000+0j),(0.3009964824-0.5913892125j),(-0.0007681197603-2.227324103e-06j),(-0.0007215506048-8.425262422e-06j),(-0.200616762-0.1486835741j)
(3912000000+0j),(0.2371353209-0.609860194j),(-0.000802054652+7.634228677e-05j),(-0.0007774387486+1.350636376e-05j),(-0.2077858299-0.1314711472j)
(3913000000+0j),(0.1707525253-0.6223773008j),(-0.0006882428424+0.0001417981402j),(-0.0007600199315+0.0001083753086j),(-0.2130807638-0.1135005423j)
(3914000000+0j),(0.1023794115-0.628080892j),(-0.0007010383415+0.0001612105116j),(-0.0007767066127+0.000154607158j),(-0.21643655-0.09530291503j)
(3915000000+0j),(0.03327209502-0.6266191315j),(-0.0006555434666+0.0002773610177j),(-0.0007896276657+0.0002254132269j),(-0.2179063708-0.07702008412j)
(3916000000+0j),(-0.0364214927-0.6179784493j),(-0.0006661035586+0.0003591181303j),(-0.0007032778813+0.0002853507467j),(-0.2173118591-0.05902063593j)
(3917000000+0j),(-0.105336383-0.6019926019j),(-0.0006551516708+0.0003834551608j),(-0.0007464827504+0.0003754325153j),(-0.2147740722-0.04148431961j)
(3918000000+0j),(-0.1726823598-0.5786895371j),(-0.0006100376486+0.0004694524105j),(-0.0006219793577+0.0003780454281j),(-0.2106540352-0.02454586607j)
(3919000000+0j),(-0.237646088-0.5481869911j),(-0.0006280789385+0.0005362371448j),(-0.0006020708825+0.0004883057554j),(-0.2046469003-0.008257422185j)
(3920000000+0j),(-0.2992925346-0.5107040115j),(-0.0005192687968+0.0005432125763j),(-0.0005609004293+0.0005499082035j),(-0.1969437003+0.006960338358j)
(3921000000+0j),(-0.3570180833-0.4665169324j),(-0.0005245039938+0.000613615266j),(-0.0005173263489+0.0006018056883j),(-0.1877924055+0.0209615137j)
(3922000000+0j),(-0.4097287357-0.4161688027j),(-0.0004396520671+0.000660018879j),(-0.0004880002234+0.0006556743756j),(-0.177045688+0.03356256293j)
(3923000000+0j),(-0.4565035403-0.360666238j),(-0.000382810249+0.0007366526406j),(-0.0004263203882+0.0007278170669j),(-0.1649343818+0.04451014325j)
(3924000000+0j),(-0.4970924556-0.3007904004j),(-0.0003406663309+0.000759330811j),(-0.0003119847679+0.0007512173615j),(-0.1517967433+0.05376858911j)
(3925000000+0j),(-0.5308499336-0.237084218j),(-0.0002375228069+0.000821043679j),(-0.0002439743839+0.0008087007445j),(-0.1380190104+0.06071572106j)
(3926000000+0j),(-0.557421267-0.17037813j),(-6.207104161e-05+0.0008288628305j),(-0.0001336767746+0.0008213709225j),(-0.1236789748+0.06581109717j)
(3927000000+0j),(-0.5767832994-0.1015970592j),(-0.000102553211+0.0007719578571j),(-0.0001421886845+0.0008091347991j),(-0.1094384119+0.0688732293j)
(3928000000+0j),(-0.5887067914-0.03203011352j),(6.721856153e-06+0.0007541166851j),(-2.766629677e-06+0.0008095797966j),(-0.09527374804+0.06996476356j)
(3929000000+0j),(-0.5931279659+0.03824177724j),(7.124705007e-05+0.0007957925554j),(3.434364771e-05+0.0007546427078j),(-0.08141528815+0.06920934695j)
(3930000000+0j),(-0.5903675556+0.1077841565j),(0.0001403591159+0.0007290747017j),(0.0001335739362+0.0007663792348j),(-0.06805725396+0.0664097332j)
(3931000000+0j),(-0.5807538033+0.1753019596j),(0.0001693999802+0.0007432873244j),(0.0002002569672+0.0007393558626j),(-0.05548642203+0.06182749851j)
(3932000000+0j),(-0.5646029711+0.2408619503j),(0.0002704695216+0.0006762339035j),(0.0002139326098+0.0007882349892j),(-0.04425515234+0.05555521744j)
(3933000000+0j),(-0.5420410633+0.3038749763j),(0.000296501792+0.0007828428643j),(0.0003143298381+0.0007659542607j),(-0.03403754532+0.0476505002j)
(3934000000+0j),(-0.5140565634+0.3634715819j),(0.0003788998583+0.0006669078139j),(0.0003812481882+0.0007070041611j),(-0.02555548213+0.03848364045j)
(3935000000+0j),(-0.4806860089+0.4192429644j),(0.0005237365258+0.0006709283916j),(0.0003865741892+0.00064886373j),(-0.01872045733+0.02817388167j)
(3936000000+0j),(-0.4426065683+0.4706866314j),(0.000497794128+0.000605866313j),(0.0005172044621+0.000595809368j),(-0.01380266529+0.01711869839j)
(3937000000+0j),(-0.401153326+0.5174792448j),(0.0005892573972+0.0005114211817j),(0.000556298648+0.0005452568876j),(-0.01077535842+0.005395065241j)
(3938000000+0j),(-0.3561268151+0.5595258684j),(0.0006653143791+0.0005172037054j),(0.0005204293993+0.0005189091899j),(-0.009703433141-0.006557816897j)
(3939000000+0j),(-0.308139354+0.5967835209j),(0.0007039201446+0.0005019753589j),(0.0006442370359+0.0004362560285j),(-0.01067547034-0.0184922762j)
(3940000000+0j),(-0.2577076554+0.6294568795j),(0.0007375798305+0.0003401309659j),(0.0007574470364+0.0003731553443j),(-0.01352724526-0.03042786401j)
(3941000000+0j),(-0.2057046294+0.6568654854j),(0.0007411038969+0.0002726914827j),(0.0007235129597+0.0003187356342j),(-0.01837781444-0.04192236056j)
(3942000000+0j),(-0.1522949487+0.6793379388j),(0.0007280700374+0.0002605238406j),(0.0007025573286+0.0002067731111j),(-0.02522569895-0.05260108097j)
(3943000000+0j),(-0.09792364389+0.6970820585j),(0.0007836018922+0.0001534198527j),(0.0007857455057+0.000119509692j),(-0.03379543871-0.06227020389j)
(3944000000+0j),(-0.04362466931+0.7097835353j),(0.0007899958291+0.0001064523967j),(0.0007978426875+0.0001074811589j),(-0.04421484098-0.0707481656j)
(3945000000+0j),(0.01135411393+0.7179404071j),(0.0007547152927+3.789179755e-05j),(0.0007817631122+1.545050873e-05j),(-0.05624960363-0.07751620004j)
(3946000000+0j),(0.06608983874+0.7213344758j),(0.0007859497564-9.759729437e-05j),(0.0007502810913-1.780477942e-05j),(-0.06952665746-0.08259127905j)
(3947000000+0j),(0.1201952398+0.7205992786j),(0.000777958543-7.694117812e-05j),(0.0007768693031-0.0001223236177j),(-0.08373833448-0.08555256433j)
(3948000000+0j),(0.1734869629+0.7153681541j),(0.0007041632198-0.000204993994j),(0.0007633128553-9.566206427e-05j),(-0.0987149775-0.08646329087j)
(3949000000+0j),(0.2250991911+0.7063004264j),(0.0006890927907-0.000261699257j),(0.0007099466166-0.000225085736j),(-0.1138485745-0.08506766422j)
(3950000000+0j),(0.2755046189+0.6931557336j),(0.0006349647883-0.0003248931898j),(0.0006127316155-0.0003543625935j),(-0.1289447099-0.08166049584j)
(3951000000+0j),(0.3245125115+0.6766258445j),(0.0006638749037-0.0003975836735j),(0.0007439696928-0.0003181361826j),(-0.1439293623-0.07625987147j)
(3952000000+0j),(0.3719293177+0.6561349805j),(0.0006226135301-0.0004421670747j),(0.0006097287405-0.0003849526111j),(-0.1583934873-0.06889075042j)
(3953000000+0j),(0.4170801044+0.6324756156j),(0.0005939116818-0.0004741022422j),(0.0006042358-0.0004572520847j),(-0.1723573953-0.0595146708j)
(3954000000+0j),(0.4597876072+0.6057306925j),(0.0004535191692-0.0005449054297j),(0.0005442826077-0.0004951364826j),(-0.1853275001-0.0482142613j)
(3955000000+0j),(0.5003954768+0.5762827853j),(0.0004913081648-0.0005684296484j),(0.0004684519663-0.0005443413393j),(-0.1972824484-0.03507690719j)
(3956000000+0j),(0.5383206606+0.5437983913j),(0.0004430373083-0.0006199863856j),(0.0003961023758-0.0006347488379j),(-0.2078135759-0.02050191669j)
(3957000000+0j),(0.5740293264+0.5087535057j),(0.0003997710301-0.0006261889357j),(0.0004225386947-0.0007198497187j),(-0.2167831659-0.004302987379j)
(3958000000+0j),(0.6069322228+0.4714006443j),(0.0003472165263-0.0006205914542j),(0.0003801145067-0.000676280586j),(-0.2241318822+0.01313472699j)
(3959000000+0j),(0.6368759871+0.4313059781j),(0.0003044181794-0.000714924885j),(0.0002539643319-0.0007321389276j),(-0.2297233045+0.03151802183j)
(3960000000+0j),(0.6638844609+0.3893459956j),(0.0002260751207-0.0006882518064j),(0.000235121086-0.0006875778199j),(-0.2332220674+0.05089561526j)
(3961000000+0j),(0.6873705387+0.3457136676j),(0.0001658175315-0.0007345306221j),(0.0002356647747-0.0006772775669j),(-0.2348221987+0.07104069786j)
(3962000000+0j),(0.7079173326+0.2999751645j),(0.0001635309454-0.0007817631704j),(0.0001371281396-0.0008149093483j),(-0.2341069728+0.09156665124j)
(3963000000+0j),(0.725109756+0.2527973965j),(4.139367593e-05-0.0007616148214j),(1.672711187e-05-0.0007253517979j),(-0.2311605364+0.1123708991j)
(3964000000+0j),(0.738447547+0.2044797114j),(-2.597414459e-05-0.0007603345439j),(-7.229996299e-06-0.0007282458246j),(-0.2257833183+0.1328711714j)
(3965000000+0j),(0.7485263348+0.1547663087j),(-0.0001320143929-0.0008348539122j),(-6.621803186e-05-0.0008449574234j),(-0.2185382694+0.1529034852j)
(3966000000+0j),(0.7547242045+0.1037108557j),(-0.0001315169502-0.0007129078149j),(-0.0001960637892-0.0006935307174j),(-0.2089290321+0.172354659j)
(3967000000+0j),(0.7570200562+0.05244379353j),(-0.0002207412617-0.0007919701166j),(-0.0002712150745-0.0006751633482j),(-0.1972840726+0.1910850198j)
(3968000000+0j),(0.7552805543+0.0006820732744j),(-0.0002799728827-0.0007178101223j),(-0.0003199061612-0.0006931320531j),(-0.1836575866+0.2086358665j)
(3969000000+0j),(0.7497349381-0.05131744457j),(-0.0003914781846-0.0006887369673j),(-0.0002907649032-0.0006312300102j),(-0.1678076833+0.2251426215j)
(3970000000+0j),(0.7399544716-0.1027945226j),(-0.0003708173172-0.000644259213j),(-0.0004097476776-0.0006612259895j),(-0.1507094055+0.2398160891j)
(3971000000+0j),(0.7281433344-0.1567432396j),(-0.0004782355973-0.0006052528042j),(-0.0004777912691-0.0006135459989j),(-0.1344662011+0.2545011194j)
(3972000000+0j),(0.7097654939-0.2078380615j),(-0.0005789325805-0.0005059621762j),(-0.0005309481057-0.0005882964469j),(-0.1141372398+0.2657990996j)
(3973000000+0j),(0.686866045-0.2580782925j),(-0.0005796420737-0.0005070836633j),(-0.0005694033462-0.0004732552625j),(-0.09256607294+0.2751334167j)
(3974000000+0j),(0.6596269608-0.3070483525j),(-0.0006078442093-0.0005156187108j),(-0.0005956731038-0.0004401972401j),(-0.07003945112+0.2821625242j)
