Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3818000000+0j),(0.5593944192+0.4429224479j),(-8.518971299e-05-0.0004854461295j),(-5.192842582e-05-0.0004698280245j),(-0.01712304354+0.1217178563j)
(3819000000+0j),(0.5855044723+0.4075822091j),(-0.0001475056197-0.0004594420607j),(-0.0001118349828-0.0004615170183j),(-0.009415718727+0.1305795466j)
(3820000000+0j),(0.6093036532+0.3708476693j),(-0.0001544373081-0.0004732683592j),(-0.0002187190403-0.0005331120919j),(-0.0004257847613+0.1384784834j)
(3821000000+0j),(0.6308291554+0.331765374j),(-0.0002607918868-0.0003777774691j),(-0.0002709006658-0.0004468842235j),(0.009592112154+0.145366994j)
(3822000000+0j),(0.6489942074+0.2914234942j),(-0.0002210025705-0.0003957397712j),(-0.0002361208317-0.0003327026498j),(0.0208791513+0.1513431543j)
(3823000000+0j),(0.6645115018+0.2492658136j),(-0.0002595537517-0.0003434301761j),(-0.0002383146057-0.0003659802314j),(0.03291505575+0.1560802757j)
(3824000000+0j),(0.6773204803+0.2053435545j),(-0.0002544928866-0.0002963234147j),(-0.000300094689-0.0002762911608j),(0.04580013454+0.1594845539j)
(3825000000+0j),(0.6866612434+0.1602631228j),(-0.0002803651441-0.0002875810605j),(-0.0003066029749-0.0003272422764j),(0.05939251557+0.1615383601j)
(3826000000+0j),(0.6927137375+0.1141860116j),(-0.0002822412353-0.0002694818249j),(-0.0003447984927-0.0002889714669j),(0.07349830121+0.1620291032j)
(3827000000+0j),(0.6956521869+0.06700380194j),(-0.0003945610661-0.0002673585841j),(-0.0003596088209-0.0002463703859j),(0.08770613372+0.1610987625j)
(3828000000+0j),(0.6948496699+0.01895997009j),(-0.0003544701322-0.0001868221443j),(-0.0003375307715-0.0001988102158j),(0.1019705087+0.1585758535j)
(3829000000+0j),(0.6902178526-0.02920591147j),(-0.000346910354-0.0001265109313j),(-0.0003458131105-0.0001564388367j),(0.1163071021+0.1545237972j)
(3830000000+0j),(0.6816245317-0.07746936249j),(-0.0003550504334-9.428188059e-05j),(-0.0003743018606-0.0001533955947j),(0.1300819516+0.1490467977j)
(3831000000+0j),(0.669054091-0.1259383658j),(-0.0003935385612-0.0001020017007j),(-0.0003952818806-8.12610815e-05j),(0.143657431+0.1418752727j)
(3832000000+0j),(0.6520465612-0.1738632657j),(-0.000364802574-8.503008576e-05j),(-0.0004119208024-3.689511141e-05j),(0.1564127058+0.1333364831j)
(3833000000+0j),(0.6309502721-0.2213944465j),(-0.0003828431945-3.065796409e-05j),(-0.0003468544164-1.424772654e-05j),(0.1684660017+0.123525852j)
(3834000000+0j),(0.6055324674-0.2676116787j),(-0.0003292647016+7.754649414e-05j),(-0.0003677010827-5.305331797e-06j),(0.179741323+0.1121855391j)
(3835000000+0j),(0.57561028-0.3121458432j),(-0.0003952811821+9.948711522e-05j),(-0.0003487035283+5.020352182e-05j),(0.1896630526+0.0996179779j)
(3836000000+0j),(0.5413076282-0.3542637432j),(-0.0003354571527+0.0001119027438j),(-0.0003978550958+6.865713658e-05j),(0.1981972307+0.08611208651j)
(3837000000+0j),(0.5027409792-0.3944339834j),(-0.0003047588107+0.0001548415021j),(-0.0003684058611+0.0001480727078j),(0.2052825987+0.07174573313j)
(3838000000+0j),(0.4601380229-0.4312539565j),(-0.0002592286619+0.0001294981776j),(-0.0003371383646+0.0001396059961j),(0.2109791636+0.05668211405j)
(3839000000+0j),(0.4132166505-0.4645600674j),(-0.0002789872233+0.0002322720975j),(-0.0002462927077+0.0001374977146j),(0.2150632739+0.04110278921j)
(3840000000+0j),(0.3627219498-0.4939877809j),(-0.0002432316251+0.0001672700892j),(-0.0002108675108+9.933123511e-05j),(0.2176552713+0.02521410718j)
(3841000000+0j),(0.3087934554-0.5187867071j),(-0.0002029486059+0.0001335894194j),(-0.0001860878838+0.0002294281585j),(0.2186025232+0.009168411889j)
(3842000000+0j),(0.2517330348-0.5385679414j),(-0.0001539411023+0.0001836501324j),(-0.0001497521444+0.000205105709j),(0.2177691013-0.006926557901j)
(3843000000+0j),(0.1916990876-0.5533055113j),(-0.000171291249+0.0001565819985j),(-0.0001636007801+0.0001960518275j),(0.2153889984-0.02293253607j)
(3844000000+0j),(0.1301944852-0.5618272296j),(-0.0001556687057+0.0002485500008j),(-0.0001299357391+0.0001046334946j),(0.2113290727-0.03830277653j)
(3845000000+0j),(0.06711421907-0.5642159675j),(-0.0001322736935+0.000175070978j),(-0.0001575534261+0.0001690895879j),(0.2054553628-0.05292620874j)
(3846000000+0j),(0.003362889169-0.5600914007j),(-8.330761921e-05+0.0002141841396j),(-7.633516361e-05+0.0001253787341j),(0.1981543452-0.06672427918j)
(3847000000+0j),(-0.06035384536-0.5493303647j),(-9.466549818e-05+0.000170424275j),(-7.26112994e-05+0.0001628223399j),(0.1896815896-0.0792502674j)
(3848000000+0j),(-0.1231256574-0.531702398j),(-3.317838855e-05+0.0001569667074j),(-5.532323485e-05+0.0001807225199j),(0.1802343428-0.09068907461j)
(3849000000+0j),(-0.1844564825-0.507511844j),(-0.0001075988839+0.0001503276289j),(-6.642339577e-05+0.0001594496134j),(0.1697396636-0.1009110344j)
(3850000000+0j),(-0.2429695725-0.4767500612j),(-2.826980744e-05+0.0002175221452j),(-6.621493958e-05+0.0001380581962j),(0.1584345549-0.1100176141j)
(3851000000+0j),(-0.2982100546-0.4399857602j),(-0.0001348776277+0.0001806636283j),(-7.129175356e-05+0.0001960604714j),(0.1463133395-0.1175177428j)
(3852000000+0j),(-0.3494335115-0.3970167816j),(-1.155506379e-05+0.0002024748101j),(-2.182610115e-05+0.0001675036328j),(0.1336138546-0.1235711695j)
(3853000000+0j),(-0.3957177103-0.3491425556j),(-1.25556403e-06+0.0001481962536j),(-4.746328341e-05+0.0001240078564j),(0.1207435429-0.1279979004j)
(3854000000+0j),(-0.4367040098-0.2966322277j),(-9.183529619e-05+0.0001808255765j),(-9.360426702e-06+0.0001147386283j),(0.1075680703-0.1307977233j)
(3855000000+0j),(-0.4717594385-0.2401270242j),(-5.565935498e-05+0.0002695739095j),(-8.85366353e-06+0.0001806008513j),(0.09436067194-0.1321338965j)
(3856000000+0j),(-0.5004609823-0.1803785j),(-2.947817666e-05+0.0001498260681j),(-5.561326179e-05+0.0001748761861j),(0.08141863346-0.1316656947j)
(3857000000+0j),(-0.5226073861-0.118616766j),(-1.912288644e-05+0.0001672049693j),(-0.0001077840716+0.0001489714778j),(0.06888586283-0.1294722397j)
(3858000000+0j),(-0.5380889177-0.055004846j),(2.376086377e-05+0.0002148571948j),(-1.560047349e-05+0.0001818516903j),(0.05725781992-0.1257490563j)
(3859000000+0j),(-0.5467300415+0.009328707789j),(2.211345418e-06+0.000183050026j),(-8.490561595e-05+0.0001969504519j),(0.04659477621-0.1206336511j)
(3860000000+0j),(-0.5487315655+0.0734379279j),(2.967382716e-05+0.0001925943216j),(-2.796630179e-05+0.0001681065187j),(0.03698698804-0.1145608198j)
(3861000000+0j),(-0.5442797542+0.1369348094j),(7.388473023e-05+0.0002032388729j),(6.008102446e-06+0.0002006407158j),(0.02849928848-0.1072414854j)
(3862000000+0j),(-0.5336585641+0.1987595229j),(-1.554960727e-05+0.0002000111708j),(6.663075328e-05+0.0002078917896j),(0.02129373513-0.09880738161j)
(3863000000+0j),(-0.5172642469+0.2585208024j),(0.0001158494561+0.0002401633683j),(1.349992363e-05+0.0002086184832j),(0.01581764594-0.08970756666j)
(3864000000+0j),(-0.4952198565+0.3158241794j),(0.0001240576676+0.0001719028078j),(6.728936569e-05+0.0001886939717j),(0.0119443303-0.08002468688j)
(3865000000+0j),(-0.4685457051+0.3693375063j),(8.983645967e-05+0.0001958573412j),(0.0001632856583+0.0002325107489j),(0.009763902985-0.07004191686j)
(3866000000+0j),(-0.4372804165+0.4196722949j),(7.096734771e-05+0.0001700866123j),(0.0001433137513+0.0002273967111j),(0.009429505095-0.06015458058j)
(3867000000+0j),(-0.4016920626+0.4663855076j),(0.0001587020233+0.0001442093489j),(0.0001315629634+0.0002010091848j),(0.01065791398-0.05047072478j)
(3868000000+0j),(-0.3631915748+0.5085507524j),(0.0001734855177+0.0001901425421j),(0.0001386053482+0.0001925450051j),(0.0136801051-0.04132053829j)
(3869000000+0j),(-0.3214299381+0.546538029j),(0.0002317345934+0.000162527911j),(0.0001874571753+0.0001826454536j),(0.01824933663-0.0327987294j)
(3870000000+0j),(-0.2770902812+0.5802645825j),(0.0002104309533+0.0001691197103j),(0.0001757799037+0.0001650170452j),(0.02434341423-0.02535133643j)
(3871000000+0j),(-0.2304371297+0.6097772745j),(0.0002049976174+4.252109647e-05j),(0.0002090229827+9.89800028e-05j),(0.03185382113-0.01894503498j)
(3872000000+0j),(-0.1824609488+0.6346460227j),(0.000187386453+6.448789645e-05j),(0.0002477201051+5.550354399e-05j),(0.04053999111-0.01423810218j)
(3873000000+0j),(-0.1330768466+0.6551866719j),(0.0002436238865+2.53011076e-05j),(0.0002022924455+2.448478881e-05j),(0.05002298206-0.01101665403j)
(3874000000+0j),(-0.08274611086+0.6710461306j),(0.0001842638303+4.553600593e-05j),(0.0002610094089+2.714671609e-05j),(0.06007347256-0.009532440782j)
(3875000000+0j),(-0.03197425231+0.6828898198j),(0.0002673609997-4.182707198e-05j),(0.0002496912493+2.609555668e-05j),(0.0705087781-0.009676438157j)
(3876000000+0j),(0.01894042455+0.6903187192j),(0.0002233598498-2.776783049e-06j),(0.0002481580013-9.842289728e-05j),(0.08104164898-0.0115662856j)
(3877000000+0j),(0.06932602823+0.6937011095j),(0.0001804217318-7.629668107e-05j),(0.00024757965-3.243984247e-05j),(0.09162830561-0.01524811446j)
(3878000000+0j),(0.1195610315+0.6931152255j),(0.0002436134382-3.034187102e-05j),(0.0001960319933-6.700649828e-05j),(0.101806961-0.02074103301j)
(3879000000+0j),(0.1691444814+0.6884630897j),(0.0002134806127-9.853311349e-05j),(0.0002525809396-0.0001390384423j),(0.1113739312-0.02786109767j)
(3880000000+0j),(0.2176944464+0.680208143j),(0.0001719998982-0.000103469305j),(0.0001545978885-0.0001215404918j),(0.1201974973-0.03673180259j)
(3881000000+0j),(0.2654373944+0.6684196727j),(0.0001550345041-0.0001410705445j),(0.000167836959-0.0001450207201j),(0.1278423518-0.04707329746j)
(3882000000+0j),(0.3118673563+0.6529607872j),(0.0001787516958-0.0001357282599j),(0.000133351612-0.000178164948j),(0.1342775226-0.05883262013j)
(3883000000+0j),(0.3561632931+0.6343042562j),(0.0001334275585-0.0001794538111j),(0.0001508502173-0.0001500380022j),(0.139222756-0.07157495267j)
(3884000000+0j),(0.3991084993+0.6123579679j),(9.724951815e-05-0.0001878261537j),(0.0001171203257-0.0001004609294j),(0.14255777-0.0852980216j)
(3885000000+0j),(0.4402550757+0.5876917025j),(8.597841952e-05-0.0001972804748j),(0.0001017046307-0.0001079046779j),(0.1442799568-0.0997186449j)
(3886000000+0j),(0.4791926146+0.5598598481j),(3.506337816e-05-0.0002075192024j),(3.97069125e-05-0.0002367970155j),(0.1442286968-0.1145347902j)
(3887000000+0j),(0.5159342289+0.5293843282j),(7.694848136e-06-0.0002397369244j),(4.900163185e-05-0.000156189868j),(0.1425018758-0.1297009415j)
(3888000000+0j),(0.5505839586+0.4957994565j),(1.306376271e-05-0.000169262581j),(5.885910286e-05-0.0002026081056j),(0.138920933-0.1448722826j)
(3889000000+0j),(0.5823392272+0.4602218971j),(-9.14949851e-06-0.0002154374961j),(1.951787453e-05-0.0001810814283j),(0.1335423142-0.1600023578j)
(3890000000+0j),(0.6115443707+0.4225065657j),(5.339565541e-05-0.0001746585767j),(-3.846293839e-05-0.0001995685307j),(0.1266248375-0.1747504618j)
(3891000000+0j),(0.6380572915+0.3820511616j),(-3.837617624e-05-0.0001703329181j),(-3.082100011e-05-0.0002382680541j),(0.1178697646-0.1891223835j)
(3892000000+0j),(0.6614768505+0.3396885739j),(-1.45217773e-05-0.0002509139013j),(5.188952127e-05-0.00019723484j),(0.1072826385-0.2028345895j)
(3893000000+0j),(0.6820594668+0.2951339093j),(-9.504870832e-05-0.0001681349677j),(-4.340375745e-05-0.0001928004931j),(0.09506462514-0.215607179j)
(3894000000+0j),(0.6989868283+0.2492265842j),(-5.706126467e-05-0.0001606378355j),(-9.531686374e-05-0.0002066054149j),(0.08133880049-0.2272160607j)
(3895000000+0j),(0.7126665711+0.2017689212j),(-4.588095544e-05-0.0001407658274j),(-0.0001067440244-0.0001873080037j),(0.06607104838-0.2375395249j)
(3896000000+0j),(0.7229341269+0.1525775249j),(-0.0001385937794-0.0001693715603j),(-0.0001017063769-0.0001226218446j),(0.04967659339-0.2462748286j)
(3897000000+0j),(0.7292015553+0.1028395094j),(-0.0001791728573-0.0001814171992j),(-0.000109422821-0.0001073082967j),(0.03217552602-0.2533747411j)
(3898000000+0j),(0.7316587567+0.05164970683j),(-9.251593292e-05-0.0001100280933j),(-0.0001334661065-0.000135458482j),(0.01362590306-0.2586831868j)
(3899000000+0j),(0.7301419973+0.0002784258474j),(-0.0001932493906-8.893205086e-05j),(-0.0001328196231-0.0001639403927j),(-0.005457140505-0.2620474038j)
(3900000000+0j),(0.7244986892-0.05175352057j),(-0.000190084218-8.257511945e-05j),(-0.0001912900188-5.108222467e-05j),(-0.02490977943-0.2633326063j)
(3901000000+0j),(0.7145189047-0.1037031749j),(-0.0001618155657-6.561676128e-05j),(-0.0001556790521-1.511001028e-05j),(-0.04458033666-0.2627640062j)
(3902000000+0j),(0.6998935342-0.1554922592j),(-0.0001554303017-6.265658885e-05j),(-0.0001670889178-6.451507943e-05j),(-0.06413210183-0.260017402j)
(3903000000+0j),(0.6811130047-0.2064595775j),(-0.0002051069314-4.101418745e-05j),(-0.0001579431992-2.885291724e-05j),(-0.08320184797-0.2554059172j)
(3904000000+0j),(0.6573932767-0.2566768565j),(-0.0002294564183-4.723655729e-05j),(-0.0001789056114-1.336615878e-05j),(-0.1017457619-0.2488969102j)
(3905000000+0j),(0.6290602088-0.305898297j),(-0.0002203794429-6.1229126e-05j),(-0.0002068884787-2.874492566e-05j),(-0.1197083741-0.2407624461j)
(3906000000+0j),(0.5961376429-0.3527919599j),(-0.000305701833+6.433343515e-05j),(-0.0001745561167-3.740114335e-05j),(-0.1367539167-0.230874695j)
(3907000000+0j),(0.5584567189-0.3974593406j),(-0.0001837252785+3.22816195e-05j),(-0.0001982390095-1.228632482e-05j),(-0.1528804451-0.2193149406j)
(3908000000+0j),(0.5164052844-0.4391654684j),(-0.0001980006491+8.723460633e-05j),(-0.0001773165859+5.026453437e-05j),(-0.1677386165-0.2061447867j)
(3909000000+0j),(0.4698935449-0.4772519478j),(-0.0002333852899+3.28460992e-05j),(-0.0001137373692+5.11825674e-05j),(-0.1812906861-0.1916843551j)
(3910000000+0j),(0.4191823304-0.5118033392j),(-0.0001223930885+9.098482406e-05j),(-0.0001534966141+9.798296378e-05j),(-0.1934130788-0.1759148305j)
(3911000000+0j),(0.3647999167-0.5414282096j),(-0.0001572865294+0.0001495345496j),(-0.0001140520544+0.0001113879989j),(-0.2037577182-0.1590722088j)
(3912000000+0j),(0.3066348433-0.5663620144j),(-0.000214719752+0.0001463786029j),(-0.0001779866579+0.0001782318286j),(-0.2124835253-0.1411404946j)
(3913000000+0j),(0.2454362661-0.5859678847j),(-0.0001210331611+0.0002078794496j),(-9.379346011e-05+0.0001033827211j),(-0.2192676961-0.122309588j)
(3914000000+0j),(0.1816681176-0.5994805986j),(-9.374084038e-05+0.0002091461356j),(-0.0001043076336+9.933805995e-05j),(-0.2238922864-0.1028642582j)
(3915000000+0j),(0.1154010594-0.6067681372j),(-9.81586054e-05+0.0002158047137j),(-8.558923582e-05+0.0001793544507j),(-0.2264487296-0.08328144943j)
(3916000000+0j),(0.04844567925-0.6073307963j),(-7.361637108e-05+0.0001595336362j),(-7.879504119e-05+0.0001781261672j),(-0.2266719043-0.06371472306j)
(3917000000+0j),(-0.01914218999-0.6008135343j),(-7.165365969e-05+0.0001904073288j),(-1.462529781e-05+0.0001767036156j),(-0.2247175425-0.04414713779j)
(3918000000+0j),(-0.08637482673-0.5872027129j),(-3.004305654e-05+0.00020161063j),(-4.463961159e-05+0.0001506094413j),(-0.220662266-0.02530477755j)
(3919000000+0j),(-0.1522345096-0.5664754749j),(3.113792627e-05+0.0001991995086j),(-2.051955335e-06+0.0002130540524j),(-0.2145577371-0.007427079227j)
(3920000000+0j),(-0.2162181884-0.5385696251j),(6.235396722e-05+0.0001209279726j),(-4.207698294e-05+0.0001750170777j),(-0.2065241486+0.009725821975j)
(3921000000+0j),(-0.2771397531-0.5039376581j),(1.578973934e-05+0.0001278257114j),(3.582501449e-05+0.0001737537968j),(-0.1965584606+0.02549757034j)
(3922000000+0j),(-0.3345665634-0.4624235958j),(3.629553612e-05+0.000124730097j),(2.431989196e-05+0.0001659123664j),(-0.1849616915+0.03985563794j)
(3923000000+0j),(-0.3872332573-0.4152423418j),(0.0001077505949+0.0001866434322j),(4.973290925e-05+0.0001101452726j),(-0.1718859076+0.05240358893j)
(3924000000+0j),(-0.434438318-0.3625292654j),(8.647867071e-05+0.0001159737512j),(1.843151404e-05+0.000128452215j),(-0.157331571+0.06290936617j)
(3925000000+0j),(-0.475730598-0.3052553459j),(9.294032498e-05+8.538673137e-05j),(6.775385555e-05+0.0001298926363j),(-0.1418668777+0.07125504193j)
(3926000000+0j),(-0.5105065703-0.2441218555j),(9.10463059e-05+3.798224861e-05j),(8.398271166e-05+0.0001647142053j),(-0.1258520931+0.07742793303j)
(3927000000+0j),(-0.5385649204-0.1793604754j),(0.000169942854+8.088711184e-05j),(4.337615246e-05+0.000110957415j),(-0.1092961878+0.08143995396j)
(3928000000+0j),(-0.5594158173-0.1127059025j),(7.023721264e-05+7.279493002e-05j),(7.814641867e-05+7.017896132e-05j),(-0.09263614565+0.08300108464j)
(3929000000+0j),(-0.5730977654-0.04433601845j),(0.0001390084653+7.486846152e-05j),(4.194540088e-05+5.304742899e-06j),(-0.07630866021+0.08211685792j)
(3930000000+0j),(-0.5793804526+0.02409321225j),(0.000130151966+4.581739267e-05j),(0.0001429876429+4.887670366e-05j),(-0.06052806228+0.07892054661j)
(3931000000+0j),(-0.5788249373+0.09192061112j),(0.0001485839457+3.523115447e-05j),(8.037502994e-05+4.417432865e-05j),(-0.04556040466+0.07352049095j)
(3932000000+0j),(-0.5710616112+0.1590666449j),(0.0001196076264+2.475851215e-05j),(0.0001063222517+6.48885034e-05j),(-0.03187248483+0.06596116731j)
(3933000000+0j),(-0.5566571951+0.224136472j),(0.0001024044759+7.672083302e-05j),(4.40508411e-05+2.890998621e-05j),(-0.01976089552+0.05666252684j)
(3934000000+0j),(-0.5363672376+0.286729813j),(0.0001054700842-1.517916917e-05j),(7.178785745e-05+2.518903057e-05j),(-0.009296888486+0.04569158577j)
(3935000000+0j),(-0.5101264715+0.3460754001j),(2.823721843e-05-0.000105930987j),(7.527149864e-05+4.53343855e-05j),(-0.000791189319+0.03305655691j)
(3936000000+0j),(-0.4787989557+0.4017945996j),(6.745144492e-05-6.948632654e-05j),(6.489044608e-05+1.488526686e-05j),(0.005368766841+0.01935845024j)
(3937000000+0j),(-0.4430111051+0.4533013681j),(5.450052413e-05+7.206000737e-05j),(4.28880885e-05+5.846802742e-05j),(0.009261624888+0.004844787792j)
(3938000000+0j),(-0.4026826918+0.5007682843j),(0.0001079276117-1.597937808e-05j),(4.605832146e-05+2.860429595e-05j),(0.01058967039-0.009964985921j)
(3939000000+0j),(-0.3589736819+0.5435298079j),(4.862493734e-05-1.941409391e-05j),(0.000140653312+4.314941907e-05j),(0.009451349266-0.02500719374j)
(3940000000+0j),(-0.3127659559+0.5817601858j),(8.317157335e-05-2.323859917e-05j),(0.0001048287231+1.085092208e-06j),(0.005815809593-0.03953698282j)
(3941000000+0j),(-0.2635962665+0.6150119777j),(1.94308941e-05-1.128209169e-05j),(8.218648873e-05+9.799855616e-05j),(-0.0001547534921-0.05345429634j)
(3942000000+0j),(-0.2124002278+0.6434447081j),(0.0001430491684+1.050340416e-05j),(6.086017675e-05+4.31896442e-05j),(-0.00830740761-0.06647990593j)
(3943000000+0j),(-0.1602938175+0.6667473439j),(6.762610428e-05+2.384120125e-05j),(9.996518929e-05+4.60414085e-05j),(-0.01871494018-0.07824127752j)
(3944000000+0j),(-0.1070890129+0.6851074122j),(7.898229524e-05+1.270002213e-05j),(9.283316467e-05-1.054747008e-05j),(-0.03094718233-0.08829532734j)
(3945000000+0j),(-0.05322843045+0.699140981j),(3.611792636e-05+3.716952779e-05j),(0.0001186144873+6.681516243e-05j),(-0.04477770627-0.09641858919j)
(3946000000+0j),(0.0008210890228+0.7082529988j),(6.04611414e-05-3.105884389e-05j),(9.884117753e-05+1.222440278e-05j),(-0.05990358442-0.1025715139j)
(3947000000+0j),(0.05511986837+0.7127572756j),(5.974095984e-05-1.005171998e-05j),(0.0001078265341+3.574909351e-05j),(-0.07591819018-0.106520444j)
(3948000000+0j),(0.1092926487+0.7132550289j),(5.432135731e-05-0.0001014321533j),(0.0001829920511-2.526803473e-05j),(-0.09277805686-0.1082491433j)
(3949000000+0j),(0.161525175+0.7091033567j),(0.0001353261614-1.681011054e-05j),(0.0001517592464-5.320512719e-05j),(-0.1099967286-0.1078974762j)
(3950000000+0j),(0.2137734443+0.7009131594j),(0.0001000589327+6.274625775e-06j),(0.0001159065941-6.956262223e-05j),(-0.1275228262-0.1050631167j)
(3951000000+0j),(0.2638509572+0.6888168955j),(0.0001102094102-8.623420399e-06j),(0.0001176216247-1.165966842e-05j),(-0.1449105293-0.09990571718j)
(3952000000+0j),(0.3124004304+0.6732557932j),(0.0001037523325-2.856766332e-05j),(0.0001135921193-0.0001242585276j),(-0.1619286835-0.09244915269j)
(3953000000+0j),(0.3602701724+0.6536639928j),(7.90086051e-05-2.094506453e-05j),(0.0001347455691-5.79246007e-05j),(-0.178246066-0.08269149887j)
(3954000000+0j),(0.4050418437+0.6314777792j),(8.909308235e-05-2.226971446e-05j),(0.0001630421757-8.376288315e-05j),(-0.1938048154-0.07087815371j)
(3955000000+0j),(0.4478828907+0.6057054418j),(8.199118747e-05-2.10711205e-05j),(7.516908227e-05-6.949943054e-05j),(-0.2081341296-0.05680691042j)
(3956000000+0j),(0.4893686473+0.5766910913j),(0.0001344838529-0.0001236316166j),(6.806558667e-05-9.223661618e-05j),(-0.2210457772-0.04074423664j)
(3957000000+0j),(0.5278697014+0.5451538269j),(0.00015649329-3.705987911e-05j),(0.0001476871257-0.0001558651711j),(-0.2321854681-0.0228937365j)
(3958000000+0j),(0.5640683174+0.5108461428j),(7.381130854e-05-0.0001018147377j),(0.000143794925-0.0001416561572j),(-0.2413949817-0.003531994425j)
(3959000000+0j),(0.5971910954+0.4740440859j),(7.125948468e-05-0.0001024248631j),(9.68236418e-05-0.0001636371308j),(-0.2484183013+0.01726244962j)
(3960000000+0j),(0.6275402904+0.435113482j),(0.0001314350229-0.0001594900968j),(8.716457523e-05-0.0001359981688j),(-0.2531524897+0.03920176485j)
(3961000000+0j),(0.6552180648+0.3935356651j),(0.0001161408363-0.0001281176228j),(4.644405999e-05-0.0001975785854j),(-0.2552786171+0.06175515477j)
(3962000000+0j),(0.6793858409+0.350324614j),(0.0001138955486-0.0001842094061j),(7.796179125e-05-0.0001592734188j),(-0.2548670173+0.08505710895j)
(3963000000+0j),(0.7002440095+0.3054531407j),(-3.215063771e-06-0.0001824024075j),(4.97210749e-05-0.0001916830079j),(-0.2519824803+0.108102674j)
(3964000000+0j),(0.7183914781+0.2579838258j),(6.24411332e-05-0.0001625168952j),(4.101400555e-05-0.000149514497j),(-0.2462815642+0.1313238525j)
(3965000000+0j),(0.7323487401+0.2099647926j),(3.213185482e-05-0.0001464488159j),(5.33034181e-05-0.0002275475563j),(-0.2380476445+0.154082815j)
(3966000000+0j),(0.7430102229+0.1604175538j),(-1.808703564e-05-0.0001917313202j),(-2.216224493e-05-0.0001586275175j),(-0.2274166942+0.1758431972j)
(3967000000+0j),(0.7497600317+0.1102240365j),(-2.398569268e-05-0.0002233231498j),(4.64571167e-05-0.0002453229099j),(-0.2140760273+0.1967197597j)
(3968000000+0j),(0.7528983355+0.05912036598j),(7.061310316e-05-0.000188597478j),(-3.61103821e-06-0.0001817515003j),(-0.198557809+0.2158864287j)
(3969000000+0j),(0.75181216+0.00693167212j),(-9.131061233e-06-0.0001984128903j),(-6.346683222e-05-0.0001780916209j),(-0.1808087677+0.2334093795j)
(3970000000+0j),(0.7467354536-0.0444518927j),(-9.605600644e-05-0.0002624711778j),(-4.401545448e-05-0.0002129607601j),(-0.161392808+0.248826493j)
(3971000000+0j),(0.7396917939-0.09770583672j),(-6.351961929e-05-0.0002650148235j),(-4.164098209e-05-0.0001805195934j),(-0.1402250826+0.2651393958j)
