Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.1501359791+0.693678333j),(0.001781914732+0.00319783017j),(0.001554507879+0.003298903117j),(-0.003511303803+0.0545028805j)
(3801000000+0j),(-0.09408313036+0.7107637896j),(0.00190460938+0.003051111009j),(0.001813152456+0.003114794381j),(-0.00705776317+0.05530537745j)
(3802000000+0j),(-0.03834608942+0.7229491783j),(0.00208399375+0.002830778016j),(0.001955724321+0.002830999438j),(-0.01075995807+0.05702633357j)
(3803000000+0j),(0.01857294887+0.7301956533j),(0.002320584841+0.002568352735j),(0.00226156041+0.002740484197j),(-0.01421664748+0.0597149093j)
(3804000000+0j),(0.07342597842+0.7329663889j),(0.002498401329+0.002315050922j),(0.002405732404+0.002414938062j),(-0.01740052737+0.06329692041j)
(3805000000+0j),(0.1288246661+0.7311851063j),(0.002647265093+0.002108387882j),(0.002510820515+0.002282480244j),(-0.02020816691+0.06791908305j)
(3806000000+0j),(0.1822315603+0.7250537175j),(0.002720929682+0.001933352672j),(0.002664443804+0.002126380103j),(-0.02224027552+0.07344063068j)
(3807000000+0j),(0.2348902225+0.7149869017j),(0.002825921634+0.00171514973j),(0.002796969609+0.001821938669j),(-0.02332755551+0.07968540852j)
(3808000000+0j),(0.2858044803+0.7009366242j),(0.002913228236+0.0014405736j),(0.00288385828+0.001590205007j),(-0.02341517806+0.08662673321j)
(3809000000+0j),(0.3349364996+0.6834016293j),(0.002977637807+0.001205732115j),(0.002970059169+0.001346641337j),(-0.02239684202+0.09404284042j)
(3810000000+0j),(0.3820997179+0.6624874996j),(0.002960808808+0.0009672557935j),(0.003059031442+0.001132038189j),(-0.0198930949+0.1016927316j)
(3811000000+0j),(0.4276294112+0.6383646766j),(0.002994689159+0.000716958486j),(0.003053397872+0.0009153378778j),(-0.01639690809+0.1094396532j)
(3812000000+0j),(0.4709810913+0.6109311653j),(0.00303805666+0.0004686506581j),(0.003086690558+0.0005901815603j),(-0.01162755117+0.1168900713j)
(3813000000+0j),(0.5118390918+0.5808018838j),(0.003032830311+0.0002770913998j),(0.003111901926+0.00039624903j),(-0.005728222895+0.1241719898j)
(3814000000+0j),(0.5503581762+0.5477199288j),(0.003065307857+6.244222459e-05j),(0.003121522721+0.0002053725329j),(0.001413699822+0.1306929592j)
(3815000000+0j),(0.5863681436+0.5121470362j),(0.003002434503-0.0001137097643j),(0.003158975858+2.213883454e-05j),(0.009505056776+0.1365586361j)
(3816000000+0j),(0.6196499467+0.4738349455j),(0.002956592245-0.0004090387083j),(0.003068242688-0.000212645522j),(0.01852540299+0.1417438939j)
(3817000000+0j),(0.6502770782+0.432582961j),(0.002972033806-0.0004944088869j),(0.003107872559-0.0004669444752j),(0.02856869251+0.1458799926j)
(3818000000+0j),(0.6772558093+0.3901397986j),(0.002872821409-0.0006915308186j),(0.003003950231-0.0006386453169j),(0.03901575506+0.1489892566j)
(3819000000+0j),(0.7012639642+0.3453483205j),(0.002868168056-0.0008999662241j),(0.002997545758-0.0008377548656j),(0.05013363436+0.1511925647j)
(3820000000+0j),(0.7222049236+0.2985564585j),(0.002794679254-0.001155283535j),(0.002957781777-0.001133202459j),(0.06140293926+0.1523130594j)
(3821000000+0j),(0.7398099303+0.2499796817j),(0.002708341228-0.001301056473j),(0.002859267872-0.00129811035j),(0.07317093015+0.1522446491j)
(3822000000+0j),(0.753678441+0.1999942585j),(0.002678247401-0.001537394361j),(0.002794090426-0.001505670021j),(0.08533179015+0.1510951007j)
(3823000000+0j),(0.763820827+0.1487536717j),(0.002566595562-0.001758907922j),(0.002660878934-0.001715625287j),(0.09739776701+0.1487620753j)
(3824000000+0j),(0.7700554132+0.09637116494j),(0.002466839273-0.001891089487j),(0.002611980308-0.001888088766j),(0.1094991639+0.1451897195j)
(3825000000+0j),(0.7724063396+0.04268716566j),(0.002332108794-0.002104286337j),(0.002422946971-0.002115828451j),(0.1216095686+0.1403711302j)
(3826000000+0j),(0.7706574798-0.01138625358j),(0.002216469962-0.002256379928j),(0.002260806737-0.002369727707j),(0.1335060745+0.134159976j)
(3827000000+0j),(0.7648524046-0.0660332343j),(0.002092064358-0.002462225268j),(0.00210804143-0.002525446238j),(0.1447661668+0.1268904131j)
