Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.07931429148+0.7076186735j),(-0.0007307926426-0.001944011659j),(-0.000618528924-0.001950095291j),(-0.0402665697+0.06431930527j)
(3801000000+0j),(-0.02307919227+0.7181297594j),(-0.0009511483368-0.001814638381j),(-0.0008388894494-0.001885318081j),(-0.04152747244+0.06864504798j)
(3802000000+0j),(0.03228508681+0.7236300701j),(-0.001082507079-0.001790616661j),(-0.001026040525-0.001885803416j),(-0.04234395549+0.07351242412j)
(3803000000+0j),(0.08733188361+0.7248460978j),(-0.001248146524-0.001617564121j),(-0.00112407899-0.001752144541j),(-0.04252044111+0.07909967639j)
(3804000000+0j),(0.1414058208+0.7215408374j),(-0.001349271624-0.001518100034j),(-0.001293442328-0.001614088891j),(-0.04213191196+0.08510891812j)
(3805000000+0j),(0.1947249025+0.7139114898j),(-0.001402036869-0.001323146396j),(-0.001426153467-0.001421027002j),(-0.04059045762+0.09151025352j)
(3806000000+0j),(0.2462710887+0.702552775j),(-0.001617601025-0.001267813263j),(-0.001504233223-0.001325406018j),(-0.03815162554+0.09803768712j)
(3807000000+0j),(0.2966662645+0.6873770618j),(-0.001649915706-0.001133941812j),(-0.001701409812-0.001311378437j),(-0.03481210768+0.1045487788j)
(3808000000+0j),(0.3448514938+0.6682436853j),(-0.001821997459-0.0009161831695j),(-0.001773296506-0.001070256345j),(-0.03062226065+0.1110503669j)
(3809000000+0j),(0.3913611174+0.645902239j),(-0.001788451569-0.0008027098957j),(-0.001788720489-0.0009109594976j),(-0.02576552518+0.1172589889j)
(3810000000+0j),(0.4359430671+0.6199092168j),(-0.001804252388-0.0006473601679j),(-0.001867566258-0.000659494428j),(-0.01985017024+0.1232422725j)
(3811000000+0j),(0.4778692722+0.5917623112j),(-0.001925544115-0.0004612691118j),(-0.002014571102-0.0005534267984j),(-0.01334319636+0.1289930847j)
(3812000000+0j),(0.5173191428+0.5606837792j),(-0.001887139282-0.0003483039618j),(-0.001998047577-0.0004092723539j),(-0.005917718634+0.1342312275j)
(3813000000+0j),(0.5545353889+0.5266033263j),(-0.001917807851-0.0001475594909j),(-0.00200017239-0.000265441864j),(0.002182104392+0.1390261959j)
(3814000000+0j),(0.5891134143+0.4894693601j),(-0.001931731822-3.647390986e-05j),(-0.002007859759-0.0001259231212j),(0.0111212777+0.1431092879j)
(3815000000+0j),(0.6211138368+0.4499162705j),(-0.00191809237+0.0001435539307j),(-0.002025862224+3.446512346e-05j),(0.02075994574+0.1464141426j)
(3816000000+0j),(0.6496603489+0.4085491486j),(-0.001919223694+0.0003392460349j),(-0.002016568091+0.0001811002439j),(0.03099229932+0.148797493j)
(3817000000+0j),(0.6755314469+0.3645534048j),(-0.00190013391+0.0004930987488j),(-0.001966290874+0.0003115362488j),(0.0415770635+0.1501625423j)
(3818000000+0j),(0.697905004+0.3188484021j),(-0.001879904186+0.0005494773504j),(-0.001949501573+0.0005814420874j),(0.05255197361+0.1504760234j)
(3819000000+0j),(0.7169268131+0.2714509644j),(-0.00178522896+0.0007857013261j),(-0.00191967038+0.0007159968372j),(0.0637864098+0.1498559788j)
(3820000000+0j),(0.7324243188+0.2221315518j),(-0.001805174048+0.0009330559405j),(-0.00181481347+0.0008921527187j),(0.07512885332+0.1478701146j)
(3821000000+0j),(0.744147718+0.1717679508j),(-0.001631856197+0.0009755833889j),(-0.001738336752+0.001049140585j),(0.08617416769+0.1449397886j)
(3822000000+0j),(0.7518846393+0.1206191083j),(-0.001615097164+0.001216889708j),(-0.001672821702+0.001148693264j),(0.09716627002+0.1408575983j)
(3823000000+0j),(0.7558723092+0.06790816904j),(-0.001552395406+0.001301331678j),(-0.001635778463+0.001277639996j),(0.1079357341+0.1358694787j)
(3824000000+0j),(0.7558413744+0.01462546346j),(-0.001414401806+0.001467164373j),(-0.001561843092+0.001498061349j),(0.1180736572+0.1298973533j)
(3825000000+0j),(0.7515009046-0.03954008558j),(-0.001358505688+0.001505510532j),(-0.001412446494+0.001561254263j),(0.1280522496+0.1229028307j)
(3826000000+0j),(0.7427927852-0.09377544762j),(-0.001196925645+0.001687290845j),(-0.001262045+0.001682852046j),(0.1373317093+0.1149884204j)
(3827000000+0j),(0.7296625972-0.1471834936j),(-0.001055319677+0.0017634877j),(-0.001210962771+0.001811518567j),(0.1458595246+0.1062705539j)
(3828000000+0j),(0.7120504379-0.2004890366j),(-0.0009166584932+0.001849487773j),(-0.0009681791998+0.001924897777j),(0.1537382752+0.09670663979j)
(3829000000+0j),(0.6896504164-0.2525852667j),(-0.0007231926429+0.00198843237j),(-0.0008389829309+0.001959003741j),(0.1606881469+0.0863648375j)
(3830000000+0j),(0.6627610326-0.3038259246j),(-0.0005540135899+0.002138915705j),(-0.0006732898764+0.002100335201j),(0.1666180044+0.07518985647j)
(3831000000+0j),(0.6311001182-0.3529396197j),(-0.0004021084751+0.002096642507j),(-0.0005801556981+0.002161932178j),(0.1712944955+0.06364339075j)
(3832000000+0j),(0.5945445895-0.3997120365j),(-0.0002438447846+0.002213221975j),(-0.0002645038476+0.002202727832j),(0.1749210656+0.05186037987j)
(3833000000+0j),(0.5533899665-0.4441509294j),(-3.282931721e-05+0.0022253606j),(-0.0001080425282+0.002314712619j),(0.1773825437+0.03975360971j)
(3834000000+0j),(0.5077908039-0.4848298959j),(0.000115594914+0.002246647142j),(9.585495718e-05+0.002305284142j),(0.1786499768+0.02748713221j)
(3835000000+0j),(0.4577341676-0.5221516129j),(0.0003703871625+0.002232673345j),(0.0003286844585+0.002278232714j),(0.1787637323+0.01518922664j)
(3836000000+0j),(0.4034570456-0.5551861535j),(0.0004779957526+0.002236915985j),(0.0004412494309+0.002332384465j),(0.1776686907+0.003109662342j)
(3837000000+0j),(0.345823884-0.5833021177j),(0.0006640326465+0.002187887672j),(0.0006553981802+0.002239138121j),(0.1753910035-0.008702117417j)
(3838000000+0j),(0.2846803963-0.6058327381j),(0.0009439535788+0.002109864959j),(0.0009112160187+0.00221905089j),(0.1720878035-0.01993173705j)
(3839000000+0j),(0.2205565721-0.6228310278j),(0.0011736413+0.002116785152j),(0.001099335961+0.002133828588j),(0.1676401347-0.03076563691j)
