Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5199283957+0.3313454901j),(6.010067591e-05+0.0008245960344j),(-5.296718155e-05+0.0007794662379j),(-0.03771277517+0.06761183575j)
(3801000000+0j),(-0.4930483997+0.3834530702j),(-9.597049029e-06+0.000784739852j),(-5.098241309e-05+0.0007283695741j),(-0.04032072052+0.07155625665j)
(3802000000+0j),(-0.4621498585+0.4325141665j),(3.947211735e-05+0.0007841490442j),(2.373758798e-05+0.0007643934805j),(-0.04251211137+0.07633673178j)
(3803000000+0j),(-0.4265131354+0.4794779711j),(0.0001999753586+0.0007312475936j),(3.444860704e-05+0.000749347324j),(-0.04394877329+0.08187681327j)
(3804000000+0j),(-0.3873534501+0.522727343j),(0.0001513048046+0.0007377489237j),(4.808849917e-05+0.0006897783023j),(-0.04472818971+0.0880198908j)
(3805000000+0j),(-0.3444948494+0.5629086587j),(0.0002402902173+0.0007090849685j),(9.46897344e-05+0.0007087463164j),(-0.0446241349+0.09460038555j)
(3806000000+0j),(-0.2975277007+0.5992279213j),(0.000194926979+0.0006985315704j),(0.0001648186008+0.0006624934031j),(-0.04370365664+0.1015842803j)
(3807000000+0j),(-0.2473275214+0.6316737132j),(0.0001952293096+0.0007254501106j),(0.0002215623972+0.0006487793289j),(-0.0416675359+0.108791251j)
(3808000000+0j),(-0.1944709271+0.659450215j),(0.0002284104849+0.0007774375263j),(0.0002832705504+0.0006878840504j),(-0.03886228427+0.1159877987j)
(3809000000+0j),(-0.1387103498+0.6827334536j),(0.0002679279423+0.0006255753688j),(0.0002410583256+0.0006217894843j),(-0.03515812382+0.1231976247j)
(3810000000+0j),(-0.08092676848+0.7011610042j),(0.0003131609119+0.0006977642188j),(0.0003197888727+0.0005878602969j),(-0.03037120588+0.1304079701j)
(3811000000+0j),(-0.02171329968+0.7143984677j),(0.0003610050771+0.0006870780489j),(0.0002706268278+0.0006402133731j),(-0.02473947592+0.137541194j)
(3812000000+0j),(0.03951630741+0.7225757101j),(0.0004004790972+0.0005964749726j),(0.000334715005+0.0006691649905j),(-0.01845176332+0.1445357398j)
(3813000000+0j),(0.1016150415+0.7249077814j),(0.0003806259483+0.0005967532052j),(0.000341870822+0.0006374275545j),(-0.01097266842+0.1510311119j)
(3814000000+0j),(0.1644029766+0.721579841j),(0.0004920531646+0.0006800279371j),(0.0004013401049+0.0006006115j),(-0.002539816545+0.157154595j)
(3815000000+0j),(0.2265038639+0.7126437615j),(0.0005071813939+0.0005746220704j),(0.0004484493402+0.0006739544333j),(0.0069662272+0.1625402593j)
(3816000000+0j),(0.2880351543+0.6975040914j),(0.0005637230934+0.000595706224j),(0.0005440030945+0.0005902404664j),(0.01756715029+0.167131629j)
(3817000000+0j),(0.3484568894+0.6766519779j),(0.0006589440745+0.0005662753247j),(0.0005958805559+0.000648919493j),(0.02853278071+0.1706077595j)
(3818000000+0j),(0.4071342647+0.6496532186j),(0.0006592359859+0.0005846280837j),(0.0006533773267+0.0006063844776j),(0.0400531888+0.1730141203j)
(3819000000+0j),(0.4635756314+0.6173718539j),(0.0006454514223+0.0004692290386j),(0.0006524359342+0.0004865659866j),(0.05241442844+0.1742293359j)
(3820000000+0j),(0.5168053508+0.5793270519j),(0.000755805755+0.0004874555161j),(0.0006765271537+0.0004310673685j),(0.06461571157+0.1742701126j)
(3821000000+0j),(0.5661706924+0.5362920264j),(0.0007593373302+0.000442163815j),(0.0008307422977+0.0004283056478j),(0.07740309834+0.1731739596j)
(3822000000+0j),(0.6111813784+0.4886542773j),(0.0009103070479+0.0003251607995j),(0.0007700951537+0.0004240635608j),(0.08989098668+0.1709317499j)
(3823000000+0j),(0.6516155005+0.4366683502j),(0.0008716109442+0.0002337424376j),(0.0009370361222+0.000272441539j),(0.102131851+0.1674387825j)
(3824000000+0j),(0.6871278286+0.3804583742j),(0.0009160622139+0.0002107132023j),(0.0009122194606+0.0002407699067j),(0.1144891083+0.1630648902j)
(3825000000+0j),(0.7168680429+0.3210876937j),(0.0009587963577+0.0001375447318j),(0.0009519752348+0.00016393447j),(0.1264989227+0.1574839289j)
(3826000000+0j),(0.7409281731+0.2584918732j),(0.0009102015756+2.891929398e-05j),(0.0009460893343+9.496154235e-05j),(0.1382181048+0.1507959071j)
(3827000000+0j),(0.7586812377+0.1943290511j),(0.0009206090472-1.492679166e-05j),(0.0009707289282-4.923975212e-06j),(0.149451077+0.14323204j)
(3828000000+0j),(0.770239234+0.1285912332j),(0.001006808714-9.857979603e-05j),(0.0009813926881-4.20764336e-05j),(0.1602670252+0.1344840901j)
(3829000000+0j),(0.7751260996+0.06224264899j),(0.0009273588075-0.0001742650638j),(0.001001536613-0.000141463941j),(0.1702516824+0.1246384011j)
(3830000000+0j),(0.7735267282-0.004500059197j),(0.0009850767674-0.0001870162232j),(0.0009924009209-0.0001843445498j),(0.1792732328+0.1137826707j)
(3831000000+0j),(0.765473485-0.07054103682j),(0.0009268632857-0.0003703799157j),(0.0009891010122-0.000247207121j),(0.1874484718+0.1019286603j)
(3832000000+0j),(0.7507837415-0.1352208525j),(0.0009658110794-0.0003967964149j),(0.00100703584-0.0003547688539j),(0.1943134218+0.08936907825j)
(3833000000+0j),(0.7300187945-0.1975913569j),(0.0009266572306-0.0004783389159j),(0.0009681250085-0.000412058027j),(0.199988544+0.07599582905j)
(3834000000+0j),(0.7032618523-0.2581183042j),(0.0009128170204-0.0005931582418j),(0.000947343593-0.0005547509645j),(0.2041713893+0.06230165408j)
