Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.5123736262+0.3371827j),(0.0001027826875+0.001081113005j),(3.953623309e-05+0.0009870714275j),(-0.02835720405+0.06333178467j)
(3801000000+0j),(-0.4859479368+0.3882017033j),(0.0001262540172+0.0009751110338j),(9.25553104e-05+0.001008486142j),(-0.0313058123+0.06642085616j)
(3802000000+0j),(-0.454913795+0.4367053391j),(0.0002665966167+0.001049208688j),(0.000134724105+0.0009420514689j),(-0.03364460543+0.07025130932j)
(3803000000+0j),(-0.419585675+0.4828198105j),(0.0002370370348+0.000906604575j),(0.0002646904031+0.0009259408689j),(-0.03565286845+0.07486725125j)
(3804000000+0j),(-0.380610764+0.5256159856j),(0.0003829390917+0.0009136630106j),(0.0002388388384+0.0009019279969j),(-0.03681508452+0.08010827704j)
(3805000000+0j),(-0.3378329575+0.5651366268j),(0.0003551784321+0.0008701647748j),(0.0003780317202+0.0008441754035j),(-0.03715769574+0.08575134953j)
(3806000000+0j),(-0.291179508+0.6009430071j),(0.0003368375474+0.0008308936376j),(0.0004016952007+0.0008069282048j),(-0.0368148908+0.09172430544j)
(3807000000+0j),(-0.2411472499+0.6327483481j),(0.0004536456254+0.0007161779213j),(0.0004035652382+0.0007500444772j),(-0.03579719737+0.09784873449j)
(3808000000+0j),(-0.1887460351+0.6601653339j),(0.0005045867874+0.0007166944561j),(0.0004596634244+0.0007504649111j),(-0.03386418894+0.1043376299j)
(3809000000+0j),(-0.1335651278+0.6830198691j),(0.0004838891618+0.000657558383j),(0.0004992775503+0.0007280322607j),(-0.03108538128+0.1108532087j)
(3810000000+0j),(-0.07608713955+0.701009301j),(0.0005378588103+0.0006665561814j),(0.000542426249+0.0006939775776j),(-0.02782725915+0.1175000684j)
(3811000000+0j),(-0.01710606739+0.7140772689j),(0.0005732424324+0.0006519890158j),(0.0005722939968+0.000624957087j),(-0.02346394025+0.1243466748j)
(3812000000+0j),(0.04307116568+0.722148061j),(0.0005947148893+0.0005746377865j),(0.0005850995658+0.0005711126723j),(-0.0182465408+0.1312053408j)
(3813000000+0j),(0.1041919366+0.7246466998j),(0.0006238996866+0.0005868658191j),(0.0006487662904+0.0006125184009j),(-0.01214643288+0.1377642827j)
(3814000000+0j),(0.1663424224+0.7213496196j),(0.000639720296+0.0004918002523j),(0.0006751039764+0.0006349830655j),(-0.004997722805+0.1440301568j)
(3815000000+0j),(0.228381604+0.7120502936j),(0.00068729138+0.0004695225216j),(0.0007530183066+0.0005096756504j),(0.003161255503+0.1498870616j)
(3816000000+0j),(0.2898973525+0.6972605062j),(0.0007349578664+0.0005086751771j),(0.0008082889835+0.0005208981456j),(0.01241514087+0.1550145526j)
(3817000000+0j),(0.3502916694+0.6761682693j),(0.0007824163768+0.0004313251411j),(0.0008595762774+0.0004748374631j),(0.02262379415+0.1591538609j)
(3818000000+0j),(0.4082240164+0.6496917045j),(0.0008491454646+0.0003596235765j),(0.0008516606176+0.0004181019031j),(0.03314962238+0.1621772558j)
(3819000000+0j),(0.4641981423+0.6173600857j),(0.00085608277+0.000334244367j),(0.0008767276304+0.0004112083989j),(0.04452061653+0.164298057j)
