Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3823000000+0j),(0.7522520423+0.2752052333j),(-2.817924906e-05+0.0002385211264j),(5.220423191e-05+0.000285232265j),(0.06323760748+0.1516015802j)
(3824000000+0j),(0.7681581378+0.2232818559j),(3.780776751e-05+0.0002126476465j),(6.004581883e-05+0.0002131079818j),(0.07534324378+0.1513431376j)
(3825000000+0j),(0.7803371549+0.169750351j),(0.0001136607534+0.0002725463128j),(7.61160336e-05+0.0002719454642j),(0.08772645891+0.1496737136j)
(3826000000+0j),(0.7884162664+0.1152592088j),(0.0001819582103+0.0001997168292j),(0.0001743840985+0.0002594138787j),(0.1005290076+0.1467312313j)
(3827000000+0j),(0.7927284837+0.05963993595j),(0.0001624002616+0.0002246534714j),(9.837546531e-05+0.0002367459674j),(0.113152124+0.1425159161j)
(3828000000+0j),(0.7924024463+0.003246583016j),(0.0001684305607+0.0001977513457j),(0.0002033649507+0.0002457341179j),(0.1254238337+0.137073677j)
(3829000000+0j),(0.7876495719-0.05364707233j),(0.0002394697076+0.0001946621051j),(0.0002288469841+0.0002120472345j),(0.1374651492+0.1301580207j)
(3830000000+0j),(0.7783426046-0.1105459744j),(0.0003193661105+0.0001816007571j),(0.0003026189515+0.0002397632634j),(0.1489090472+0.1221754694j)
(3831000000+0j),(0.7641679049-0.1680880318j),(0.0002063877037+0.0001792540716j),(0.0003378691035+9.946015052e-05j),(0.1598653942+0.1126310329j)
(3832000000+0j),(0.7448811531-0.2245396792j),(0.0002871198521+9.342865087e-05j),(0.0002997134579+0.0001139397791j),(0.1696749628+0.1018853957j)
(3833000000+0j),(0.7208499908-0.2803709133j),(0.0002960340644+5.931821215e-05j),(0.0003410784411+4.153051123e-05j),(0.1785284281+0.08988304719j)
(3834000000+0j),(0.6914342642-0.3347300259j),(0.0003179556807+2.505367229e-05j),(0.0004400520411+2.64017126e-05j),(0.1860037744+0.07697186019j)
(3835000000+0j),(0.6572029591-0.3866585477j),(0.0003940107417+2.11134593e-05j),(0.0003873756796-7.031108908e-06j),(0.1922185719+0.06316905093j)
(3836000000+0j),(0.617351234-0.4369468692j),(0.0004044105008+3.640584282e-06j),(0.0004796458234-4.012050704e-05j),(0.1969076097+0.0487452207j)
(3837000000+0j),(0.572589457-0.4842415376j),(0.0004064497189-5.046668593e-05j),(0.0004050222342-8.012978651e-05j),(0.2000546902+0.0339018908j)
(3838000000+0j),(0.5231866241-0.527373779j),(0.0004238150141-4.493932283e-05j),(0.0004167862062-8.638011059e-05j),(0.2015614808+0.01866928618j)
(3839000000+0j),(0.4689238369-0.5667989218j),(0.0004086106783-0.0001547806023j),(0.0004916828475-0.0001110662197j),(0.2012847811+0.003511391507j)
(3840000000+0j),(0.4100399017-0.6015675733j),(0.0003689237928-0.0002113807568j),(0.0004520301591-0.0002253638377j),(0.1996648163-0.01147316446j)
(3841000000+0j),(0.3477059007-0.6306493702j),(0.0003396158863-0.0002465783909j),(0.0004067410773-0.0003095744469j),(0.1963020861-0.02599246271j)
(3842000000+0j),(0.2813096642-0.6540424241j),(0.0004242864379-0.0003380588605j),(0.0004110888112-0.0003428471973j),(0.1914410442-0.04018322849j)
(3843000000+0j),(0.2112209797-0.6716375351j),(0.0003985509393-0.0004097739584j),(0.0003343107528-0.0003306961735j),(0.185123831-0.05354590791j)
(3844000000+0j),(0.1388766766-0.6819573789j),(0.0003079544404-0.0003392405924j),(0.0002965898893-0.0004093968892j),(0.1772560328-0.06612169513j)
(3845000000+0j),(0.06522253901-0.6848757186j),(0.0003351719934-0.000458185561j),(0.0002386003616-0.0004168246815j),(0.1682858765-0.07763399523j)
(3846000000+0j),(-0.009174264967-0.6801225898j),(0.0002277758176-0.0004994085175j),(0.0002639364393-0.0004536547058j),(0.1581545919-0.08768761861j)
(3847000000+0j),(-0.083513394-0.6674307987j),(0.0002300888591-0.0005231988616j),(0.0002120285208-0.0005446795258j),(0.1469322741-0.09627920956j)
(3848000000+0j),(-0.1572980285-0.6464940233j),(0.0001457674953-0.0005015571369j),(0.0001403672359-0.0005793314194j),(0.1351521462-0.1034080589j)
(3849000000+0j),(-0.2284852862-0.6179599028j),(0.0001129793163-0.0005972245708j),(6.735410716e-05-0.0006122257328j),(0.1227256656-0.1089389794j)
(3850000000+0j),(-0.2966136038-0.5815267568j),(-1.156218786e-05-0.0006592370337j),(-1.141772555e-05-0.0006218951312j),(0.1099630296-0.1127525167j)
(3851000000+0j),(-0.3606701791-0.5382300282j),(-7.108200225e-05-0.0006358490209j),(-6.913604739e-05-0.0006161155179j),(0.09716947377-0.1148901294j)
(3852000000+0j),(-0.4201725125-0.4874676564j),(-0.0001437457395-0.0006144180079j),(-0.0001281827572-0.0006083188928j),(0.08445835859-0.1150884545j)
(3853000000+0j),(-0.4734377265-0.4310336892j),(-0.0002426675201-0.0005810749135j),(-0.0002157898853-0.0005805609981j),(0.07207430154-0.1137465865j)
(3854000000+0j),(-0.520437479-0.3690043133j),(-0.0002637672878-0.0005933579523j),(-0.0002337797632-0.0005958332331j),(0.06055411696-0.1108180468j)
(3855000000+0j),(-0.5603944659-0.3023017982j),(-0.0003432171943-0.00059650396j),(-0.0002234898711-0.0005960289272j),(0.04994175583-0.1062363786j)
(3856000000+0j),(-0.5927310586-0.2321904481j),(-0.0004068295239-0.0005896434886j),(-0.0004418012686-0.00055943802j),(0.04036239907-0.1004395773j)
(3857000000+0j),(-0.6170433164-0.159351014j),(-0.000451474014-0.0004630902549j),(-0.0004757043207-0.0005014596391j),(0.03206884861-0.0935071987j)
(3858000000+0j),(-0.6334775686-0.08515584709j),(-0.0005098248366-0.0004537939385j),(-0.000521911541-0.0004565678537j),(0.02527248487-0.08560968135j)
(3859000000+0j),(-0.641923964-0.01025107073j),(-0.0005801237421-0.0004089644935j),(-0.0005013296031-0.0004236391396j),(0.01997835189-0.07710785515j)
(3860000000+0j),(-0.6423922777+0.06468858977j),(-0.0006284444826-0.0003090545069j),(-0.0005468155141-0.0004007342213j),(0.01629804447-0.06808823783j)
(3861000000+0j),(-0.6351031065+0.1382999092j),(-0.0006277006469-0.0002723837388j),(-0.0006153099239-0.0003326911537j),(0.01427101064-0.05899527844j)
(3862000000+0j),(-0.6209380627+0.2092155037j),(-0.0007182937115-0.0002398351644j),(-0.000670827867-0.0002225056669j),(0.01387375128-0.04989013219j)
(3863000000+0j),(-0.599632144+0.2775218458j),(-0.0007390802493-0.0001334590052j),(-0.0006672787131-0.0001164180503j),(0.01479624677-0.04108296082j)
(3864000000+0j),(-0.5723273754+0.3426410298j),(-0.0007665976882-8.947289462e-05j),(-0.0007152436883-0.000134508984j),(0.01740563288-0.03276679141j)
(3865000000+0j),(-0.5391640067+0.4038374187j),(-0.0007014295552-2.794690545e-06j),(-0.0007023626822-3.980908514e-05j),(0.02149230428-0.02504298061j)
(3866000000+0j),(-0.5013000965+0.4604791107j),(-0.0007536041085+7.416265726e-05j),(-0.0007047905819+3.72244067e-05j),(0.02664251812-0.01830772262j)
(3867000000+0j),(-0.4581718743+0.5126170515j),(-0.0007291214424+0.0001724555332j),(-0.0006931209355+0.0001045733006j),(0.03291778639-0.01259002012j)
(3868000000+0j),(-0.4119074047+0.5592839538j),(-0.000718373456+0.0002350038412j),(-0.0007580613019+0.0001246486063j),(0.04009699821-0.007836100315j)
(3869000000+0j),(-0.3621354997+0.6011200655j),(-0.0007117440109+0.0003648645652j),(-0.0007120693917+0.0002457846131j),(0.04818419367-0.004351167598j)
(3870000000+0j),(-0.3096586764+0.637719627j),(-0.0006267567514+0.0004290517827j),(-0.000692696136+0.0003473787219j),(0.05679856241-0.002051694474j)
(3871000000+0j),(-0.2545624673+0.6689557102j),(-0.0006124387146+0.0004223989672j),(-0.0006546545774+0.000426489336j),(0.06604969501-0.001049524063j)
(3872000000+0j),(-0.1989991665+0.6946653809j),(-0.0005113864318+0.0005307939136j),(-0.0005884024431+0.0004521843803j),(0.07574542612-0.001694959191j)
(3873000000+0j),(-0.1419179142+0.7154262869j),(-0.0004950973671+0.000554438855j),(-0.0005750448327+0.0004790445964j),(0.08558767289-0.003921167296j)
(3874000000+0j),(-0.0836526528+0.7308872002j),(-0.000514884654+0.0005612839595j),(-0.0005081740674+0.000575530401j),(0.09525237232-0.007588569721j)
(3875000000+0j),(-0.02581913956+0.7416425742j),(-0.0003834949748+0.0006229916471j),(-0.0004179751559+0.000604143308j),(0.1047477871-0.01287817348j)
(3876000000+0j),(0.0323584415+0.7471853779j),(-0.0003793334763+0.000639136706j),(-0.0003821632708+0.00062942761j),(0.1137358323-0.01957635517j)
(3877000000+0j),(0.09003200382+0.7481231349j),(-0.0002026270813+0.0006883782335j),(-0.0003620505449+0.0007075325702j),(0.1221072376-0.02779867524j)
(3878000000+0j),(0.1468522996+0.744380152j),(-0.0002047940507+0.000667938788j),(-0.0002517647808+0.0007598732482j),(0.1296108961-0.0373095158j)
(3879000000+0j),(0.2025906444+0.7364404456j),(-0.0001490579016+0.0007823464111j),(-0.0001323996985+0.0007092505693j),(0.1360913813-0.0483849754j)
(3880000000+0j),(0.2568674386+0.7240939436j),(-9.497618157e-05+0.0006921816966j),(-0.0001039750787+0.0007328371285j),(0.1414844245-0.0603711573j)
(3881000000+0j),(0.3094617724+0.7077342935j),(-1.474435521e-06+0.0006289702724j),(8.24723702e-06+0.0007548267604j),(0.1454663575-0.07354040492j)
(3882000000+0j),(0.3602217138+0.6876815946j),(8.537027315e-05+0.0007127559511j),(-5.058096122e-06+0.0007520009531j),(0.1478876919-0.08762867775j)
(3883000000+0j),(0.4093303382+0.6636583057j),(0.0001127353898+0.0006646372494j),(7.725629257e-05+0.0007350663072j),(0.1486043036-0.1022476673j)
(3884000000+0j),(0.4563430846+0.6362717108j),(0.0002271537087+0.0006816523965j),(0.0001035285168+0.0007163948612j),(0.1474482566-0.1175454575j)
(3885000000+0j),(0.5007333755+0.6057371441j),(0.0001903490484+0.0006137471646j),(0.00020730299+0.0007029555854j),(0.1445305794-0.1328918373j)
(3886000000+0j),(0.5425328612+0.5717267994j),(0.0002187962236+0.0006075109704j),(0.000220294969+0.0006792923668j),(0.1396300197-0.1481756411j)
(3887000000+0j),(0.5815948248+0.5350652711j),(0.0003071300162+0.0005718239699j),(0.0003344856668+0.0007139489753j),(0.1330635101-0.1629846924j)
(3888000000+0j),(0.6174700856+0.4958986307j),(0.0003474633268+0.000596325146j),(0.0003580756893+0.0006885373732j),(0.1246001273-0.1773694946j)
(3889000000+0j),(0.6503853798+0.4539187293j),(0.0004259628186+0.000542672351j),(0.0003927632933+0.000632629497j),(0.1145294011-0.1909675102j)
(3890000000+0j),(0.6806277037+0.4091419632j),(0.0004467566614+0.0005716652959j),(0.0005035477225+0.0005691511906j),(0.1028869003-0.2037743383j)
(3891000000+0j),(0.7072424889+0.361945984j),(0.0004539894289+0.0004589240707j),(0.0004503266537+0.0005658051232j),(0.08967088908-0.2154611317j)
(3892000000+0j),(0.7301530242+0.3132851647j),(0.0005156457191+0.0004237909161j),(0.0005799985374+0.0005368067068j),(0.07511573285-0.2258175905j)
(3893000000+0j),(0.7494840026+0.2623905526j),(0.0005591405788+0.0003967816301j),(0.0005671895342+0.0004522021918j),(0.05922012404-0.2347500736j)
(3894000000+0j),(0.7648445368+0.2101346191j),(0.0006035960978+0.0004125395499j),(0.0006451647496+0.0004088388523j),(0.04228584468-0.2420003479j)
(3895000000+0j),(0.77624017+0.1565523673j),(0.0007037272444+0.0003939172893j),(0.000654847594+0.0003709071025j),(0.02458808012-0.2474522121j)
(3896000000+0j),(0.7834970355+0.1017851617j),(0.0006617374602+0.0002868432493j),(0.0006895966944+0.0003526056244j),(0.006235107314-0.2510422613j)
(3897000000+0j),(0.786724925+0.04585061162j),(0.0007057462353+0.0002188753278j),(0.000721190765+0.0002996926196j),(-0.0125403069-0.2528493229j)
(3898000000+0j),(0.7854896188-0.0109711371j),(0.0007543146494+0.0002338040504j),(0.0007572297473+0.000248841272j),(-0.03122021817-0.2527834995j)
(3899000000+0j),(0.7796105742-0.06798395181j),(0.0007377248257+0.000136062532j),(0.0009175160085+0.0001507060369j),(-0.04994840175-0.2509307336j)
(3900000000+0j),(0.7689201236-0.1248383232j),(0.0008157329867+8.836156485e-05j),(0.0008185097249+4.531719969e-05j),(-0.06860460341-0.2473043704j)
(3901000000+0j),(0.7534925938-0.1811196329j),(0.0008238473092-3.572843343e-05j),(0.0008658326115-7.272641597e-06j),(-0.0868671909-0.241797987j)
(3902000000+0j),(0.7331421971-0.2371288729j),(0.000767208694-2.833585313e-05j),(0.0009088828228-5.717833119e-05j),(-0.1045062169-0.2345733046j)
(3903000000+0j),(0.7079824209-0.2920201514j),(0.0007810926181-0.0001816247677j),(0.000831604586-0.0001553979673j),(-0.1216070205-0.2256723619j)
(3904000000+0j),(0.6776255369-0.344907748j),(0.0007377103902-0.0002014365455j),(0.000909097027-0.0001963973627j),(-0.1377922297-0.2148898832j)
(3905000000+0j),(0.642136693-0.3963787685j),(0.0008163232706-0.0002569539356j),(0.0008342594956-0.0003058334405j),(-0.1528303921-0.2024503423j)
(3906000000+0j),(0.6017636061-0.4445280463j),(0.0007266834145-0.0003165005473j),(0.0007210348267-0.0003887936182j),(-0.1665138155-0.1886491963j)
(3907000000+0j),(0.5565803647-0.4900210201j),(0.0006876657717-0.0003756929946j),(0.0007531275623-0.0004514060565j),(-0.1785933971-0.1732563472j)
(3908000000+0j),(0.5065813661-0.5321334899j),(0.0006946327048-0.0004456209717j),(0.0006452185335-0.0004938414204j),(-0.1891573071-0.1566642993j)
(3909000000+0j),(0.4521656632-0.5694576285j),(0.0007273850497-0.000491529936j),(0.000648275367-0.0005566877662j),(-0.1976762712-0.1391738108j)
(3910000000+0j),(0.3938102722-0.6022614154j),(0.0006501070457-0.0005969805061j),(0.0006210211432-0.000616581121j),(-0.2043596953-0.1207498171j)
(3911000000+0j),(0.3309787512-0.6300597401j),(0.0005402062088-0.000646065746j),(0.0005755192833-0.0006462551537j),(-0.2088806331-0.1020008004j)
(3912000000+0j),(0.2658782601-0.651401144j),(0.0005316807656-0.0007230682531j),(0.0005566431792-0.0007124083932j),(-0.2113139778-0.08297242169j)
(3913000000+0j),(0.1974235177-0.6668985489j),(0.0004627055896-0.0007797366125j),(0.0004797542642-0.0007924689562j),(-0.2116180062-0.06404242458j)
(3914000000+0j),(0.1266102344-0.6753706147j),(0.0004365736386-0.0007959790528j),(0.0005245837965-0.0008117238176j),(-0.2096681446-0.04519549776j)
(3915000000+0j),(0.05444319919-0.6768676256j),(0.0003411866783-0.0008445546846j),(0.0004210486368-0.0009409124032j),(-0.205719769-0.0270768072j)
(3916000000+0j),(-0.01834054291-0.6709611916j),(0.0003232071467-0.000930910639j),(0.00030709774-0.0009085739148j),(-0.199676618-0.00952463425j)
(3917000000+0j),(-0.09069585055-0.657335315j),(0.0001970119483-0.0008814929752j),(0.0002505868615-0.0009702727548j),(-0.191723153+0.006876433162j)
(3918000000+0j),(-0.1620335728-0.6360312953j),(0.0001516688062-0.0009897910058j),(0.0001744027541-0.001014562789j),(-0.1818063855+0.02204743065j)
(3919000000+0j),(-0.2311934531-0.6071444543j),(1.833894021e-05-0.0009971560212j),(9.75429939e-05-0.001090746722j),(-0.1704679579+0.03574050288j)
(3920000000+0j),(-0.297257334-0.5708084533j),(-1.845438055e-05-0.0009785789298j),(-7.782978355e-05-0.00102653855j),(-0.1577472538+0.04763215737j)
(3921000000+0j),(-0.3596602678-0.5273692484j),(-0.0001860002085-0.001005114173j),(-0.0001013531073-0.001029920997j),(-0.1436821222+0.05767183588j)
(3922000000+0j),(-0.4167829752-0.4773892409j),(-0.0002091014321-0.000971160538j),(-0.0002024582645-0.001100606634j),(-0.1285631508+0.06553217973j)
(3923000000+0j),(-0.4687895477-0.4212910987j),(-0.0003583853249-0.001066533383j),(-0.0003372548381-0.001012975583j),(-0.112754263+0.07133327875j)
(3924000000+0j),(-0.5142714977-0.3603993641j),(-0.0004777380091-0.0009967387887j),(-0.0003673189494-0.001010679291j),(-0.09629737586+0.07479857871j)
(3925000000+0j),(-0.5527818203-0.2948535029j),(-0.0006049243384-0.0009581595659j),(-0.0005501784035-0.0009650703869j),(-0.07994084805+0.07554785093j)
(3926000000+0j),(-0.5842305422-0.2254517312j),(-0.0006351563497-0.0009040136356j),(-0.0005835944321-0.0008714853902j),(-0.06379619241+0.07403370547j)
(3927000000+0j),(-0.6077819467-0.153994181j),(-0.0007162729162-0.0007970333099j),(-0.0007715888787-0.0008723053033j),(-0.04838398099+0.07021830811j)
(3928000000+0j),(-0.6235066056-0.08082269873j),(-0.0008216751739-0.0007315779221j),(-0.0007813282427-0.0008353787125j),(-0.0340465568+0.06396544975j)
(3929000000+0j),(-0.631380856-0.006362397946j),(-0.000915570592-0.0007513738819j),(-0.0008914648788-0.0007224996807j),(-0.02089210786+0.05563984047j)
(3930000000+0j),(-0.6312296987+0.06762854862j),(-0.000982617843-0.0007112297462j),(-0.000916606281-0.0006501390599j),(-0.009567781352+0.04530457321j)
(3931000000+0j),(-0.6237273812+0.1401078461j),(-0.001061839052-0.0005321061471j),(-0.001034153393-0.00059659197j),(-0.0004621794797+0.03349174053j)
(3932000000+0j),(-0.6086986065+0.2107544699j),(-0.001149040065-0.0004734403628j),(-0.001061413437-0.0004619810788j),(0.006599693559+0.02055262274j)
(3933000000+0j),(-0.5869697928+0.2789194481j),(-0.00105439045-0.0003893508401j),(-0.00123667391-0.0003387898614j),(0.01152646821+0.006777952331j)
(3934000000+0j),(-0.5590536594+0.3433336118j),(-0.001233727322-0.0001485929388j),(-0.001219265047-0.0003186045506j),(0.01388132386-0.007617005108j)
(3935000000+0j),(-0.5249683261+0.4041052285j),(-0.001155103557-4.442875434e-05j),(-0.001280764118-6.154500443e-05j),(0.0138415508-0.0222375253j)
(3936000000+0j),(-0.485597074+0.4606338918j),(-0.00115050748+7.317221025e-05j),(-0.001245775493+1.468122355e-05j),(0.01124514919-0.03650172805j)
(3937000000+0j),(-0.4419464767+0.5118543852j),(-0.001161544817+0.0002606307389j),(-0.001205364359+6.418590056e-05j),(0.00640814798-0.0502509141j)
(3938000000+0j),(-0.3944256306+0.558310446j),(-0.001151809469+0.0002423779806j),(-0.001095829182+0.0002756521862j),(-0.0006119199679-0.0628156628j)
(3939000000+0j),(-0.3436382711+0.5993050088j),(-0.001135258586+0.0003969030513j),(-0.001122745802+0.0003415041429j),(-0.009523961693-0.07419656846j)
(3940000000+0j),(-0.2900822163+0.6349766528j),(-0.001088000368+0.0005060877884j),(-0.001156375394+0.0005001407117j),(-0.02001855522-0.08422547105j)
(3941000000+0j),(-0.2346288264+0.6650879185j),(-0.001018963754+0.0006098257727j),(-0.001059703296+0.0005419530207j),(-0.03196272254-0.09261032213j)
(3942000000+0j),(-0.1772534847+0.6898429864j),(-0.0009707193822+0.000691860856j),(-0.001018470968+0.0006728747394j),(-0.04519691691-0.09932859467j)
(3943000000+0j),(-0.1188566387+0.7091727221j),(-0.0008518539835+0.0007074844907j),(-0.0009331325418+0.0006875495892j),(-0.05940824002-0.1041469648j)
(3944000000+0j),(-0.05988787115+0.723130808j),(-0.0007557017962+0.000794415304j),(-0.0007921310607+0.0007906227838j),(-0.07427290827-0.1070942063j)
(3945000000+0j),(-0.0007374482811+0.7319422128j),(-0.0007055567694+0.0008391187876j),(-0.0007183054113+0.0008453919436j),(-0.08965447545-0.1081934345j)
(3946000000+0j),(0.05773580819+0.7355441401j),(-0.000680850877+0.0008917804225j),(-0.0007033355068+0.0009562936029j),(-0.1052455157-0.1074388219j)
(3947000000+0j),(0.1158118322+0.7341124335j),(-0.0005330140702+0.0009124603239j),(-0.0005584898172+0.0009742779657j),(-0.1211273298-0.1046103016j)
(3948000000+0j),(0.1732311398+0.7280721133j),(-0.0004904808593+0.0009507552604j),(-0.0005387430429+0.0009940506425j),(-0.1368525922-0.09991958752j)
(3949000000+0j),(0.2284192592+0.7177868653j),(-0.0004830008256+0.001090744627j),(-0.0004243648436+0.001063686446j),(-0.1522468925-0.0931946415j)
(3950000000+0j),(0.282526195+0.7029120267j),(-0.0003284913837+0.001033215784j),(-0.0003125156509+0.001064643497j),(-0.1671495885-0.08449718529j)
(3951000000+0j),(0.3351024687+0.684198281j),(-0.0002509293845+0.00106414326j),(-0.0002143696474+0.001101788483j),(-0.1814408302-0.07399610159j)
(3952000000+0j),(0.3845540285+0.6614831056j),(-0.0001805810316+0.001114987419j),(-0.0001650298364+0.001119396649j),(-0.1947169304-0.06150177323j)
(3953000000+0j),(0.4322744906+0.6351656281j),(-0.0001140196546+0.001102352282j),(-0.0001320791052+0.001187598682j),(-0.2069080621-0.04733778j)
(3954000000+0j),(0.4774794579+0.6053155425j),(-4.412309499e-05+0.001114159939j),(3.342082346e-05+0.001075856388j),(-0.2175136805-0.031331089j)
(3955000000+0j),(0.5200409293+0.572690029j),(3.318556992e-05+0.001090660109j),(0.0001051448853+0.001079425681j),(-0.2265110165-0.01401166761j)
(3956000000+0j),(0.5597526431+0.5366916602j),(0.0001451519493+0.001063614385j),(0.0001882499782+0.001112829545j),(-0.2335944474+0.004425528905j)
(3957000000+0j),(0.5964131951+0.4983311178j),(0.0001851781853+0.001135486295j),(0.0002795814944+0.001149894204j),(-0.2388957888+0.02402202445j)
(3958000000+0j),(0.6301611662+0.4570804959j),(0.0003438263084+0.001082923496j),(0.0003878826101+0.0010848284j),(-0.2419714779+0.04448025689j)
(3959000000+0j),(0.6600369811+0.4137729984j),(0.0004120898957+0.001102040173j),(0.0005324559752+0.001045481535j),(-0.2427872121+0.06541105717j)
(3960000000+0j),(0.6871740818+0.3679965037j),(0.0004994550254+0.001081871684j),(0.0005416843342+0.0010238291j),(-0.2413038611+0.0869325234j)
(3961000000+0j),(0.7105690837+0.319989777j),(0.0006303843693+0.00104391051j),(0.0006449653883+0.0009621698991j),(-0.2374462783+0.1082743847j)
(3962000000+0j),(0.7299388051+0.271019245j),(0.0007530737203+0.001091382816j),(0.0007322232123+0.0009071906679j),(-0.2313266695+0.1293207669j)
(3963000000+0j),(0.7457489967+0.2202747208j),(0.0008349930868+0.000952491886j),(0.0008145368774+0.0008941605338j),(-0.2227927893+0.1498201367j)
(3964000000+0j),(0.7573513985+0.1685497203j),(0.0008521144628+0.0008472006302j),(0.0009355777293+0.0008165250183j),(-0.2121677548+0.1693469871j)
(3965000000+0j),(0.7652747631+0.1155075089j),(0.0009693762986+0.0008346718387j),(0.0009541020845+0.0007718551205j),(-0.1994575113+0.1878800123j)
(3966000000+0j),(0.7689759135+0.06183985813j),(0.001068894286+0.0007663671277j),(0.001017844654+0.0007452455466j),(-0.1846598387+0.2050321729j)
(3967000000+0j),(0.7684851289+0.008207123318j),(0.001193311415+0.0006976132863j),(0.001086031203+0.0006303997943j),(-0.167996347+0.2207079161j)
(3968000000+0j),(0.7637945414-0.0461562748j),(0.001187606249+0.0005957470275j),(0.001155244652+0.000489641272j),(-0.1497465521+0.234314382j)
(3969000000+0j),(0.7547311783-0.1004991189j),(0.001244619605+0.0004064515815j),(0.001256356947+0.0004040544445j),(-0.1301520616+0.2461941656j)
(3970000000+0j),(0.7412132025-0.153985646j),(0.001305408077+0.0004290542856j),(0.001249824767+0.0003654665488j),(-0.1095804572+0.2559065736j)
(3971000000+0j),(0.7254619598-0.2070119436j),(0.001380947302+0.0002067601599j),(0.001318497001+0.0002340832143j),(-0.0908132419+0.2648194504j)
(3972000000+0j),(0.7030929327-0.2594430075j),(0.001453303732+6.196933828e-05j),(0.001283042831+0.0001329956722j),(-0.06874911487+0.2704344209j)
(3973000000+0j),(0.6759716868-0.3100520098j),(0.001424723188-1.657545545e-05j),(0.001289803069-1.865145578e-06j),(-0.04634477943+0.2737245655j)
(3974000000+0j),(0.6448245049-0.358496103j),(0.001486383029-0.0001399397152j),(0.001339501236-7.125495176e-05j),(-0.02371985465+0.274668759j)
