Frequency,Complex S33,Complex S32,Complex S23,Complex S22
(3814000000+0j),(0.4332609475+0.5599753137j),(-0.001766882022-0.001302384073j),(-0.001608849154-0.001377371955j),(-0.002031702083+0.1067026851j)
(3815000000+0j),(0.4672081769+0.5345506972j),(-0.001830903813-0.001150322147j),(-0.00174500444-0.001275917282j),(0.002765283454+0.1122165242j)
(3816000000+0j),(0.5000072718+0.5061526485j),(-0.001909073675-0.0009225885733j),(-0.001852919115-0.00108761352j),(0.008329858072+0.1174314235j)
(3817000000+0j),(0.5308412313+0.4753748604j),(-0.001994461752-0.0007820741157j),(-0.001892418717-0.0008809092105j),(0.01474137325+0.1221925132j)
(3818000000+0j),(0.5594867468+0.4425548391j),(-0.002049426781-0.0005583851598j),(-0.001982798567-0.0007273981464j),(0.0218458306+0.1263308414j)
(3819000000+0j),(0.5855714083+0.4074122464j),(-0.001973995473-0.0003466868075j),(-0.002031352371-0.0004922634107j),(0.02952049673+0.129835302j)
(3820000000+0j),(0.6093549132+0.37065101j),(-0.002037994564-0.0002154107933j),(-0.002042801585-0.0002966430038j),(0.03800784051+0.1328360495j)
(3821000000+0j),(0.6305149198+0.3315700345j),(-0.002008911921+9.559401951e-05j),(-0.002068893053-0.0001521008962j),(0.04686842486+0.1351568289j)
(3822000000+0j),(0.6488109827+0.2911055615j),(-0.002012288664+0.0001643779106j),(-0.002025304129+4.172083209e-05j),(0.05638541281+0.1366720055j)
(3823000000+0j),(0.6644712687+0.2489551594j),(-0.00197326648+0.0003493890399j),(-0.002017143648+0.0002400068042j),(0.06632652879+0.1372602715j)
(3824000000+0j),(0.6772071123+0.205065246j),(-0.00193598331+0.0005066193407j),(-0.001985302428+0.0004210364132j),(0.07678145915+0.1367965221j)
(3825000000+0j),(0.6866371036+0.1599464409j),(-0.001807315042+0.0007151147001j),(-0.001914936001+0.0005562896258j),(0.08721612394+0.135387622j)
(3826000000+0j),(0.6926056147+0.1137957051j),(-0.001749243238+0.0008782160585j),(-0.001934701577+0.0007579507073j),(0.09793771058+0.1326693864j)
(3827000000+0j),(0.6953889728+0.06688909571j),(-0.001694136183+0.0009701522649j),(-0.00177654915+0.0008585540927j),(0.1083103791+0.1290960007j)
(3828000000+0j),(0.6945857406+0.01860285854j),(-0.001583364792+0.00118529459j),(-0.001651013386+0.001067668549j),(0.1184070185+0.1244800373j)
(3829000000+0j),(0.6899594069-0.0298032192j),(-0.001488986425+0.001280257129j),(-0.00157583307+0.001206892193j),(0.1282867193+0.1189718439j)
(3830000000+0j),(0.6813172102-0.07864816662j),(-0.001319433912+0.001439269865j),(-0.001438640524+0.001293919515j),(0.1378608048+0.1124338416j)
(3831000000+0j),(0.6686142087-0.1270488088j),(-0.001121311798+0.00150708016j),(-0.00129772909+0.00149702304j),(0.1468568742+0.1049939604j)
(3832000000+0j),(0.651689589-0.1746134311j),(-0.0009879606077+0.00160344108j),(-0.001165886992+0.001605240861j),(0.155296132+0.09645321277j)
(3833000000+0j),(0.6304448247-0.2220499115j),(-0.0008592838421+0.001690518809j),(-0.0009798622923+0.001686045318j),(0.1629515737+0.08726924013j)
(3834000000+0j),(0.6047890186-0.2680185142j),(-0.0006962810294+0.001791416784j),(-0.0008059705724+0.001744059147j),(0.1697463393+0.07710931616j)
(3835000000+0j),(0.5747686625-0.3127036436j),(-0.0004813993583+0.001758515718j),(-0.0006305043935+0.001733036945j),(0.1756507307+0.06647446711j)
(3836000000+0j),(0.5405713916-0.3548507409j),(-0.0003468301729+0.00179422379j),(-0.0004655783414+0.001810256741j),(0.1804673076+0.0551158224j)
(3837000000+0j),(0.5019488335-0.3947543925j),(-0.0002060690313+0.001872294815j),(-0.0002845250128+0.001900596428j),(0.1843187213+0.04329627591j)
(3838000000+0j),(0.458989948-0.4317132854j),(-9.765388995e-07+0.001840631943j),(-0.0001896940666+0.001914557186j),(0.1869533509+0.03117189489j)
(3839000000+0j),(0.4121957719-0.4649287928j),(0.0001415705628+0.001837660559j),(0.0001626061858+0.001836142619j),(0.1883163899+0.01879921113j)
(3840000000+0j),(0.3616870344-0.4941595268j),(0.0002736640745+0.001802904648j),(0.0002103989827+0.001830542809j),(0.1884022057+0.006465872279j)
(3841000000+0j),(0.3075419366-0.5189841817j),(0.0005104714073+0.001792635419j),(0.0003980098991+0.001765070716j),(0.1873978674-0.005535663558j)
(3842000000+0j),(0.2505143881-0.5387009255j),(0.0006643997622+0.001728106523j),(0.0005595978+0.00180389185j),(0.1851797849-0.01731502958j)
(3843000000+0j),(0.1908531934-0.5531581332j),(0.0007970566512+0.001577113639j),(0.000736396003+0.001653805375j),(0.1820504218-0.02884281049j)
(3844000000+0j),(0.1288472563-0.561729811j),(0.001048509846+0.001558379387j),(0.0008496877854+0.001572806505j),(0.1779201031-0.03975366038j)
(3845000000+0j),(0.06593316048-0.5639363597j),(0.001123791561+0.001487550093j),(0.001072845072+0.00147268991j),(0.1727807224-0.0502350637j)
(3846000000+0j),(0.002022624947-0.559824948j),(0.001310699387+0.001326301019j),(0.001144394628+0.001382745802j),(0.1666470617-0.05989098835j)
(3847000000+0j),(-0.06157691032-0.5488985943j),(0.001429882133+0.001191581832j),(0.001268014894+0.001288905856j),(0.1597610861-0.06860790904j)
(3848000000+0j),(-0.1245816946-0.5311131067j),(0.001448779833+0.0009694622131j),(0.001432390884+0.001086697914j),(0.1522505581-0.07645154865j)
(3849000000+0j),(-0.1856036037-0.5068241415j),(0.00162305776+0.0009083785699j),(0.00147340761+0.0008900937391j),(0.1440895349-0.0834508745j)
(3850000000+0j),(-0.244233191-0.4759755798j),(0.001675002743+0.000718863972j),(0.001599915093+0.000746355101j),(0.1354301721-0.08940747398j)
(3851000000+0j),(-0.2993500829-0.4389179067j),(0.001688939403+0.0005126522155j),(0.001614614506+0.0006199151394j),(0.1264450401-0.09428064574j)
(3852000000+0j),(-0.3502710164-0.3960363303j),(0.001810131478+0.0003701781388j),(0.001669724123+0.0004415363655j),(0.1173088178-0.09802524876j)
(3853000000+0j),(-0.3964428902-0.3481192351j),(0.00179759122+0.0001446210517j),(0.00168426882+0.0003227726556j),(0.1080358028-0.100782123j)
(3854000000+0j),(-0.4371761978-0.2955384414j),(0.001754402998+1.213698488e-05j),(0.001708685071+0.0001841052144j),(0.09872657061-0.1023479856j)
(3855000000+0j),(-0.4720563591-0.2389246849j),(0.001729309326-0.0001856129675j),(0.001658908674-2.000932545e-05j),(0.0895716548-0.1027702484j)
(3856000000+0j),(-0.500910759-0.1792932022j),(0.001584820799-0.0003259111836j),(0.001652683597-0.0002186703932j),(0.08075784892-0.1019386174j)
(3857000000+0j),(-0.5228285789-0.1173039252j),(0.0015518734-0.0004757045535j),(0.001665934687-0.0003719758533j),(0.07248864323-0.1001579347j)
(3858000000+0j),(-0.5382728577-0.05343482259j),(0.001486172201-0.0007071844302j),(0.001522674807-0.0005143744056j),(0.0649253279-0.0974036138j)
(3859000000+0j),(-0.5468369126+0.01065807961j),(0.001393820625-0.000835289713j),(0.001501916791-0.0007080637151j),(0.05809411034-0.09389867511j)
(3860000000+0j),(-0.5486581922+0.07498276833j),(0.001309615211-0.0009500650922j),(0.001404782524-0.0008208854124j),(0.05204854906-0.08965833815j)
(3861000000+0j),(-0.5442162752+0.1383566498j),(0.001181694213-0.001098126639j),(0.001300793607-0.0009362464771j),(0.04699039832-0.0847492465j)
(3862000000+0j),(-0.5334847569+0.2000369604j),(0.001062057097-0.001121835434j),(0.001140843611-0.001044756849j),(0.04282623902-0.07938531675j)
(3863000000+0j),(-0.516694963+0.2597745743j),(0.0008362091612-0.001232493669j),(0.0009710392333-0.001131998724j),(0.03988652304-0.07353110552j)
(3864000000+0j),(-0.494922787+0.3165746968j),(0.0006979284226-0.001310757361j),(0.0009199777269-0.001180316554j),(0.03806819767-0.067554894j)
(3865000000+0j),(-0.4681169987+0.3703503322j),(0.0005959855625-0.001337263966j),(0.0007532588788-0.001301663811j),(0.03744493425-0.06164208996j)
(3866000000+0j),(-0.4366243184+0.4205763547j),(0.000455312751-0.001386294723j),(0.0006531952531-0.001294254791j),(0.03783609346-0.05585474806j)
(3867000000+0j),(-0.4010428488+0.4671216657j),(0.0002853830229-0.001384418807j),(0.0004448203836-0.001307327533j),(0.03932182118-0.05036569854j)
(3868000000+0j),(-0.3623367548+0.5094272427j),(0.0001911519794-0.001374407089j),(0.0003204187378-0.001306766411j),(0.04187576473-0.04530790839j)
(3869000000+0j),(-0.3202700615+0.547351379j),(-1.603756755e-05-0.001308608218j),(0.0002104098821-0.001410225406j),(0.04552371427-0.04072561167j)
(3870000000+0j),(-0.2758353353+0.5812481902j),(-6.596867752e-05-0.001272361609j),(8.38251508e-05-0.001331864158j),(0.04997099936-0.03684056358j)
(3871000000+0j),(-0.2292255163+0.6105205602j),(-0.000154545749-0.00129134953j),(1.379840069e-05-0.001283254009j),(0.0553625077-0.03389130368j)
(3872000000+0j),(-0.1812274903+0.6351689094j),(-0.0002583256282-0.001177945174j),(-0.0001379240421-0.001260857331j),(0.06150285155-0.03192059264j)
(3873000000+0j),(-0.1318243891+0.6554012541j),(-0.0003617156472-0.001055045752j),(-0.0001905312238-0.001214530435j),(0.06835713238-0.03101894607j)
(3874000000+0j),(-0.08115851879+0.671475319j),(-0.0004395218857-0.001053196262j),(-0.0003856988624-0.001229508431j),(0.07558012754-0.0314307324j)
(3875000000+0j),(-0.0306865871+0.6830292614j),(-0.000508202007-0.001048685866j),(-0.0004150436725-0.001107512158j),(0.08314221352-0.03320182231j)
(3876000000+0j),(0.02020209469+0.6905225129j),(-0.000633953372-0.0009050702211j),(-0.0004556061467-0.001046438818j),(0.0906702131-0.03648185997j)
(3877000000+0j),(0.07069557905+0.6937492231j),(-0.0006676879129-0.0009002095903j),(-0.0005769404233-0.001036673435j),(0.09801849723-0.04106196752j)
(3878000000+0j),(0.1209129766+0.693000539j),(-0.0006887310883-0.0007926148246j),(-0.0006075904239-0.0009833361255j),(0.104908295-0.04703173457j)
(3879000000+0j),(0.1703266799+0.6883399739j),(-0.0007772996323-0.0007002120838j),(-0.0007110628649-0.0008476850926j),(0.1111981794-0.05412678773j)
(3880000000+0j),(0.2188790888+0.680041057j),(-0.0007957182825-0.0006534475251j),(-0.0007541854866-0.0007403339259j),(0.1177712381-0.06200357446j)
(3881000000+0j),(0.2669086754+0.6680491597j),(-0.0008518343675-0.0005645627389j),(-0.0007744201575-0.0007180022658j),(0.1225883737-0.07162856613j)
(3882000000+0j),(0.3127401173+0.6525660732j),(-0.0008852572646-0.0005809732247j),(-0.0008765215753-0.0006008868222j),(0.1263385266-0.08227392841j)
(3883000000+0j),(0.3571182191+0.633939349j),(-0.0008373855962-0.0004705501196j),(-0.000842066016-0.000548914657j),(0.1288294643-0.0937563595j)
(3884000000+0j),(0.4000747502+0.6120577672j),(-0.0009400264826-0.000379527919j),(-0.0008705895161-0.0004851873382j),(0.1301197261-0.1059731174j)
(3885000000+0j),(0.4413281679+0.5868632732j),(-0.0009701512172-0.0003367270983j),(-0.0009355296497-0.0003365929879j),(0.1298983097-0.1187210828j)
(3886000000+0j),(0.4803915322+0.5588964938j),(-0.000879027124-0.0002763416851j),(-0.0009325915598-0.0003447544877j),(0.1282158345-0.1320522745j)
(3887000000+0j),(0.5172562003+0.528049476j),(-0.0009034025134-0.000122258396j),(-0.0009099706658-0.0002310568379j),(0.1249093041-0.1455099447j)
(3888000000+0j),(0.5513933897+0.4948996355j),(-0.0009312352631-1.431593432e-06j),(-0.000948454719-0.000178310831j),(0.120100446-0.1588887972j)
(3889000000+0j),(0.5834242702+0.459261608j),(-0.0009732684703+5.806892659e-05j),(-0.0009652801091-9.931440582e-05j),(0.1135350987-0.1721825492j)
(3890000000+0j),(0.6123036742+0.4211802406j),(-0.0009129012469+3.080655733e-05j),(-0.0009408735204-2.223240699e-06j),(0.1054907814-0.1850539013j)
(3891000000+0j),(0.6388204694+0.3806966824j),(-0.0008650259697+0.0001395088329j),(-0.0009550683317+0.0001338856237j),(0.0955870375-0.1974057844j)
(3892000000+0j),(0.662009716+0.3383224358j),(-0.0008454312338+0.0001965972333j),(-0.0009040572913+0.000168830622j),(0.08429569006-0.2090242103j)
(3893000000+0j),(0.682474792+0.2938315372j),(-0.0008041373221+0.0002978969133j),(-0.0009049729561+0.0002698109602j),(0.07139324397-0.219496409j)
(3894000000+0j),(0.699210763+0.2480028364j),(-0.0007992548053+0.0003274237388j),(-0.0009049703367+0.0002786864061j),(0.05698328465-0.2286902964j)
(3895000000+0j),(0.7129842639+0.2004321243j),(-0.0007934248424+0.0003386044118j),(-0.0008718747413+0.0003659037466j),(0.0415882431-0.2362403127j)
(3896000000+0j),(0.7228933573+0.1513530837j),(-0.0007147653378+0.0004221063864j),(-0.000795939879+0.0004044210073j),(0.0253435988-0.2423197346j)
(3897000000+0j),(0.7292129397+0.10131532j),(-0.0007093571476+0.0005211025127j),(-0.0007611394976+0.0004821648763j),(0.008377734572-0.2468030054j)
(3898000000+0j),(0.7314996719+0.05023133364j),(-0.0006227890844+0.0006082126638j),(-0.0007104976685+0.0005741374916j),(-0.009089763276-0.2494912353j)
(3899000000+0j),(0.7297873497-0.001098863732j),(-0.0006183490041+0.0005270864931j),(-0.0007291942602+0.0005926118465j),(-0.02689601295-0.2507492131j)
(3900000000+0j),(0.7240669131-0.0533360456j),(-0.0006090748939+0.0006589508848j),(-0.0006292716134+0.0006270196754j),(-0.04506251961-0.2500465414j)
(3901000000+0j),(0.713899374-0.1055881154j),(-0.0004885849776+0.0006715885247j),(-0.0005463951384+0.0006871673977j),(-0.06322882324-0.2474962213j)
(3902000000+0j),(0.6992250681-0.1572891989j),(-0.0004176282382+0.0007296494441j),(-0.0005105441669+0.0007439461187j),(-0.08111996204-0.2431351029j)
(3903000000+0j),(0.680226326-0.2084581775j),(-0.0004183449491+0.0007522677188j),(-0.0003974602732+0.0007767499774j),(-0.09854419529-0.2368436503j)
(3904000000+0j),(0.6563982964-0.2589097047j),(-0.0002598641731+0.0007584563573j),(-0.0003206281108+0.0008311555721j),(-0.1151900068-0.2289110759j)
(3905000000+0j),(0.627930522-0.3072313843j),(-0.0002875480859+0.0008407994756j),(-0.0002688507084+0.0008301166235j),(-0.1310666054-0.2193193604j)
(3906000000+0j),(0.5948340297-0.3541960192j),(-0.0001283385936+0.0008478834643j),(-0.0002148502826+0.0008386097616j),(-0.14580369-0.2081450292j)
(3907000000+0j),(0.5570998788-0.3984672933j),(-7.355777052e-05+0.0008326272364j),(-0.0001281232107+0.0008701329352j),(-0.1593565643-0.195540171j)
(3908000000+0j),(0.5148612857-0.4400076472j),(-7.412052219e-05+0.0007892777212j),(-9.338335076e-05+0.000834930921j),(-0.1716423035-0.1816197035j)
(3909000000+0j),(0.4682525098-0.4780090425j),(1.602166412e-05+0.0008118930855j),(-2.510722879e-05+0.000893601391j),(-0.1823119819-0.1668526062j)
(3910000000+0j),(0.4175843298-0.5123750886j),(0.0001020990676+0.0008107366739j),(2.929912262e-05+0.0008811512962j),(-0.1914641112-0.1511110225j)
(3911000000+0j),(0.362742126-0.5422548266j),(0.000169518753+0.0007904023514j),(0.0001647467579+0.0008768700645j),(-0.1990871876-0.1344533982j)
(3912000000+0j),(0.3039381206-0.5675660236j),(0.0002366129193+0.000777767913j),(0.0002131302754+0.0008375328034j),(-0.2048957199-0.1172322272j)
(3913000000+0j),(0.2426228821-0.5866129058j),(0.0002979745332+0.0007134937914j),(0.0002886271977+0.0008755648159j),(-0.208661288-0.0995327121j)
(3914000000+0j),(0.1786154062-0.5999995582j),(0.0003911247477+0.000742182252j),(0.0003627781989+0.0008206290076j),(-0.2106058002-0.08154609556j)
(3915000000+0j),(0.1129995361-0.6067457844j),(0.0005160614382+0.0007577996003j),(0.0004682469007+0.0007788969087j),(-0.2104196995-0.06368070317j)
(3916000000+0j),(0.04597392306-0.6069209698j),(0.0004946391564+0.0007258291007j),(0.0004774441186+0.0006979507743j),(-0.2081698477-0.04631206189j)
(3917000000+0j),(-0.02152741887-0.600226459j),(0.0006291660247+0.0005912971101j),(0.0005017268704+0.0007216986851j),(-0.2042196691-0.0294976547j)
(3918000000+0j),(-0.08870691806-0.5863898875j),(0.0006475981208+0.0006626081886j),(0.0006081145839+0.0006359208492j),(-0.1984429657-0.01355178711j)
(3919000000+0j),(-0.154760316-0.5653563886j),(0.0006774656358+0.0005246567889j),(0.0006585190422+0.0005686382065j),(-0.1908615828+0.001372062216j)
(3920000000+0j),(-0.2187119424-0.537160306j),(0.0007016284508+0.0004652688513j),(0.0006838928093+0.0004892878351j),(-0.1818163544+0.01513797244j)
(3921000000+0j),(-0.2795675695-0.5021521257j),(0.0007256571553+0.0003806933237j),(0.0007414689171+0.0004164686252j),(-0.1712651104+0.02720411596j)
(3922000000+0j),(-0.3367532194-0.46051373j),(0.0007402554038+0.0003123406204j),(0.0008051178302+0.0003310011525j),(-0.1596638262+0.0376572529j)
(3923000000+0j),(-0.3892056942-0.4132092355j),(0.0007771122619+0.0001922817755j),(0.000794392894+0.0002368617279j),(-0.1471632868+0.04637790238j)
(3924000000+0j),(-0.4360114336-0.360529725j),(0.0008918243111+0.0002041138505j),(0.0007781570312+0.000221674869j),(-0.1340068281+0.0533982547j)
(3925000000+0j),(-0.4771720171-0.3030427455j),(0.0007743606693+6.837899855e-05j),(0.0008378954954+7.95797605e-05j),(-0.1205245852+0.05862578666j)
(3926000000+0j),(-0.5118934512-0.2411463774j),(0.000751067535-2.94596357e-05j),(0.0007912309375+4.870989505e-05j),(-0.1068155468+0.06178911414j)
(3927000000+0j),(-0.5395663381-0.1768719926j),(0.0008320846246-5.572843656e-05j),(0.0008603396127-3.599601041e-05j),(-0.0932244435+0.06311224701j)
(3928000000+0j),(-0.560213089-0.1096634303j),(0.0007438259781-0.0001414226281j),(0.0008161931764-9.285833221e-05j),(-0.07978220284+0.06269832314j)
(3929000000+0j),(-0.5734556913-0.041583338j),(0.0006932896213-0.0002228323719j),(0.0007702175644-0.0001609849714j),(-0.06656589359+0.06046748982j)
(3930000000+0j),(-0.5795906782+0.02695888472j),(0.0007111454033-0.0003277503129j),(0.000688628119-0.0002313621953j),(-0.05423401669+0.05623737497j)
(3931000000+0j),(-0.5784775615+0.09496733157j),(0.0006799779949-0.0003426272888j),(0.0007021035417-0.0003431636724j),(-0.04286757857+0.05031402496j)
(3932000000+0j),(-0.5706470609+0.1616893734j),(0.0005830629962-0.0004418806056j),(0.0006210220745-0.0003671313752j),(-0.03274402767+0.04276188078j)
(3933000000+0j),(-0.5561584234+0.2267766305j),(0.0005801430088-0.0004917334882j),(0.0005602793535-0.0004430505214j),(-0.02399867587+0.03390765325j)
(3934000000+0j),(-0.5355426669+0.2891493228j),(0.0004993515322-0.0004686354368j),(0.0005648834049-0.0005003385013j),(-0.01701790094+0.02382412158j)
(3935000000+0j),(-0.5091717839+0.3484004262j),(0.0004738830612-0.0005307491519j),(0.0005337832845-0.0005122532602j),(-0.01185047533+0.0129598551j)
(3936000000+0j),(-0.4775614142+0.4038579335j),(0.0003867186897-0.0005262356717j),(0.0004415661388-0.0005735511077j),(-0.008339664899+0.001430749477j)
(3937000000+0j),(-0.4412897229+0.4553382395j),(0.0003478893486-0.0005692717968j),(0.0003889882355-0.0006210680585j),(-0.006893424317-0.01057943131j)
(3938000000+0j),(-0.4008154273+0.5027317553j),(0.0002783896052-0.0005610076478j),(0.0003236220509-0.0005757623585j),(-0.00722539844-0.02271936375j)
(3939000000+0j),(-0.3569889963+0.5453022424j),(0.0002215537534-0.0006155523588j),(0.0002800681395-0.0006420713034j),(-0.009687219746-0.03504833574j)
(3940000000+0j),(-0.3108687997+0.5826913729j),(0.0001475448662-0.0006032661768j),(0.000204951808-0.0006604255177j),(-0.0142080253-0.0469411073j)
(3941000000+0j),(-0.2622114122+0.6157587218j),(9.500111628e-05-0.0006122678169j),(0.0002613588003-0.0006718096556j),(-0.02083953097-0.05820363217j)
(3942000000+0j),(-0.2111329138+0.6439422582j),(2.318102452e-05-0.0006510415114j),(0.0001166419024-0.0006260424852j),(-0.0292505268-0.06842493867j)
(3943000000+0j),(-0.158444494+0.6674008112j),(1.374434214e-05-0.0005811047158j),(-1.443343081e-05-0.0006554096472j),(-0.03945706412-0.07750968016j)
(3944000000+0j),(-0.1054022759+0.6856512388j),(-1.106772197e-05-0.0006892026868j),(2.897385821e-05-0.0006624498637j),(-0.05141509697-0.08504902566j)
(3945000000+0j),(-0.05122862011+0.6994245223j),(-9.449702338e-05-0.0006408403278j),(-0.0001198577011-0.0006636047619j),(-0.06464871764-0.0909764832j)
(3946000000+0j),(0.002840353176+0.7083345609j),(-8.538784459e-05-0.0005646797945j),(-7.628533058e-05-0.0006097268779j),(-0.07907275856-0.09490547337j)
(3947000000+0j),(0.05680445582+0.7127979774j),(-0.00022027675-0.000559365435j),(-0.0001587821316-0.0006776309456j),(-0.0943351835-0.09681641248j)
(3948000000+0j),(0.1105118766+0.712937768j),(-0.0002013929334-0.0005997952539j),(-0.0002430562163-0.000586626993j),(-0.1101846769-0.09651904876j)
(3949000000+0j),(0.1628046781+0.7088180023j),(-0.0002627588401-0.0005557171535j),(-0.0002534374362-0.0005947134341j),(-0.1263078153-0.09401572044j)
(3950000000+0j),(0.2144868225+0.7005703726j),(-0.0002926705638-0.0005050359177j),(-0.0002744657395-0.0005071780179j),(-0.1424008608-0.08914138436j)
(3951000000+0j),(0.2649520934+0.6883210783j),(-0.000304610061-0.000448515435j),(-0.0003406014002-0.0004145582789j),(-0.1580390185-0.0821081734j)
(3952000000+0j),(0.3139283359+0.6726459061j),(-0.000405594008-0.0004176417424j),(-0.0003895586124-0.0004728272033j),(-0.1730456501-0.07294732364j)
(3953000000+0j),(0.360979557+0.6534120854j),(-0.0004280165886-0.0003680321097j),(-0.0004140513774-0.0004044760717j),(-0.1871582419-0.06177108757j)
(3954000000+0j),(0.4064341486+0.6303251049j),(-0.0004203447897-0.0003601551289j),(-0.0004513833846-0.0003864816099j),(-0.2000644356-0.04862612535j)
(3955000000+0j),(0.4490735233+0.6048027081j),(-0.000473250082-0.0003339418909j),(-0.0004652382049-0.0003520210157j),(-0.2117858678-0.03387123137j)
(3956000000+0j),(0.4901684523+0.5759440413j),(-0.0004480711068-0.0002719037875j),(-0.0004628948518-0.0002591625089j),(-0.2218502462-0.01716694604j)
(3957000000+0j),(0.5288219452+0.5440953093j),(-0.0004660860868-0.0002256509906j),(-0.0005005953135-0.0002592214732j),(-0.2302915454+0.0007435195835j)
(3958000000+0j),(0.5647158027+0.5098188513j),(-0.0004986963468-0.0002668935922j),(-0.000440855365-0.0002043463028j),(-0.2365902215+0.01999537548j)
(3959000000+0j),(0.5979011059+0.4729110775j),(-0.0005327662802-0.0001218443213j),(-0.0005563789164-0.000190893028j),(-0.2407372296+0.04035799059j)
(3960000000+0j),(0.6279094815+0.4338859896j),(-0.0004791084502-0.0001406058873j),(-0.0005335865426-0.0001204299842j),(-0.2425104231+0.06110990698j)
(3961000000+0j),(0.6551145911+0.3927625729j),(-0.0004848156241-6.688817666e-05j),(-0.0004568219301-7.903850928e-05j),(-0.2420152426+0.08233801363j)
(3962000000+0j),(0.6794029474+0.3494619928j),(-0.000488043559-3.84114137e-05j),(-0.0005670547835-9.835015226e-05j),(-0.2389943004+0.1035125804j)
(3963000000+0j),(0.7006405592+0.3042165233j),(-0.00049525738+3.178979387e-05j),(-0.0005406068522-7.785133494e-05j),(-0.2340561748+0.1243489073j)
(3964000000+0j),(0.7180705667+0.2575719007j),(-0.0004712890077+4.334654659e-05j),(-0.0005356551264+9.727154975e-05j),(-0.2269161642+0.1446776276j)
(3965000000+0j),(0.7321105599+0.2095327459j),(-0.00047891945+4.641970463e-06j),(-0.0005644588382+5.040529868e-05j),(-0.2175830603+0.1645040639j)
(3966000000+0j),(0.7426744103+0.160165497j),(-0.00046417868+0.0001525668922j),(-0.000516591128+0.0001326214551j),(-0.2065174729+0.1834170337j)
(3967000000+0j),(0.7495285869+0.1096133024j),(-0.0004795124696+0.0001905872923j),(-0.0005701672053+0.0001753409306j),(-0.1932706386+0.2014941305j)
(3968000000+0j),(0.7522978187+0.05854381081j),(-0.000478187314+0.0002224117488j),(-0.0005093343789+0.0001955081098j),(-0.178193301+0.2183632556j)
(3969000000+0j),(0.7515273094+0.00707138562j),(-0.0004355801502+0.0002725795202j),(-0.0004689613124+0.0002495754161j),(-0.1614547372+0.2338260861j)
(3970000000+0j),(0.7464643121-0.04498506626j),(-0.0004219395632+0.0002433915215j),(-0.0004128403962+0.0003033099929j),(-0.1430464536+0.24769822j)
(3971000000+0j),(0.7391647696-0.09765111588j),(-0.0004503010423+0.0003073934349j),(-0.0004353752593+0.0002841745445j),(-0.1227327809+0.2628116462j)
(3972000000+0j),(0.7256900072-0.1498483741j),(-0.0004144347622+0.0003261490492j),(-0.000414542912+0.0003099107125j),(-0.1011499986+0.2728718342j)
(3973000000+0j),(0.7079766393-0.2013996708j),(-0.0003388383484+0.0003798664548j),(-0.0003984948562+0.0004062933149j),(-0.07839931548+0.2807165501j)
(3974000000+0j),(0.6857638955-0.2514882157j),(-0.0003322552948+0.0004413554561j),(-0.0003690553713+0.0004283215094j),(-0.05475394055+0.2859735175j)
(3975000000+0j),(0.6593815088-0.3001353096j),(-0.0002783955424+0.0003764854628j),(-0.0003194332821+0.0004487036203j),(-0.03057968244+0.2889229079j)
(3976000000+0j),(0.628087759-0.3475501273j),(-0.0002424444538+0.0004591543111j),(-0.0003011091321+0.0004616504302j),(-0.006493313238+0.2890031196j)
