Frequency,S33,S32,S23,S22
(3800000000+0j),(-0.2896116078+0.6780046812j),(0.002565676812+0.003318119794j),(0.002313820878+0.003467618953j),(-0.001347753103+0.05817145136j)
(3801000000+0j),(-0.2312869132+0.7070856499j),(0.002762253862+0.003111711703j),(0.002579767723+0.003321718657j),(-0.005557598546+0.05975721783j)
(3802000000+0j),(-0.1719078869+0.7305081844j),(0.003064066404+0.002794456203j),(0.002833814127+0.003021897748j),(-0.009484063834+0.06237374057j)
(3803000000+0j),(-0.1114217788+0.7483905418j),(0.003166080685+0.002546036849j),(0.003072995925+0.002819633344j),(-0.01304862555+0.06610579858j)
(3804000000+0j),(-0.05161941051+0.7607436501j),(0.003430276178+0.002367627807j),(0.003350013169+0.002496404108j),(-0.01602328755+0.07073548643j)
(3805000000+0j),(0.008641459979+0.7679801737j),(0.003540070495+0.001963665709j),(0.003417185042+0.002238733694j),(-0.01814597473+0.07616739783j)
(3806000000+0j),(0.06808206439+0.7702777004j),(0.003716952866+0.001668592333j),(0.003625064855+0.001934749191j),(-0.01925697736+0.08228666481j)
(3807000000+0j),(0.1267597228+0.7678828617j),(0.003771095071+0.001432007877j),(0.00380988582+0.00161054288j),(-0.01949101128+0.0888496923j)
(3808000000+0j),(0.1843337268+0.7607004455j),(0.003926760983+0.001097442582j),(0.003918183502+0.001342382049j),(-0.01863326691+0.09574485945j)
(3809000000+0j),(0.240136072+0.7491914953j),(0.00397883635+0.000731104461j),(0.003976169974+0.001046646852j),(-0.01682973653+0.1028269297j)
(3810000000+0j),(0.2948620021+0.7335537874j),(0.003959074151+0.0004976954078j),(0.003990673926+0.0006696122582j),(-0.01396994572+0.1098876951j)
(3811000000+0j),(0.3473111987+0.7142602233j),(0.003990511876+0.000152800174j),(0.004140705336+0.0003468017967j),(-0.01018632017+0.1171623789j)
(3812000000+0j),(0.3974491656+0.6915789411j),(0.003985587507-0.0002040727268j),(0.004132237285+5.984563904e-05j),(-0.00529744057+0.1241641518j)
(3813000000+0j),(0.4453632236+0.6654582217j),(0.003985604271-0.0003854022943j),(0.004114713985-0.0002619441366j),(0.000463341421+0.1310973947j)
(3814000000+0j),(0.4914491773+0.6355777866j),(0.003898680909-0.0007500177599j),(0.004033095203-0.0004699676938j),(0.007211837918+0.1376125486j)
(3815000000+0j),(0.5345001817+0.6027772153j),(0.003879930591-0.001033080858j),(0.004066809081-0.0008659616578j),(0.01507783588+0.1436284767j)
(3816000000+0j),(0.575319767+0.5670328455j),(0.003764055436-0.001296894741j),(0.003912446555-0.001236390439j),(0.02378036827+0.1491176886j)
(3817000000+0j),(0.6132016182+0.5282643828j),(0.003685187548-0.001568015665j),(0.003813579679-0.001452883705j),(0.03353823349+0.1538233397j)
(3818000000+0j),(0.6476432085+0.4869826265j),(0.003575794166-0.001851801644j),(0.003750763135-0.001848075888j),(0.04421584681+0.1575829898j)
