X_value,Y_value,Z_value
-7.5,-7.5,-60.13636363636364
-7.5,-7.0,-60.16129032258064
-7.5,-6.5,-60.186217008797655
-7.5,-6.0,-60.3108504398827
-7.5,-5.5,-60.37316715542522
-7.5,-5.0,-60.42302052785924
-7.5,-4.5,-60.44794721407625
-7.5,-4.0,-60.4292521994135
-7.5,-3.5,-60.52272727272728
-7.5,-3.0,-60.541422287390034
-7.5,-2.5,-60.5850439882698
-7.5,-2.0,-60.62243401759531
-7.5,-1.5,-60.616202346041064
-7.5,-1.0,-60.65359237536657
-7.5,-0.5,-60.62866568914956
-7.5,0.0,-60.73460410557185
-7.5,0.5,-60.76576246334311
-7.5,1.0,-60.78445747800586
-7.5,1.5,-60.80315249266863
-7.5,2.0,-60.78445747800586
-7.5,2.5,-60.747067448680355
-7.5,3.0,-60.70967741935485
-7.5,3.5,-60.70967741935485
-7.5,4.0,-60.703445747800586
-7.5,4.5,-60.678519061583586
-7.5,5.0,-60.63489736070382
-7.5,5.5,-60.603739002932556
-7.5,6.0,-60.51026392961877
-7.5,6.5,-60.51026392961877
-7.5,7.0,-60.37939882697947
-7.5,7.5,-60.38563049853373
-7.0,-7.5,-60.23607038123167
-7.0,-7.0,-60.360703812316714
-7.0,-6.5,-60.41678885630499
-7.0,-6.0,-60.40432551319648
-7.0,-5.5,-60.4541788856305
-7.0,-5.0,-60.50403225806451
-7.0,-4.5,-60.53519061583577
-7.0,-4.0,-60.59127565982405
-7.0,-3.5,-60.59127565982405
-7.0,-3.0,-60.65359237536657
-7.0,-2.5,-60.678519061583586
-7.0,-2.0,-60.69098240469208
-7.0,-1.5,-60.79692082111437
-7.0,-1.0,-60.76576246334311
-7.0,-0.5,-60.85923753665689
-7.0,0.0,-60.96517595307918
-7.0,0.5,-60.96517595307918
-7.0,1.0,-60.927785923753675
-7.0,1.5,-60.91532258064517
-7.0,2.0,-60.90909090909091
-7.0,2.5,-60.85923753665689
-7.0,3.0,-60.85300586510263
-7.0,3.5,-60.79692082111437
-7.0,4.0,-60.77199413489737
-7.0,4.5,-60.73460410557185
-7.0,5.0,-60.74083577712611
-7.0,5.5,-60.69098240469208
-7.0,6.0,-60.6099706744868
-7.0,6.5,-60.6099706744868
-7.0,7.0,-60.52272727272728
-7.0,7.5,-60.44171554252199
-6.5,-7.5,-60.391862170087975
-6.5,-7.0,-60.42302052785924
-6.5,-6.5,-60.4292521994135
-6.5,-6.0,-60.51026392961877
-6.5,-5.5,-60.55388563049854
-6.5,-5.0,-60.54765395894428
-6.5,-4.5,-60.616202346041064
-6.5,-4.0,-60.678519061583586
-6.5,-3.5,-60.7532991202346
-6.5,-3.0,-60.80938416422288
-6.5,-2.5,-60.86546920821115
-6.5,-2.0,-60.8717008797654
-6.5,-1.5,-60.89039589442815
-6.5,-1.0,-60.90285923753666
-6.5,-0.5,-60.91532258064517
-6.5,0.0,-60.9901026392962
-6.5,0.5,-60.977639296187675
