X_value,Y_value,Z_value
47.68731671554252,8.855749612206717e-15,-14.999999999999984
47.363269794721404,8.89543391464243e-15,-16.999999999999982
47.0641495601173,8.932065578429242e-15,-18.999999999999982
46.49083577712611,9.002276267353965e-15,-20.999999999999982
46.26026392961877,9.0305131748563e-15,-22.999999999999982
45.73680351906158,9.094618586483222e-15,-24.999999999999982
45.3317448680352,9.144223964527862e-15,-26.999999999999982
44.7958211143695,9.209855695479235e-15,-28.999999999999982
44.166422287390034,9.286934821363985e-15,-30.999999999999982
43.431085043988276,9.376987661506566e-15,-32.999999999999986
42.770527859237546,9.457882585702443e-15,-34.999999999999986
41.966642228739005,9.556330182129502e-15,-36.999999999999986
41.268695014662754,9.641804064298731e-15,-38.999999999999986
40.34640762463343,9.75475169430807e-15,-40.999999999999986
39.766862170087975,9.825725542895017e-15,-42.99999999999998
38.91312316715542,9.930278416619878e-15,-44.99999999999998
37.8848973607038,1.0056199760887047e-14,-46.99999999999998
36.8815982404692,1.0179068466505313e-14,-48.99999999999998
35.64149560117302,1.0330937239288137e-14,-50.99999999999998
34.29545454545455,1.0495779726328793e-14,-52.99999999999998
32.955645161290334,1.0659859053707222e-14,-54.99999999999998
31.291788856304976,1.0863622683521368e-14,-56.99999999999998
29.366202346041064,1.109943901914897e-14,-58.99999999999998
27.353372434017587,1.134593959004773e-14,-60.99999999999998
25.209677419354847,1.1608466513853217e-14,-62.99999999999998
22.704545454545453,1.191525669806777e-14,-64.99999999999997
20.261730205278596,1.221441528566007e-14,-66.99999999999997
17.401392961876837,1.2564705570621464e-14,-68.99999999999997
13.52529325513197,1.3039390880525574e-14,-70.99999999999997
9.437316715542522,1.3540023618945342e-14,-72.99999999999997
2.887829912023463,1.4342104423944085e-14,-74.99999999999997
44.71740923433775,8.894845733887072,-14.999999999999995
44.375141057305555,8.826764360514876,-16.999999999999993
43.837291064826346,8.719779345215706,-18.999999999999993
43.43390357046695,8.639540583741331,-20.999999999999993
42.92661323665136,8.538634262493254,-22.999999999999993
42.35209165377586,8.42435481433278,-24.999999999999993
41.84480131996027,8.323448493084703,-26.999999999999993
41.25805587361933,8.20673756730379,-28.999999999999993
40.63463883688209,8.082732208661575,-30.999999999999993
39.956214414550374,7.947785200727397,-32.99999999999999
39.34502124127857,7.826211319705619,-34.99999999999999
38.550470116025224,7.668165274377303,-36.99999999999999
37.80481444463361,7.519845139530728,-38.99999999999999
37.08360650017288,7.376387959925026,-40.99999999999999
36.49686105383195,7.259677034144119,-42.99999999999999
35.62285481605325,7.085826384282967,-44.99999999999999
34.74273664654186,6.910759995611606,-46.99999999999999
33.673148593316185,6.698005703823487,-48.99999999999999
32.44465031503985,6.453642202969707,-50.99999999999999
31.283383285823433,6.222651829028326,-52.99999999999999
29.798183874772917,5.927227298145397,-54.99999999999999
28.447446961842232,5.658549021087261,-56.99999999999999
26.430509490045267,5.257355213715385,-58.99999999999999
24.792511785676822,4.9315372125770125,-60.99999999999999
22.537208976303845,4.482929591606638,-62.99999999999999
20.330801620792627,4.044047881118008,-64.99999999999999
17.70878290745658,3.522495931534568,-66.99999999999999
14.97674942293159,2.9790606833672086,-68.99999999999999
11.694642082461982,2.3262089422802426,-70.99999999999999
7.330722825301265,1.4581714317847236,-72.99999999999999
1.5304996109518214,0.3044353008880236,-74.99999999999999
-7.020092883120782,-1.396383294606693,-76.99999999999999
40.03297352606093,16.582200576617492,-14.999999999999984
39.41118363541183,16.324646770964158,-16.999999999999982
38.82969494137889,16.083786267529092,-18.999999999999982
38.31153669917131,15.86915809615131,-20.999999999999982
37.74731994654529,15.635451865095504,-22.999999999999982
37.26370558715156,15.435132238476243,-24.999999999999982
36.774333913955516,15.23242785439723,-26.999999999999982
36.181330592317934,14.986797836042651,-28.999999999999982
35.65165772250576,14.767400149745367,-30.999999999999982
34.8686630453921,14.443073135218942,-32.999999999999986
34.32171823417298,14.216521176542397,-34.99999999999998
33.79204536436079,13.997123490245105,-36.99999999999998
33.0838957666771,13.70379832269547,-38.99999999999998
32.46786318983031,13.448629274501883,-40.99999999999998
31.621538060891268,13.098069927918175,-42.99999999999998
30.80975681476606,12.761819126092988,-44.99999999999998
30.06706333426854,12.454185413784828,-46.99999999999998
29.284068657154876,12.12985839925841,-48.99999999999998
28.19593634851897,11.679139239365071,-50.99999999999998
27.18264911931304,11.259421926448518,-52.99999999999998
25.985127848433308,10.763392374819865,-54.99999999999998
24.574585966868227,10.179126797180352,-56.99999999999998
23.279190361349293,9.642556368735903,-58.99999999999998
21.36776217898357,8.85081689209786,-60.99999999999998
19.49663519323397,8.07577071767809,-62.99999999999998
17.792470307751287,7.369882509591164,-64.99999999999997
15.195921782911086,6.294356895242508,-66.99999999999997
12.927540144802379,5.3547624560997775,-68.99999999999997
9.755260239731555,4.040761095775807,-70.99999999999997
5.725140578117063,2.3714308739486114,-72.99999999999997
1.2056492433065387,0.49939626804241755,-74.99999999999997
-4.845287562917505,-2.0069838221581264,-76.99999999999997
33.74888828117163,22.550286203003864,-14.999999999999993
33.08566325317665,22.107133407164177,-16.999999999999993
32.53643002686829,21.740147498109437,-18.999999999999993
