X_value,Y_value,Z_value
58.45564516129032,7.537009715881473e-15,-14.999999999999986
57.02236070381232,7.712536438193282e-15,-19.999999999999986
55.1217008797654,7.945300135171984e-15,-24.999999999999986
52.78482404692082,8.231485008506457e-15,-29.999999999999986
49.84347507331378,8.591696369076777e-15,-34.999999999999986
46.37243401759531,9.016776300936246e-15,-39.999999999999986
42.066348973607035,9.544119627533899e-15,-44.999999999999986
36.613636363636374,1.0211884331980997e-14,-49.99999999999998
29.65285923753666,1.1064333674686608e-14,-54.99999999999998
20.31158357771261,1.2208310008362269e-14,-59.99999999999998
41.52826720960511,41.52826720960509,-14.999999999999984
40.43546582049863,40.43546582049861,-19.999999999999986
39.179625514468995,39.179625514468974,-24.999999999999982
37.469920115383054,37.46992011538303,-29.999999999999982
35.394478767523566,35.394478767523545,-34.999999999999986
32.865172326607755,32.865172326607734,-39.99999999999998
29.79387164835284,29.79387164835282,-44.99999999999998
25.995505529764984,25.995505529764962,-49.99999999999998
21.042647621072696,21.042647621072668,-54.99999999999998
14.419742428221724,14.419742428221696,-59.99999999999997
2.0763021412671495e-14,59.583577712609966,-14.999999999999986
2.107158853043938e-14,58.19391495601173,-19.999999999999986
2.1499154626359905e-14,56.2683284457478,-24.999999999999986
2.2013894392322476e-14,53.950146627565985,-29.999999999999986
2.268084215359656e-14,50.94648093841643,-34.999999999999986
2.3461254056830142e-14,47.43181818181819,-39.999999999999986
2.4411862173002958e-14,43.150659824046926,-44.999999999999986
2.5633677262639924e-14,37.648093841642236,-49.99999999999998
2.716682688814135e-14,30.743401759530798,-54.99999999999998
2.923685562437793e-14,21.420821114369502,-59.99999999999998
-42.581410483784325,42.58141048378434,-14.99999999999998
-41.594364067817175,41.59436406781719,-19.99999999999998
-40.21073650257752,40.21073650257753,-24.99999999999998
-38.61559899105919,38.6155989910592,-29.99999999999998
-36.47406078498761,36.47406078498762,-34.99999999999998
-33.97119308735664,33.97119308735665,-39.99999999999998
-30.96598926731381,30.965989267313823,-44.99999999999997
-27.141184405441116,27.14118440544113,-49.99999999999997
-22.117823181322613,22.117823181322628,-54.99999999999997
-15.428821130259536,15.42882113025955,-59.999999999999964
-60.59934017595308,1.469576158976824e-14,-14.999999999999988
-59.141129032258064,1.469576158976824e-14,-19.999999999999986
-57.26539589442815,1.469576158976824e-14,-24.999999999999986
-54.90982404692082,1.469576158976824e-14,-29.999999999999986
-51.91239002932551,1.469576158976824e-14,-34.999999999999986
-48.447580645161295,1.469576158976824e-14,-39.999999999999986
-44.060483870967744,1.469576158976824e-14,-44.999999999999986
-38.73240469208211,1.469576158976824e-14,-49.99999999999998
-31.752932551319645,1.469576158976824e-14,-54.99999999999998
-22.467741935483872,1.469576158976824e-14,-59.99999999999998
-43.03968203405481,-43.039682034054785,-14.99999999999998
-41.805874014095885,-41.805874014095856,-19.99999999999998
-40.43987227771277,-40.439872277712745,-24.99999999999998
-38.835921851766166,-38.83592185176614,-29.99999999999998
-36.69438364569459,-36.694383645694565,-34.99999999999998
-34.213548234134315,-34.21354823413429,-39.99999999999998
-31.102589440952144,-31.102589440952116,-44.99999999999997
-27.211687720867374,-27.211687720867346,-49.99999999999997
-22.426275186312374,-22.426275186312346,-54.99999999999997
-15.931157252671426,-15.931157252671397,-59.999999999999964
-8.753035581210763e-15,-60.144428152492665,-14.999999999999988
-8.422329118670294e-15,-58.655058651026394,-19.999999999999986
-7.989228186556623e-15,-56.70454545454545,-24.999999999999986
-7.468953584400904e-15,-54.361436950146626,-29.999999999999986
-6.800622114078534e-15,-51.35153958944282,-34.999999999999986
-6.021593919893241e-15,-47.84310850439883,-39.999999999999986
-5.040544204658122e-15,-43.424853372434015,-44.999999999999986
-3.831182496455736e-15,-37.9783724340176,-49.99999999999998
-2.3492301057409105e-15,-31.304252199413497,-54.99999999999998
-2.072484989934291e-16,-21.657624633431084,-59.99999999999998
41.56351886731823,-41.56351886731819,-14.99999999999999
40.70425971056112,-40.70425971056107,-19.99999999999999
39.417574204032526,-39.417574204032476,-24.99999999999999
37.70786880494657,-37.70786880494652,-29.99999999999999
35.61920808544467,-35.61920808544461,-34.999999999999986
33.13396621667025,-33.13396621667019,-39.999999999999986
30.0582590812012,-30.05825908120113,-44.999999999999986
26.154137989474016,-26.154137989473938,-49.999999999999986
21.359912540490747,-21.35991254049066,-54.999999999999986
14.684129861070105,-14.684129861070005,-59.999999999999986
