X_value,Y_value,Z_value
58.44318181818181,7.538536035205924e-15,-14.999999999999986
57.016129032258064,7.713299597855507e-15,-19.999999999999986
55.103005865102645,7.94758961415866e-15,-24.999999999999986
52.77859237536657,8.23224816816868e-15,-29.999999999999986
49.831011730205276,8.593222688401228e-15,-34.999999999999986
46.322580645161295,9.022881578234047e-15,-39.999999999999986
42.04142228739002,9.5471722661828e-15,-44.999999999999986
36.52639296187684,1.022256856725215e-14,-49.99999999999998
29.65285923753666,1.1064333674686608e-14,-54.99999999999998
20.267961876832842,1.2213652125997846e-14,-59.99999999999998
1.5043988269794681,1.4511525868958096e-14,-64.99999999999997
41.567925324532354,41.56792532453233,-14.999999999999984
40.47512393542588,40.475123935425856,-19.999999999999986
39.18843842889728,39.18843842889726,-24.999999999999982
37.51398468752445,37.51398468752442,-29.999999999999982
35.394478767523566,35.394478767523545,-34.999999999999986
32.87398524103603,32.87398524103601,-39.99999999999998
29.79387164835284,29.79387164835282,-44.99999999999998
25.916189299910485,25.916189299910464,-49.99999999999998
21.033834706644427,21.0338347066444,-54.99999999999998
14.512278029718644,14.512278029718615,-59.99999999999998
0.8831058663865861,0.8831058663865576,-64.99999999999997
2.0760253994574924e-14,59.59604105571847,-14.999999999999986
2.1074355948535955e-14,58.181451612903224,-19.999999999999986
2.1483933826828754e-14,56.336876832844574,-24.999999999999986
2.2033266318998488e-14,53.86290322580646,-29.999999999999986
2.266562135406541e-14,51.0150293255132,-34.999999999999986
2.346955631111986e-14,47.394428152492665,-39.999999999999986
2.441601330014782e-14,43.13196480938416,-44.999999999999986
2.5625375008350206e-14,37.685483870967744,-49.99999999999998
2.719450106910708e-14,30.618768328445753,-54.99999999999998
2.9220251115798495e-14,21.495601173020532,-59.99999999999998
3.3505598038341737e-14,2.1961143695014727,-64.99999999999997
-42.673946085281244,42.67394608528126,-14.99999999999998
-41.58114469617476,41.581144696174775,-19.99999999999998
-40.23717524586235,40.23717524586237,-24.99999999999998
-38.549502132847095,38.54950213284711,-29.99999999999998
-36.496093071058304,36.49609307105832,-34.99999999999998
-34.01085120228388,34.010851202283895,-39.99999999999998
-30.92192469517242,30.921924695172436,-44.99999999999997
-27.088306918871453,27.088306918871467,-49.99999999999997
-22.153074839035725,22.15307483903574,-54.99999999999997
-15.605079418825099,15.605079418825113,-59.999999999999964
-2.094881600274803,2.0948816002748174,-64.99999999999996
-60.56818181818181,1.469576158976824e-14,-14.999999999999988
-59.20967741935484,1.469576158976824e-14,-19.999999999999986
-57.271627565982406,1.469576158976824e-14,-24.999999999999986
-54.90359237536657,1.469576158976824e-14,-29.999999999999986
-51.94978005865103,1.469576158976824e-14,-34.999999999999986
-48.478739002932556,1.469576158976824e-14,-39.999999999999986
-44.04802052785924,1.469576158976824e-14,-44.999999999999986
-38.757331378299114,1.469576158976824e-14,-49.99999999999998
-31.759164222873892,1.469576158976824e-14,-54.99999999999998
-22.26209677419355,1.469576158976824e-14,-59.99999999999998
-3.5920087976539605,1.469576158976824e-14,-64.99999999999997
-42.93833351812962,-42.93833351812959,-14.99999999999998
-41.7970610996676,-41.79706109966757,-19.99999999999998
-40.51918850756728,-40.51918850756725,-24.99999999999998
-38.78745082241064,-38.78745082241061,-29.99999999999998
-36.73404176062184,-36.734041760621814,-34.99999999999998
-34.195922405277756,-34.19592240527773,-39.99999999999998
-31.151060470307684,-31.151060470307655,-44.99999999999997
-27.28659749350774,-27.286597493507713,-49.99999999999997
-22.435088100740657,-22.43508810074063,-54.99999999999997
-15.97522182481282,-15.975221824812792,-59.999999999999964
-2.6412822948280734,-2.641282294828045,-64.99999999999996
-8.751651872162477e-15,-60.13819648093842,-14.999999999999988
-8.420945409622007e-15,-58.64882697947214,-19.999999999999986
-8.004448986087775e-15,-56.77309384164223,-24.999999999999986
-7.459267621062898e-15,-54.31781524926686,-29.999999999999986
-6.81030807741654e-15,-51.39516129032259,-34.999999999999986
-6.024361337989815e-15,-47.855571847507335,-39.999999999999986
-5.052997586092702e-15,-43.48093841642229,-44.999999999999986
-3.8339499145523095e-15,-37.99083577712611,-49.99999999999998
-2.4834498834246974e-15,-31.90872434017595,-54.99999999999998
-2.916547509389037e-16,-22.037756598240463,-59.99999999999998
3.834565631051395e-15,-3.454912023460409,-64.99999999999997
41.48860909467787,-41.48860909467782,-14.99999999999999
40.70425971056112,-40.70425971056107,-19.99999999999999
39.43079357567494,-39.43079357567489,-24.99999999999999
37.756339834302096,-37.75633983430205,-29.99999999999999
35.65005328594365,-35.650053285943585,-34.999999999999986
33.12074684502784,-33.120746845027774,-39.999999999999986
30.097917196128456,-30.097917196128385,-44.999999999999986
26.145325075045733,-26.145325075045655,-49.999999999999986
21.289409225064517,-21.289409225064432,-54.999999999999986
15.014614152130534,-15.014614152130434,-59.999999999999986
1.7291456515013266,-1.729145651501213,-64.99999999999999
